execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.46408613  47.08552083 -30.20562084 -24.5848348  -53.49618778
  16.31709248 -29.57126933  24.65265361  30.27431098  39.70425522]",1119.6811268949496,28837
1,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.30441655  47.08553524 -30.20530074 -83.85872996 -53.49618252
  16.31728037 -12.58524433  24.65262422  30.27426741  39.70425401]",8662.692119766054,28704
2,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.78641758  47.08552478 -30.2054328   23.21583426 -53.49618177
  16.31711611 -43.26920452  24.65263006  30.27430614  39.70427815]",576.5098039401036,29063
3,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.2938678   47.08548229 -30.20548509  57.95748597 -53.49620764
  16.3167043  -53.22481262  24.65264336  30.27439478  39.70421208]",3285.583090700153,29763
4,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.3758958   47.08550031 -30.20562847  52.17278576 -53.4961921
  16.31701465 -51.5672794   24.65266651  30.27431885  39.70426315]",2653.0887871399964,29506
5,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.45543464  47.08552541 -30.20559854 -23.97448898 -53.49620102
  16.31711353 -29.74615383  24.65265919  30.27431871  39.70425514]",1081.570381610797,28691
6,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.34475553  47.08549928 -30.20559362  54.37013892 -53.49619948
  16.31711138 -52.19697771  24.65265481  30.27432268  39.7041865 ]",2884.759361949125,28654
7,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -55.88204514   47.0856621   -30.20559062 -124.60593436  -53.49619826
   16.3170871    -0.90886384   24.65265987   30.27425843   39.70422989]",18258.76105864849,28879
8,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.68966501  47.0855408  -30.20536196  30.04057671 -53.49618562
  16.31712261 -45.22486017  24.65264196  30.27430483  39.70426266]",902.469337060618,28585
9,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.43470967  47.08561685 -30.20558693 -22.50900859 -53.49621599
  16.31707404 -30.16603589  24.65261027  30.27431696  39.70423336]",993.381386458114,28707
10,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.44654075  47.08551762 -30.20557899 -23.34758686 -53.49622161
  16.31710249 -29.92581312  24.65266924  30.27429192  39.7042283 ]",1043.2712179637729,28872
11,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.56949432  47.08553116 -30.20562584  38.51591074 -53.49622859
  16.31721017 -47.6536881   24.65271082  30.27434019  39.70425855]",1447.5615338924963,28545
12,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.33717457  47.08552021 -30.20554517  54.90197288 -53.49620725
  16.31709052 -52.34917372  24.65266988  30.27432339  39.70424445]",2942.363405500586,29595
13,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.55661446  47.08550134 -30.2056318   39.42667664 -53.49622019
  16.31704128 -47.91458108  24.65258969  30.27435443  39.7042469 ]",1515.3733312443776,28772
14,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.24244836  47.08553816 -30.2055929   -8.94963766 -53.49621708
  16.31711319 -34.05172259  24.65264834  30.27433709  39.70425251]",397.6905366189126,28958
15,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.40380452  47.08553174 -30.20558315 -20.33123288 -53.4961856
  16.31711777 -30.79008988  24.65265517  30.27426467  39.70423028]",870.8757888760704,29544
16,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.37587559  47.08570734 -30.20551858 -88.88429931 -53.49619013
  16.31701709 -11.14534228  24.65268996  30.27424588  39.70429749]",9651.829892410577,29112
17,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.27881904  47.08553087 -30.20560263 -11.51046508 -53.49620127
  16.31713195 -33.31782714  24.65263637  30.27433218  39.70426399]",479.7159146739637,28467
18,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.04614828  47.08552636 -30.20559333   4.89557297 -53.49620318
  16.31711051 -38.01923771  24.65265589  30.27432047  39.70425479]",200.1180585212828,28990
19,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.830285    47.08552755 -30.20559509  20.12218544 -53.49620201
  16.31711128 -42.38260783  24.65265242  30.27431133  39.70424713]",461.93935256657846,29011
20,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.14531751  47.08552616 -30.20559326  -2.09948564 -53.49620346
  16.31711247 -36.01471334  24.65265507  30.27432164  39.70425472]",248.07598153461123,28924
21,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.27034583  47.08548501 -30.20559269 -10.91840976 -53.49619755
  16.31710506 -33.48751334  24.65265003  30.27432258  39.70425236]",459.4839588335371,29027
22,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.64723424  47.0855245  -30.20558086  33.02757714 -53.49618476
  16.3171721  -46.08091301  24.65265791  30.27426582  39.70425047]",1076.8142513285486,28913
23,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.93766306  47.08554047 -30.20557465  12.54764358 -53.49618455
  16.31710482 -40.21206366  24.65265891  30.27430259  39.70425517]",268.96581508903546,28956
24,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.73065446  47.08571586 -30.20554465  27.10463292 -53.49624234
  16.31711499 -44.38357384  24.65258057  30.27432109  39.70430681]",750.30180738415,28755
25,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.9964069   47.08552046 -30.2055933    8.4042202  -53.49620207
  16.31711125 -39.02469842  24.65265577  30.27432048  39.7042546 ]",215.9507088207764,28746
26,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-52.37904087  47.08532125 -30.20555839 122.4951346  -53.49627318
  16.31720248 -71.71881756  24.65312556  30.27432657  39.70426244]",15252.60725790479,29592
27,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.46701898  47.08559725 -30.20560421 -24.79159202 -53.4963243
  16.31704081 -29.51188607  24.6526117   30.27469861  39.70430869]",1132.963985138951,30210
28,f2,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.5549408   47.08552138 -30.2056259  -30.99585551 -53.49618247
  16.3171736  -27.73404953  24.65263451  30.2743127   39.70423272]",1568.7083493568528,29526
