execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 53.89307417   3.09486552 -53.28705313  52.61144902 -25.36450013
 -67.96692379  52.75964933   0.58703828  53.5825374  110.65848451
 -54.50046647  75.54169765  64.11782107 -30.59104147 -28.74296221
 -19.53094809  73.5739326   53.47485805 102.36902509  73.16178283
 107.13256764 -37.63859992  12.42080497  79.5885407  -10.07655335
  23.6131144   46.89976454 -69.71243845  63.13888818 -71.85447493]",3604118.1200545058,140640
1,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  49.97475484  -66.02225783  -59.51644479    6.36695615  118.37862681
 -132.20148848  -81.78009257  -24.87652322   56.38823666  194.40906887
  -54.48791529   75.48020662   70.18295042   11.32395891  -21.66611141
    3.61505087   52.15170204   63.06087703   28.57832735   72.83943261
  -39.38248199 -152.85941469   65.88902165  133.06831799   17.43083784
   35.20599585  -47.4417804   -83.39694527   55.59220195  -13.5007501 ]",1502465.316652943,139723
2,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  46.46073436    2.84305595  -60.58468614   52.60610744    0.95647196
 -106.77660394  -76.56681499    8.2836692    60.90540235   -8.14794427
  -54.75187879   75.42278606   71.00855158   18.10656612   42.02636111
  -36.01246678   46.34097688   63.75217716   84.96157004   73.15739133
   18.85362385  -79.37872818   48.50153695   63.77979263   19.91297155
   37.00955378   27.61801805  -48.9606088   104.68958232  -77.26596982]",1884421.1061886249,143490
3,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[120.4533937   47.14381386 135.29593781  65.96669677 -37.06385271
 -77.54730516  -9.85108822   3.82966737  62.80046102 184.858681
 -55.76761119  71.91921519  67.36117757 -81.13681931  31.92729972
 -43.26936323  32.70929388  61.37424516  55.00268586  84.01579708
  86.11936304  54.44712079  -1.80867568  45.0794946    9.52808693
  28.92586556  65.44801772 -43.01090605 -37.43228401 -69.23115545]",10905940.383790482,143516
4,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 5.13055976e+01  5.38118672e+01 -5.33280602e+01  3.15479080e+01
  3.19153235e+01 -1.03510780e+02 -2.96164471e+01 -1.43909805e+01
  7.23601201e+01  4.64696798e+01 -5.48615619e+01  7.49957001e+01
  7.57690071e+01  5.76243289e+00 -1.45541854e+01 -3.24192760e+01
 -1.62527994e+01  6.99385506e+01  3.31195489e+01  7.38412343e+01
  2.47618753e+01 -7.29074688e+01  6.43382523e+01  1.02158739e+02
  3.90399487e+01  4.64008342e+01 -2.83822101e-02 -3.67829711e+01
  2.93694087e+01 -5.60540395e+01]",490403.7075658135,114208
5,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 48.93227278 105.58038605 -57.45471072  72.3340894  -40.12583906
  14.34968183  26.69568106  -6.58377475  84.01826409 118.66770355
 -61.34981656  72.47538656  75.28682616 -51.89117988  57.99096306
 -57.69328862 -65.07677625  68.80643822  59.80536417  81.93780259
   1.05037467   9.46825155  19.69260452 103.6594713   36.18894394
  45.50272464  32.49903872  -3.63450561 -25.13656872 -68.3374204 ]",1722742.6093976907,141991
6,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.81007657  35.57297975 -58.75194952  64.19074296 -82.02840583
 -10.86590936  37.6756493  -13.63471249  60.56937322 220.91980497
 -54.67918554  75.29566332  73.86303499 -86.23185779  19.6999538
 -15.97425288  35.88091199  67.04986246 140.35771015  73.81842554
  21.29506212  16.29874172 -33.3294111  109.05059554  30.66274296
  42.70983783  25.1658224  -63.2721955   19.24357578 -72.02479137]",3872474.816902129,141676
7,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  -2.55508947    5.97521194  -87.93089321   32.30105355   62.25334667
  -44.66375358  132.5801011    44.33913664   55.25146989  -67.46744673
  -47.50985574   79.56370472   65.58278987   42.02990921 -117.14590413
  -65.33182563   86.96137047   53.61641516    0.69782978   57.16011589
   89.48951908  -78.89451015   91.209288    152.47482531   -8.02535462
   27.07548581   -4.37722095  -35.60489226   68.21987603  -70.928602  ]",6285545.260106261,140268
8,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 47.61558153  45.8493581  -68.82560234  64.6708256   16.43857686
  90.96140258  78.45762801 -57.56983974  61.64940491 -71.72319784
 -51.42305381  76.49067762  74.62530643  36.24349611  38.61987962
  29.2703452   14.61642302  68.27404644  47.27062108  70.445462
 -88.34277235 -80.48475702  75.5425815  188.33508933  34.21215242
  44.21237193 -25.53222119 -94.96504807  83.31945274 -78.07135673]",2090248.5695661688,126349
9,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.09398905 186.61595162 -59.05674918  42.74691301  58.50773347
 -98.32006429  56.95587418  53.36389052  64.72635332 -17.12930203
 -56.05978936  74.25609966  71.32281568  25.75304809 -60.27790481
 -91.76654862  45.91442111  63.3057092  -44.82067167  77.35657603
 133.91925849 -75.53932318 113.93893028  75.90587809  19.82606079
  37.92867071  45.12871882  -4.12895221 -54.16639365 -43.03687668]",4498052.012463511,140000
10,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 47.28623796  71.2547437  -58.97482462  61.49679142   5.90754278
 -58.94125578 -68.86143289  10.7888238   87.12638579  77.36017581
 -55.66291617  75.15220481  66.06681337 -10.26310515  70.49254675
 -83.61011854 -75.97398628  54.04553243  55.27552737  73.94107494
 -26.46653272 -60.75321929  47.88657888  84.23830399  -5.57167657
  28.24513163  18.1587663   20.2040817   22.19870976 -57.3033454 ]",916001.964934932,139078
11,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 85.68917669 -21.08854331 -58.6846969   81.66619577  30.73042908
  39.97309098 193.23448833 -83.25140679  61.20854113 120.69815487
 -41.64097611  84.93470792  71.62283564 -11.46772715 -48.81952045
  41.98548496 -12.02779104  65.01718228  64.16858856  40.53951296
 145.15256938 -73.10399518  37.24761792 104.68700899  23.84913762
  38.25262975  71.85131938 -99.31299982  57.81764253 -53.37762252]",3553094.1628453927,122761
12,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[   4.89092468  -49.32796531  -77.13270393   33.72675577   56.06827345
 -139.17006005  -39.50534727  -91.52486053   71.08167963   66.68515703
  -56.2688993    74.78340225   60.36142239   10.84552958  -18.52122982
   44.46248912  -47.9081979    47.83488044   44.78409398   77.83844628
   77.49981543  -83.87029764   55.90329729   65.86742852  -25.88457542
   17.20524742   27.23876329  -92.27157417   79.4107827   -56.62227255]",5111145.316067542,158195
13,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  42.19948367  123.65010022  -62.45024317   29.39463219    5.14047201
 -123.35641778 -114.31773656   23.87316455   71.5871766    19.25903082
  -54.73486816   75.56564586   70.12787243   -1.85827201   36.65659381
  -61.42256805   12.94545779   62.80472289   24.89498123   72.99417363
  -37.67725385  -44.68104045   66.19178535   94.61345201   16.95609357
   35.3289746   -14.33325079  -19.24636569   -6.01111357  -62.19843558]",649819.7613859024,130942
14,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  54.62887572  -71.79682782  -57.6843922    57.7047312    54.08583422
   39.60384846  -53.92924416   -8.5047482    73.0804669   122.54383077
  -53.67168209   76.09384656   70.45849238    8.29775161  102.48584287
  -42.6901033   -20.91992657   62.94898644   81.5579351    71.09798487
 -165.85099268 -120.97359154   42.01170555  170.20864513   17.81753242
   36.11403314  -45.22441041  -27.33486667  104.70726541  -46.62951848]",2085159.024359855,149536
15,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  65.55820563  -31.3281281   -38.91265335   27.2568249    17.93117386
  -48.92518815  -18.16101828  -17.62958744   48.86473587   -8.29855061
  -55.84386728   74.52603286   77.84091841   10.63243058   -1.14044802
   14.85052805   99.22470833   73.83149341   52.3866572    76.99870186
  -52.32440794  -46.5985451    50.4064557   153.02253712   49.33988798
   49.93216345  -37.83264027 -104.56945446   89.29603308  -82.1339647 ]",7062752.17810597,124571
16,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  49.70202747  135.92982483  -61.08654385   78.3755969  -140.01935011
  -46.25607301  -33.85625358   11.02498169   70.72256856   19.36659323
  -53.73691832   76.15457667   67.95965514  -58.92037916   72.62192377
  -56.17454691    1.39870155   61.0939222   136.46102935   71.28621721
   27.23472378   54.98919776  -12.82236441   57.28594861   10.48015733
   30.93837085   54.74143655  -21.64550153   26.94775964 -111.24820128]",4038476.386248106,128399
17,f1,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  41.00961184   57.78847626  -63.00446318   50.38447142   -5.82169021
  -36.66789703   81.30335212   95.39341608   66.40403506  -61.96256569
  -54.76842732   75.29578696   81.25548362   30.78314202  -30.32119112
 -131.26133138   62.72638362   80.57337568   72.64453496   73.40791186
   96.52376389  -81.39409912   64.40588868   98.07937067   67.4354329
   56.10781522   39.57947595   24.76635441   91.99991921  -80.49094256]",3110830.472231744,132496
