execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
12,f6,30,50,731,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-7.575002418144678 -40.60112362950743 60.14684684310549
 -24.834420936108017 -68.81711766603244 -24.322939875030087
 82.46638225873431 -19.694937540915205 -58.89307646211401
 74.78091942567136 -48.56899068291387 11.23614116316547 23.595507631774154
 -57.33524502897849 66.08685286779809 -7.575002418144678
 -40.60112362950743 80.72864463640016 -34.34410225548214
 -80.15906014478543 -24.322939875030087 82.46638225873431
 -19.694937540915205 -29.24787988885913 74.78091942567136
 -69.07010427514415 11.23614116316547 -88.63842864050177 96.67407380645705
 66.08685286779809]",0.0239671086723548,0
13,f6,30,50,857,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-44.600728723238106 68.91170656122361 4.8466717417323935
 -44.227289738717836 0.31255425931868785 -49.56877519772891
 -95.72046531737118 -62.62717224204357 -47.76538694664454
 -79.92061006778655 -17.934079808712383 22.026962627606906
 35.8120092745049 28.390335472633353 17.75360483044321 -44.600728723238106
 7.7683539258562035 -85.78529750751838 -82.4747754863802
 7.1676648775618474 -49.56877519772891 -95.72046531737118
 -62.62717224204357 -63.577492457344405 73.49237853813753
 41.464530006023125 22.026962627606906 92.45671976562579
 -72.84008050907696 30.97670551663714]",0.0269587477222,0
14,f6,30,50,610,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-31.549074877063134 24.21404533776277 85.140486489334 86.7962676707512
 -16.170505122627816 -96.48438561689031 54.140238290162785
 41.70400795769061 -54.07286588270848 83.82518855400014 14.501490916664167
 32.07503995362583 30.323984588649637 -97.30754384111209
 -37.712113743511864 -31.549074877063134 24.21404533776277
 -78.06220658439412 -13.059686851522983 -10.392813928684944
 -7.927679061989437 54.140238290162785 -45.43822005748246
 -54.07286588270848 75.95327342833357 14.501490916664167
 -33.12284484763177 71.7748864518883 -27.324255419654506
 -37.712113743511864]",0.0245640133153265,0
15,f6,30,50,300,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[6.000044979085061 54.20722266785364 29.108230384295183 54.08013968360274
 79.21810894970193 -37.65425788490657 71.92540546162977 56.008956869952584
 26.589938071998077 55.956363918026085 -79.38346531268188 20.8147282349656
 -11.025942212351154 47.54783418558668 -39.16477419311861
 -51.89749309969625 54.20722266785364 29.108230384295183 54.08013968360274
 79.21810894970193 -37.65425788490657 71.92540546162977 56.008956869952584
 -94.41587312110613 55.956363918026085 86.42603631563327 20.8147282349656
 -11.025942212351154 47.54783418558668 -39.16477419311861]",0.0234760116421625,0
16,f6,30,50,177,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-91.05175882516905 95.01418377170083 60.823271712738546
 -38.84678807343942 -94.48425682727348 -19.045627253273196
 76.01834284871637 58.06065393271447 50.988432017315574 49.063853124408354
 51.8074458051874 42.91090104835246 60.886244077088236 -93.4116724064658
 -6.327685697593367 -91.05175882516905 95.01418377170083
 60.823271712738546 37.984164300270265 -94.48425682727348
 -19.045627253273196 76.01834284871637 79.5674249276143 50.988432017315574
 49.063853124408354 51.8074458051874 42.91090104835246 60.886244077088236
 -93.4116724064658 -6.327685697593367]",0.0258460341623855,0
17,f6,30,50,202,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[43.18607423874664 96.77007447963373 -2.325652888508074 -59.00145420383753
 -58.02688049628792 30.617481321045176 13.391259476904224
 -3.289815028540019 -0.8703730230306093 17.964824862428912
 4.971763324273553 -37.31336137270374 -5.5301869808122746
 -45.6940545593866 -97.7709586892988 43.18607423874664 -0.3712635792007575
 -30.550710196553638 -59.00145420383753 -58.02688049628792
 30.617481321045176 13.391259476904224 -3.289815028540019
 -0.8703730230306093 17.964824862428912 4.971763324273553
 -37.31336137270374 -5.5301869808122746 -45.6940545593866
 38.63599250985217]",0.0220561291649142,0
18,f6,30,50,172,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-78.9969293567951 77.92120817559612 69.79130805288261 -11.54119150324415
 95.3253659870837 -63.01289281891276 65.79412418070379 8.763420256666237
 58.76621778085905 -48.79442299396033 -71.09063246533518
 -89.72120210138917 -15.435324094169417 -87.55745582089725
 -51.91169721184827 -78.9969293567951 77.92120817559612 69.79130805288261
 -11.54119150324415 95.3253659870837 -63.01289281891276 -7.122230827747984
 8.763420256666237 58.76621778085905 9.73844562856155 -71.09063246533518
 -89.72120210138917 -15.435324094169417 -87.55745582089725
 -51.91169721184827]",0.0228411212116124,0
19,f6,30,50,152,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-33.652541212517576 93.4736557325385 50.32624781824623 48.958112556731095
 -88.57277431429964 71.16628477399038 -61.67662699008653
 50.939224139390376 -22.110372337416436 60.689717384416014
 -11.530129251153127 25.397789831593727 -4.498346683149364
 -35.11836734680381 -30.84769308378725 -33.652541212517576
 20.934419298182718 7.6954578662837605 33.217307203452634
 56.98681547362179 -18.159948873375114 -61.67662699008653
 50.939224139390376 -22.110372337416436 60.689717384416014
 -11.530129251153127 25.397789831593727 -4.498346683149364
 -35.11836734680381 -30.84769308378725]",0.0251368557429495,0
20,f6,30,50,3046,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[4.612125303649677 -38.30038710032766 -90.56893522249534 97.06952370498371
 99.3606114554531 -12.578224155234821 -43.01805818685418
 -24.944887979169323 25.915920578249384 88.92327292993704
 -83.86648372800558 81.54449478304636 43.69266978321423 -35.78634774574854
 95.79461731818611 -64.30690019525167 92.36761453208356 -90.56893522249534
 -10.567789939395198 99.3606114554531 -12.578224155234821
 -43.01805818685418 -24.944887979169323 25.915920578249384
 -76.16220654929398 69.17923984208275 98.16088515418409 43.69266978321423
 -35.78634774574854 3.8464686869639024]",0.0223117524127482,0
21,f6,30,50,343,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[3.3337075516132444 26.83261538294856 52.141554598834716
 -17.641881479620295 46.10613958230988 -74.78671491530665
 -8.99286504223052 39.41575697947971 48.15229150018237 24.13905221232507
 10.476117573263991 38.4031027975426 -8.36655824535137 -51.818649955310136
 -25.526507184697294 63.58782080572158 -46.97261506604939
 52.141554598834716 -17.641881479620295 46.10613958230988
 -74.78671491530665 -8.99286504223052 -50.78170906120896
 -71.80689231679375 -40.60831181969859 10.476117573263991 38.4031027975426
 -70.93000750532184 29.448270253472117 -59.644530405949595]",0.026653051406349,0
22,f6,30,50,79,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-22.56330392379556 88.35527721604058 74.47728221734312 70.84209859775856
 -93.17336278054185 -80.20007391622454 -13.696194956190283
 9.389112151094281 59.922420020016546 38.71904031621244 73.00396972973186
 -18.76030876920953 23.663794287755735 -53.24581233236621
 -68.12835351104789 -22.56330392379556 88.35527721604058 74.47728221734312
 70.84209859775856 -93.17336278054185 -80.20007391622454
 -13.696194956190283 9.389112151094281 59.922420020016546
 38.71904031621244 73.00396972973186 -18.76030876920953 23.663794287755735
 -53.24581233236621 -68.12835351104789]",0.0229434461894392,0
23,f6,30,50,1017,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-70.7849164126641 -33.38523864521754 -75.53055405317737
 -37.11223134617754 54.52088401736631 22.652584437029248 99.03456758196393
 41.112343358851575 87.58046836581411 -12.730460380929458
 -28.879100524586292 -77.33384145741107 18.426471488574776
 3.460878475040417 -85.97916480674203 95.6853832029662 -33.38523864521754
 -75.53055405317737 91.6792438345916 13.264831498028016 -32.84571047201146
 99.03456758196393 41.112343358851575 87.58046836581411
 -12.730460380929458 -28.879100524586292 -77.33384145741107
 18.426471488574776 89.42058192550087 -85.97916480674203]",0.0231796236115047,0
24,f6,30,50,134,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[14.797439602816652 72.41773456378914 -7.242458478851816
 -95.01553631726658 99.3824587590662 36.24555863867914 -32.14375992684441
 63.68589868694278 -54.7832271086262 83.91095168134913 -75.85217541667
 18.88131597494767 -15.47981900963731 -66.83078865197729
 -46.12270023104288 14.797439602816652 14.685807783680275
 -7.242458478851816 -95.01553631726658 -30.791336458220457
 79.05450607303925 -32.14375992684441 93.1501743979488 40.41962861862385
 35.81713062651798 -35.163023203165224 18.88131597494767
 -15.47981900963731 84.09631747498054 -46.12270023104288]",0.0272904459209078,0
25,f6,30,50,4427,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[99.50817917551615 -67.26969439761163 49.51910074623703 -76.65616637183402
 73.22818530960734 -18.394386089451856 -99.3306162603976 97.56737251205595
 -43.73736172222944 77.89428779741004 -10.582523461870736
 -29.056841700194596 -8.948514331395955 58.004835091740716
 -0.4586955733137046 66.13627791059483 -67.26969439761163
 25.602671307843565 74.58400028307949 10.284547583091367
 -18.394386089451856 -99.3306162603976 -9.580593261795684
 -43.73736172222944 77.89428779741004 -12.303947907748693
 -29.056841700194596 -66.20202582928735 24.42503015117458
 78.19458770234164]",0.0274905923600541,0
26,f6,30,50,262,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-13.802131458826054 -43.91455182196464 1.2903794693879718
 61.95149309798131 73.44886691664922 56.59396291899455 -70.13343028394816
 30.83304705052248 -10.98002783477385 12.322758849344154
 0.34607517753590855 84.49549767666059 11.017341174286784
 -39.05492807714586 85.06875104883855 7.765251715030658 -43.91455182196464
 1.2903794693879718 3.7999680009314574 -70.79809704778694
 56.59396291899455 -1.500354961445538 30.83304705052248 -10.98002783477385
 12.322758849344154 0.34607517753590855 84.49549767666059
 33.53093076626942 -39.05492807714586 85.06875104883855]",0.0215102046743736,0
27,f6,30,50,302,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[1.7742380804670006 12.978731322198314 -68.38930778532206
 20.81817846898832 2.493089646641053 -78.70470953728574 -61.76726847834981
 36.717657507209395 -33.877817771842984 -95.14413013543947
 -13.69322126375046 -59.29442697072016 3.270003067035802
 55.015813789163104 25.048147732969525 78.63886934302707
 12.978731322198314 -68.38930778532206 20.81817846898832 2.493089646641053
 -98.62908238378134 -61.76726847834981 36.717657507209395
 -33.877817771842984 -95.14413013543947 13.32834483224012
 -59.29442697072016 -93.5929216418183 55.015813789163104
 25.048147732969525]",0.021687155009269,0
28,f6,30,50,477,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[56.261641254695206 -25.670234509976424 17.409219741132517
 59.57323479770071 3.808206045310598 -60.51342309093675 83.73760731943912
 96.84859797249308 -20.347409975927462 -79.30385967097453
 -38.764014806217986 80.7548509159814 19.603561602479402 2.622931043807327
 18.917818268917458 24.05258410916406 -2.757102946923041
 17.409219741132517 -21.355582450163297 -8.205255775835639
 -80.69131778996686 83.73760731943912 41.13656733775264
 -20.347409975927462 -79.30385967097453 -38.764014806217986
 80.7548509159814 19.603561602479402 2.622931043807327 18.917818268917458]",0.0269266225850895,0
29,f6,30,50,90,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[84.72201894439047 -16.731063425939112 39.33791689445346
 37.295361031020434 19.536190045919824 -29.456011034394976
 -69.52597488256289 -50.778147406249616 36.70921116051733
 85.93027090177836 -48.3610254005437 85.38631625235348 72.31704389479148
 -95.08577532277738 -91.11765867558582 -34.667065421773074
 -16.731063425939112 39.33791689445346 37.295361031020434
 19.536190045919824 12.008832935618912 -69.52597488256289
 1.745059943326524 36.70921116051733 85.93027090177836 -48.3610254005437
 85.38631625235348 72.31704389479148 -95.08577532277738 -91.11765867558582]",0.022538222455503725,0
