execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f6,30,50,339,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[98.37806583092586 64.19864596958703 76.22063942223232 -26.416502436425333
 -35.996569835506435 -43.65397884921018 93.10332782749467
 4.412484136452875 18.11707580958675 -10.14167026245238 -59.01526260805965
 8.276158751427147 18.205380174098252 34.276695734030625
 -13.403158743763854 98.37806583092586 -63.39334158401577
 -70.43973318692191 -26.416502436425333 -3.4831516575797963
 -2.1082729130603752 93.10332782749467 4.412484136452875 18.11707580958675
 -10.14167026245238 72.3181927851127 8.276158751427147 53.31821012123166
 -58.02790522597161 -13.403158743763854]",0.0260840636854212,0
1,f6,30,50,1993,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-41.15686235114906 87.69637837134681 -14.392506106345976
 26.191840067906085 39.924636479916785 51.016437693536034
 -48.57634124356076 80.26168726985478 60.592647474747565
 -70.64152531655137 -88.60712010343346 -9.87134626557311 41.21036086718664
 -70.01370301654882 96.82530877698338 -41.15686235114906 87.69637837134681
 -14.392506106345976 26.191840067906085 39.924636479916785
 53.55779553163461 -48.57634124356076 44.26066883731417 -76.99299758995075
 -70.64152531655137 48.82718427390705 61.99774213248327 -85.05371099704777
 60.131931625847926 96.82530877698338]",0.0252652022364361,0
2,f6,30,50,97,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-14.375534480522106 -48.05104945057259 -70.40216958808054
 -91.51416162349078 46.13604010522312 -63.76995411827071
 1.5070918642074957 51.852551169297925 -3.1892851290649844
 -79.95648294050415 -18.640109850003256 -39.8286261978476
 -52.1461206457593 18.964777938567906 -3.6142213517886432
 -14.375534480522106 -48.05104945057259 -70.40216958808054
 -91.51416162349078 46.13604010522312 -63.76995411827071
 1.5070918642074957 51.852551169297925 -3.1892851290649844
 -79.95648294050415 -18.640109850003256 -69.48453473437226
 -52.1461206457593 18.964777938567906 -3.6142213517886432]",0.0232913980557771,0
3,f6,30,50,2849,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[46.52484273524007 99.70932150236203 30.224554088319877 89.82720639636418
 77.68338492263734 -2.2974929040503724 41.4004781010255 4.67877377337706
 91.84682830766585 94.68679946613756 50.11468377579601 54.1121363896672
 27.743362675843983 -30.81854042090852 73.33135757283665 46.52484273524007
 5.745489092105132 30.224554088319877 89.82720639636418 24.696939543128366
 -30.89653225697431 41.4004781010255 4.67877377337706 91.84682830766585
 94.68679946613756 50.11468377579601 54.1121363896672 -35.12140043831771
 -30.81854042090852 73.33135757283665]",0.0215354304327955,0
4,f6,30,50,257,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[4.880816013694684 -48.15228894657335 -98.73521254690345 72.17427827077981
 -53.24391395446004 87.9883069070662 -42.66259272160961 74.47679684129454
 -35.60522708183953 77.0915816511399 67.27532123597251 95.59923519321384
 -36.71692913755527 -59.86574041788584 40.14429538879722 4.880816013694684
 -90.2931727160895 6.980520332890521 72.17427827077981 -53.24391395446004
 87.9883069070662 -62.037190438988254 -26.482720724319847
 67.96868432318911 77.0915816511399 67.27532123597251 95.59923519321384
 -97.08140710520712 6.902521321318346 40.14429538879722]",0.0226973984092005,0
5,f6,30,50,360,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-20.780477181153316 -30.79436964880952 -78.80956594592901
 -71.55232203034221 -69.05097809173245 -33.859119358399624
 19.155820003265674 1.6280933781457776 -45.95923030572777 80.4569571565498
 -59.78922805309892 16.45508861565375 58.73954975149499
 -53.896355189753024 30.87856333410798 -20.780477181153316
 13.728764713693351 -78.80956594592901 -71.55232203034221
 92.42166723347057 -33.859119358399624 19.155820003265674
 1.6280933781457776 -45.95923030572777 5.206855841216097
 -4.3337490441019355 16.45508861565375 58.73954975149499
 -53.896355189753024 30.87856333410798]",0.0261698057951328,0
6,f6,30,50,381,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-7.057434227632939 -76.59339289307164 13.528318031927157
 -13.317286085474151 22.527811812285023 -11.264111870813892
 88.69228956602555 59.197239803787596 -2.2969697783813814
 -91.37055454709184 22.383176994172516 -23.43946775637697
 4.338985957965491 18.716797115391756 -58.56028948312408 49.302143436997
 -76.97709011709016 13.528318031927157 -13.317286085474151
 22.527811812285023 -11.264111870813892 88.69228956602555
 -70.63762126493698 -2.2969697783813814 -91.37055454709184
 22.383176994172516 -23.43946775637697 -69.34651042986599
 18.716797115391756 -58.56028948312408]",0.0235891441345452,0
7,f6,30,50,125,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-23.811773370292315 -89.37426186540849 8.28842641904393 85.3225875540113
 -15.074893440871733 -89.47965148424228 73.81167726113398
 61.58259042783939 -16.500200600556596 97.10324833907387 -35.6743120904986
 38.38440658737281 71.09486037728263 -92.54290506135933 84.44971844580795
 -23.811773370292315 28.281848306986234 8.28842641904393 85.3225875540113
 -15.074893440871733 -89.47965148424228 73.81167726113398
 -25.72157110591118 90.08908106762726 -92.94649886179604 -35.6743120904986
 38.38440658737281 71.09486037728263 39.37880771530948 84.44971844580795]",0.0227494503927426,0
8,f6,30,50,346,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-37.14098566615287 -69.80597846850071 57.631614462823876
 -43.82182999267812 -97.39178847978431 -24.29110920264877
 -44.44024189685931 -44.537808929682356 36.65511164487242
 30.207357297224917 -95.83169604402708 96.32655273107963
 56.974366490571754 -36.79471699798129 68.16543584825578 6.17113831111979
 -11.183485426734393 57.631614462823876 33.99527498962925
 -97.39178847978431 -24.29110920264877 -44.44024189685931
 -44.537808929682356 -61.38021749432827 30.207357297224917
 -95.83169604402708 96.32655273107963 56.974366490571754
 -36.79471699798129 41.72608688489481]",0.0242584393642153,0
9,f6,30,50,270,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-31.982919825178428 -11.17754099119071 -83.69741802409095
 -19.99389075030082 8.361341555132555 36.55460523720245 43.354823564220965
 -70.08789971416833 -22.588030090991325 49.18747023984267
 67.71206113149776 -63.37260988586058 1.406620394187442 54.07026131495846
 -24.587350957554023 69.155947318632 -11.17754099119071 -83.69741802409095
 -19.99389075030082 8.361341555132555 36.55460523720245 -79.86283624534691
 -12.460386958577033 -22.588030090991325 74.08751374470657
 44.20119576529581 -70.51083867260326 93.70212454988467 71.02441585533862
 21.036317601162153]",0.0276154080630225,0
10,f6,30,50,2418,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[83.98973965272563 -0.990273823509142 41.76996527379103 -41.23368895924639
 68.0494632176781 76.15841212270811 7.0937432583446025 96.36697161757564
 -46.42966108944806 -13.264066205230279 0.968761292339849
 13.319160369425902 77.94658921803088 12.102553904069381
 -24.958035657404068 83.98973965272563 -0.990273823509142
 41.76996527379103 -41.23368895924639 68.0494632176781 -13.836268821091238
 98.32258726454799 96.36697161757564 0.3491996293992088
 -13.264066205230279 0.968761292339849 13.319160369425902
 77.94658921803088 12.102553904069381 24.82612825339598]",0.02343109632846,0
11,f6,30,50,5680,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[91.98821622748167 47.650524569734586 84.49004765417399 -65.4743812464067
 97.97025242850128 -16.18539081083712 -96.85678838516216
 -73.30673756738474 -58.07409677879865 -27.194662984290147
 0.8789346187282945 51.13692210630833 -5.705504013099699
 26.947153547037743 28.225824755782952 91.98821622748167
 -11.092458386565966 -46.435194457345034 -89.36403424420087
 -55.27230390964144 -16.18539081083712 18.00255064783481
 -73.30673756738474 -58.07409677879865 -27.194662984290147
 0.8789346187282945 16.56349165071549 -74.71418135214489
 26.947153547037743 28.225824755782952]",0.0284560281819414,0
