execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  2.81882956  42.37627939  85.96123193  88.97653009  -1.43535788
  33.01191729 -15.12422904  57.16206732  68.78614106  53.01519221]",1400.128109998791,36558
1,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 10.38871652  49.21937668  74.87839356  84.49166923  11.67020034
  40.56511347 -25.54484037  79.94648893  79.05536626  42.45205744]",1400.0467625392396,40056
2,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -1.83288995  48.44533241  67.98942176  68.50111138   2.21399853
  20.94469864 -30.2064217   74.22573855  84.97014746  41.52777256]",1400.1876656283728,36670
3,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 8.31366292 47.64999146 87.43378066 73.965196    5.1964385  39.89881867
 -8.715827   61.28121328 84.63148392 47.70143014]",1400.1322558893723,39242
4,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -0.18180259  56.84055386  96.47104805  70.97559848  -4.8442099
  38.29525681 -25.97525685  66.41499011  74.76794663  39.74032196]",1400.0943802967952,37475
5,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  1.02436028  54.96850583  70.57380616  72.16322568   5.82945189
  31.48890712 -12.2519116   66.07203961  82.63664177  43.56794029]",1400.1568696054862,36334
6,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  1.42743775  53.06209259  70.17297939  81.0878784    6.49414397
  22.8282782  -23.86230684  78.55136958  74.60202984  45.22624582]",1400.1071583682233,37007
7,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 19.89832439  51.69428233  81.25215712  77.62212868  -0.60943888
  34.02362479 -26.1469586   80.46377101  68.37015139  47.60226561]",1400.0591866312357,38538
8,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 14.5497558   53.43949744  83.20385172  70.41546628  -8.25127998
  35.45540007 -22.42454833  87.08940642  80.33958505  61.786821  ]",1400.172442498792,37353
9,f14,10,10,9999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  0.55266471  50.58454858  96.37751969  78.56551935   3.49008846
  23.60539561 -18.83548211  69.3359781   76.45270696  40.73225046]",1400.08359656147,36416
