execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -45.3125815   -10.68052116   59.43442934  -11.81944386   16.42306387
  -62.5834641   132.74736618  -11.0239634    94.27859219 -208.88979575
  -26.85272935  -42.37009462    7.02248319    3.63375858   23.99304696
  109.99213044  -37.07280682  -31.15311813   21.07046318   30.03437115
  -63.47757286  108.58226028  173.00454995   96.52265384   -3.93150606
   44.28431597  -21.33862873  -84.17900356   58.77706356   63.36136296]",606.4321949313257,95853
1,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  22.29061853  159.05923985   59.19056518  -19.78813015  -28.91145488
  -59.82620788    1.5461893   -42.71729539   16.98350129 -106.27690515
    6.94396813   29.12530125    7.02174932   47.26802421    1.36418946
   78.97419012  -44.12328605  -46.54143746  -23.65437897  -67.1080785
   34.32259329   -2.02282241  -21.55899515  -31.68664616   10.34065617
   42.56406286   72.02727447   75.05253387  -50.28786425  -51.51027517]",607.8384876487173,108431
2,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  33.70272082   21.62586762   59.19056515  -74.42183384   47.95551586
  -65.91739869   -8.28761955   -7.4451619   -29.4343122    79.67925725
  -50.6164441   -18.98358936    7.02176011   17.77389861    3.43819481
  123.85355726  -24.39645961  -60.93128451 -133.93136704  -78.80699265
 -106.99787811  -27.07039654  -39.38310662    0.96208041   49.97121877
    2.21927332  -71.62877115  -81.88551947   29.49688601  121.862264  ]",612.703478627346,101260
3,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  16.54629657    9.53947166   58.58885838   -9.44587658 -125.63627872
   34.77538473   85.12300487   82.37621482  -29.07792415   29.03729125
  -18.64746251   49.05059078  207.02084477 -105.40232424  -90.36305373
   32.44402507  -13.81324053  -41.86087985    5.10962906   29.80500252
    4.22501482  108.55201278  -19.66114991  -77.90942308   -3.90669299
   57.64906019   81.49298185  -14.62236967 -112.03377801  -58.27833095]",606.2331166241926,96090
4,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-128.09587642  -23.87473173   58.64187082   75.84564032  -36.37023884
  -61.30907989 -146.96175603   -2.77718464  -59.5104628   -41.74977815
  103.33900638   13.6979612     7.02009867  -71.14273529    6.25411803
 -133.85987331  105.13460555   31.24048062  -14.35466446  -56.27521335
  -86.30415655   19.63334085   23.140419    -65.13244935  -23.45813086
   49.87070066  224.22733788   75.41196043  -44.61910256 -106.10149147]",605.4617166354068,98591
5,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  63.29993724 -142.29551032   59.19056516  117.1301869    60.75663111
  -75.32676514  -75.25349465   -7.57805667  -39.12831373   82.28296017
  189.59439353   -7.79988112    7.02175425  -64.59136043  -20.87161307
  -91.55966447 -162.13964035   28.47322298    1.06242118  -15.11069509
   -6.54839916   25.7779794    41.83045284  -40.57663354  122.87794049
   41.24737788   27.1532634   -85.22652076   29.87307841   15.97690321]",612.5760200497867,105465
6,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  70.35334044   27.76686333 -140.80815193  -52.03917205   40.79061934
  -71.01171207   50.02368374  177.24532539  -21.25561887  -20.7138912
    7.4862354    -0.27919393    6.41991831   27.51188054    3.33706972
   79.5929643   -45.40996032  -13.64662916  106.68371743   -9.29571402
  -66.17314288   26.25577169  -21.49318863   14.27152231  127.57928445
   12.9206299    17.09061261  -83.70983347   40.93840031   24.1163656 ]",606.870197388028,96061
7,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-138.10616616 -104.9299311    59.18830855  -14.76666354   27.94491403
   74.04669904   24.56218118  152.20757378  130.55444558 -132.40340932
   19.65469111   38.22104153    7.02174265    6.02960983  -49.89870665
   74.52718608  -41.49403693   62.12788911  -87.61539693  -68.74859839
  -45.54695694   -5.24513194  -18.75077123   55.07167292   15.98756785
  -98.68095274   -1.59986134  -45.95685903 -342.65680706   87.22759506]",611.1786754949641,108441
8,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-1.38608235e+02 -4.13542829e+01  5.91905652e+01 -2.31284783e+01
 -5.40681126e+00  9.24021193e+01 -2.61874603e+01 -5.67792865e+01
  8.82591815e+00 -6.49420998e+01 -7.68022225e+01 -1.31044601e+01
  7.02174944e+00  1.46832760e+02  5.16621869e+01 -7.24711618e+01
  5.65043696e+01  2.52341679e+01 -9.69245427e+01  1.04716114e+02
  2.63388032e+01 -2.03794862e+02 -1.55855566e+01  2.75616776e+01
  9.46472469e+01 -1.48565918e+02 -6.14165702e+01  2.81962104e-02
  1.73566367e+02  8.90206975e+01]",607.850527579741,114327
9,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 107.78375145  -78.61100958   59.19069402   30.23102498  -31.13273028
  -60.30522986  -45.30139625  -59.55312217  122.31335199  -53.63058201
    6.83076112   24.08762525    7.02251346   58.08373412    6.19103696
   79.75698903  -42.67547652  -93.74068415  -38.70441371   64.83345699
   76.37169093  -18.45184262  -21.74438167 -119.31617167  -61.89247724
   40.00731075 -179.05599872   75.57626827  -48.41849715   24.15151118]",606.2470708118358,97268
10,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 70.85557901 100.74899723  59.19056518  83.7287361   50.07500402
 -67.42364546 -19.09726242  76.40743795 -47.97010735  79.07564213
   7.0650298   -2.21729303   7.02174944 -68.65591027   1.53422905
  78.88268399 -44.89228091   3.79907811 -26.81462864  -0.27126185
 -43.88677626 141.85382099 -21.39872436  51.34810031 -23.6675055
   6.74362108  14.99927456 -93.55082576  46.70064072   0.54679516]",610.1389179636581,107042
11,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -11.2568029    88.71275253   59.19056517  -24.67882411  -47.21071997
 -104.62799038  -60.44163784   40.44157561  -91.24993683  -64.83908251
  -58.72252823   47.51774756    7.02174918   36.74808897   19.10293699
  -84.58133781   55.3158726    10.05928336  -55.67235582   -8.6283999
   75.74259153   25.81319343  -79.02954562 -125.43868527  131.53382236
   60.00176883   61.52485608   53.52338754  -63.19856919   44.0723916 ]",608.868765035312,96591
12,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -72.72632189   52.89014698  -74.14103574   10.85673906   24.65049514
  -68.29888606   90.62809735 -101.32568117   89.26758842  -16.49420846
    7.37676428    0.1858775     6.62061497   34.6209044    -1.22758587
   79.43819676  -45.29317691    2.44546465  108.07015975   64.92979733
  -34.44843687  -18.40874785  -21.39762912   53.54501018  -61.71352646
   16.83062374  104.24628154  -45.8407882    23.22565631   -8.1695506 ]",610.771814882479,112360
13,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 162.90444507   13.47095072 -140.80852969   75.70068325  180.23941405
  202.42522171    3.24919772   25.96227057  -39.3079901   -75.40330923
    6.66227297 -132.51957248    6.42004264   -9.95783541   87.87935581
   79.17290703  -45.15009652  -98.83255351  -59.52504672   64.9442027
  -30.77772883  -18.36869278  -21.55612732   95.60586524  -61.77408791
   -6.33714533 -107.39927015  -35.75807873  -11.76152024  284.10359458]",603.692795661026,97306
14,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 81.42725231  43.99814851  59.19043474  10.11545427  37.96854157
 -84.82383159  -2.23145759  61.23493054  69.12306714 -30.28436791
 -85.75338832  -8.04955716   7.02174905 -23.79434237   4.4020281
 -62.96418215  58.34687114  16.17343726  -1.06697118  69.43308804
  25.85951233  -9.09861742  42.19759447 -84.40683955 -76.36074535
   7.5108366   20.30875271 -90.03835604  27.10653675  -1.10536264]",610.8919161896041,104092
15,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  57.08823532 -114.04737753   58.58883007   46.52015862    8.94979999
   32.34474257 -192.12356365   -7.26839348  -37.18199838  103.59894863
  186.06736124   62.4607387   207.03025265    2.34101715  137.87903861
   19.88767798   10.94630766   95.80580607  -55.69178535 -179.84737432
 -139.84447951  -66.60971452   16.38565428    6.01466416 -188.94187076
  132.08905911   14.80538709   53.72164039  -98.49856141   18.68157557]",609.5875678785332,100537
16,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-111.52244239   85.6400846    59.19056518    6.64563125  -84.91330117
  -73.52489994  119.21334852  -31.63385618 -106.13806875  -37.20521545
  -75.42517881   36.47046484    7.02174944  140.34095751   31.98925122
  -70.00957472   54.80703064  -37.56635708    0.98797913  126.09175608
 -142.6741042    18.43066437  -15.67712285    6.3249576    39.75464323
   83.14542269 -105.8151595   253.24698612 -124.37089446   -9.23113407]",609.405832093878,102852
17,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-28.39179749 -29.68787089  59.19056518   7.06504467  45.52420166
 -73.194313    69.21229356 -10.02840745 100.1074577  -49.5767874
 179.06292055  -5.45499462   7.02174944 -24.44095522   2.17243054
  21.64026811   9.4797204   76.43636138 128.21301537  26.57632467
 -24.8350661  112.11834457  14.9542655  -12.89398744  -5.86236975
   8.83094047 -90.476324   -78.47502445  45.01078879 -38.80707544]",606.4445899188422,94588
