execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
0,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345085   10.07059572 -100.           -5.71670666   57.6145738
 -100.           11.86724505   51.05734562   62.66237384  -36.70631271]",434.7802748747207,668
1,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345066   10.07059441 -100.           -5.71670632   57.61457378
 -100.           11.86724534   51.05734566   62.66237378  -36.70631255]",434.7802748747207,1529
2,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345073   10.07059548 -100.           -5.7167061    57.61457324
 -100.           11.86724538   51.0573456    62.66237323  -36.70631271]",434.7802748747207,1599
3,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -89.56882248   13.68900515 -100.          -67.07159737    8.66406895
 -100.            9.69652303  -16.04483676   32.5399659  -100.        ]",521.4526246816883,6742
4,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345096   10.07059624 -100.           -5.71670732   57.61457403
 -100.           11.86724595   51.05734575   62.66237345  -36.70631283]",434.7802748747207,1954
5,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345087   10.07059562 -100.           -5.71670674   57.61457365
 -100.           11.8672452    51.05734551   62.66237344  -36.70631301]",434.7802748747207,654
6,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -47.75222428   44.0487896   -79.97866696  -59.12205852    3.47843428
 -100.           38.96838704   59.48060061   46.96736742  -21.36492512]",400.8420630649156,1269
7,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -95.55442522   -6.58023191  -79.98120034   -4.10542969    3.5694005
 -100.           38.93990472   59.47501646   46.97586322   17.43444019]",404.8092235523217,418
8,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-57.41124656  37.63716241 -75.30878733 -63.53354611   3.4791026
 -79.23496528  46.94521856  55.64596672  40.39416786 -35.67485333]",400.1452865924273,1145
9,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345044   10.07059592 -100.           -5.71670678   57.61457365
 -100.           11.86724611   51.05734564   62.66237345  -36.70631338]",434.7802748747207,855
10,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345074   10.07059971 -100.           -5.71670815   57.61457301
 -100.           11.86724583   51.05734552   62.66237349  -36.70631471]",434.7802748747207,1069
11,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345087   10.07059288 -100.           -5.71670597   57.61457459
 -100.           11.86724593   51.05734599   62.66237355  -36.70631153]",434.7802748747207,1110
12,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345096   10.07059703 -100.           -5.71670755   57.6145731
 -100.           11.86724543   51.05734579   62.66237331  -36.70631316]",434.7802748747207,792
13,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345062   10.07059968 -100.           -5.71670891   57.61457241
 -100.           11.86724648   51.05734577   62.66237313  -36.70631431]",434.7802748747207,1282
14,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345074   10.07059575 -100.           -5.71670678   57.61457378
 -100.           11.86724477   51.05734546   62.66237356  -36.7063127 ]",434.7802748747207,1900
