execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
15,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-57.44623982  37.77285572 -75.39974853 -63.52893079   3.41471995
 -79.25134263  46.91541375  55.65641854  40.39516506 -35.69199234]",400.14166502208064,842
16,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345083   10.07059493 -100.           -5.71670706   57.61457453
 -100.           11.86724423   51.05734554   62.6623739   -36.70631229]",434.7802748747207,323
17,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -45.59030981   43.97386802 -100.          -51.14373678   10.89581602
 -100.           24.75253994   52.86663982   55.15048804  -27.36824127]",417.909156641873,1075
18,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -47.75222492   44.04878921  -79.97866699  -59.12205862    3.47843464
 -100.           38.96838724   59.4806005    46.96736756  -21.36492557]",400.8420630649156,359
19,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-100.           -9.6642414   -76.92983277   -6.3012795     3.64177609
  -87.51417926   44.14978805   57.72693454   43.05051165   10.81714874]",404.3354073379873,7359
20,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345097   10.07059581 -100.           -5.71670699   57.61457415
 -100.           11.86724572   51.05734581   62.66237362  -36.70631272]",434.7802748747207,379
21,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345072   10.07058745 -100.           -5.71670094   57.61457497
 -100.           11.86724521   51.05734562   62.66237371  -36.70631057]",434.780274874721,2801
22,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345051   10.07059827 -100.           -5.71670841   57.61457307
 -100.           11.86724702   51.05734571   62.66237305  -36.70631396]",434.7802748747207,572
23,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345101   10.07059209 -100.           -5.71670501   57.61457475
 -100.           11.86724491   51.05734545   62.66237342  -36.70631138]",434.7802748747207,1355
24,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345106   10.07059405 -100.           -5.71670605   57.61457392
 -100.           11.86724512   51.05734564   62.6623733   -36.70631253]",434.7802748747207,684
25,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345083   10.07059584 -100.           -5.71670698   57.61457385
 -100.           11.86724485   51.05734552   62.6623735   -36.70631237]",434.7802748747207,1306
26,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-100.           -9.66423653  -76.92983523   -6.30127651    3.64177451
  -87.51418479   44.14978646   57.72693635   43.05051361   10.81715441]",404.3354073379928,11392
27,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -24.50345086   10.07059791 -100.           -5.71670802   57.61457315
 -100.           11.86724532   51.0573454    62.66237354  -36.70631462]",434.7802748747207,556
28,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-100.           -9.66424167  -76.92983245   -6.30128045    3.64177568
  -87.51417623   44.14978898   57.72693412   43.05051068   10.81714668]",404.3354073379865,1533
29,f4,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -45.59031062   43.97386784 -100.          -51.14373724   10.8958155
 -100.           24.75254007   52.8666399    55.15048824  -27.36824238]",417.909156641873,565
