execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
0,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 29.02462411 -67.42754929  40.50925239 -77.07995734 -96.13962751
  12.50776822 -39.98375823  36.8232156   30.89647478   9.48009115
  43.02304254 -52.07630005  26.95175346  77.83988953  77.21240198
 -44.3938671   -5.3780642  -42.26761408  27.01309446 -17.84706449
  53.30365735 -26.65877463 -74.1510191  -83.58830812  68.57779396
 -31.08626942  -5.76766969  -5.98947842 -14.15134033  55.07955913]",937.2282784394232,20712
1,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[   8.43721386  -72.0738768    40.49523433 -100.          -92.62275817
   32.01100861  -28.80417522   39.70049749   39.54947104   51.79865786
   46.69850221  -46.82143033   20.48143359   83.85126451  100.
  -31.64578268   -6.08488373  -24.60003791   51.17499584   29.09397242
    6.13763301  -14.52178948  -23.5144984   -44.16606695   53.9710854
  -86.27176013   -7.39261799   36.33922105  -28.3148431    11.97219801]",1070.199382818267,93354
2,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  16.8715441   -77.71692487   26.62859361  -81.19660241  -44.53177722
   32.58555175  -33.40535477   28.63650484   49.97080694   44.34878449
   37.94906819  -73.02191871   66.02682778   73.04666943   66.01774907
  -49.52465463  -17.59831923  -23.32603024   21.02035968   40.94652028
   21.19920768  -27.72544172  -34.1291136  -100.           -7.74418567
  -36.97456837   -3.46701747   -4.20384788  -50.9656656    26.70049616]",1019.1266277906968,76028
3,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  47.96579716  -74.58146043   48.5237703   -68.80833823  -57.04182567
   48.93506004  -38.03743377   28.42266432   63.94262265   99.67191117
   34.05448148  -27.28962808   25.28546488   59.52595138   77.46703282
  -39.99047064  -43.43269662  -16.76994      26.63506849   12.75053931
   19.56737955  -52.01425004  -44.34695184  -56.98055189   31.18816104
  -46.65693827  -52.0916654    35.14479249  -37.13142957 -100.        ]",1019.1749616978536,20323
4,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -0.92946201 -23.78727236  32.79376    -45.90155909 -65.03152696
  16.19272929 -39.42479592  23.31636706  36.14484104  -1.94361347
  38.08484073   2.13996267  10.14428092  44.02873888  62.98303969
 -93.74777502 -42.04282645 -19.40061499   9.102673    42.89655502
  58.3439499  -34.79944371 -23.80498419 -85.30011239  26.25937072
 -85.43627301 -13.37244571  15.52186312  25.79013657  46.07287972]",1038.751045976324,35859
5,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 32.27244571 -23.66247397  38.06447366 -23.30723089 -72.85618874
  33.09966661 -53.5745414    3.57250064  71.33854493  36.48102921
  70.58302635 -71.27374656  47.8348561   -0.15551547  47.45407021
 -53.15854438 -33.65619381  -7.4137292   11.64364935   0.8976346
 -55.24185331 -16.56771837 -97.01390877 -61.42996195  49.17731773
 -88.24590421 -40.41719033  -2.39949167 -45.31415035  -8.95247436]",1088.8611310582132,77679
6,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 36.72269762 -58.56436313  49.75499609 -90.91758411 -83.83385842
  53.59883543 -25.21596534   9.91428167  34.94559711 -12.36376413
  32.90126343 -39.06345663  48.75568688  89.94800762  36.4532071
 -87.49022793 -10.29038322  -7.76163715  55.48418422  45.81177863
  30.54319463 -22.99527594 -59.50340353 -23.63971084  38.56828008
 -20.04980239 -20.83213715  13.65798041 -32.78172289  65.4561937 ]",1026.9338628932546,88768
7,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  4.7259685  -51.33331379  37.68307817 -92.70904056 -84.52709203
  11.85732497  10.49782079   0.96096457  57.21473157  40.03813808
  47.82920766 -66.99170888  16.22560437  61.12917923  50.94917837
 -88.47686734 -23.0517656  -26.52070759  33.35594461  56.61356057
  33.27942161 -26.0755173  -74.30825102 -95.6312843   30.08250274
 -50.70085728 -13.59292808  27.25299071 -31.3380066   27.10229628]",1050.994271848784,67369
8,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 59.48638865 -71.23284505  40.61255976 -91.24543346 -73.72859623
  26.57607826 -44.02483565  -3.62878188  43.62612031  18.131599
  30.60381639 -29.74260643  10.57354767  82.0426284   63.57993817
 -61.04235842 -14.59519354 -20.29369534  21.12086798  35.56957927
  38.77573302  -5.49566736 -72.82042528 -80.59241283  47.3707902
 -25.69587767 -18.03355051 -35.53914434 -36.42309859 -11.15824879]",1021.4589499471832,62015
9,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 22.11511758 -60.8143979   27.8143646  -85.94404026 -30.78356749
  27.22376315 -45.22915141  26.22230825  38.49297567  51.68302698
  50.85773116 -49.18411706  61.89773365  91.3266866   34.69912384
 -66.87373756 -26.18948302  -7.75567037   5.96576792   6.85973185
  36.57926885 -24.42486804 -56.42106459 -23.68068926  60.5375102
 -54.91595019 -25.69478872 -25.53603428 -13.30541613  22.77041604]",1018.0142872426524,33816
10,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  31.91442677  -80.31021368   20.00429771  -56.20709773  -58.15887655
   36.70334585    5.57998734   26.86980576   28.22046788   32.6237526
   57.50841623  -44.13253478    6.20578208   71.37916291   53.41011015
  -76.8631751   -38.68044746   -8.96947647   36.46072261   13.05919575
   68.95178774  -19.07066981  -31.93149828 -100.           19.38594614
  -70.45093301    1.67025026   -5.85306926  -97.57659178    6.16709662]",1044.3277046636886,66668
11,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 33.35580565 -45.85337052  44.15197042 -52.13842727 -53.14227385
  16.75497987 -41.82689546  80.0390538   44.52515195  16.20942764
  34.11570477 -24.77666644  22.15040234  65.30889213  76.3121353
 -18.67943319 -44.57382927 -24.0869545   14.32877368  -5.14312777
  60.2054193  -68.29806597 -46.82225508 -91.26228727  21.74005933
 -64.20015141 -32.31688814   9.2897569  -52.50565383  32.24496452]",1055.635110572364,81700
12,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[   5.23414327  -32.87387379   44.41332121  -34.58347137  -33.91486256
   23.73935093   11.03397675   18.449901     26.73486108   -3.35796225
   60.64765626  -61.44545686   17.46446313   79.48931085   71.8724024
  -65.9467832    -8.82108648  -26.35301741   39.67757666   26.91965546
   38.12419931   -8.39162845  -68.54359912 -100.           36.76725909
  -79.31262565  -22.31606991   21.41056121  -29.47018697   -1.55799669]",1029.695354520645,68987
13,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 44.80987998 -65.00135728  38.36340381 -45.05668408 -49.25477923
  -8.86107064 -16.71069867  13.05589801  49.77916714  28.47348666
  47.28131044 -52.27556565  54.09288664  64.29159911  60.18940885
 -55.73019095 -40.37840752 -28.42674962  27.94948763  57.85366616
  40.47188544 -16.42870761 -41.51417127 -85.08442095  41.87517864
 -54.9003546   24.25863419 -11.1327961  -11.34219868  -8.08114063]",1024.658709106848,54906
14,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 32.33303179 -51.93407098  28.75328303 -18.6564987  -59.38150361
  35.56513905 -64.48854015  25.13719817  41.09163324  -8.09084936
  31.04252758 -55.33340635  58.71229121  44.90972915  26.18390318
 -60.30555919 -27.4154547   15.75197143  42.2320978    2.23028991
  15.59862267 -24.97430089 -31.90483773 -93.58147917  -3.29608591
 -76.24430126 -38.9941233   -4.95119681 -56.89175016  32.16317968]",1012.1223055229132,64338
15,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 22.90487318 -68.60345718  24.99027824 -76.99417287 -49.65783853
  45.57393195 -32.21756678  22.42390047  43.11608331  19.7259589
  34.32748188 -36.69528884  46.96973932  88.10805245  55.41864569
 -44.0004457  -15.5407714    3.51817099  10.59134908  25.70321043
 100.         -20.17004502 -74.13787    -38.85423111  20.39503123
 -22.1690004    6.88307617  -4.62941842 -24.28257722  25.23201852]",1010.8731397043812,75389
16,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 35.23406853 -66.43821641  38.26696003 -77.24614951 -79.85096322
  28.42486503 -19.72718047  34.98695043  34.82468769  29.16693757
  23.08799438 -54.28780175  21.69153909  95.33166701  49.45228578
 -82.85612945   7.67806762 -38.06991033  39.58263403   6.03006384
  19.00876946 -12.79295631 -65.11894712 -42.8370693   45.80768098
 -46.82434968 -23.49167023   2.89488723 -86.84818841  45.42345207]",1036.9452413051893,43801
17,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 12.72938141 -98.18086     18.2005682  -71.00390386 -60.54725279
  46.792351   -21.47716153  30.94696044  70.4366242   47.60520675
  62.14434904 -17.73576429  53.04419653  39.41466295  51.29585553
 -95.50802399 -14.06575933  25.51662246 -15.05625908   6.45200139
  85.85016698 -19.13951986 -62.66679594  -2.19678285  79.87016113
 -32.10534259 -25.82025644  26.5112234  -21.72924586  52.23320701]",1063.64907092529,71276
18,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 15.18455793 -82.17275043  38.03019476 -62.4783551  -77.09625945
  13.94463984   0.11725576  32.65147516  22.33461187   5.69359663
  57.57481999 -59.68938871  66.8209232   57.65365473  29.50954766
 -58.80026175 -39.13859934  -2.23438141  32.16895978  43.59741562
  22.26871361  -3.57730264 -51.999384   -78.33527439  24.9428594
 -62.21826865 -14.98380315  -4.1774239  -18.25083774   9.77250351]",1013.6361005588416,29445
19,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  29.70699168  -76.90444262   32.19860967  -62.67498712  -53.32538002
   18.48777997  -51.05205112   26.19235045   49.6662349    31.63463892
   36.85516199  -33.54372682   53.5675225    77.71040211   68.97996754
  -79.41921677  -41.71735631    8.18893858   24.2070243    25.93500405
   47.75857871  -42.62866663  -30.57800844 -100.           50.77402984
  -58.51570207  -11.28358426   21.14036469   -9.27686653   16.23680841]",954.2817268324771,22408
20,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[   8.97384801  -41.29916427   17.77952121 -100.          -54.48159376
   25.07136385  -55.76282092   16.7381574    59.79835212    8.21148091
   33.40784121  -31.6939857    62.5671193    71.7091937    65.81709087
  -69.22417547   -1.44008699  -13.61065859    4.8427845     8.56049854
   76.47305336  -27.49591145  -12.12481127  -75.3533466    65.77887516
  -38.29741933  -64.70640311  -24.84109657  -28.08479803   44.83780392]",1023.3013012604164,26791
21,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[   0.61141315 -100.           13.22943142  -62.97750267  -54.13713372
   35.83203672  -49.51730452   39.37081473   36.84248868   -6.87730373
   36.08250168  -85.54252161   34.00973787   81.20298692   58.84014592
 -100.          -10.0074959   -33.92327717   32.97865339   12.20847046
   -5.23850062  -63.09830491  -69.00621414  -70.88688087   55.94287564
  -62.64365426   20.49372924   37.21413872    3.43817386   11.05099005]",1052.0076818100265,93835
22,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 23.1589398  -51.54251971  35.82672327 -65.93480219 -75.67368684
  -4.1124064  -65.68631424  31.9804845    4.23633975 -11.6516508
  38.60897677 -27.7529288   30.8676195   71.18645269  64.55876022
 -48.51983561 -43.34322767 -41.38567305  11.63047352   8.29874067
  41.90129136 -29.37665918 -33.56600322 -50.81434089  96.55669189
 -53.91565425  95.32539591  17.69202772 -25.20161138  43.91408043]",1066.5018905312977,87247
23,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  19.84414274  -50.2627522    23.74348117  -56.74232051  -59.1373186
   16.36667283   -1.48086369   18.52593717   12.09335978   23.50641816
   30.21221787  -38.24593986   40.17957332   91.25629555   79.14595038
 -100.          -50.12237406    5.64478653   39.76908058   30.15219439
   50.84918851  -21.45365557   -8.65617651  -50.08628693   70.48348235
  -59.37658351  -11.9066981    -9.69002254  -37.69188941   35.14405342]",1024.011781778373,68087
24,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 36.0090064  -89.06753674  20.92248264 -43.6471758  -55.23128162
   7.98360229 -33.72568917  12.95066794  48.64959796  14.66939369
  25.92473364 -20.19994015  58.23584239  84.31138963  55.86387404
 -99.36817193 -47.88888023   2.33492968  28.43073648  16.06427509
   4.11633222 -15.61475194 -49.71412096 -90.4335324   52.88135388
 -41.60624215 -40.09998251 -12.78422309 -32.82834719   4.02981296]",1026.710058762846,76448
25,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 44.98898143 -33.9755336   32.04049372 -94.35397258 -44.73313057
  -2.19518425 -16.45741698  25.93120159  51.3474716  -14.64163181
  35.79654611 -24.40111853  21.0110739   71.27678495  81.09094718
 -62.46282877 -50.9440032   -1.82910747   6.20697489  48.4645432
  44.5224242  -31.31824714 -75.20051157 -99.55099349  35.94538655
 -44.56858657 -67.58064812  19.99653431  10.9467318   42.19900432]",1063.3500966844165,100901
26,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 15.81037523 -74.82495891  23.05620387 -49.06492812 -65.62952005
  14.64522032 -15.95775065  -3.84521727  41.3005554  -22.59309848
  33.54629471 -48.52764262  68.21146898  95.46291349  59.88529085
 -31.0066549  -52.5175802  -42.09311226  34.25008857  35.7945927
  71.97776792   2.08903168 -26.28514474 -57.9114974   98.99210757
 -54.55854033 -19.71853457  11.59698922 -29.40041248  37.96295684]",1008.3035183739456,61927
27,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 12.46297992 -82.77442796  43.26266866 -66.45600353 -73.91870814
  27.66780952 -24.7378731    9.91736103  34.15962303  50.7701666
  56.9509536  -52.06889562  55.37183092  96.28426135  59.70759581
 -48.63018022 -25.00282885 -21.56879288  44.38021378  29.18627507
  79.00885165  -8.32902281 -38.96869947 -72.14686201  55.99678176
 -41.8231755  -24.82091852 -14.62589844 -16.24306879  19.13210627]",1023.8268080920968,68829
28,f9,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 30.55004254 -51.62826035  46.36356127 -98.97158197 -25.04286299
  42.19132784  -2.282899     3.99772704  84.99799154  -5.87962135
   9.40162114 -31.42599832  43.77966709  47.97688002   9.18757545
 -48.83682627 -16.594178    -0.42455762 -33.84828753  34.96505157
  12.10240038 -23.99178934 -50.06689362 -89.95211275  18.70447787
 -55.93835891  -1.30050285  -2.53490142 -38.4879682   14.79958476]",1073.295461093086,54860
