execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-170.27507185   -0.39705365   59.19069063  -34.50133176  177.30917683
   98.42544521   77.86954555   22.98513822    3.39554462  -59.37718786
   53.11653833  -59.79964608    7.02174862   29.61099389  172.55223926
   61.82679612  -31.56782291  -61.3431542   -52.7239323   -35.8453558
  -15.74794661   71.84000296  -11.38894599   43.7079557  -123.29494442
   22.8598879     7.94837731 -121.93019784 -132.92135736  -91.210294  ]",610.6289496184376,100200
1,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  17.31967947    6.07667497   59.19069062    4.25637      18.82914103
 -144.79462506   52.46742981  -80.15507303   94.43788865   26.66175955
    7.10730657  -48.46622952    7.02174982   13.73670035 -149.85735703
   78.1055987   -46.38615948  -14.22792304   54.47888375   30.04757164
  -50.80517871  108.6088502   -21.27989531   11.6836563    -3.98251926
  -64.69907679   73.37184826  -34.80295305   94.00462545  -59.34158683]",607.8843867283464,88323
2,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -12.69972278  -56.87044758   59.19056518 -155.88437276 -115.13313492
  -33.70335995  -21.00988491  116.90421839  -47.00783051   71.45913377
  183.36804539   49.71941185    7.02174944  -54.707008    111.45889917
   10.82819436    8.15841203   11.73707034   93.03085187   64.92643336
   34.37617884  -18.40536845   17.49044105   97.07560476  -61.71640236
  -84.01012299   67.29798963   77.66952838  -12.00740331   45.05116801]",607.4927607838174,99618
3,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-6.88858841e+01  1.26652985e+02  5.91913178e+01 -6.90317867e+01
  4.36809419e+01 -6.34721320e+01 -3.67868495e+00 -4.82898232e-02
 -3.25102046e+01  4.05061131e+01  1.86050246e+02 -1.27876249e+01
  7.02175187e+00 -1.11283854e+00  5.71130925e+00  1.49749511e+01
  5.14548888e+00 -3.90001009e+01 -1.08133968e+02 -9.52433359e-03
 -1.12625866e+02  4.30046582e+01  1.57451354e+01 -7.27123863e+00
 -9.86809263e+01  1.91692420e+00  4.17248597e+01 -8.17296159e+01
  3.50569534e+01 -2.73631693e+01]",606.9162900707463,123822
4,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  24.65139526  -14.96393149   59.19056518   -5.73765584  -63.49313196
  -72.99128499  -30.30175168   -3.49740577   63.64318991  -98.43340393
    7.14320499   75.55924719    7.02174944  -94.6238083   -13.2284619
   78.97264917  -44.9973742  -135.50143377  -98.92269821  -69.8171027
  -28.48224805   -8.24499184  -21.46870777 -186.17185471   20.44828988
   38.50480104 -129.76890992   38.56659379 -122.72577312   32.54442977]",609.0735532241961,95106
5,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 120.12330417 -112.12036875 -141.41023632 -105.115724     44.75704494
  -71.63217826  -63.80461741  102.54140663  -47.96699011   -9.45716549
    7.29149384   -7.13686035  206.41913717 -155.48854486   -1.19152626
   78.86378629  -45.04450378    4.05718914  170.06962534 -264.67728995
  115.47500662  -31.91096785  -22.27000865  -89.05856656   -5.40224904
    6.65778088   71.29647785  -85.96915604   45.69431951  -63.99208528]",607.9917337758083,94142
6,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  35.40713936  -37.57872954   59.19056518  154.31349454  -31.80153232
  -52.03440154   72.55229105   47.01569097  -23.75406906  157.89887224
   -2.8577721    28.3840744     7.02174944   67.04116018   12.64492107
   62.51821253  -34.00100869 -100.62266357  -21.47676915  -10.52791206
 -129.56931509   24.81479535  -20.97882601   59.88283924  127.87775432
   52.18539982  -38.96668308   84.49469304  -59.15763406   28.7289597 ]",608.0078340106082,94054
7,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  73.93679585   10.69082723   59.19069062  -85.66605447   41.32894081
  -69.79055111  -60.18322607  -26.91372146    6.73295287  -44.3593068
    7.66254555   -6.40637706    7.02174982  -51.72614538   -9.62033009
   78.38487496  -45.56694355   44.5646279     0.84664227 -129.12166569
  108.49452125  -41.33464705  -21.26183837    5.09265633  -86.95275139
    3.46641474   39.26233848  -77.04887482   47.19118624   21.08596038]",607.0339469210983,113240
8,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -73.26572939  104.56650419   59.19056518  118.53554308  -98.70093135
 -142.27523803   25.86850656  163.13950567  -38.53540117 -151.3869201
    7.10020855   -4.83189188    7.02174944  -91.29676671 -145.48262219
   79.02766686  -45.00369923   71.69618403   80.68888938   -7.04324571
   27.86062044   21.34783333  -21.48465578   63.33013394  129.68501677
  -39.61582126  -21.0151052    83.41953042  -26.71561817 -135.64855912]",606.4921751173812,95795
9,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  45.65161259  -97.29079942 -140.80852999  -88.97970368  -62.18951159
  -27.53551957    2.05178408   29.85547231   -9.71264369  -49.6351683
   46.11114228   32.39640787    6.42004315 -105.84657246  -26.91940951
  118.89697377  -81.26635797   55.58493085  -70.37410963   -8.63765279
   71.11303947   59.57679309  -88.28366933   43.74304676   83.67972699
   46.37504965   60.56276536   46.02629375  -68.91445475  120.56526747]",611.9725896316476,99326
10,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  64.90914251   37.08899966   59.19056501   47.13311757 -219.35113574
   26.96082102  -17.63781227   41.44068771 -148.19031801  -28.15694601
  -76.99467505  -69.55115285    7.02174955  -20.02937063  -51.87992891
  -71.67527519   55.89401991   20.94258246   59.16241824   22.82703582
  -46.38013634 -107.55859739  -15.4304928    91.09291427   82.50283643
  123.07843352   20.49441828  -15.29631463  -50.49494093   25.42005046]",608.5781893431467,91907
11,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  -0.31266012   -7.35866271   59.19056518  -67.08674532  -49.64171497
  -55.16676543  -21.18672513   63.40708226  -30.06760582   -4.46889162
    8.14816612   15.90339596    7.02174955  -69.94367473   91.9411143
   81.75257177  -44.89596754   51.6016055   -61.30733594 -130.26868424
 -114.65641973  -40.18631425  -21.74723012  -40.93249948  -87.55326214
 -132.00873771   18.3590034   -79.65159444   85.984985    -50.86157352]",607.121116553696,106278
12,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  42.76800797  -36.01134665   59.0989203    -9.16800427  -35.97265423
  -24.53312129   25.93787295  -52.21765301    0.31313461   15.37497777
   15.38619722   60.57101054    7.02147372   63.20023545  -18.76715342
   94.36123481  -54.33014887  -55.68592942   -2.00759125   60.30644784
   46.39484625 -226.97088987  -22.15612618  -30.49139943    8.84959584
   62.77213737   -3.26560545  117.49665976   10.78774968  124.88014536]",610.5795888883702,91313
13,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -16.2230487   -59.22431746   59.19055588  -13.37840963  -10.85211431
  -56.41835252  -14.51317466   28.76345385  -31.76055947   61.63494393
    7.64347959   17.00797526    7.02175009   15.42891881    1.91946777
   78.81528336  -44.87317293   30.48806164    5.01160109 -100.37806067
   38.59035694  127.68394044  -21.36283193  -79.41622699   64.15218148
   45.35490338   51.61161105   93.31410542  -34.40421305   43.68761609]",607.3352435507101,102057
14,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -56.49075657  -99.01578452 -140.80852961  111.66333501    3.13036625
  -67.11935401  -65.5297395    10.49724408  -34.14194651  -17.03493594
  -78.08503693  -45.58978337    6.42001493  -36.67292685   21.72807783
   41.32406921  225.06144843   15.04277303   27.11722861   57.71144608
   11.71557695  -11.58714663  -40.84176299  -11.26882173  -65.82663838
   29.7964397   -96.52749293  -82.93971736   64.94300844   59.70040991]",606.9602148221326,89986
15,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 18.66272848  70.61810878  59.19056518   8.419654   -22.04194477
 -57.40099889  34.6996068   37.86552497 -13.13568233  98.08869199
   7.34930771  20.74192604   7.02174944  49.36093736  -1.85122396
  67.8418704  -61.79132691  18.9086094   46.75349126 -11.53544909
 113.49282644  25.91380651 -18.97218301 -43.46915035 127.2303771
  46.03153163  19.692646    72.46300519 -44.41067061 -57.54098498]",609.9366085252962,97721
16,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  73.0386532    30.54307157   59.19131784  101.90410362   34.08001906
  -67.61219117  -17.36784828  152.36365149   68.15399548  -23.35340557
  101.43902267  -14.76199777    7.0217517  -115.47849286    5.269726
 -136.81508226  107.10990314  -38.07885171  -56.29214558 -164.50428834
  -30.45507709   84.63654892   23.2106405    41.7488467   -27.56962827
   18.56413516   15.98556312  -82.25245186   46.74718079   22.30468923]",604.6897368114471,87079
17,f6,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  12.18930108   26.60958893 -140.80852969  -57.22438906   70.81158674
   10.37030804  -25.23171515  100.23879425  -16.05329197   43.72958039
   63.59124677   -0.97768614    6.42004264   34.74236706   27.11022033
   52.13466292  -24.51646874   -5.31971297  134.46995358   19.17880502
    8.45870901  -23.48601524   -8.32348926  -33.81519293 -213.20531864
   30.7663422    46.99824603  -67.93631211   56.83672449  -56.31123845]",610.506463460976,93195
