execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
14,f2,30,50,318,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-35.58740143417984 -8.775636955327457 -98.58749542626735
 -15.655400337949075 -66.91622125580298 7.159196214016433
 -12.886547115341628 99.79168204410286 0.29986614519231125
 35.71707258085431 37.1004333837505 -6.540342498630423 26.242279856033306
 82.54136048596897 -46.807618668153125 -35.58740143417984
 -8.775636955327457 81.74745668076534 -41.421821682351954
 -14.31321634108636 -58.158206067875916 -12.886547115341628
 99.79168204410286 0.29986614519231125 35.71707258085431 37.1004333837505
 -6.540342498630423 26.242279856033306 -16.992377579784957
 68.69223633079051]",1.2880911503874599e-11,0
15,f2,30,50,196,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-10.431457732937261 -9.625747311445409 -26.926459585672873
 -21.98769438854569 -58.96100910174036 74.12803131357137
 -26.27343510723456 5.211913068912693 16.74481063016148 39.030531494195685
 -8.541749327349308 -46.456073395880026 -86.12942946735997
 27.28046247377638 -70.85508359239587 -10.431457732937261
 -9.625747311445409 -26.926459585672873 -21.98769438854569
 28.297821257596894 74.12803131357137 -26.27343510723456 5.211913068912693
 16.74481063016148 39.030531494195685 78.09986927664903
 -46.456073395880026 -86.12942946735997 -39.087026394477654
 76.51600322817012]",1.2783468420970714e-11,0
16,f2,30,50,75,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-56.987571257132096 36.52067003305257 -15.483789828661543
 -12.159681930960886 -59.87683828604038 -66.3222858977244
 -49.87034711735634 -74.00614237308824 8.04571902812421 99.21730610868451
 39.56541855549435 -16.260846352967278 -38.50580193694946
 56.75676081188996 -73.55547545815602 6.091150093391946
 -2.5364932483950042 31.42964540382158 -12.159681930960886
 43.406303318512016 -66.3222858977244 87.77654956356551 -74.00614237308824
 8.04571902812421 99.21730610868451 57.10292919034697 -16.260846352967278
 -38.50580193694946 56.75676081188996 34.89886644436001]",1.411884129616748e-11,0
17,f2,30,50,157,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[43.75521664488693 3.323889696851495 -30.550710196553638
 -37.22250219961407 -56.38201295480072 30.617481321045176
 -7.030928269314302 -3.289815028540019 -0.8703730230306093
 44.29266695121456 -47.931934932956175 -16.736700673792157
 62.033618383722086 51.836622986019364 -49.771689009326245
 43.75521664488693 3.323889696851495 55.59413329190545 -52.31078822713935
 -56.38201295480072 -70.76405219058286 -7.030928269314302
 -3.289815028540019 -0.8703730230306093 44.29266695121456
 26.742418308955564 -16.736700673792157 62.033618383722086
 -45.6940545593866 92.24913208850887]",1.3410029196784138e-11,0
18,f2,30,50,97,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-29.841101263271 78.8348625470949 -26.787576071272753 6.2513936922379685
 -72.43509209796898 -14.108681606909187 -59.55626485915939
 26.781707153818985 25.67705885967986 86.91410621716435
 -33.540117820335084 -75.13672011889965 -17.692652994616935
 76.4682065076048 -36.356265127250055 -29.841101263271 14.22220980761817
 7.827416798353397 6.2513936922379685 -72.43509209796898
 -56.449629762469215 55.30520384329739 24.778267491083568
 25.67705885967986 86.91410621716435 89.7638611016148 -75.13672011889965
 -17.692652994616935 76.4682065076048 -36.356265127250055]",1.4694895613490875e-11,0
19,f2,30,50,397,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-50.61240536673459 84.18965011745263 -33.38086010327228
 11.943592567113143 -36.942580558783675 66.47814993050497
 -95.34967328859179 -59.19756875294362 28.974313407219654
 59.077232366950255 -53.18642882674878 -33.194794777569896
 -15.484070456440762 19.415177812319058 -44.27643530262622
 -50.61240536673459 -24.857821370590543 30.960364202366662
 11.943592567113143 17.37789622938621 66.47814993050497 51.21947608548169
 -59.19756875294362 28.974313407219654 59.077232366950255
 42.762165662791915 -33.194794777569896 -15.484070456440762
 19.415177812319058 -44.27643530262622]",1.062031632331442e-11,0
20,f2,30,50,710,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-34.15871845327065 82.9275962004638 -48.43706690738221 -69.07918239038551
 -49.408058532587404 -16.00083598186164 16.90308793823307
 -1.7104248021870347 71.99651082515862 24.667112922353112
 -47.093322723798025 -54.044258393757325 59.166224115302896
 17.69745375129122 -66.58703789477866 72.0413283415478 -60.8230086542961
 66.8881567350455 -69.07918239038551 11.023574164138836 -16.00083598186164
 33.48232235364674 -1.7104248021870347 71.99651082515862
 24.667112922353112 58.51725783519615 -54.044258393757325
 59.166224115302896 -58.884406461734095 8.39921309873533]",1.514363816591785e-11,0
21,f2,30,50,309,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-17.22065139584072 1.968084268308104 -26.705265228663038
 -19.14958986705497 -71.9193464526284 59.12137443109995
 -18.865824414014654 -16.33697862135412 -26.903895507776767
 17.545600149327996 5.093093192436896 -78.94875818521129
 -58.706129238378594 91.95928211320779 -78.77543799649058 57.6890287282186
 1.968084268308104 -26.705265228663038 -19.14958986705497
 -71.9193464526284 -69.37546997807267 -18.865824414014654
 -16.33697862135412 -26.903895507776767 17.545600149327996
 5.093093192436896 -78.94875818521129 -58.706129238378594
 -88.43133518152834 -4.6303719323732935]",1.1630320086676755e-11,0
22,f2,30,50,429,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-5.387999584868709 58.06120700376994 -69.0766287985243 -9.332028609662075
 -53.8753833423917 18.74660787107736 19.27215979288313 74.72367000383505
 54.302283991497234 49.0288777359726 29.613894365465143
 -1.4555498623867464 -46.989489236681095 14.52919235958447
 -40.21036527213469 6.183346249585014 -34.14135205998565 76.8831238488807
 -9.332028609662075 -53.8753833423917 -35.82274288783415 19.27215979288313
 93.3549206600195 54.302283991497234 49.0288777359726 41.388652414315175
 -1.4555498623867464 -46.989489236681095 4.229041462218234
 31.736127786770652]",1.2803147864220267e-11,0
23,f2,30,50,72,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-31.781896954100944 23.729490750929955 9.012832678873181
 58.87586127277916 -56.62881159487361 -32.05550010859358
 -16.623146622168036 -83.27428848113401 86.42710786967237
 84.34371261026206 14.582804521835627 -84.37303772118021
 -7.7255475152292234 47.96157731244054 4.978088318127433
 23.194505456523103 23.729490750929955 99.28034301338295
 -89.97619406732338 61.16398506545411 -85.42093278967305 78.33982864948851
 -83.27428848113401 86.42710786967237 84.34371261026206 95.58075701888168
 -84.37303772118021 -7.7255475152292234 24.813238818627042
 85.64677336283836]",1.3969475502863102e-11,0
24,f2,30,50,98,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-2.793626206725449 33.2286246456606 69.05623930613288 -55.844868197987
 17.562034682901512 74.46733471245048 -76.45371207562677
 -37.83086200602233 72.74789379581654 60.42503741369174 48.49278255737224
 -15.695299703809468 -36.98390661751556 36.03407265122331
 -89.18799475690331 -2.793626206725449 15.302356723249247
 69.05623930613288 -55.844868197987 17.562034682901512 -67.99100861890064
 41.54206833428003 -37.83086200602233 72.74789379581654 60.42503741369174
 48.49278255737224 -15.695299703809468 -36.98390661751556
 -4.325799350074661 36.198045359917586]",1.1371393227480439e-11,0
25,f2,30,50,158,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[7.578765254147072 18.17707229550662 -82.85937532576573 -33.27921010664818
 -10.049804899509624 -3.1693242762560914 -13.514935491118678
 8.150488088400294 59.73557151012275 9.147722143163861 13.185967357039459
 -29.056841700194596 -3.522853294099761 43.12829143968116
 -13.996419197019947 7.578765254147072 18.17707229550662
 -82.85937532576573 -97.0078485467618 -10.049804899509624
 -65.51591261331552 -13.514935491118678 8.150488088400294
 59.73557151012275 9.147722143163861 42.24791928508145 -29.056841700194596
 -3.522853294099761 43.12829143968116 46.29244250573353]",1.3535160787471719e-11,0
26,f2,30,50,92,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-2.90152919929416 26.652749872381335 -48.761773190637015
 -14.652124586756244 -54.449369181150416 -28.07029178309807
 -75.69309295350656 -10.405733258821698 57.66401769329451
 -10.168452912457823 -78.11824541886598 -30.888101420721853
 -34.431771609826484 11.24424813222096 -53.582871568900316
 -2.90152919929416 26.652749872381335 -48.761773190637015
 -14.652124586756244 -39.016284018105885 -79.99565537699647
 91.38379010433815 -10.405733258821698 57.66401769329451
 -10.168452912457823 92.82559206205417 -30.888101420721853
 -34.431771609826484 -48.855559595723186 41.520542507255925]",1.5772362162319963e-11,0
27,f2,30,50,276,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[7.146990672694514 19.683650083404558 -10.448472678882467
 -70.50544417338975 -14.932330621545063 44.523498201842926
 -6.6501244966078445 30.26525179415424 5.927648987161049
 -13.790367116099063 -90.9371855608891 -85.39032678614493
 14.574421293278064 -20.789564529087357 -43.93293254883594
 7.146990672694514 -37.44971558811645 67.9112762939045 -70.50544417338975
 -14.932330621545063 -68.78772293716217 -6.6501244966078445
 30.26525179415424 5.927648987161049 -13.790367116099063 85.71887500933792
 -85.39032678614493 14.574421293278064 -51.80941180636651
 52.55231653591309]",1.4196058177595073e-11,0
28,f2,30,50,155,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-11.284556115587279 75.16987476560254 -12.273359704183989
 -11.051643362359826 12.033631833971143 -11.993877877203275
 -0.5926038979408759 7.379181576223175 23.498736358935446
 50.32784138217036 -76.78814930222103 -2.0666647624066883
 -91.58104856915838 22.49923972691512 -87.80083618987081 36.98577576089494
 -27.628299427042762 -12.273359704183989 -11.051643362359826
 12.033631833971143 -11.993877877203275 -0.5926038979408759
 7.379181576223175 23.498736358935446 50.32784138217036 68.69316200625522
 -2.0666647624066883 -91.58104856915838 -24.948587546109906
 54.904791292432606]",1.4179932329353962e-11,0
29,f2,30,50,236,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[4.072988729668154 73.79154056721165 -46.47374951072898
 -29.026489435483498 -38.16934680902602 -55.81122346470846
 -60.49891484120895 35.453996443229386 75.44378304380467
 16.877308356818176 -39.261480880547865 -66.99362078391174
 -15.614723531810043 -45.41432567229775 -48.08654262443328
 4.072988729668154 -20.64501102345588 73.90574930902295
 -29.026489435483498 -15.623598854621989 -55.81122346470846
 17.329066007973196 35.453996443229386 75.44378304380467
 16.877308356818176 8.186636964047622 -66.99362078391174
 -15.614723531810043 -45.41432567229775 69.80101934647561]",1.5810941462026544e-11,0
