execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f2,30,50,302,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-25.616250297507733 30.621665093079685 18.408386254367798
 -75.9759635673048 -64.70012222218797 10.438493984481312
 -73.70344014177448 -34.455919688576216 98.06900031217879
 9.769853479860942 -16.492159800628684 -92.79323651428611
 -43.20000464757978 -5.875819216385423 -46.99206032710359
 -25.616250297507733 30.621665093079685 18.408386254367798
 -75.9759635673048 35.87855469971345 10.438493984481312 88.33355907795129
 -34.455919688576216 98.06900031217879 9.769853479860942
 -16.492159800628684 -92.79323651428611 -43.20000464757978
 -5.875819216385423 5.316805764093829]",1.1429682913299453e-11,0
1,f2,30,50,40,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[71.34049930355843 84.37366109676307 -60.10089077228773 48.76517081501859
 -2.8018665806180536 23.49220240343122 -6.623995447338743
 -30.940507681783686 89.50978827901997 -7.684057807522777
 -17.28271699976773 -37.4997243015901 83.46671261632613 98.08123937798933
 -11.176578596677118 71.34049930355843 84.37366109676307
 24.672023158360545 -26.120014877618743 -2.8018665806180536
 23.49220240343122 79.39701390151649 -30.940507681783686 89.50978827901997
 -7.684057807522777 76.99330376761267 -37.4997243015901 83.46671261632613
 -64.56776711231653 14.760573833070595]",8.39475517107403e-12,0
2,f2,30,50,82,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-23.85656567783687 -44.17998427122218 73.78332528641576
 -11.861075139143722 22.356866979965176 -12.666024054594004
 -1.4865598448271555 40.65883074407992 84.40154982108427
 58.431992220590075 49.256105978588664 -79.70236869078573
 -79.24522578184656 82.81172144888535 -4.198349140334457
 -11.911042609688536 -44.17998427122218 73.78332528641576
 -11.861075139143722 22.356866979965176 -12.666024054594004
 -1.4865598448271555 40.65883074407992 84.40154982108427
 58.431992220590075 49.256105978588664 -79.70236869078573
 -79.24522578184656 -11.471297214393928 78.79656101938178]",1.1181957138079798e-11,0
3,f2,30,50,112,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[11.770817598176393 43.6137026822814 -11.858018130882499
 33.529125380104915 -45.10351249904705 -65.4963495667642
 -56.672547512353155 34.354488725882646 -8.914685732121043
 57.431794681998724 -50.96048308969501 -47.54953859794604
 -61.80958016109861 28.335627674653523 -43.08806775575413
 11.770817598176393 20.050411236608355 -0.9334539706295004
 33.529125380104915 -0.4434337963085113 -65.4963495667642
 37.372443292835555 34.354488725882646 -8.914685732121043
 57.431794681998724 93.39001844907025 -47.54953859794604
 -61.80958016109861 -74.03988768170214 -32.08657542279185]",1.40335099450834e-11,0
4,f2,30,50,94,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-78.36132342255387 53.55160686614914 -45.50570825525278 7.556333235109335
 -75.4421494467968 -14.369003711559941 -67.59915321918979
 34.639294504110865 67.03984893103046 67.2113796681603 42.896470836996656
 -87.07554037883843 -41.61104089892267 72.15537203767971
 62.307219544857475 76.52385765320409 2.9307394167312992 43.6886182899965
 7.556333235109335 -75.4421494467968 -14.369003711559941 72.40938643879994
 34.639294504110865 67.03984893103046 67.2113796681603 42.896470836996656
 -87.07554037883843 -41.61104089892267 -99.37813457038062
 62.307219544857475]",1.4339188454427643e-11,0
5,f2,30,50,580,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-66.87742775974647 27.775536412073066 -1.1353556896582973
 -15.882742311812478 -85.76857870639714 55.426858449446 -84.3938920727459
 -15.688875802047747 75.57197478211037 -20.98163403826105
 -68.45821044759614 -93.13592694571042 6.735735752555527
 60.102502634795144 -85.50825601457737 29.74517635833928
 27.775536412073066 -1.1353556896582973 -26.93339621311938
 -85.76857870639714 -73.41884072116089 43.87997656717445
 -88.75613088659846 75.57197478211037 -20.98163403826105 93.96421957746932
 -93.13592694571042 6.735735752555527 -11.266763969646988
 75.09881535761744]",1.2243600708521436e-11,0
6,f2,30,50,316,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-33.604038939764564 -43.22812328846053 -44.72990811347219
 -39.63760070123348 -8.251663069234311 -17.506797161640634
 -90.21868092658457 83.17801276837287 33.9910867167047 28.387478624560316
 16.850300202901792 -74.83076143806404 -37.79964965005882
 55.15928462661083 -40.227184660372984 81.43186328453271
 -43.22812328846053 61.60825649095088 -39.63760070123348
 -8.251663069234311 -23.213698288699547 58.1539534013765
 -56.98138154945156 33.9910867167047 28.387478624560316 16.850300202901792
 -74.83076143806404 -37.79964965005882 30.327156601768337
 -3.699351356261957]",1.7216984679440178e-11,0
7,f2,30,50,437,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-57.3229292840169 67.71391357733211 -33.67002834805115 21.92295966691185
 -79.64881150425751 75.30643129791443 -40.284114373120204
 51.556699441169144 18.758402229006307 62.163625687245144
 -54.159009717952976 -24.07628101445529 -32.847620697213586
 83.230515141951 -59.677215332586385 70.51989809973418 67.71391357733211
 -33.67002834805115 -59.55447789198085 -79.64881150425751
 -74.24624081311515 6.79696289404545 51.556699441169144 18.758402229006307
 62.163625687245144 47.94930438893945 -24.07628101445529
 -32.847620697213586 -90.2030685435603 -18.417759886703024]",1.735043665254262e-11,0
8,f2,30,50,178,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-85.81143104996025 30.621411545405834 -26.485892490181456
 -29.624715619420144 -6.05026096581301 55.31885098775135
 -62.22007755212944 33.16791497005357 18.676046686184478
 -19.620580831573903 -32.28850292766067 -85.6246769586748
 -38.5175625490755 3.7038355602544613 -70.43808758199981 69.36678107174993
 30.621411545405834 69.86121312952898 -88.0357371955578 -6.05026096581301
 -52.55127489178173 -62.22007755212944 33.16791497005357
 18.676046686184478 -19.620580831573903 5.031140972331414
 -85.6246769586748 -38.5175625490755 -66.09611979936204 -7.46101084770568]",1.5936149850009623e-11,0
9,f2,30,50,273,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[4.216942291959455 49.45320382893081 12.037124460411405 15.749922264117473
 -49.96740219043434 -26.13719162773876 -19.086405492309467
 60.34329848793345 63.09346926668789 -26.49090566100645 9.040682391418713
 -76.76543682652942 -82.82497226705505 83.71455396877155
 11.007585215286468 4.216942291959455 49.45320382893081 63.260924903456356
 -66.01365956035647 -49.96740219043434 -71.73804062980707
 7.607678033873455 60.34329848793345 63.09346926668789 -26.49090566100645
 9.040682391418713 -76.76543682652942 -82.82497226705505
 -16.68943146443091 11.007585215286468]",1.6800099599084662e-11,0
10,f2,30,50,257,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-11.633365115400778 68.36279647574875 -5.660723571720737
 -13.823779722840257 -64.70846250503766 -3.2633494143249777
 -13.56281635358971 43.64743606392943 62.661895911752964 67.634109706141
 22.085689796486633 -15.547358966078264 -57.13474555968765
 77.01603101952782 0.4044290209773891 23.553395693863436
 -29.901027704354107 -5.660723571720737 -13.823779722840257
 -64.70846250503766 -3.2633494143249777 -13.56281635358971
 43.64743606392943 62.661895911752964 67.634109706141 31.33901024508478
 -15.547358966078264 -57.13474555968765 -8.944449056367262 39.477438754427]",1.686936541983083e-11,0
11,f2,30,50,481,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-78.25278562620501 -10.312559903344237 25.044968014264057
 -9.160439974579404 -13.006716324809759 6.4480358213493645
 28.596611918506966 -40.88815023068146 89.63793227108087 5.967953363926242
 -0.08265370193672084 -72.91082497136752 61.36343618536239
 25.075198922466726 -59.56674462385199 89.74785812687728
 -10.312559903344237 84.08662092629322 -32.88692155123786
 -13.006716324809759 6.4480358213493645 84.09300406380959
 -40.88815023068146 89.63793227108087 5.967953363926242 85.65791945771034
 -72.91082497136752 61.36343618536239 25.075198922466726
 -59.56674462385199]",8.64932077570759e-12,0
12,f2,30,50,285,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-47.33699696297307 27.239998766573507 -73.63986325052379
 -70.15526294645335 -71.68831756947662 16.212993418252196
 -8.757177546305115 31.231117262265542 28.735765718273854 28.3994040999593
 7.800819420521904 -64.96420263518654 -93.57609489069274 72.18057335639969
 -65.9482278306802 92.7713488559003 27.239998766573507 22.16141110088185
 -70.15526294645335 18.88101560826408 16.212993418252196
 -8.757177546305115 -16.152933055427425 28.735765718273854
 28.3994040999593 7.800819420521904 -64.96420263518654 19.491090680848203
 72.18057335639969 -65.9482278306802]",1.3394765454698584e-11,0
13,f2,30,50,233,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[1.852440016703639 32.00553484673216 -24.818272892572907
 -96.03160963731668 -12.564688366210902 -1.249157692682573
 -5.499626757738312 47.421011320081675 23.81299024664662 60.63575765229169
 6.031424032407486 -76.93499802483817 -52.34945389921326 79.89022694408496
 -51.59282738945203 1.852440016703639 32.00553484673216
 -24.818272892572907 -96.03160963731668 -12.564688366210902
 -1.249157692682573 -5.499626757738312 47.421011320081675
 23.81299024664662 60.63575765229169 6.031424032407486 -76.93499802483817
 -52.34945389921326 -63.06953171433025 89.39242737892187]",1.48507239609324e-11,0
