execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f4,10,50,121,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-57.92348778523182 17.302586962016633 -79.95462253753978
 -54.51707440533535 39.91501204495026 -80.43110310119319
 17.302586962016633 59.27829490346633 97.88195545688629 -8.9111701099946]",0.0014256030513939,0
1,f4,10,50,565,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-16.595599059485195 62.37173954410795 -34.67101964558077
 91.88686421235047 90.03522384941593 -99.91959502172851 62.37173954410795
 54.04774691099598 91.88686421235047 90.03522384941593]",0.0003971746658343,0
2,f4,10,50,127,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-4.452729398724927 6.820340014667451 -2.146766601028176 67.24983908345493
 61.02630805114032 -84.07090459818781 6.820340014667451 25.801891433712072
 67.24983908345493 -36.54332850179054]",0.0003334216342319,0
3,f4,10,50,73,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-74.88293790723276 11.473477506040325 -82.04182609538704
 65.80021569494508 73.63344620015738 -74.88293790723276 11.473477506040325
 -7.092604107492619 65.80021569494508 -0.4434337963085113]",0.0007102085404079,0
4,f4,10,50,6,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-85.01028259737859 8.014945928561275 -91.98177507176632
 -69.62287975346055 2.1812259036110504 -86.3330739965875 8.014945928561275
 -25.342433569916906 68.73837305271738 -55.65685792258284]",0.0009913265074522,0
5,f4,10,50,3,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-95.4133815121837 -79.83454542747097 -87.31980360532627
 35.836536174218196 16.582163184682727 -95.4133815121837 62.36605108787563
 51.643118919904026 35.836536174218196 -98.94246999651915]",0.0008203576268984,0
6,f4,10,50,4,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[28.15625110551656 23.66732565184431 -97.27525116163218 35.673304023571205
 66.90213352094511 -82.2523440810929 23.66732565184431 79.22800407692111
 83.00511224436198 66.90213352094511]",0.0011187061482119,0
7,f4,10,50,6,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-67.75999815663062 -2.753305373829363 -67.05666824419743
 -26.102816867923195 -15.749258280145327 -67.75999815663062
 75.13434497401664 42.9815035012501 12.696350542723536 -15.749258280145327]",0.001103836685941,0
8,f4,10,50,33,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-42.66396996085897 -37.41928409343056 -71.47101017594957
 -66.0536790073356 92.00852511046352 -85.81143104996025 -37.41928409343056
 21.27332463148433 63.15622369447894 9.33574438419349]",0.0008744552994796,0
9,f4,10,50,8,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-25.285019209646336 42.61528994477473 21.947018597476315
 42.919031808235474 68.88204672141177 -51.3768649373183 42.61528994477473
 45.06978437325037 42.919031808235474 -70.38202035378596]",0.0002886006539521,0
10,f4,10,50,49,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-77.20312762729004 -16.498171232146603 -90.27439874731888
 2.6245415464490236 41.8211928143981 -77.20312762729004
 -10.097044480264714 35.767079378596264 27.584140151113616
 -29.243089045802122]",0.0023941112658449,0
11,f4,10,50,6,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-2.52567853602568 46.842597461070596 -82.86103879732265
 -41.79240483933433 51.778020724547474 -93.391116590105 46.842597461070596
 92.9890424549373 68.39443707660286 -12.526494823643162]",0.0017358971814189,0
12,f4,10,50,32,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-92.10331564486694 -55.8294958342229 -86.02526504738239
 1.5735452049179628 29.09707390885609 -92.10331564486694 -55.8294958342229
 22.95923333053875 71.60252774235022 -86.86652947006652]",0.0010213968359752,0
13,f4,10,50,7,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-47.69137194320117 -46.12306094402727 -54.69933533737108
 -34.708144819354885 70.10749124816022 -47.69137194320117
 -46.12306094402727 59.013881175902924 36.35871064180691
 14.959919943965659]",0.0010830985329266,0
