execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 29.93697418 -64.33951178  49.4113018  -85.20933512 -55.73227709
   6.20988532 -23.81931208  29.76380871  28.98437414  22.54108649]",903.9798362283732,43618
1,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 14.58447955 -45.63171272  53.61487496 -91.08193829 -88.38369565
 -16.33886549 -27.64131604   1.41194206  18.50677424  -1.45927789]",913.9306050639358,50057
2,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.8552801  -53.14451555  58.51805306 -51.46121842 -71.4365795
  22.5148676  -30.30308197  24.60992355  16.779108    13.30971687]",903.9798362283732,40848
3,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.31279749 -47.67173072  28.41126033 -64.04064838 -36.20426575
  -1.1410653  -48.67303569  36.4327365   27.65576793   5.83413908]",905.9697543425598,41793
4,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.1435092  -32.67785298  38.16213187 -71.70904489 -21.61664722
   7.56495392 -51.98165062  13.7689672   31.09254483  -7.04317159]",912.9344576665746,45185
5,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 14.62708222 -45.64755661  12.75380094 -73.22566326 -50.96541448
  -8.7397499  -24.47637447  18.92285214  18.49750094   2.18814126]",907.9596725435432,44626
6,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 46.62268872 -66.3636851   54.49359841 -36.26376211 -62.31775374
  46.17080012 -37.18212724  12.78711077  38.14264126  20.78529536]",905.96975434256,43895
7,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 12.15566008 -51.28330937  22.39360667 -71.69057661 -58.60417113
  25.10634073 -38.71664713  32.77489359  41.77728504 -29.34492485]",908.4930061041342,58503
8,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 10.24798856 -62.56476556  49.41130179 -85.20933499 -55.73227696
 -17.69397773 -23.81931237  17.40778386  53.78469303  28.12646823]",908.9546264760206,48153
9,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 10.79047072 -68.03755004  45.38684698 -70.01187876 -46.61345126
  37.71275556 -30.69835741  59.6296029   42.90803329  20.60158068]",907.9596674189272,35342
