execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.3251779   11.55881892  68.38230949  32.53622023  12.22919697
  50.08831902  60.54414163  76.86876175 -80.37446942  57.88510594]",700.0935275886823,13692
1,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.03034287  12.42274339  68.73741872  29.8952243   13.24655431
  50.46355395  60.3710157   76.44324387 -80.8678414   60.0314248 ]",700.1598781546675,11604
2,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.70379724   8.44590244  68.55986411  32.53622052  12.73787554
  50.27593658  61.8228928   76.86876126 -80.37446964  57.8851058 ]",700.0837367012873,13080
3,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.65587105   8.32291385  69.09696685  31.46675207  12.64340191
  50.06593056  60.77782912  78.22585856 -79.91641994  58.47017462]",700.0393750880097,13346
4,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.12195682   8.0672096   67.13230543  32.1210723   13.25192811
  49.61009079  60.33424488  78.61208275 -79.82554522  56.8323455 ]",700.1476675702504,11666
5,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.9149471   10.31519722  69.09252777  31.12773409  14.26391218
  50.83878844  61.72480973  78.5924354  -80.02679409  57.08658958]",700.0763012586351,12762
6,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.89494868   9.44254512  68.92116749  31.46675211  13.47718624
  49.16768992  61.04828784  78.22585854 -79.91641993  58.47017461]",700.0369236479747,13627
7,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.82712124   8.93113464  68.20651018  32.12107243  13.06298109
  49.19007861  60.16111891  78.61208329 -79.82554525  56.83234452]",700.0960207032884,14730
8,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.09402897   8.81687303  69.45032042  31.46304404  12.31829698
  51.15178809  59.96570309  79.25712258 -81.48144228  57.2965803 ]",700.0909558751421,11710
9,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.57218514  11.0561343   67.84520693  31.390622    12.32367064
  50.29832488  60.50662026  79.60260302 -79.25712144  58.80099806]",700.083655547221,12104
10,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.18185489  10.20093469  67.66940855  29.08493614  13.15745427
  49.40008562  61.52939327  79.84176771 -81.20514132  61.15730469]",700.2313182453967,11311
11,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.12195697   8.06720928  68.73741869  32.04494222  13.24655445
  50.46355379  60.33424484  79.98882748 -79.16624681  57.16316822]",700.0762251785185,12135
12,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.43679138   8.07593531  68.3840649   30.88856194  13.57165954
  49.37769647  61.18389228  76.46289017 -80.66659291  59.77718054]",700.1008450380998,13965
13,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.27251555   9.43296174  68.74257618  32.46334649  13.23985699
  50.46793794  59.37080433  78.23109754 -79.72976752  58.19040081]",700.0408510793336,12535
14,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402781   9.68952446  69.45032067  32.38396015  12.31829662
  51.15178838  60.64222478  79.62225103 -79.0558722   58.54675312]",700.0590233841742,13723
15,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.54425735  11.80579759  68.02276172  31.14774166  12.83234934
  50.48594227  60.13807843  78.50432165 -81.46194258  60.31799386]",700.118095985702,14244
16,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.58011418   9.4338192   69.26832722  30.13439602  13.43012777
  51.73702906  60.19864035  78.57278762 -80.22804348  57.34083469]",700.078764921358,13622
17,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.06619985  10.05076507  68.7374187   33.05828712  13.24655443
  50.46355384  60.43157763  79.92036051 -80.40014618  60.14032658]",700.115566009884,12710
18,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.5724045   11.05561283  68.37597681  31.70609659  12.50742329
  51.57171532  60.50635986  80.35636824 -79.27667421  55.78008006]",700.1573472936185,13213
19,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 54.24911395  11.196313    69.09759797  31.12715191  12.64522041
  50.06475273  63.25097832  78.59054187 -80.02685081  57.08605552]",700.1526344636584,12450
20,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.72369734   8.8343256   68.38230966  29.72295732  12.22919729
  50.0883192   61.66499804  79.2848435  -78.11409813  57.46166926]",700.1451304583254,14371
21,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.21771215   7.82895612  68.73741868  31.46304419  13.24655438
  50.4635539   61.58995541  79.25712306 -81.48144283  57.29658   ]",700.0836188719957,14308
22,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.46471924   7.32627208  68.37611547  31.46304407  12.50724446
  51.57179942  61.5524341   79.25712248 -81.48144211  57.29658038]",700.1328782596913,12696
23,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.53218804   9.31083051  68.56161931  32.46009039  14.08033882
  49.5653132   59.15357655  78.24550638 -79.71517087  58.21592941]",700.0640171030942,13421
24,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 57.62001395  10.69489325  68.73741868  29.48007527  13.24655456
  50.46355373  60.71726739  78.18656302 -80.31891827  58.97866492]",700.0689837766117,12539
25,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.35310552  10.8091557   68.55542516  31.46675211  14.35838572
  51.04879451  60.91268353  78.22585854 -79.91642002  58.47017452]",700.0590822666768,12972
26,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402794   9.68952439  68.0227621   27.23422156  12.8323497
  50.48594207  60.64222474  76.10583857 -79.92606717  58.946342  ]",700.2239540872806,14295
27,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 58.91484957   9.83096746  68.56161939  31.54288221  14.08033834
  49.56531364  60.8903931   76.84911416 -80.57571841  58.13935116]",700.1083123181895,11672
28,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.14195565   8.93986083  68.9211674   30.13439601  13.47718607
  49.16769028  61.0107665   78.57278765 -80.22804351  57.34083467]",700.0787624826922,14521
29,f7,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.42886241   9.6982505   68.02276124  31.46675199  12.83234922
  50.48594236  61.49187241  78.22585854 -79.91641999  58.47017451]",700.0270933960874,11688
