execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
10,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -9.98195731  36.89061451  77.64638297  50.19058168 -10.48194339
  23.42199339 -16.2241332   69.54893343  84.48742103  48.88070128
   8.20913244 -22.08559228 -29.23689596  57.33283789  47.11114849
  66.16226418   1.05300377  19.6404241  -62.71870172  61.2000147
 -14.65185776 -31.56363441  33.37209257  42.16630153  47.45586303
 -31.60592022  40.33777103  27.72941528 -46.09172611 -29.69471645]",1400.2971874237576,569
11,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-31.74200583  37.84005048  85.14585513  57.10546257 -16.41705269
  36.37755384  -0.99715545  71.60573095  82.2715079   47.15229612
  14.1276295    2.17415569 -23.60177068  68.7870101   48.21710576
  56.5736615    8.33262904  28.92822562 -67.6660997   73.1951321
 -15.99463444 -45.70510187  52.84808788  39.3238713   45.79934057
 -30.05524064  37.04349323  31.03125828 -49.98512753 -19.29857071]",1400.2604259844725,446
12,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-19.08218039  39.37720517  80.18208     41.21900822 -24.4413615
  12.20247481 -15.63046621  71.33597247  83.61649127  50.81659917
 -18.04682542  11.40464    -31.53779073  58.47888703  48.94955607
  58.11244555  -6.64394216  15.69736758 -67.33863164  53.98376812
  -1.06799042 -36.23097432  56.20593404  35.14557787  63.3165022
 -22.65588773  22.11726487  33.62435613 -50.77644926 -16.65017155]",1400.2949535150465,668
13,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -5.15930538  30.20731402  80.87967722  60.24659416 -13.4781133
  23.81053329 -19.49172537  81.6287001   98.1046257   56.34773282
  -9.27599374   1.27079283 -18.61797378  25.87648262  63.61917479
  48.30762691  15.05109943   7.67749229 -54.93678772  66.71222305
  -6.34679825 -43.80111136  56.83039675  45.25947373  49.86597354
 -37.8649249   29.09933451  31.73233036 -58.68017872 -20.85710668]",1400.3256910259802,577
14,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-17.67082131  32.06276715  71.14026544  53.65391709   4.8193943
  49.02609464 -15.1176136   73.16247844  75.41447228  58.13955752
 -17.26617258 -17.20263684 -48.77651166  47.10753483  58.22644898
  67.30333759  12.02542002  21.10201453 -55.29872748  76.05778248
 -22.61992353 -50.4838898   63.10530536  44.18193352  61.95323862
 -32.2461177   31.58468151  25.28623939 -65.92673055 -14.35442235]",1400.6404354748722,553
15,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-15.48601947  36.31033996  67.41791134  48.96732361   6.55610081
  40.41347733  -9.43225953  76.98999946  75.32564127  51.76606733
 -16.1530517  -14.49946147 -66.93507769  45.0014923   62.55373397
  67.10941702  17.8519897   15.62684342 -52.72329652  65.77141825
 -13.79179955 -61.96692256  66.60787034  42.12164515  59.76264094
 -34.91349847  21.03838604  33.19836407 -64.03563298 -16.15641025]",1400.746446979439,498
16,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-12.403496    26.68335623  73.60776459  54.13670312   6.33406649
  37.35596014  -8.80747353  71.05403008  88.7003848   58.46173424
 -23.11799042 -10.61263273 -46.45229895  46.74434742  59.58976951
  81.28670628  -0.73078977  18.4777689  -59.91996623  56.22334392
  -5.22698863 -56.40067844  68.53335253  43.02747288  72.47906284
 -24.52516981  23.79166753  30.07828848 -58.29929864 -13.05015773]",1400.717797350594,662
17,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-19.63301883  22.34233313  64.73298986  48.4574989   -3.74753864
  47.18271686 -18.2493451   77.03422406  81.92250655  67.697884
 -21.7161449   -2.03413791 -39.5100513   54.84833056  55.92958741
  65.83862941   7.68157934  11.29821753 -54.49511064  70.81767792
  -7.65998597 -53.84752554  60.66027156  42.85859058  69.02367098
 -33.82466903  25.61190987  17.46938544 -59.30011775 -10.14437157]",1400.6230080016328,469
18,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  5.7362185   32.64948539  79.22366423  51.14768122 -18.82708837
  39.35704095  -9.19004597  80.06285108  84.97156076  44.45903033
  -7.89218112   0.45309853 -21.14393806  40.65292923  56.83865406
  54.30147432 -10.35080258  20.42242124 -44.45047852  69.3925855
  14.18084589 -39.30075431  61.68777042  39.21375416  55.63516881
 -45.4284348   34.91165627  32.70293678 -68.10488117 -27.30190523]",1400.3011193074888,749
19,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-16.19914634  28.01232496  65.83776623  50.00102359   5.20809792
  31.49945752 -10.27719052  79.71616224  83.29074676  52.51884496
  -9.10879939   2.67118315 -30.31087091  60.28256696  54.79252627
  58.53441929  16.23310848   1.72865124 -49.52863323  64.08630122
 -19.76970174 -31.54421706  49.74119788  37.47218647  40.51716698
 -24.2209251   34.20547468  36.62008883 -63.61381525 -19.79920857]",1400.3634668138654,387
20,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-21.76718017  33.42002507  85.82911527  98.43240066 -11.7250058
  30.8414866    3.32843565  75.54645218  79.32142532  54.25920974
  -5.47284246  -2.45741142 -35.06694526  52.05063846  49.69819198
  60.01236868   4.17721144  20.28042873 -49.64057817  80.59211514
  -1.38974414 -22.96163487  57.52311639  36.8257927   48.22329607
 -35.93920781  28.03968401  24.919534   -51.77450921 -17.48631681]",1400.2730026118604,424
21,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-21.52452091  28.63162968  62.75753518  48.53854708   2.30573177
  44.61215905 -20.46263139  84.70292653  74.90159191  55.08304987
 -17.06289944 -16.42092649 -49.53305657  45.83765831  75.58214986
  62.34088552  10.88845647  14.3244765  -54.70365008  72.67889633
  -6.52255817 -45.71511704  70.35952466  41.94951177  53.94294431
 -37.85779273  22.76535594  28.59086877 -63.81099048 -14.72041906]",1400.6376238022265,659
22,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-16.78442222  43.29405141  79.38229832  52.54079228  -9.10220585
  19.07818006  -7.88644908  91.89718417  63.64118603  50.95041424
  -4.44781496  11.39772336 -47.07171679  61.49817974  57.09069316
  63.23323393   1.06395549   8.78855935 -52.91054215 100.
   2.24683304 -42.20662523  53.34847296  47.30804425  51.84305558
 -49.51546512  40.44396184  31.91668061 -53.72701418 -27.13234192]",1400.2922853976831,38323
23,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-10.7616677   13.85514756  80.10565518  57.6244123  -19.17620661
  40.82834637 -12.17682681  99.42472929  65.50179228  59.41448096
 -19.96892286   5.56607114 -20.92084773  56.36831547  59.13942234
  49.78130438   7.38899871  20.48204815 -57.93933644  70.09802084
   7.41704371 -18.34494015  40.8710615   42.21653841  46.04814417
 -40.72891098  30.21668619  24.93576841 -57.76200829 -18.17005558]",1400.284625514776,30059
24,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -8.01217195  30.10173351  84.06624178  65.16351525  -6.96176974
  26.2661547  -25.01232878  90.831773    74.03586916  51.12478125
  -5.54913033   7.18446414 -31.52163309  63.74481402  57.09385708
  53.1333634    4.89376305  14.21748267 -58.90721875  98.93928396
   1.72403995 -48.86873596  61.61478116  48.51902308  43.19693498
 -46.128936    25.39137999  28.89705656 -62.34967728 -20.95779315]",1400.3112955481229,597
25,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-24.69589887  29.80983337  64.79948151  44.96207115   5.77787962
  48.21048269 -25.98019709  69.08025734  97.15568761  56.02839183
 -19.05542689 -16.97472154 -43.98524755  36.23559135  64.12410714
  67.57031427  35.26853992  14.50642049 -55.07817576  56.03345435
 -24.31240762 -52.62494377  70.60456861  37.85068446  72.12567523
 -23.18574811  18.66092263  27.35964707 -63.086644   -21.43644798]",1400.981233190746,33027
26,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-23.79967922  41.1957104   88.70720261  61.59334638 -33.9840161
  36.352901   -12.5181855   70.19014555  78.48518311  53.26138048
   6.16873999   4.27818779 -36.75779608  65.51414366  51.14241653
  70.8881917  -13.34088314   9.72892934 -49.00838543  74.92208022
  -0.35676524 -38.52841882  35.84758743  48.98346102  57.41440005
 -36.62099242  35.05984283  25.66474636 -51.13098008 -21.82789023]",1400.2532736468015,35013
27,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-23.07951803  12.55612278  57.16915673  48.06635626  -0.98589699
  47.74823142 -20.0577773   63.50865844  74.039759    71.68137322
 -31.47583073  -3.46035251 -41.56626714  54.34660811  57.12693961
  79.58985523   3.71696716  19.94530356 -60.22028428  63.31971983
  -6.63968483 -51.99651133  55.10753485  36.16602732  68.53501986
 -29.50426219  28.42743881  15.64638435 -62.70986021 -10.50125458]",1400.8327395587546,1034
28,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-37.1647936   28.94223225  59.06092082  53.30116976  -0.11268311
  47.31088477 -20.64405886  65.60252768  80.31487217  58.62801534
 -18.67758924  -4.22524892 -44.37287515  37.52108589  61.88498785
  77.454561     7.08084405  17.0443646  -57.51882831  74.79526972
  -3.6244578  -54.48699837  72.89134689  40.3949776   64.29988678
 -33.2260877   22.82503685  31.25617624 -54.79667555 -14.88639135]",1400.7360111751093,614
29,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-13.66096954  33.30567565  57.19247057  51.68942799 -12.94500604
  38.13923199 -17.76484729  80.21987359  75.72755043  54.49015107
 -11.96933852   0.65375893 -38.77339188  61.04889973  40.62777871
  53.2326553    2.64576816   8.74513977 -64.53919113  80.01080295
   8.38588164 -43.12710712  55.60243749  45.38540268  52.00903102
 -31.00496441  44.95226683  39.36541152 -53.30949352 -24.05011811]",1400.341282674151,558
