execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
0,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-10.62599101  36.42040369  82.00033229  62.91500738 -14.4710712
   4.51592037 -25.71599027  95.13853995  69.1147005   41.11599151
  -2.31567648  25.71414262 -48.2139307   45.25548017  46.85185382
  52.5118779    3.41737698   9.91696298 -67.08708555  61.34052273
   5.90532383 -37.45466236  56.24344251  46.89779243  51.91977819
 -33.63941612  44.6719417   35.54007882 -56.23189325 -17.76621505]",1400.2212506137298,2784
1,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-10.40248695  37.57565362  84.17026617  53.76816065 -18.79421429
  38.59367285  -7.38678818  70.63978723  85.32811176  46.04933786
  -0.4906523   18.3611337  -28.98748343  44.55123962  58.28243697
  62.5503658    8.23590708  18.91923957 -59.19401514  61.54832465
 -19.68809554 -34.32251669  39.16708878  36.17378181  28.52125102
 -46.78516367  50.93373222  35.11231969 -56.51483406 -25.20525197]",1400.215651968564,6854
2,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -2.33524331  28.12555542  79.91871119  57.7553211   -0.87939864
  17.62975781 -14.49656642  79.98415058  77.49539455  59.58690366
  -9.00809129   7.35945685 -32.17408884  47.58624363  44.42432726
  61.43073485   6.16594198  31.70544903 -60.62800585  59.3075122
  10.33920687 -26.90874894  69.42990577  37.21776869  42.33837491
 -43.52663971  37.98681883  30.54078615 -47.52113408 -26.88882531]",1400.2878853182028,684
3,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-25.6236088   19.49278406  71.40455346  41.65666933   0.87176838
  50.56063189 -21.2978815   68.29572095  81.08720854  67.84771538
 -28.87986125   3.86066867 -37.03768453  39.58234933  59.23913762
  72.32163078  10.18602045  12.64297074 -61.0093742   51.54231521
  -9.98513836 -59.967757    58.77656394  43.67605645  63.16767063
 -32.6490729   16.35721655  29.89933155 -61.27990401 -13.29964394]",1400.7256715622125,480
4,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-26.62717765  44.64619194  69.69223526  46.28410124 -28.04550245
  26.05780012 -18.41715027  81.97407683  90.97999116  34.4003271
   7.58704682  -1.38733794 -24.88515743  41.76285561  59.16425423
  62.15081127   2.24202132  18.95367601 -46.79414524  87.57807115
   0.7656201  -33.2574684   56.08672892  48.21432068  43.60703901
 -37.27870754  32.14236317  29.90069038 -61.24319102 -25.31086025]",1400.30173851447,503
5,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -5.60098198  19.03163313  69.8530839   42.44507707  -4.11262877
  36.8344917  -20.05414976  64.59219226  85.05156515  60.71923955
 -25.60575273 -20.78321663 -46.56721624  49.26911024  53.68351964
  68.62269908  12.15319318  11.36513032 -56.59886172  61.9011142
 -10.43016337 -42.6191732   73.69328121  35.54076989  88.664023
 -29.2178945   29.7856976   29.05257529 -65.52203271  -6.47109054]",1400.8640122027875,548
6,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-17.51410948  42.27758908  71.20049313  46.93104186  -9.35598697
  52.83003857 -11.23098889  80.06929709  85.31447184  32.41359654
   7.58803831  15.41931498 -35.2656275   49.48808856  40.75372018
  51.22822878   2.31046967  23.33513642 -46.6973672   66.11491826
   5.32248401 -32.32249844  62.18262234  42.19963779  53.97041736
 -29.84795759  31.23758181  41.59967656 -52.5008005  -29.69192038]",1400.2868811219637,487
7,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-14.5561487   28.67247842  76.84186886  57.01195977  -3.53946287
  16.00873831 -15.49402104  79.33968984  71.12141048  57.79738125
 -12.14801868  18.06613624 -37.94052231  40.44604357  51.01421185
  54.82597348  -3.37942305  11.41563249 -94.64957201  67.69003918
  -6.43421344 -28.90049736  59.14708192  41.53302199  50.45475783
 -30.9155166   35.10204986  29.808223   -46.05743299 -12.50640195]",1400.3165837391878,424
8,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-14.89956563  30.93381216  85.49649582  47.1691012   -6.62602473
  21.03480676 -15.72801448  73.29913366  72.9393063   56.44758547
 -11.10843573  24.71723228 -47.26850936  58.1102054   58.19346717
  64.57438355  -0.2689471   21.01820691 -56.16934528  70.48734105
   4.0206121  -40.15257087  23.85783063  46.78392736  40.56256835
 -31.23959551  22.04095947  28.40088799 -56.8315285  -10.94787089]",1400.2815871484877,710
9,f14,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-24.63044983  16.26055323  67.05138903  37.01344909  -7.34485243
  46.74092101 -11.46943296  76.01344547  77.13398672  63.68138174
 -30.17200163 -32.10153526 -45.49640986  34.89956681  82.8188266
  69.63482844   8.98270848  17.67488951 -57.90602856  54.1305352
 -24.18629888 -49.79681868  80.34340457  41.15386859  54.05390933
 -50.30909353  32.12161434  18.53126643 -77.59079765  -1.67225314]",1401.0313596227968,1168
