execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-1.66695107e+02  3.43285377e-02 -9.40450412e+01 -5.70024757e+01
  1.88259097e+01 -2.29622307e+01 -1.11589789e+01  6.16867208e+01
  2.74984740e+01  2.77173366e+01 -3.96815951e+01  2.71141078e+01
  1.20072378e+02  1.41027980e+01  3.65392325e+01  2.12480699e+01
 -3.64908662e+01  7.75310609e+01 -9.42301321e+01 -3.83057339e+01
 -5.21243593e+01  4.76045154e+01  4.64521235e+01  3.86418785e+01
 -8.92336654e+01 -7.06806875e+01  2.68001317e+01  3.00164807e+01
  5.13746012e+01 -2.40682116e+01]",426.7813440411435,95293
1,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-167.83326308    6.68988991  -91.3440725   -62.3792692    18.84409746
  -23.91149831  -13.66805115   62.14967386   30.50578906   28.53638164
  -39.69541148   27.44392123  118.70967347   14.7089675    34.52959585
   16.28781621  -37.3143004    77.55634468  -94.26721354  -38.19089125
  -52.53145435   47.59797725   50.7391224    40.77344976  -87.45975764
  -67.85085089   26.82163982   27.30785857   51.41841335  -20.57245661]",425.9557221058542,106266
2,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.92524988    7.58451364  -91.25869653  -63.19946992   18.92406664
  -24.21012071  -14.16053153   62.33209081   31.44528032   28.84062054
  -39.67996006   27.6243245   118.26055516   15.10973572   34.29526332
   15.73680525  -37.45500831   77.493546    -94.31887481  -38.25897251
  -52.56172747   47.58368274   51.37431537   41.1859355   -87.2970798
  -66.9835637    26.83786843   27.1509478    51.49061955  -19.85299359]",425.7897603746304,94028
3,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-165.11476731   -4.42388458  -94.87186806  -54.42201695   18.82465075
  -22.85437711   -9.19955172   61.19630246   26.07033371   27.66406586
  -39.70667849   27.04772244  121.11482529   13.45943927   37.35708513
   25.53639353  -35.80535167   77.55391301  -94.26090144  -38.29018183
  -52.17408521   47.60562869   44.56600205   38.37976469  -90.28941554
  -72.94433196   26.81454973   29.38280156   51.38725098  -25.38483727]",427.10704918423306,112340
4,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-119.76590682   39.56641991  -84.08826852 -114.12144702   -1.26537141
  -24.3709944    39.8313004    66.18514415  -26.85781357   -7.01129668
  -35.56914288   -5.13313943  133.5398923   -52.07878901   63.84088129
   14.89055789   25.40090988   58.29969368  -45.79277013  -36.07307691
  -34.15113393   -6.49541299   30.33943235    9.00538793  -38.49280688
  -58.85048247   32.09118034  -15.46097396   64.41925774  -37.54922786]",482.2762089856992,101922
5,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-167.61060556    4.65697102  -92.94898772  -60.28397319   18.839496
  -23.26573969  -12.42864262   61.91728458   29.54120411   28.33814775
  -39.68174297   27.10622677  118.86671733   14.60319511   35.44576322
   17.84459916  -37.15067403   77.54703177  -94.28854661  -38.28004152
  -52.36276408   47.56850976   49.20219385   39.78493542  -88.35962668
  -68.45924871   26.77723067   27.63897658   51.38780547  -21.86824591]",426.2132708243891,125736
6,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.70842032   11.94282505  -87.12265842  -67.80953692   19.14507283
  -27.68298123  -15.64301965   62.72291685   34.64316523   29.84308393
  -39.68699641   28.85677735  117.35620916   15.34737003   32.09966701
   13.0432913   -37.79556574   77.53668859  -94.79283214  -38.27749837
  -52.71203769   47.57601142   53.56555721   44.20469211  -86.6694212
  -65.34583977   26.80469394   26.43587023   51.76622688  -16.27025123]",425.1311898851805,93350
7,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.45034722    6.33991955  -92.11601992  -61.8549793    18.8830807
  -23.71689806  -13.30471919   62.16522054   30.62012621   28.47884558
  -39.70749008   27.41325857  118.644092     14.98864224   34.96633464
   16.75716469  -36.99394331   77.51683742  -94.28208782  -38.30857673
  -52.55620218   47.60425426   50.51623715   40.71803354  -87.77593396
  -67.65808355   26.80018435   27.42637219   51.42297594  -20.98833442]",425.9822505576759,101346
8,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-170.40132578   13.97490812  -84.79550739  -70.10859912   19.33099767
  -30.77208762  -16.41626992   62.80697984   36.82874995   29.58075316
  -39.68545342   29.60435691  117.06430371   15.19933107   30.7833471
   11.82446743  -37.97662283   77.57506433  -95.69763015  -38.27094553
  -52.76085914   47.55850478   54.80780996   46.87670271  -86.10114919
  -64.28596955   26.76919324   26.16805099   52.06176619  -13.82828792]",424.75507548883576,94357
9,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-167.49352154    2.78811149  -93.19843169  -58.98297612   18.85916032
  -23.17936396  -12.33919775   61.89680873   28.75382427   28.10459736
  -39.68979063   27.17490833  119.30202842   14.5469817    35.81366217
   19.40593079  -36.88904888   77.55009905  -94.24780828  -38.26785537
  -52.43166651   47.57385343   48.76537991   39.41290263  -88.22407023
  -69.13420274   26.79759407   27.96890722   51.3976008   -22.83524018]",426.3616537075175,102904
10,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.68650778    6.78345444  -91.4355249   -62.51866989   18.87603995
  -23.91114799  -13.81493036   62.31999936   30.59955697   28.56839718
  -39.68993361   27.48256579  118.44119386   14.91018289   34.74811259
   16.42342647  -37.42988574   77.54697842  -94.27755279  -38.25669154
  -52.47911418   47.5423829    50.59790291   40.72779764  -87.51900456
  -67.45210688   26.7854835    27.29895945   51.43237786  -20.54496267]",425.905173635789,95349
11,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-170.68422731   14.88480321  -83.90412428  -71.5747969    19.48721572
  -33.46518273  -16.67942708   62.87920359   37.83981369   31.13143243
  -39.68527705   29.62929691  116.93479946   15.03255183   30.17800805
   11.34416232  -38.1571899    77.53472313  -96.62282595  -38.26313632
  -52.77320212   47.5847989    55.28139108   48.56284626  -85.95926267
  -63.29354075   26.79546672   26.02294597   52.25422503  -12.41230937]",424.4152206454411,89924
12,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-170.59537121   15.14919744  -83.22545063  -72.69193269   19.58013265
  -35.15054822  -16.8082951    62.89494318   38.37414843   31.62718676
  -39.6673768    30.13765905  116.91618317   14.9663968    30.11280656
   10.86789764  -37.98684603   77.53834329  -97.41362662  -38.33457426
  -52.7827965    47.55035549   55.91949004   49.38117455  -85.79959613
  -62.96020394   26.80774938   26.00041787   52.17488826  -11.74854408]",424.2344076270239,91240
13,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.50808604    6.57653182  -91.63612641  -62.02229387   18.91408031
  -23.99667252  -13.67530432   62.2214981    31.1448801    28.57665732
  -39.68836125   27.54076943  118.42854957   14.92995205   34.99709124
   16.40308967  -37.5992782    77.53041959  -94.24705755  -38.26805618
  -52.57373487   47.57936554   50.76844596   40.89588628  -87.48625689
  -67.42174811   26.80041475   27.26554264   51.42058163  -20.58995525]",425.92253692950055,84040
14,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-126.12791102    0.76243568  -74.89998119  -73.91492093    2.86860032
  -22.25693849   33.73358242   76.71631237   -5.49809419    3.47974743
  -39.63122534    1.77294104  134.78272362  -42.66812976   26.77621232
   47.43830111   -3.52287176   86.5774148   -55.67283545  -38.25526658
  -28.92263133    5.66572426   46.81857375   18.24982802  -56.26054669
  -91.89660935   24.17215597   -1.25647828   61.25940431  -49.25307482]",492.51166171325,99052
15,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-139.61851886   10.67785112  -76.26660406  -77.95349899   19.24109955
  -50.28530957  -12.06386497   51.9158581    44.33173606   33.27863262
  -39.66692237   26.18781883  134.01994814   14.59080303   26.79207685
   91.84313768  -37.53848121   77.56352072 -111.90017768  -38.28632211
  -51.98460288   47.55008783   66.44953759   56.0770536  -110.24013872
  -48.39832269   26.73504222   41.57659305   53.1506684    -6.07661722]",425.9075392929957,103154
16,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-87.20538957  28.94734203 -94.09922764 -47.23555089  11.80425551
 -31.36693641  25.28188416  46.0784944   15.53553767 -25.71040135
  17.69627066  27.79892126 107.82387162  30.24441039  54.5427439
 -14.42654342 -54.67007002  48.11035223 -67.86835    -44.28065821
 -50.83142988   6.04811122  21.32722704  34.05419433 -83.19300408
 -52.45064911   5.62488341  37.48101696  19.15961431  14.56823757]",472.42161781444565,113308
17,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-142.86523187    6.98378628  -91.06667335  -62.90881451   18.91396252
  -24.18630966  -13.84219367   54.25551095   31.03255802   28.76334464
  -39.68937488   27.61397103  137.92308343   14.9557792    34.41194489
   81.98375933  -37.48464219   77.54213566  -94.28039339  -38.26564868
  -49.73987373   47.58591804   50.97737286   41.08042068 -107.82650329
  -67.36061278   26.79463237   43.07356023   51.47825557  -20.20862547]",429.0444424534293,86659
18,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.70173153    7.00052785  -91.48168033  -62.21757505   18.90452837
  -23.79703676  -13.74171042   62.18079226   30.99869992   28.60938809
  -39.69572611   27.44976874  118.40767992   14.83673696   34.63911269
   16.37434736  -37.56959158   77.53451453  -94.29764512  -38.24118574
  -52.56919768   47.57374099   50.82846063   40.70401731  -87.44877308
  -67.81440273   26.76261981   27.27571315   51.47554698  -20.55155532]",425.8998780721486,94152
19,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-134.87933142   22.0966828   -70.42343867  -85.99222076    2.0902715
  -22.7435396    25.96381894   80.12071801   -3.45296735    1.50959535
  -39.68074809    0.55785463  128.24482271  -45.20964025   24.08654958
   23.52018567   -2.09208458   86.76211341  -53.95331858  -38.33474595
  -29.49056242    5.06975936   58.63849802   18.09482111  -49.01853149
  -82.24815931   24.10512099   -8.1620825    61.81923206  -45.88904344]",490.846280790866,103217
20,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-103.22123143   17.01517293  -91.58927669  -96.33545897   -0.45344725
  -22.0833922    46.68158107   63.01742614  -28.42332839   -4.04964777
  -38.99617095   -3.55183501  147.25905165  -45.08973878   66.99874285
   66.22339517   20.9645002    61.24424626  -48.32416748  -37.97860778
  -31.1157712    -4.52160577   20.06433278    8.55256612  -55.07777189
  -69.92999668   31.20075389   -0.72665928   63.40732577  -42.57581491]",486.2522972391299,107579
21,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.95362872   11.19179644  -87.7717305   -67.2567057    19.152651
  -27.2947116   -15.48008883   62.72568537   34.52537171   29.81830495
  -39.65382487   28.62173845  117.46903333   15.20561962   32.47694822
   13.64957248  -37.90506001   77.52057726  -94.70533903  -38.23594774
  -52.71002766   47.62456225   53.08453951   44.43329874  -86.46449477
  -65.52219282   26.83860332   26.4729849    51.74004495  -16.82802864]",425.1972616222541,102941
22,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-168.38678168    7.84416876  -90.76862538  -63.370211     18.94033649
  -24.19745672  -14.00417536   62.17690171   31.47492249   28.79281671
  -39.59561794   27.34575021  118.23655079   15.11780009   34.21579091
   15.82995672  -37.47305027   77.48681332  -94.31124896  -38.2351305
  -52.53484754   47.58534424   51.30693097   41.2752802   -87.16430255
  -67.07812204   26.86175808   26.98691556   51.477604    -20.02092026]",425.7886454248656,105120
23,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.33670137    9.03306958  -89.34410752  -65.08168338   19.05296853
  -25.64560304  -14.78365449   62.34032614   33.04807214   29.24667055
  -39.71289786   28.17545922  117.90221095   15.14855203   33.24539157
   14.66956239  -37.80586855   77.46762182  -94.47137103  -38.26723072
  -52.64638098   47.59507281   52.45456495   42.85169992  -86.94222772
  -65.97854764   26.83156409   26.82903627   51.59965576  -18.2382818 ]",425.5060616754101,90543
