execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-52.98619508  47.0863416  -30.20565268  79.66248918 -53.49731716
  16.3168119  -59.44482437  24.65191051  30.27502084  39.7047427 ]",6308.4468835459975,20569
1,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.38094651  47.08551411 -30.20562554 -18.7188314  -53.49610495
  16.31711191 -31.25219616  24.65265846  30.27420421  39.70425527]",786.8151995457993,24775
2,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.19377286  47.08556544 -30.20558411  -5.52512913 -53.49625336
  16.31711885 -35.03300029  24.65260275  30.27429413  39.70424466]",310.2277207126067,14928
3,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.0716821   47.08557039 -30.20592615 -67.39823586 -53.49674665
  16.31710328 -17.30315614  24.65227068  30.27435208  39.70387681]",5807.191682167486,13248
4,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.44640449  47.08536356 -30.20904241 -94.20591437 -53.49627288
  16.31644626  -9.61962572  24.65235377  30.26967315  39.70400002]",10823.35282780763,15859
5,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.02343372  47.08552138 -30.20560225   6.49416561 -53.49620423
  16.31709644 -38.47736041  24.65267208  30.27435963  39.70424169]",204.03273698539124,25218
6,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.65522498  47.08554795 -30.20505922  32.439403   -53.49645809
  16.31696382 -45.912141    24.65267512  30.27503105  39.70445189]",1042.0506467936198,15619
7,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-52.4691685   47.08564322 -30.20570191 115.90478929 -53.49603065
  16.3166071  -69.83053235  24.65237644  30.27376725  39.703889  ]",13628.199887693918,15293
8,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -56.18346212   47.0851898   -30.20523576 -145.88247606  -53.49681503
   16.3172812     5.18842007   24.65259487   30.27721909   39.70376277]",24707.58849935073,18840
9,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.49052195  47.08537919 -30.20573114 -26.36031472 -53.49641381
  16.31721831 -29.06257181  24.65260886  30.27421789  39.70407475]",1237.0673175636214,19481
10,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.93434931  47.08579016 -30.2056018   12.78120059 -53.49616668
  16.31706642 -40.27910811  24.65232281  30.27498278  39.70408761]",273.9964088216232,12356
11,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.36725106  47.08361072 -30.20555838 -88.08120823 -53.49571294
  16.31946908 -11.37819619  24.65221626  30.27447301  39.70273872]",9517.131305038778,19527
12,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.07650173  47.08549052 -30.20560013   2.76125805 -53.49621567
  16.31710402 -37.40762186  24.65263251  30.27432257  39.70427146]",203.53489967823228,20569
13,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.25611811  47.08554547 -30.20553379  -9.91749472 -53.49622818
  16.31714511 -33.77433256  24.65267082  30.27432622  39.70425586]",427.0274437006934,13497
14,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.24384503  47.08550901 -30.20561943  -9.04934627 -53.49610354
  16.31698465 -34.02313427  24.65267114  30.27441633  39.70427982]",400.697363283112,15732
15,f2,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.67953585  47.08556026 -30.20552004  30.72171104 -53.49629721
  16.31708215 -45.42047386  24.65257814  30.27438174  39.70410618]",940.9461441287,11661
