execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
0,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-1.41026744e+01  3.95939033e+01  7.15631281e+01  5.44194001e+01
 -7.49103624e-02  4.54258651e+01 -8.98840407e+00  8.60471808e+01
  7.24145798e+01  3.82822155e+01]",1400.406807998792,1424
1,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -3.61882106  31.32197005  69.03897928  83.93134491  12.86693587
  33.18288596 -28.09811056  68.05493217  70.80395375  59.44564825]",1400.2574365897672,2586
2,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 16.21544617  38.30502489  85.20561216  86.88108228   0.64009018
  27.90758152 -17.64670706  70.96302878  65.75774626  51.07974325]",1400.132248678486,5708
3,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 23.12843431  43.2792561   81.97799491  81.48481372   3.42305822
  32.92750658 -22.49788893  84.55200496  81.64046379  46.12353056]",1400.1176493999624,2620
4,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  5.00607237  49.89848575  76.8960499   82.43024369  12.55926245
  42.06178522 -17.08972699  77.83892399  74.15491934  49.62588924]",1400.118945455228,192
5,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 25.44148857  47.26460761  83.34529676  64.35181784  -0.91919315
  38.51448813 -23.76267325  75.82300411  70.42906482  38.29211755]",1400.1520716157315,6156
6,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 14.09958847  53.66779961  72.00633886  60.69356133   4.28334301
  28.69870986 -29.51303317  67.0871319   78.92613405  53.97991916]",1400.1709007382617,197
7,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 12.29424932  44.19340946  75.9976171   75.10383279  13.91689913
  30.21466168 -29.75223591  72.43866595  71.00031021  39.40720357]",1400.0922806147898,4354
8,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  5.4868166   51.91542133 100.          75.48057142  -3.35727462
  35.59699484 -24.3139096   71.05233551  82.51093235  60.19194184]",1400.1197347966838,12561
9,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 16.79695844  44.78982309  82.59007889  76.98086996  11.85169989
  44.47269653 -26.6277128   84.2266466   86.7704891   45.30505306]",1400.0767466365105,2438
10,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[17.34324961 54.93421562 81.70908024 59.40410471 -6.78923207 44.31251919
 -8.65745388 79.04810248 84.21197147 51.4621337 ]",1400.2280345407382,240
11,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 10.68249083  52.50735571  87.25509805  61.39765055   5.33144803
  42.02721319 -11.92275418  80.78113216  66.59378966  48.97708854]",1400.2181753127268,1329
12,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 19.01366284  41.78123575 100.          68.8345477    0.76525584
  51.59234562 -18.75200996  77.38309401  76.36550146  44.24290816]",1400.116070044483,22203
13,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 11.90319595  43.81477989  82.11406171  55.32303547   7.61692817
  36.49799152 -17.2935315   77.18509693 100.          47.22190517]",1400.2183245452063,182
14,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 11.15277495  53.19374917  81.77971476  71.09575155   3.0488259
  42.89691978 -20.32565553  74.80696814 100.          57.41214521]",1400.153249337115,12164
15,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  9.63272697  55.70504942  80.98513248  76.23941108  -2.2304818
  26.45419074 -21.11185029  73.28055467  89.77748351  35.47070381]",1400.1009821391688,230
16,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 11.89294577  38.37267764  79.81308684  44.80868481  11.41664542
  34.41843081 -22.01695034  77.47674765  84.10384463  40.66918435]",1400.2681325634203,2876
17,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  8.90642308  46.19956015  99.47560727  82.03044587   7.13166362
  45.86371018 -20.65593317  77.85642928  73.92926167  45.13797879]",1400.078416801266,17967
18,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 19.23316279  46.00811092  70.50210357  73.93140776  -2.37701496
  31.33326272 -20.95193953  92.36221503  80.5550157   50.90795633]",1400.172246496608,116
19,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.16989203  39.06826086  94.26391736  74.9588055  -10.07584517
  37.86840282 -11.46628056  83.42425598  76.83793113  37.68274953]",1400.1732849649777,7614
20,f14,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-20.63693996  22.51160358  65.1505195   47.32549614  -4.42615591
  41.64591923  -9.72559404 100.          77.5446403   61.13372123]",1400.7805558765374,86
