execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1_basic,10,10,4568,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-5.38068024e-05  7.46970463e-05 -3.40941726e-06 -2.44737785e-06
 -5.33568252e-06  2.91770161e-06  5.42827548e-07 -5.65103740e-08
  2.95681924e-07  7.72055724e-08]",0.0,25915
1,f1_basic,10,10,4920,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 9.97815358e-07 -3.22977655e-05  1.25807068e-05  3.61504741e-06
 -1.96109904e-06  2.86712030e-06 -1.32351314e-06 -1.95031818e-07
 -3.80627418e-07 -3.65113721e-09]",0.0,29261
2,f1_basic,10,10,6104,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.68158509e-05  4.53845200e-06  4.68783039e-05 -7.88994349e-07
 -3.24915026e-06 -3.89915313e-06 -7.75081212e-07  2.05602805e-07
  1.37581980e-08  3.20233617e-08]",0.0,36020
3,f1_basic,10,10,5381,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 9.63871144e-05  1.11787307e-05 -1.90644610e-05 -1.62594582e-06
  2.12953074e-06 -4.81665864e-06  5.50161691e-07 -4.14061833e-07
 -5.18242119e-08  3.92658427e-08]",0.0,32052
4,f1_basic,10,10,4625,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 1.66759516e-05 -1.37963730e-05 -3.67301830e-06 -6.31324908e-07
  1.32931613e-05  7.97997669e-07 -5.66506566e-07 -4.05175973e-09
 -3.74399180e-08  1.70845771e-08]",0.0,27085
5,f1_basic,10,10,4611,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 4.97601190e-05 -3.60239283e-05 -1.80951221e-05 -1.12574430e-05
  2.08263348e-06  1.42189452e-06  2.46330424e-07  2.81063461e-07
 -4.40215110e-07 -1.06381245e-07]",0.0,24916
6,f1_basic,10,10,4827,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-3.15741608e-05  5.02640609e-05 -1.94125941e-05 -2.72379002e-06
  3.16849304e-06  1.92321017e-06 -7.22152018e-07  5.14053342e-08
 -3.06479574e-07 -4.77991762e-08]",0.0,28133
7,f1_basic,10,10,4629,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.54641707e-04 -1.02965988e-05  2.47332887e-05  6.48999310e-06
  2.64433378e-06  2.00567524e-06  7.20466447e-07  5.55359398e-07
  3.36942903e-07  3.10363801e-08]",0.0,27836
8,f1_basic,10,10,5555,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-2.25816157e-05  6.89406060e-05  1.39965986e-05  6.71946286e-06
  2.04780717e-06  1.80688658e-06  1.00291273e-06  5.17946096e-07
  3.01053522e-07 -1.06162449e-07]",0.0,32851
9,f1_basic,10,10,5284,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.70960962e-04  1.72252561e-05 -1.03792178e-05 -8.04499750e-06
  3.08547880e-06  2.81256837e-06  4.62847918e-07  1.53492737e-07
  6.88468324e-08 -9.46482022e-08]",0.0,31142
10,f1_basic,10,10,5633,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.02819798e-04 -3.05431312e-05  9.51593304e-06  6.42219024e-06
  1.62379858e-06  2.44536355e-07  7.57483197e-07 -6.94245084e-07
 -2.76317486e-07 -1.28631480e-07]",0.0,33241
11,f1_basic,10,10,5511,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.25414964e-05  4.00686061e-06  1.83102113e-06 -1.13648525e-05
 -6.48634433e-06  5.23067971e-07 -1.63252632e-06 -3.34666695e-07
  2.72307873e-07 -3.22293536e-08]",0.0,31780
12,f1_basic,10,10,4623,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 1.75486559e-05  8.75860780e-05  1.30562248e-05 -1.27927886e-05
 -5.43997869e-06  2.12275473e-06 -4.70162034e-07  1.82376982e-07
  9.72638654e-08  1.18440606e-07]",0.0,27077
13,f1_basic,10,10,5098,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-9.74227231e-05  6.85439633e-06 -2.81799401e-05  1.00851407e-05
 -1.93180481e-07 -3.79713467e-06  1.43752375e-07 -1.88834595e-07
 -2.98039177e-07 -3.07039616e-08]",0.0,29790
14,f1_basic,10,10,5130,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 4.27617110e-05  3.05823552e-05 -1.36017212e-05 -1.20084901e-06
 -7.30667849e-07 -1.20737141e-06  1.97345751e-07 -3.86803328e-07
 -4.25663725e-08 -2.61687949e-07]",0.0,30884
15,f1_basic,10,10,5200,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 1.88968389e-04  1.44201044e-05 -1.73698392e-05  6.23197716e-06
 -2.05935781e-06  5.40989408e-07 -9.05357348e-07 -2.65257860e-07
  2.05921469e-07 -3.71839988e-08]",0.0,30296
