execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ -86.3644122    -0.9461458   -64.26460902  -49.52488524   18.89267137
  -63.53407721   -2.41660802   47.64154478   57.76958344  -44.80890443
    8.19669281   18.59289694   85.83576633   34.81118306   19.40636432
   77.52540721  -32.80901252   77.4715594   -96.32570648  -67.58286165
  -59.01777603   33.5418132    79.86181228   58.42328817 -141.17327485
  -27.48766675    0.94076945   36.07366713   22.76624264   19.47020999]",412.2591336795431,121806
1,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-156.29233861   -0.8502439   -78.74372013  -61.0124779    31.17319097
  -58.73117448   -2.67420931   48.7004602    66.50663046   -5.79252126
  -19.22111164   13.32378951   67.49698563   31.92696502   18.55834065
   13.94133862   -9.25685141   77.52841734 -109.09499378  -77.46595094
  -47.03291539   47.5622227    80.50466238   62.55997931 -100.533657
  -28.0553622    26.79787764    7.62258699   40.54299196    9.29244739]",414.7057113077776,132886
2,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-131.70191928   -0.8142511   -81.33581744  -67.07727469   27.64945046
  -57.96365371   -2.99002757   41.19006187   66.38147994    4.55468346
  -22.3916859    15.64954553   98.56179995   30.64235126   21.00913629
  100.10952705   -6.77964085   77.58892385 -112.53569842  -71.37873804
  -52.90817543   47.58724655   80.0538812    68.14145826 -118.2544396
  -28.48337557   26.78963632   26.27548349   44.24663492   -2.52856782]",420.1945771230727,134417
3,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-7.93438979e+01  1.44696238e+00 -6.46811792e+01 -4.94472586e+01
  1.63246720e+01 -6.43525824e+01 -1.15409955e-01  3.79221930e+01
  5.73765860e+01 -4.59935328e+01  1.79089684e+01  1.98144756e+01
  9.03301337e+01  3.53190927e+01  2.08107239e+01  7.30186790e+01
 -3.34024243e+01  6.51554976e+01 -9.45435756e+01 -6.26941169e+01
 -6.50316391e+01  2.88888154e+01  7.27569177e+01  5.87153218e+01
 -1.41587024e+02 -2.22250141e+01  1.97202250e+00  3.37560077e+01
  1.99490214e+01  1.97819775e+01]",410.8937508472459,124741
4,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-128.50892899   -0.9650033   -80.95379413  -64.10240012   29.58925062
  -58.39298913   -2.80863183   39.30436839   67.16322338    0.35776713
  -20.49594226   14.3755967    95.128222     30.68974743   20.16174649
   98.19662702   -7.67447136   77.5897704  -110.63990114  -74.73879369
  -47.35468466   47.58681423   80.33876099   66.28154022 -121.90907067
  -28.24192329   26.72149734   26.59398274   42.1541122     2.50936366]",419.4795457896919,132408
5,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-124.02855679   -0.99389128  -78.84198836  -60.88719438   31.26474145
  -58.73318195   -2.65252922   38.78969097   66.58001446   -5.68712945
  -19.12488866   13.30736988   91.73612803   31.88982522   18.6934913
   95.68297455   -9.64209633   77.50126488 -109.12915687  -77.42675346
  -43.26813387   47.6613469    80.37442161   62.74118063 -125.96898094
  -28.06151331   26.84301827   27.48249434   40.52670765    9.38457964]",418.68136785312623,136283
6,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-85.70585852  32.75114696 -85.21324792 -86.10639974  -5.19404298
 -59.24263959  45.17043038  29.63277022  39.27239043  13.3945909
   0.36069907  18.20061729 135.60587165  17.59777162  57.69649165
  89.99742804 -24.37368395  50.30428359 -88.4722299  -18.40027898
 -58.26315063  -9.63989654  47.75055745  59.27888164 -67.57316262
 -23.77044951  13.25078963   7.28344811  41.42487252  -6.73862282]",475.2889450122487,125670
7,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-86.14733477  29.54396421 -88.54686312 -82.99123538  -4.01154062
 -60.8711151   47.98554621  26.25316641  47.05491526   0.67221564
   6.9581843   15.11581032 125.45585197  24.30493178  54.56850663
  94.56833571  -7.32008919  50.47664956 -88.31851809 -31.70658383
 -60.53235311  -9.86492874  51.58837681  64.70636338 -67.27268065
 -18.42848648  13.57766551   0.27977285  40.28763329  -6.8961191 ]",473.45522891790176,127718
8,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ -86.05147731   -0.90622392  -64.29847421  -49.52582764   18.72482097
  -63.59668814   -2.36898627   47.0730482    57.78749551  -44.98157114
    8.75403628   18.69397342   85.88002587   34.87353142   19.46528695
   77.39609187  -32.78336883   77.15898919  -96.2449882   -67.39097764
  -59.34475943   33.39632424   79.67626692   58.45529802 -141.26010688
  -27.31273271    0.83864089   36.08768266   22.51934261   19.45999404]",412.1978172533152,118294
9,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-158.17857481   -0.94675062  -79.98824753  -62.3043073    30.61585222
  -58.64332493   -2.8991782    48.71036837   66.81567311   -3.0849198
  -19.688176     13.89343718   68.83339437   31.33688702   19.72325313
   14.90143437   -8.78639007   77.49866522 -109.75373241  -76.25575928
  -48.05826747   47.57376282   80.32482276   64.14309995  -98.81578963
  -28.01803425   26.81234087    7.25342624   41.06087384    6.7270238 ]",415.0516974175214,134505
10,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-125.82955345   -0.96060338  -79.76669228  -61.94591711   30.68357363
  -58.60409664   -2.71909119   38.55900025   66.88553806   -3.45264343
  -19.64660361   13.72632205   93.0710915    31.39757763   19.30579029
   96.56107486   -8.85265796   77.49496223 -109.5987174   -76.52246084
  -44.63823476   47.56894047   80.39034316   63.91201163 -124.54995163
  -28.20604938   26.8512987    27.13161015   41.0387261     7.04905867]",418.9667926766905,134681
11,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-125.25323783   -1.01001959  -79.29434333  -61.40946678   30.94813009
  -58.67120998   -2.66105992   38.65607354   66.7348058    -4.49630714
  -19.4456266    13.72937908   92.36819956   31.55138856   18.94479718
   96.23256038   -9.27050519   77.52048725 -109.48416721  -76.92845984
  -43.85052746   47.49828537   80.31736235   63.34324612 -125.01846522
  -28.08148373   26.78773029   27.34636236   40.72087357    8.10236575]",418.83949841107136,133784
12,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-47.23966603  35.50464477 -68.31706994 -72.46931181   2.37094597
 -60.2919915   42.79221807  44.32144044  25.96844962 -18.99812015
  -5.04973047  15.63706549 123.53938948  20.47154082  54.24853685
  67.18679565 -52.97331363  51.25033516 -75.99268812  -0.5258702
 -47.66582513 -13.21457841  44.03770447  41.37505969 -93.22986263
 -28.35305346   4.73179036  25.20253166  28.28125325  20.84065334]",472.0890449216953,134561
13,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-1.60299260e+02 -8.38507275e-01 -8.09636720e+01 -6.38629063e+01
  2.97928738e+01 -5.83691256e+01 -2.82205278e+00  4.91280331e+01
  6.71663647e+01  1.54915621e-01 -2.04552610e+01  1.42081567e+01
  7.05321002e+01  3.06484574e+01  2.01227661e+01  1.61975041e+01
 -7.76571393e+00  7.75471980e+01 -1.10410561e+02 -7.51095088e+01
 -5.02759785e+01  4.75829182e+01  8.03167520e+01  6.59880590e+01
 -9.67807119e+01 -2.81805739e+01  2.67989480e+01  6.83594618e+00
  4.20088691e+01  3.18459968e+00]",415.43101254381565,134540
14,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-121.17698582   -1.01142798  -77.0538888   -59.52063634   31.79963694
  -58.81610698   -2.62425274   39.74680241   65.58463145   -9.01828337
  -18.75421361   12.94650422   90.13887344   32.95746994   17.68832835
   94.27681731  -10.79072679   77.53826256 -108.49241402  -78.26746342
  -42.28141409   47.61629066   80.36355915   60.23998876 -127.80544582
  -28.06538377   26.79752397   28.45319714   39.91053062   12.8266442 ]",418.2587536052052,136625
15,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-124.63523443   -1.02985655  -79.02458513  -61.14242303   31.21294693
  -58.68217029   -2.71580632   38.67059912   66.4726121    -5.22542022
  -19.47928592   13.47001602   92.05633837   31.35522188   18.82379546
   95.91802336   -9.40318955   77.50816167 -109.50338592  -77.1138026
  -43.55380476   47.53297632   80.35795683   62.82120501 -125.63842127
  -28.07215682   26.79419098   27.46689405   40.71235782    8.74958517]",418.7640774758466,134784
16,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-87.59509883  30.77153545 -85.49365705 -90.64846191  -2.0290546
 -58.56421065  47.57271419  29.92015701  39.72432644  12.21379409
  -3.53482693  11.20845327 129.55789246  18.03334769  52.70176311
  94.96327593  -0.98894454  46.20301274 -87.9439875  -26.67581083
 -55.81778238   2.70809048  51.03039382  53.49304482 -65.83080996
 -21.02438518  43.39511357  -0.95186515  47.89171411  -5.15381349]",476.9043088690713,122831
17,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-123.46839585   -1.03819063  -78.38803476  -60.50140829   31.32871617
  -58.73636276   -2.68793978   38.97544736   66.29692309   -6.54100918
  -18.94931559   13.24220693   91.38217183   32.05239271   18.49981926
   95.40668476   -9.98534377   77.52306755 -109.0265004   -77.34442511
  -43.02839436   47.57596463   80.34876969   62.00965907 -126.33518187
  -28.00756725   26.81445496   27.71022007   40.4011591    10.03186887]",418.5855925473204,136767
18,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-123.07396824   -1.01740774  -78.08592051  -60.39490521   31.42139364
  -58.67953628   -2.70422126   38.95085239   66.10441532   -7.07934446
  -19.03640502   13.2472968    91.204006     31.93310785   18.21868314
   95.28164417  -10.00578452   77.53094877 -108.91826763  -77.62075936
  -42.91755107   47.59200695   80.32276928   61.7177839  -126.47459279
  -28.09473016   26.80039194   27.92204237   40.35130487   10.49843958]",418.533738814665,133254
19,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-4.52064796e+01  3.85267914e+01 -6.77567084e+01 -7.69090259e+01
  6.21927951e-02 -5.87020791e+01  4.23959693e+01  4.75395941e+01
  1.80036303e+01 -2.15099644e+01 -4.91285070e+00  1.28779259e+01
  1.30022276e+02  1.16089446e+01  5.47461292e+01  6.52885194e+01
 -4.88960761e+01  5.17069834e+01 -6.78978619e+01 -5.90023727e-01
 -4.38087391e+01 -1.59185016e+01  4.12461905e+01  3.75914622e+01
 -9.16699731e+01 -3.30145239e+01  4.59111937e+00  2.35779016e+01
  2.96940987e+01  1.86590521e+01]",472.42057017010666,135087
20,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-124.8217837    -0.97271175  -79.19384674  -61.37270382   31.04686073
  -58.6545618    -2.74854697   38.65910219   66.61748664   -4.84399501
  -19.37635143   13.44207126   92.29617899   31.51963825   18.90142722
   96.14342452   -9.27831435   77.4957548  -109.2770175   -77.12070104
  -43.51672914   47.60023877   80.30664365   63.04154795 -125.31855658
  -28.02603152   26.85951386   27.23128241   40.72569058    8.49608416]",418.7846442202184,131921
21,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-154.52588922   -0.9364592   -77.88582633  -59.96848378   31.5395567
  -58.80743896   -2.73518246   49.2710927    66.19545788   -7.84767513
  -18.91586854   13.068946     66.49607541   32.62415417   18.11307726
   13.12185873  -10.32203528   77.53576375 -108.54788321  -78.06062246
  -46.02833875   47.57876866   80.45589953   61.2671293  -101.80101448
  -27.99642185   26.79022859    8.12629053   40.07445862   11.61293534]",414.4395402699132,138077
22,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-69.75173474  29.1978177  -83.24148107 -80.38767314  -4.4070763
 -61.72929915  47.97287802  39.51078538  43.903868   -13.0962803
  11.07586748  16.24452414 120.60686207  31.08121376  53.69822344
  88.31967766 -12.95121205  50.95569675 -87.49284406 -34.13788108
 -72.88317712 -12.14385282  51.60890767  65.65534441 -73.62353661
 -17.6223631    7.83153022   7.32136449  36.89618388  -6.19662127]",471.61143174766255,132878
23,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-5.14642234e+01  2.40149759e+01 -7.80273408e+01 -5.55608393e+01
  1.34869474e+01 -6.48526988e+01  4.04132338e+01  2.99570328e+01
  5.19855010e+01 -4.50838865e+01  2.53464687e+01  1.87335055e+01
  9.15912594e+01  4.62344483e+01  4.47220057e+01  7.23524437e+01
 -2.79627571e+01  4.90698364e+01 -9.05473640e+01 -5.88609049e+01
 -5.84442792e+01 -4.16073636e-02  5.20640835e+01  5.82993604e+01
 -1.05146867e+02 -1.34055557e+01  5.20620471e+00  3.02871922e+01
  1.88497441e+01  2.81712766e+01]",405.5126643863415,141578
