execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.4408267   47.08552077 -30.205685    47.40914711 -53.49621033
  16.3171913  -50.20203075  24.65244659  30.27452234  39.70440687]",2193.66234689525,15716
1,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.25259779  47.08524145 -30.20606266  60.56787337 -53.49614062
  16.31735663 -53.97295531  24.65256157  30.27421851  39.70346581]",3613.9208594209913,15992
2,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.8364973   47.08613175 -30.20565655  19.66713428 -53.49625982
  16.31709621 -42.25222656  24.65259518  30.27426545  39.70422936]",447.2840890326359,15537
3,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.85653891  47.08560481 -30.20544188  18.2068708  -53.49615577
  16.31705267 -41.83376123  24.65256452  30.27422404  39.70426163]",402.271471124449,15816
4,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.02323048  47.08486838 -30.20486949  76.68264984 -53.49631674
  16.31663658 -58.59037026  24.65220345  30.27495081  39.7041819 ]",5858.040817900975,16516
5,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.21915518  47.08547467 -30.20575914  63.20398125 -53.49613348
  16.31706994 -54.72775271  24.65301416  30.27433694  39.70491029]",3922.488731218291,18097
6,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.57853371  47.08530032 -30.20562625  37.84336434 -53.49613136
  16.31699639 -47.46090377  24.65266174  30.27415744  39.70408635]",1398.9952906248643,16433
7,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.88094738  47.08545935 -30.20567869  16.53933674 -53.4961294
  16.31709114 -41.35594721  24.6526701   30.27424192  39.70410628]",355.24799377713623,16277
8,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-54.30759661  47.08554205 -30.20504727 -13.48939846 -53.49615389
  16.3167347  -32.75100394  24.65276579  30.27410825  39.70430503]",554.0000212822968,16637
9,f2,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-53.54772075  47.08541395 -30.20551802  40.03681473 -53.49625936
  16.31665765 -48.08953651  24.65245883  30.2742523   39.70413418]",1562.1926143609371,15902
