execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15986932   6.51829394  59.19056518 -37.63535576  47.65910969
 -60.92570345 -58.2076663   18.31585688  -3.28587456  22.29072143]",600.0185595011442,13879
1,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16998247   6.51829433  59.19056424 -37.63535467 117.84206379
 -60.91714608  14.15462138  77.5027263   -3.2720529   22.3047053 ]",600.0174564309476,15846
2,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.1618416    6.51588566  59.19229509 -37.63197639 -29.10814832
 -60.92459199  70.37271592  23.28830002  -3.28570191  22.2941806 ]",600.0181630573741,13963
3,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 12.21052962   6.51829394  59.19056518 -37.63535576  47.64754457
 -61.72591119 -58.21724543  18.30689066  -4.58384637  20.97769688]",600.2977864338571,14484
4,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.25087885  59.15090836 -66.50092711 108.75950981 -29.10807751
 -60.84897348  70.37265283  23.28821846  -3.16147854  22.41655303]",600.0713900916304,16561
5,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.1598139    6.51827117  59.19058442 -37.63533106 -29.1070593
 -60.92571762  70.37215495  23.28689698  -3.28595568  22.29064126]",600.0047391359312,12677
6,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.04299712   6.51829394  59.19056518 -37.63535576 -29.10814719
 -61.0243923   70.37271488  23.28829905  -3.44649987  22.12926302]",600.0676622676942,16301
7,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 98.53434833   6.49747392  59.17427711 -37.64185503  47.69834498
  11.04051412 -58.28530831  18.28600763 113.44184054 140.37094368]",600.1056054110805,18305
8,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15985458   6.51829039  59.1905624  -37.63535687 -29.23809282
 -60.92568333  70.43959684  23.4557725   -3.28590007  22.29069752]",600.0671099551222,34890
9,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.04307489  59.15058681 -66.50023088 108.75879502 -99.30133196
 -61.02412208  -2.00117757 -35.90783918  -3.44556485  22.12918085]",600.0710738272892,17118
10,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 11.73501514   6.52034412  59.18566833 -37.62965264  47.60528304
 -60.81267094 -58.19683481  18.36277132  -3.12940192  23.0967104 ]",600.2787396155046,19247
11,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  -3.89673524 -146.4463902   -60.47782975  -85.38544291  -47.21284226
  124.80720008   -9.39470562  140.56403183  -59.52253989  -22.9841132 ]",600.0066271639394,29997
12,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15986622   6.51829394  59.19056518 -37.63535576 -29.10815453
 -60.92567341  70.37271866  23.28830852  -3.28588371  22.29071353]",600.0001453217485,13606
13,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.51104233   7.97064878  57.96300939 -39.2114653   47.64870052
 -60.6296517  -58.21918143  18.30681504  -2.80574537  22.77642134]",600.3960493418934,15380
