execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 96.17929748  52.09769928  59.19056522 108.22932542 -44.13429535
 -20.07132841 124.15322487  11.00862422 -36.05101233   7.03463042
   7.10138141  38.5114849    7.02174877 -10.93295907   8.00721082
  79.01446643 -45.02858306  50.63687624 183.61031893 -71.28938749
  -1.92206205  -9.07681745 -21.48132984 201.63489025  17.81101433
  60.52748188  53.35525082  50.2421238  -68.13543882  24.01730916]",610.8092742895615,103566
1,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -19.83400403   -0.36578454   59.19056232   54.61201564   30.69248634
  -56.5347727   -65.45045288  -11.04608121  -54.73166805  119.80600032
   13.49950911   -0.17306921    7.02287844  -50.92631566   -7.39085221
   88.7676884   -54.4813811   -62.89973483 -132.29774007   64.89774283
 -127.19231047  -18.41892001  -21.57340571   42.7528468   -61.76624158
   11.85340906  -24.97269567  -92.3637461    34.44075053   50.32099153]",607.0265460512065,94523
2,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -87.25836387  -55.85866115 -140.80143856   22.96787222  -10.14604935
  -13.87778696   73.99052476  124.42464758    0.75696582   -6.85517217
  -76.4481717    24.26544428    6.42006423  130.41102399  -14.21516739
  -71.9520384    55.94228445   87.25800306  -14.65464405   68.10635592
 -126.01607461  -15.35313643  -15.58553593   20.54713174  -55.2100547
   22.73484583  -18.15308244  102.03145445  -22.57369031 -119.81241838]",609.499504709823,101604
3,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  73.23025365  -30.32800025   59.15836069   96.91203656   45.5346972
  -70.45813536  -20.3993119   140.17122624  -53.6892215   -88.4050846
   13.36613341   -4.57257676    6.74730289 -134.91505923   21.32286394
   78.13736185  -41.33379472   88.46031832   34.15122277   38.52179809
  -42.99054369  -73.84716321  -20.40650083   11.58781012   27.26710737
   -5.3122533    82.16416984  -68.90753531   55.52296357   18.52194201]",610.2078790420542,112862
4,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  4.50954728  69.50579622  59.19020166  -9.78266566 -37.61637916
 -54.10850177   2.03412457   5.22422591   2.70500019  98.75055587
 182.73558521  61.26034762   7.02211987  23.576052     8.60227426
   9.81199642   8.80409779  15.07659605  30.63936837  66.16916242
  25.398016   -15.56577491  17.30248338 -55.08498275 -66.11193198
  70.07503863   7.26882334  82.22790668 -20.78771548 -62.14024923]",611.5151843754322,110507
5,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-110.79103745   78.96802902   59.19056338  -31.53150029  -68.29346082
  -37.83450397  -25.44457998  -90.30975972  -38.7777899   -44.93868721
  -67.18839716   16.50547337    7.02166167  -35.55693448  111.91499099
  -54.05233459   46.42525806 -127.88436423  -62.28863522   66.31466155
  -32.38027667  -15.87189697  -16.49392214 -140.98450702  -65.11139311
 -123.73601777  -99.30243059  -27.70678477   39.45061799   -8.79662027]",609.5944932824661,106246
6,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -1.29069773 -11.65314132  59.46488166 158.23384845  84.72249071
  86.39848587 -40.67963833 -61.86614229 -14.67940604  33.92908124
 160.04335607 -35.99535277   7.02269659 -67.28705864 -52.30559913
 -31.41493034  36.46365744  56.08612075 -63.89830581 128.47613686
  21.00961269  24.23650927  19.10561413 -37.90105944  30.92036013
 -29.43842767  67.47631776   5.41327358 145.48516945 -43.53820136]",610.1170746875762,117934
7,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  56.91354683   18.33731902 -140.80839211   28.13206489  -20.84990678
  -59.01272528 -125.2997484   -25.00760093  -29.65616962  -42.21164804
    6.90677345   15.59960102    6.39270583 -102.11767274    3.80529289
   79.86501205  -45.57103298    5.7393117     5.30897384   68.14312103
   93.12532785  -22.10271736  -21.5381319    54.3839759   -59.41367968
   34.87562301  -12.14393277   69.24519903  -55.8169226    21.6688418 ]",610.041758612789,113507
8,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  45.75468678  -33.85767259   58.7697648   -80.31868114 -137.04722463
   28.24273471   11.32193929  -12.41737255  -18.10164622   14.2297819
  184.00603255   80.48451782    6.95989307   21.78007372  -81.42597912
   12.1392714     7.5212863   -68.60178559 -128.73618378 -115.5224505
 -108.83854148  -12.09198814   17.41463657   -6.2080494  -135.06123999
   64.50450327   -3.34074129  -17.26236354  -79.80492338  126.49719156]",611.8623844325416,128767
9,f6,30,10,29999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -20.17464245 -129.25660908 -140.80706616  -61.11592945  -26.10492581
    1.8687921   -45.32950468 -125.88715572  -10.01224422   -8.06362215
    6.30129957   14.39093479    6.42004394  -22.39768173  -55.74118095
   76.87694487  -49.75794345  -15.34692954 -136.99795342  -74.29354539
  142.73583968  -17.60431901  -15.81522395  -11.40803476   35.12963775
   12.48443106  100.95902823 -139.70353258    5.10992352   49.11722191]",611.08107528934,128035
