execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
10,f14,30,50,313,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-6.202159050448785 49.99889192468859 68.00928401220693 43.08367651249546
 11.817303280651672 -23.175630169286123 10.16121280818976
 46.77880753176669 87.85325941636236 73.41476868702347 3.8822951357138322
 22.65197167374309 73.4729007506256 83.65925947964081 43.553292217589814
 -6.202159050448785 49.99889192468859 68.00928401220693 43.08367651249546
 71.04830977407897 -23.175630169286123 10.16121280818976 46.77880753176669
 22.787025332887595 73.41476868702347 3.8822951357138322 22.65197167374309
 73.4729007506256 -49.845820599294676 43.553292217589814]",0.0048892875389551,0
11,f14,30,50,354,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[45.992894044163705 5.310795402659636 94.79365115305183 -72.47993600852247
 16.16999706068944 33.579895243304975 -17.41015323139969 87.9978443314464
 74.86986608494445 54.03691057909268 -22.749113932632056 98.6510369195241
 27.616338210066417 62.0420463758349 84.04431492057685 45.992894044163705
 5.310795402659636 20.69844545395361 -72.47993600852247 16.16999706068944
 33.579895243304975 -17.41015323139969 87.9978443314464 74.86986608494445
 54.03691057909268 -22.749113932632056 98.6510369195241 27.616338210066417
 -99.17003978759726 32.166245823540464]",0.0062011304629662,0
12,f14,30,50,203,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-47.33699696297307 27.239998766573507 22.16141110088185
 -10.953095549795052 18.88101560826408 16.212993418252196
 -8.757177546305115 31.231117262265542 63.2016731093355 28.3994040999593
 -43.629042338605004 -64.96420263518654 -93.57609489069274
 72.18057335639969 9.925525958265851 92.7713488559003 27.239998766573507
 22.16141110088185 -10.953095549795052 18.88101560826408
 16.212993418252196 -8.757177546305115 31.231117262265542 63.2016731093355
 28.3994040999593 -43.629042338605004 -64.96420263518654
 19.491090680848203 72.18057335639969 9.925525958265851]",0.0043647074017731,0
13,f14,30,50,114,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[39.089090510694916 33.881227996132566 2.260183386877742
 -97.42981483322528 -35.0814204514361 82.98745296882467 45.48501015857366
 57.751373906618454 89.26310358629902 74.43485469525746 29.43229244083497
 -12.766238627747441 -13.398196617109676 -17.537630331158354
 1.8446682554662317 57.1982882886268 2.8349193193551514 2.260183386877742
 -97.42981483322528 -35.0814204514361 82.98745296882467 45.48501015857366
 57.751373906618454 64.54428084862263 74.43485469525746 29.43229244083497
 -12.766238627747441 21.558213118252382 -17.537630331158354
 -13.539682119270196]",0.0035406938542845,0
14,f14,30,50,171,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-21.20148147299136 24.21404533776277 85.140486489334 86.7962676707512
 -38.97670269013484 -7.927679061989437 -17.994062254476532
 41.70400795769061 7.076687058836711 75.95327342833357 -32.042423875119326
 55.302003053139 -60.039767362774455 99.85160543702284 74.27914107703876
 -21.20148147299136 24.21404533776277 -47.687549984779395 86.7962676707512
 -38.97670269013484 -7.927679061989437 -17.994062254476532
 41.70400795769061 7.076687058836711 75.95327342833357 -32.042423875119326
 55.302003053139 42.99721974413529 -40.96078789507436 74.27914107703876]",0.0033862070681839,0
15,f14,30,50,105,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-19.640187995020028 12.122621076406276 10.270901501130723
 37.3164850180666 45.5786996854807 -13.57225614609554 -49.07375640078584
 98.23141066515367 27.14587765849612 80.54399674936704 -86.04773722720331
 -6.731577827372504 -66.4622228294626 -8.033466029996688
 22.034441957639658 -19.640187995020028 13.82100752851511
 10.270901501130723 -60.31389189145497 45.5786996854807 -13.57225614609554
 -49.07375640078584 98.23141066515367 27.14587765849612 47.241574902561865
 -86.04773722720331 -6.731577827372504 12.7530144432112 -64.03856424617783
 22.034441957639658]",0.0064467908167003,0
16,f14,30,50,222,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[43.60786052734454 30.23628543432315 15.505132828464085 61.58379076643311
 -0.8761523273365981 1.2640714333202112 41.56693337504498
 51.414312270578904 35.756265704557705 68.87543692354029
 -21.774166332740336 1.2863047660176363 -40.82042758187085
 -26.964959853496566 62.014174660297016 43.60786052734454
 30.23628543432315 15.505132828464085 -22.1261603197988
 -0.8761523273365981 1.2640714333202112 41.56693337504498
 51.414312270578904 35.756265704557705 68.87543692354029
 -21.774166332740336 1.2863047660176363 56.18156796931646
 -56.90120598516564 62.014174660297016]",0.0060589345614484,0
17,f14,30,50,371,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-87.99106393692293 90.86757311138484 0.8955035983182285 87.14674228096467
 -72.84969354646495 88.57044849480198 -56.63046551051174 21.41169048558052
 89.20764485753679 15.812226255372934 26.300627522601047
 -13.731324332507612 11.83622372475537 63.24378798872283
 -4.891594045661833 97.14149697798021 -80.87719816516346
 0.8955035983182285 0.7196156421702256 99.36008324273138
 -18.308333792226293 -56.63046551051174 21.41169048558052
 78.36267217014841 96.90745579594244 26.300627522601047
 -13.731324332507612 11.83622372475537 -59.585025321180886
 -42.75964333410216]",0.0044576727268098,0
18,f14,30,50,161,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[27.143823092200336 32.9562941587817 -48.7293491509704 48.222237088168384
 -55.712436456825266 32.24729552038576 -89.02133132919374
 99.77022407054625 48.616378772716956 14.777970981985433 12.95194108538928
 14.28978527572113 -4.809291686263322 47.68593128823548 -21.68014659654665
 27.143823092200336 32.9562941587817 -48.7293491509704 -33.24739356941136
 88.86378491238486 -36.88686160880719 -89.02133132919374 99.77022407054625
 48.616378772716956 99.34996453164106 12.95194108538928 14.28978527572113
 -4.809291686263322 47.68593128823548 -21.68014659654665]",0.0046504328985609,0
19,f14,30,50,287,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[40.53939702497263 20.934419298182718 33.98878106709114 33.217307203452634
 56.98681547362179 35.87892520651218 -61.67662699008653 50.939224139390376
 -22.110372337416436 88.96027947349125 -42.66807148506717
 25.397789831593727 -17.7595618302026 -35.11836734680381
 11.217052792971046 40.53939702497263 20.934419298182718
 7.6954578662837605 -63.27671710549288 56.98681547362179
 -18.159948873375114 -61.67662699008653 50.939224139390376
 -22.110372337416436 88.96027947349125 -42.66807148506717
 25.397789831593727 -4.498346683149364 -35.11836734680381
 11.217052792971046]",0.0054196644307716,0
20,f14,30,50,81,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[29.727494010907378 40.62010640839395 94.50066286417521 -41.30508146966816
 26.720707810009742 -66.13215582122685 -47.971701768743635
 85.07288308572726 86.81218969799204 39.317419537234514
 -12.793006503690492 -14.166013438708845 1.951603636573168
 -8.681658857659414 -29.143875777788224 29.727494010907378
 40.62010640839395 94.50066286417521 -41.30508146966816 26.720707810009742
 -66.13215582122685 -47.971701768743635 85.07288308572726
 86.81218969799204 39.317419537234514 -12.793006503690492
 -14.166013438708845 1.951603636573168 -8.681658857659414
 -29.143875777788224]",0.0052649880732151,0
21,f14,30,50,292,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[45.12310952354201 71.46847208076494 55.8493258501708 45.95544460471484
 35.753280891148876 -19.661149487957914 -51.40869520588127
 97.15860458465778 53.735299437961174 34.95965798437422 28.953022381418293
 -24.362392013985286 43.38191654565645 21.649947993205416
 12.777434817704176 45.12310952354201 13.429710872341033 55.8493258501708
 -56.34821097357467 35.753280891148876 -19.661149487957914
 -51.40869520588127 97.15860458465778 53.735299437961174 34.95965798437422
 28.953022381418293 41.612829009222594 43.38191654565645
 21.649947993205416 -26.292430238907443]",0.0078177663722874,0
22,f14,30,50,139,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[47.31194847380621 -8.162337156166572 30.227533479900927
 -29.820279499883924 32.80690621904853 17.350214347588405
 -5.42908690012726 62.31271281045235 38.64593071044246 83.01285030813662
 -83.83672829567533 42.659348415263366 46.710687767117435
 -41.435304216722926 87.50291011424599 47.31194847380621
 -8.162337156166572 30.227533479900927 -29.820279499883924
 32.80690621904853 17.350214347588405 -5.42908690012726 62.31271281045235
 38.64593071044246 83.01285030813662 -83.83672829567533 42.659348415263366
 46.710687767117435 -41.435304216722926 -62.73235055916451]",0.005202634735408,0
23,f14,30,50,201,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[25.094048077647685 20.7272751918304 -23.10172893657392 15.73122464228662
 -40.85557052768323 20.426763198388187 60.42889757532615 78.89597322691267
 74.87211882267334 44.44327447699516 -0.18154136813730304
 2.0245129508856223 -67.01152584324883 -31.52734441051112
 -34.65875076968452 25.094048077647685 20.7272751918304 -23.10172893657392
 -19.97852800460977 38.56665715335848 13.668425305405592 60.42889757532615
 78.89597322691267 74.87211882267334 87.34410849707666
 -0.18154136813730304 2.0245129508856223 91.28948431818878
 -31.52734441051112 -34.65875076968452]",0.004127979531693,0
24,f14,30,50,325,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-27.788729207188396 39.897721247438 28.705072381767508 17.762961548573927
 3.9050041963740796 72.2362572515508 -74.37643334532373 97.33702800366282
 59.80632975300338 98.9384583414924 -27.63937976809254 47.35973273077997
 -30.987078989583864 51.81456482155983 34.07056377989909
 -27.788729207188396 39.897721247438 28.705072381767508 14.344459838395267
 3.9050041963740796 72.2362572515508 -74.37643334532373 97.33702800366282
 59.80632975300338 98.9384583414924 -27.63937976809254 47.35973273077997
 -1.9231269342286907 -54.9408297183247 34.07056377989909]",0.0056366845302876,0
25,f14,30,50,86,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[49.05676635609723 66.23251395719058 61.283473554713396 57.59562102104849
 -59.29364433145532 -47.032294096719696 5.517550646755282
 89.44268419835853 59.323039311188154 30.011310901335577
 31.787887726057107 24.436119583125546 51.222352437954356
 -2.951437209395607 31.408596413010315 49.05676635609723 66.23251395719058
 61.283473554713396 57.59562102104849 -59.29364433145532
 -47.032294096719696 5.517550646755282 89.44268419835853 36.17603971176379
 80.64063154539062 31.787887726057107 24.436119583125546
 51.222352437954356 -18.20743298170136 31.408596413010315]",0.0039242785123997,0
26,f14,30,50,267,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-74.71400926292047 30.46669817380382 -1.4520092463952636
 -7.501108384656476 82.22401841362526 24.998772804198666
 -26.149880370728667 54.63967127348218 97.78147578699043 44.39771547877098
 -19.18220687229173 -32.935164452656096 6.298771005901642
 51.32786006352461 -11.387765489095898 61.643230734177365
 30.46669817380382 -1.4520092463952636 -7.501108384656476
 82.22401841362526 24.998772804198666 -26.149880370728667
 54.63967127348218 97.78147578699043 88.54981735262234 -19.18220687229173
 -32.935164452656096 41.22828209623856 51.32786006352461
 -11.387765489095898]",0.0049672954628952,0
27,f14,30,50,111,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-22.598680461165884 20.954474010996705 -5.2202522424585 -66.1846790423368
 76.41370055826076 3.9295604877236627 -90.31152678044789 87.3897192228464
 74.04968387048646 60.54832405667955 -52.41656373612808 13.426270744891951
 -18.059192042941092 33.40610358211467 87.39418803879099
 -22.598680461165884 20.954474010996705 -5.2202522424585 -66.1846790423368
 76.41370055826076 3.9295604877236627 -90.31152678044789 87.3897192228464
 74.04968387048646 60.54832405667955 -52.41656373612808 13.426270744891951
 -18.059192042941092 -68.49239605800742 -11.775487186963801]",0.0057822274007614,0
28,f14,30,50,442,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[32.89294815239728 34.74007617623897 74.67694684173142 77.12019690808103
 4.46694429549585 -49.603434309906966 -42.53234882371266
 28.137348308180293 85.27756743180407 58.00232493298839 -32.59880098978989
 -63.14604463538076 -5.7612108285022 -1.5535734321632901 80.4124005999212
 96.84269365035578 34.74007617623897 74.67694684173142 -82.96347943083839
 4.46694429549585 -49.603434309906966 -42.53234882371266
 28.137348308180293 65.02064960628988 58.00232493298839 -32.59880098978989
 99.11095566413027 -5.7612108285022 -7.399670639038163 80.4124005999212]",0.0049893342266132,0
29,f14,30,50,349,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[52.88444768237207 66.6172311392084 83.98274709479821 46.84389825108266
 8.580497971724824 59.16092868892585 -21.649439925646078 93.83531159631241
 21.568917067678058 27.02765541697562 25.462524959680792
 -20.096093911281358 -63.382724864729134 -43.45422178418923
 75.90752585472976 52.88444768237207 13.418636543888113
 -4.5905162482710296 -91.82100740314817 8.580497971724824
 -57.6588934811221 -21.649439925646078 36.707355003348624
 21.568917067678058 27.02765541697562 -98.75825232362988 36.74756720929278
 28.681540133202162 -48.06723879176904 -87.71803045703552]",0.007215677150585993,0
