execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 12.5918626    6.51828688  59.19055962 -37.63535794  47.64827203
 -60.79111584 -58.2184642   18.30684351  -1.57893093  20.93646566]",600.3032759402365,15012
1,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 13.15986631   6.51653613  59.194763   -37.64024504 -99.29763603
 -60.92567345  -2.00759971 -35.90783634  -3.28588403  22.29071374]",600.0163914402681,14007
2,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 13.12084649   6.51712814  59.19244417 -37.63789348 -28.97909334
 -60.95856483  70.3062919   23.12197492  -3.33923256  22.23674575]",600.1069653200279,16390
3,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -3.19263004  59.14724825 -66.49810598 108.75348115  47.64762887
 125.40071965 -58.21862986  18.30819617 -58.55987112 -22.01028037]",600.2527808189634,15725
4,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 12.3534667    6.51829482  59.19056443 -37.63535672  47.64870003
 -61.60639592 -58.21918118  18.30681567  -4.38982866  21.17352234]",600.2906582796338,15110
5,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -3.89652995   6.51811787  59.19098564 -37.63584548  41.08521461
 124.80956111 142.74651621  82.48420912 -59.52299818 -22.98391704]",600.0073416112954,13441
6,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 11.05290941   6.51826541  59.19054302 -37.63536453  47.6740352
 -62.70172029 -58.23773345  18.26656022  -6.16658031  19.37660541]",600.4978904714992,16679
7,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -3.89624971   6.51831608  59.19058245 -37.63534889 -29.10858097
 124.8076072   70.37344103  23.2883278  -59.52188224 -22.98344966]",600.0033588868688,14819
8,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 13.26704957   6.52088445  59.1925918  -37.6345471   47.64870007
 -60.82740886 -58.21918125  18.30681566  -3.14694507  22.4808729 ]",600.1009842600401,13832
9,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 12.92671756   6.53407269  59.15288407 -37.59146795  65.88374136
 -61.12300047  21.48162292 -99.13639216  -3.60612458  21.96634104]",600.2177717864173,15385
10,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  13.17188451    6.35658563   59.32692445  -37.46064404  -22.54477306
  -60.91553569 -130.59279692  -40.88908628   -3.26943175   22.30733943]",600.0877088189734,14770
11,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -3.91127624   7.14793513  59.68291079 -37.43901083 -29.10814899
 124.79533139  70.37271411  23.28829908 -59.54181755 -23.00342766]",600.1574227295058,14933
12,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 13.15985617   6.51832328  59.1904951  -37.63527414 -29.10814777
 -60.92558324  70.37271425  23.28829852  -3.28591218  22.29069156]",600.0012494197463,14862
13,f6,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  -4.84921107   59.11998968  -66.47485734  108.70968047  -22.54573791
  124.00521662 -130.59242863  -40.88770749  -60.82334866  -24.29958026]",600.3560968829469,16075
