execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 11.05246399   6.5122944   59.19563609 -37.62884501  47.63425063
 -62.70178878 -58.21174816  18.32544763  -6.16594632  19.37570477]",600.4871044545996,23844
1,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16024137   6.5233355   59.19452472 -37.63378762 -29.10823704
 -60.92592071  70.37274854  23.28828841  -3.28581174  22.29129844]",600.0151076208334,14228
2,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.17113948   6.51829403  59.19056496 -37.63535551 -29.14154354
 -60.91857075  70.34180024  23.26131718  -3.27431483  22.30123394]",600.0559314340119,19476
3,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.8964222    6.41022718  59.2823635  -37.51922951 135.94689418
 124.80746181  93.92218144 -39.77289231 -59.52211807 -22.98368822]",600.062227968796,19963
4,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.25291203   6.51829375  59.19056535 -37.63535554 -99.38111929
 -60.84816621  -1.94909231 -35.78979666  -3.16242331  22.42027233]",600.1519864908033,22379
5,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.21255755   5.08259203  60.40449673 -36.07693083  47.64873475
 -60.92985953 -58.2192547   18.3068296   -3.29168109  22.26089101]",600.3068516598447,16738
6,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.89651545   6.51859098  59.1898557  -37.63452929 -99.58517937
 124.80738096  -1.52585091 -35.88919915 -59.52225466 -22.98381511]",600.1511509815849,29261
7,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16065969   6.51874081  59.18927123 -37.63354303 -29.30065168
 -60.9248931   70.59399808  23.40753331  -3.28481765  22.29179897]",600.1354093476318,15091
8,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16852518   6.48064898  59.16075435 -37.6474164   47.65247127
 -60.91837665 -58.2216787   18.30238126  -3.27429955  22.30299591]",600.0651232127179,17329
9,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.89453738  59.15090836 -66.50092711 108.75950981  47.64894927
 124.80644925 -58.21931383  18.30660948 -59.52345652 -22.98688969]",600.0113851453953,29562
10,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.23994243  59.14688566 -66.49751164 108.76388852  65.72735411
 -60.86026002  21.5600851  -98.93382993  -3.17824001  22.3951911 ]",600.112101576868,23890
11,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15946683   6.51808074  59.19039837 -37.63542232 -29.11172127
 -60.92578286  70.3787347   23.28850183  -3.28606887  22.29063816]",600.013209366901,23025
12,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.12084684  59.10969843 -66.46609576 108.80423122 -30.0206268
 -60.95856467  71.90145081  23.34747091  -3.33923265  22.23674636]",600.3501907516912,28181
13,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -72.17654564    6.51822109   59.19062549  -37.63527355  -29.10630375
 -132.85949719   70.37544105   23.29099228 -119.96045312  -95.73711488]",600.0117593299311,29026
14,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-37.31584642   6.51749974  59.18993535 -37.63561162 -29.10814408
 -49.075409    70.37271328  23.28829505 147.92876915 -97.90603163]",600.0290174142895,20462
15,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16182431   7.0492524   57.7747568  -36.04338275 -29.11189622
 -60.92582303  70.37464427  23.293131    -3.28608988  22.28961816]",600.3234118968353,17447
16,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.89698204   6.5538779   59.16042665 -37.67404793 117.84208809
 124.80752379  14.15437815  77.50271557 -59.52146916 -22.98403347]",600.0375400902727,17873
17,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-37.30031261   6.51762239  59.1900397  -37.63556549  65.75373675
 -49.07949244  21.5476799  -98.96893454 147.92031527 -97.91795311]",600.0046405750757,21338
18,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15980371  59.16833345 -66.51565513 108.74059997 -29.10780214
 -60.92565184  70.37249194  23.28779181  -3.28569295  22.29056508]",600.0214528395451,29301
19,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15954902   7.09658189  59.64620803 -37.45205956  47.64744915
 -60.92563391 -58.21853575  18.3084261   -3.28507481  22.2899903 ]",600.1597500279038,19002
20,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.89634713   6.51826099  59.19064396 -37.63544766 -29.11085174
 124.80821076  70.37544791  23.29037053 -59.51954195 -22.98417073]",600.0174414889511,22891
21,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-38.04881965  59.15682984 -66.50594941 108.75306886  47.63384747
 -49.65899882 -58.2109733   18.32551072 147.09724611 -98.99928947]",600.3226030481995,22745
22,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -4.24767135   6.51829394  59.19056518 -37.63535576 -99.29128195
 124.51146937  -2.01842116 -35.90806258 -60.00198842 -23.46958129]",600.1515406649326,24173
23,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16352906   6.51023336  59.18426539 -37.63787226  47.6497253
 -60.92151734 -58.19701428  18.30701063  -3.2781448   22.29510049]",600.0672363675592,19595
24,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -3.88784612  59.10423012 -66.53736492 108.74500715 -99.29065534
 124.81478508  -2.01974769 -35.90781096 -59.51023365 -22.97161754]",600.0638981797523,30373
25,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-37.31034209   6.37615029  59.31492366 -37.47748018 -29.10854254
 -49.08792461  70.37230838  23.28796721 147.90663816 -97.93177812]",600.0977886390091,35030
26,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  13.14115366  124.17041143  -40.17517556 -165.24741601   47.75398861
  -61.03820954  -58.39556157   18.29996047   -3.30688146   22.27754777]",600.1821623089721,26179
27,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.16278964   6.51829048  59.19056218 -37.63535662 -29.06834199
 -60.92590921  70.3522273   23.23699821  -3.28621099  22.28905134]",600.0418567426481,30995
28,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.15972544   6.5183677   59.19050283 -37.63543581  47.64870045
 -60.9257948  -58.21918074  18.30681602  -3.28609628  22.29053259]",600.0019778396451,14408
29,f6,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 13.27716949   6.51829637  59.19056312 -37.6353584   65.76794407
 -60.82701853  21.54065885 -98.98755211  -3.12586403  22.45247878]",600.084604536807,32411
