execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.93520707   9.23047017  68.19412216  31.39062206  13.61907531
  52.15703972  64.8529405   79.60260185 -79.25712214  58.80099775]",700.2833166043534,12796
1,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 55.36106739   9.18679599  68.73745261  32.53977874  13.24622808
  50.46378311  60.60469489  75.83754831 -78.80937504  59.05867114]",700.0835655038121,13186
2,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.1140542    9.68968785  68.20656143  35.53624095  13.06303487
  49.19003486  60.6421534   76.83913013 -81.20584563  60.35372962]",700.2582750163826,12389
3,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 57.05852681   9.71570664  66.95816152  29.87892948  15.42819762
  48.00120994  63.1911668   75.50005323 -77.86767049  57.97370032]",700.3861832250024,13633
4,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.86702065  10.19220862  69.28247033  33.37729739  14.21649587
  48.05944546  60.67974596  79.6418969  -78.85462405  58.29250767]",700.1845592662468,13088
5,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.20875654   9.45121282  68.01988556  30.47263942  12.83272783
  50.48607314  61.89744792  78.20450213 -80.1207697   58.71793116]",700.0445918498517,12802
6,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 57.09402954   8.81687221  68.20031596  30.47341374  13.34102803
  50.67355982  59.96570286  78.20621084 -80.1176691   58.72441981]",700.0418338751417,12191
7,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.77919429   8.80814708  68.38406495  33.45713577  13.57165935
  49.37769678  59.11605566  77.23389035 -77.94889993  59.13527839]",700.1377687233404,12756
8,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 54.7234385   10.79170158  68.91672849  31.73334794  15.09769416
  49.94054922  59.21338857  78.2047613  -77.58172904  61.35817384]",700.2164207630783,13365
9,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 56.55218638  10.18348268  68.0210063   32.12107237  11.48988655
  51.19656518  59.83009852  78.61208312 -79.82554518  56.83234459]",700.0960059549635,13436
