execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -66.6246024    67.05596664   59.19056518  -41.12530805  -42.39652431
 -102.24738488  -57.67934071  -63.93880759  -18.72652631  -23.17592386
    7.15459943   33.28318861    7.02174944   15.53798172   19.90438753
   78.99275168  -45.01175352  -33.97628601  -64.1238555    24.49350039
  -61.42201745 -101.90054833  -21.46949491  -87.78351635   69.66617308
   51.0927529   110.72477739   52.08759577  -76.71925319  -30.75865599]",604.9881613892585,145214
1,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -40.51255913   51.54786823 -140.80852967 -121.11491083  108.42867836
  -85.02936266 -121.64780651   29.31818954   -9.39252806  210.6130286
  -77.62352571  -59.96896667    6.42003335  127.9473883     5.52754826
  -73.65823725   57.29438793   -5.55458508   -0.23159734  -10.51655863
 -122.08489501   24.8120434   -15.56639378   28.77375801  127.93112865
   23.32780382  -60.07833463  -64.17498181    6.58508813   33.60578487]",612.0992257120599,126718
2,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-108.59522259 -104.73928398 -140.80852969   24.60697404  -28.40630458
  -60.59415456   -6.46593252   24.59569353   21.10201047   14.55747936
  -76.49597418   22.0902987     6.42004264  -10.05878579    3.72057975
  -69.03760685   60.28870002  242.4296238   -54.99644761   67.17949835
   -4.79850579  -20.59614585  -16.23636834  -39.39152908  -60.59788233
   42.47253553  -42.52603963   75.54325319  -50.77890667  -50.41738877]",606.3752694138396,113585
3,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[   8.51359645   70.58530242   59.19056518   39.60799508  -32.53494968
  -57.66547734   70.92928762  -28.08661482 -102.14365067   86.83852876
   11.65252684   27.90976665    7.02174944  127.62591759    0.38552568
   72.98692923  -40.71244092   69.92045221  109.54355419   30.03283547
  -64.71057945  108.57748009  -19.90799914  -95.61728698   -3.92453327
   45.58875037    8.06018102   74.60272164  -46.16385748  -53.93278148]",604.4763561667406,110948
4,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 127.11332289   42.99398421   59.19056518   12.09198789   15.41045318
  -53.24093995   -3.93744766  -17.75213461    6.60757013  -57.63893793
  -11.35710516   -1.89163884    7.02174944    5.77906196  -32.17821656
   45.41512648  -22.51419549   55.42093006   25.89328513  -68.84892556
   36.8411277    -6.23379319  -20.14666657  -87.27385277   17.25767857
    2.44539652 -272.55212164  -96.96541488   34.50280878  -75.51076846]",611.6427817710376,108411
5,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[   2.78005952   11.86078853 -140.8086194    -2.9218601    49.52489471
  -69.68726804    4.24207163   13.48876349   -1.90108857   14.0330534
    0.73573393   -2.91254637    6.4200434    -2.61199597   -5.97166838
   66.8796269   -36.89095351   36.04944028   38.1814674    24.36781373
   27.69217771 -102.16035096  -20.94829244  -73.78454286   70.07489542
   22.30694365   68.11152963  -85.93519002   43.58380948  -54.47500567]",606.4219382448317,119973
6,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 78.22235863  35.10774967  59.19056528 -11.63932903  41.97100415
 -67.81412426  -3.72687844  14.64764726   0.36755018 -25.10725195
   7.15452564  -3.43371211   7.02171692   0.5544724    3.47938152
  78.8905602  -45.16126891  42.04324055  38.34217227 -70.99060113
  31.7122048   -7.11741403 -21.44353133 -61.13026997  19.87295872
  11.08828757   9.57059674 -79.24647251  41.01352318  29.62047466]",604.7489009372196,118283
7,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -86.03298144    0.21789125   59.19056518   -0.332255     62.71203579
  100.32779991    6.04768878  -43.90891193    4.10248373   55.95257061
  -95.73304547 -145.56774995    7.02174944   59.75709501  -34.27328698
 -106.15790463   80.06451011  -53.49379656  -15.46945356   21.59715154
   29.62975329 -108.24065197  -14.36065596  -19.26955874   80.28243977
  -55.92134539  -94.13881969  148.05209808  -70.50767488 -115.83189364]",608.2870306679089,150463
8,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-66.70381817 -69.68528304  59.19282318  69.61417562  12.68068165
 -59.6371045  -44.90295258  16.15185304 -22.95270965 180.43611231
 -75.92453352   4.78371477   7.02175623 -20.85530645  37.83477661
 -72.06991982  56.2166376   21.66657657  37.78337825 -57.63449016
  14.30813473   0.58369648 -15.77029367 -27.13249867  43.18389992
 -33.55329017 -12.17623751 -80.47023834  55.06934782 118.92878525]",608.3863809438096,147421
9,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 130.45330889   48.79630947   59.19058782  -70.74645599 -148.56612458
   27.41668022  -35.13597938  -18.88621575  -24.29606571  -62.53261859
  176.68297546   96.50911019    7.01422276 -159.65124152  -87.11223499
   -1.18745222   16.21007897   -6.97872486   38.00852221   52.79959415
  144.89361843  -43.52452246   17.95303877  -85.75939147  -22.04318044
   72.19301529  -34.60172127  -15.01698373  -70.35975369  113.22569731]",609.4759412273203,131843
10,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 1.32515336e+01 -7.34937119e-02  5.92515044e+01  2.24507419e+01
  5.32153165e+01 -9.21284432e+01  6.70004691e+01  1.74643414e+02
  1.00891540e+02  1.50216277e+01  6.99313376e+00  2.17774442e+00
  7.02005109e+00 -5.09891843e+01  2.62012167e+01  8.04877349e+01
 -4.29552451e+01 -8.05471995e+00 -5.69187395e+01  6.05762266e+01
 -4.65099738e+01 -2.08992303e+01 -2.10362438e+01 -5.21015445e+01
 -6.96485565e+01  1.74170655e+01  7.67505334e+01 -1.58521430e+00
  2.80832523e+01 -5.80698045e+01]",611.6144559058337,160399
11,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -28.71726214  -30.95434725   61.39538748   36.3309262     8.73406245
 -172.30198764   45.93660836   17.05635052  -20.090849    -51.65275921
    7.15788682   15.10730463    7.02838275  -27.37140591   46.76741548
   78.98051275  -45.02908651  -19.26969313   58.15342723  -68.40453191
   17.89457631   -7.48550586  -21.46618604 -142.85928976   23.0240074
   30.09119825  -86.45297862 -143.54257181  -33.27496559  -38.83101736]",608.6430678174795,128576
12,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  80.46007282   46.42773923   59.19056633  -46.35881112   41.80608832
  -71.41150471  -58.99752303  -67.17517582  -14.1836222   -30.07202682
  190.19027999   -6.88878416    7.02174945   24.95684609    4.78531606
   13.64904862    6.45056793  -31.84410404  -69.41952839  -21.71400729
  -63.08250435 -127.93600872   18.27321518  -75.57111272  -13.43742974
   10.01605867   24.09457826  -84.46144018   34.07566298   -0.6549782 ]",607.2781890054208,111037
13,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  70.78534287   36.34557946   59.19055852   91.54618319   92.05075807
   48.30738609    0.30837003  141.40570835 -119.35113499  -14.93124705
    7.07916389  -72.31457725    7.02174942    3.18104231  -37.58637379
   76.01908918  -49.00309762  -46.60548678  -40.734243     31.48329563
  101.91228962  111.56946462  -20.84464933   54.56804048   -8.63364957
  -35.05982239   12.73167982  -24.20228557   73.64130306   19.85100119]",609.3411050387757,126079
14,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[   8.74672964   70.42570498   59.19056173    5.89160584 -135.44088443
  -76.90690331   71.4020281   -13.23423969  100.90169122   87.15766572
  -64.74520115 -106.18960366    7.02175253  -23.69735307   47.72904298
   27.3947942   219.00786903   78.81454921  123.72072101  -94.655295
  -23.62043402   39.02283222 -104.60965125  -15.27005153 -229.77832891
  127.3414889     8.22288069   65.00915411    6.47035984  -54.15407776]",606.941646797982,110575
15,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  68.28441463  -21.31639228   59.27185327  -78.12922754   87.17619486
   57.53530423  -33.02398835   76.96147833 -136.42841579  -93.10912622
    6.42314499  -50.72767139    7.02198006   37.6303066   -38.79529707
  115.69414652   10.1109796  -199.98747386   -2.23636789  -69.82858158
   74.4385272    -8.257156    -29.13588101 -116.51315651   20.46172328
   -4.79545268   88.78113559    4.77012601  145.06967568   19.80222327]",610.0092161447284,113790
16,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -46.06546904 -194.71692375   59.20072618  -39.87196409   26.24938801
   71.98416937    8.07493086   55.45496186  -68.54393538   59.20703263
    6.23648888  -10.9157315     7.02178001 -137.92230448  -47.38748941
   77.78541447  -43.23077146  -18.96512159  -57.94330113   65.92368729
  -83.89467219  -19.90641695  -21.50408493 -135.65654332  -60.56601899
   14.88900298 -116.71074211  164.72992291   50.36282385  -39.89322835]",607.5092887798705,114493
17,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -66.77089193  112.57914001   59.19111591    8.15356612   -4.38237736
  150.4652969   -29.53748215   90.1327334    78.24693827   28.7279864
    5.53638924  -10.98574904    6.8386949   -22.02345214 -114.7418263
   81.50862726  -46.04998019    2.6083537   -46.40178696  -62.23379312
   36.4113118    -2.51250591  -17.03339285 -106.88470008   29.13726195
  -24.49046031   58.79346687  -76.43193816   86.20939807  -27.92654216]",612.6249688673861,129539
18,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-106.79438647   67.90378093 -140.80852981  -53.43695392   56.9084665
  -45.84069328  -79.56439255  -20.50238883  -24.2214797    75.37592308
    7.36702831    3.53460224    6.42004264   79.05412553   28.55842258
   79.05191454  -45.23612815  126.84603123   -8.76132335   -3.23815087
  -67.3279096    -5.7027903   -22.0602619   -10.72051216 -219.34845875
   35.56766005   29.60790667  -87.68386333   32.6691745    77.21361944]",612.812825008227,114382
19,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  82.80817523  -83.55976843 -140.80770431 -182.44013742   42.6419844
  -66.78801325  -16.41266412 -120.66196932  -21.63759734 -150.21349388
 -104.56161579   -3.73414878    6.14569546  -14.28176975    2.23441298
 -122.04704455   89.72290231  182.85215824   69.45189959  -28.38570144
 -205.09223371   88.21991851  -13.7071408  -141.04789121 -128.07447743
   11.17006402  159.40826946  -81.48817814   41.9807318     6.2539401 ]",608.4928232610371,122650
20,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -15.83494127 -151.28287453   59.19056434   20.08605556 -120.91893789
  -38.72663562   85.516294      4.83614736    6.11478254  169.09361545
  112.66230483   52.5700094     7.02202821  -53.80582609  109.22862667
 -145.70453525  103.46090419   75.86526248 -108.00347502   93.81575759
   -9.26113891  -47.46073273  -41.82483797  -21.92912064  -46.70566932
  -88.97703007   81.32288109   78.54148073   -7.29452071  -90.57438383]",607.9449400185366,152284
21,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  74.84656646   33.73460364   59.1905226   218.2540612   -70.34390445
    8.56375938   72.2290001    54.93247551    3.91978107  -22.55177141
  -76.68834317   13.67056054    7.02109022  -29.20577568 -110.94669809
  -72.67872551   55.73649187   17.07848689 -105.11718596    1.12719237
 -107.62971148  -60.78270867  -15.45792949  -29.66769523 -154.50401228
   -3.68503416   12.56733708 -164.08190229  -14.27942798   25.10229151]",608.1258490915869,139721
22,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-108.8945289   -39.73239242   59.19056518  -18.48208287   24.06926686
  -37.94314205  -14.82482167   13.92269811   51.77072644 -172.33664788
  -76.60915375 -109.53067786    7.02174789   76.25559301    9.38854428
  -72.28760105   56.38918593  117.90064065   38.9124933    32.20915295
  -15.88222548  116.62905297  -15.54604387   27.63164093  -15.38341599
  -19.90492885   13.93706452   66.81538209 -163.63798372  -14.08811735]",607.1367613673946,123349
