execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 73.4421326  -17.88676887 -19.6749681  -47.8817031   26.21016607
  69.8266138  -66.79156941   0.96435796 -24.60082532  28.26083524]",969.6467239212612,59918
1,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 54.54747018 -54.66978367 -11.12264673  14.53259313  34.0155832
  -8.98800272  76.43998578  -5.25587019 -41.97899497  15.24922298]",1004.4694321540778,72876
2,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-41.43572483 -40.07427386  20.18230865 -42.97043894   5.56589536
  -9.59899027 -51.73061207  83.27516876  58.93978434   5.65046252]",943.7780469674448,65154
3,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 20.92438368 -17.53589618  42.55383498   7.61512127 -19.82579793
 -42.70423114  13.27786029  45.22520215 -28.99428086  50.23472485]",958.7023115060986,56506
4,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ -3.68599172 -27.20506809  -9.76042566  10.41394717 -29.82102708
  22.76288036  36.81697903  48.78873507  41.96920486   0.24871039]",940.793174833984,33959
5,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-18.45314713 -13.98606972   8.68401782 -69.06547375  -3.17934613
  -2.99211374  50.44078947   4.06996271  20.60570715  61.5402788 ]",948.7526949189714,63854
6,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 17.08785931 -39.92537508  68.9666331  -13.6358085   -7.2502536
  13.31278597 -32.45275837  -1.08389676  -4.58430814  52.308956  ]",931.8386343655374,55625
7,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-36.76577854   4.45620019  31.79847394  38.05051838 -17.64032435
 -16.09094195  34.8117265   25.59174626  44.07731207 -14.5186649 ]",971.6367033618136,50409
8,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ -3.68617117 -27.20536756 -10.3879247   -4.80129218 -13.0269992
  45.06379438 -83.97535329  52.96073911  41.96993203  37.30854202]",939.7981343648224,75604
9,f9,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ -3.14350903 -32.67785317  67.57785255 -28.75099554 -48.47241027
 -33.75069887  45.01014969  46.74040229  31.09254486  24.2966905 ]",934.8234255292432,64822
