execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
18,f14,10,50,43,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[31.43780612208451 37.42626013659046 16.804075095196083 89.10725180835735
 -37.04691198689747 31.43780612208451 13.726844054288762
 16.804075095196083 89.10725180835735 93.7620120321235]",0.0262956548913138,0
19,f14,10,50,24,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[9.111991601845219 45.661889265725534 96.95541439181193 18.742986196103033
 -8.003471603574752 9.111991601845219 -4.120720808461925 96.95541439181193
 18.742986196103033 -8.003471603574752]",0.0311172224356647,0
20,f14,10,50,28,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-47.274234267988646 50.58152367644797 69.0281046698488 32.11720872171634
 22.51558898805463 29.37320926956656 -55.50721802832499 69.0281046698488
 32.11720872171634 22.51558898805463]",0.0369080305957165,0
21,f14,10,50,24,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[3.3337075516132444 26.83261538294856 52.141554598834716 48.15229150018237
 24.13905221232507 7.605139087856287 -8.99286504223052 52.141554598834716
 48.15229150018237 24.13905221232507]",0.0602120564645249,0
22,f14,10,50,6,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-12.463867983580073 3.2618097723906487 63.3899829890033 36.36795431608272
 10.054022709159966 1.7491826796903354 1.3090951086688989 63.3899829890033
 66.72072199077434 54.268524008415]",0.1019828473578637,0
23,f14,10,50,9,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-21.51150670699387 21.117701197577745 29.4989976369761 56.341159777444346
 -37.47302408941553 -21.51150670699387 21.117701197577745 29.4989976369761
 56.341159777444346 43.13340975085163]",0.0298374946505329,0
24,f14,10,50,54,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-16.278837479129365 14.221929138220872 64.2841587240913 83.64774013765424
 -46.899461752714664 6.936173245991455 14.221929138220872 64.2841587240913
 83.64774013765424 60.18640526551394]",0.0476555855556051,0
25,f14,10,50,61,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[2.475197692335911 65.42659670924311 78.5611172822183 90.64948428114991
 -47.93553105750736 76.01832443480475 -10.512955254321255 78.5611172822183
 90.64948428114991 72.6822203810024]",0.0469505692766526,0
26,f14,10,50,71,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-10.027475831253028 61.92174569867757 67.90397167668328 66.18667607756524
 -33.754875972001244 50.127094411573154 -2.6204404178026977
 67.90397167668328 78.71900471346507 70.4151227853375]",0.1233254662612126,0
27,f14,10,50,10,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[40.271058634016384 75.47315504971158 89.41907945261494 91.05773366921377
 -16.712548751701235 40.271058634016384 -56.672004307997085
 89.41907945261494 91.05773366921377 67.32138531531476]",0.0304750913474025,0
28,f14,10,50,27,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-41.20484643760389 36.6595305864393 71.97436833465244 84.05501402508594
 -54.68887676078194 56.261641254695206 36.6595305864393 71.97436833465244
 84.05501402508594 26.848695041363513]",0.0327374141641956,0
29,f14,10,50,16,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[10.941099070476639 -47.36114298999088 46.80364385413668 66.8317683311208
 41.93455602384864 10.941099070476639 -47.36114298999088 46.80364385413668
 66.8317683311208 61.03787062284397]",0.029249411397636968,0
