execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-29.96252961  23.02388423  77.99922152  57.86690572 -26.36840585
  41.24885298 -19.90243167  79.25593497  78.24155269  51.64187373
  -6.61187707  -0.4085668  -29.96568841  65.41986927  54.30374851
  61.74945817  -4.76895512   9.17702201 -43.05280922  62.20119169
   8.38692188 -38.49502564  55.21630547  38.92956001  61.79867729
 -34.34230424  34.26524294  46.53825395 -57.69048939 -22.05387321]",1400.313375238092,132594
1,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-15.335756    20.91630414  80.19541941  46.27376402  -2.78486282
  51.85799462 -16.70471614  80.2511007   76.3205673   63.6095291
 -23.75396273 -22.49972755 -44.51138561  49.62117623  71.48776251
  55.65169981  20.60219584  11.05438436 -51.57247746  67.44553099
 -20.09890554 -64.69698866  79.92042379  49.54372664  60.87556827
 -32.76182017  22.55679996  20.45489939 -75.88544641  -5.7276753 ]",1400.837293704186,118322
2,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  3.4756655   23.31322241  54.92859106  37.75341729 -17.54715456
  50.99376367  -8.70670873  67.43093461  72.36939443  73.59216007
 -34.22874915 -19.40327904 -45.50806375  38.83379457  53.07240786
  74.39464289   4.58500957  13.41407482 -55.9105131   55.32364477
  -5.89019517 -54.30047369  76.34373364  43.12364228  68.58536895
 -35.2554077   21.74478741  21.58690497 -58.64895577  -0.44516072]",1400.9302249463074,130800
3,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-12.86805783  43.71164241  73.97329616  73.97739235 -38.57542069
  37.76952227 -10.01814637  83.22020722  63.17742494  57.48043308
 -10.7770735   18.28766984 -38.81449879  51.89060976  60.24328412
  51.77470964  -7.99726363  17.88200433 -57.34339384  74.80246459
   0.18464185 -43.15367307  43.53655299  41.08821803  52.37530571
 -32.32659027  25.37393134  27.59994989 -50.87123609 -22.23407544]",1400.2528729892294,146600
4,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-27.55818348  21.12633004  57.26801302  45.17692582   4.44709577
  48.70928234 -21.40783401  69.08480621  72.08987216  60.35523573
 -19.39750958  -0.24310997 -43.74541054  62.74801139  56.70423664
  72.3982277   13.80532167  20.46451186 -59.37642276  59.04331889
 -11.45335182 -57.91064314  61.44452502  42.67575995  64.23942252
 -32.93569767  29.60329422  24.87363003 -69.50677604 -17.29016952]",1400.724096918639,116107
5,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-36.18152458  23.38712182  57.13633972  49.26219194   3.858116
  58.05840938 -21.42539573  75.25277847  85.12745014  58.56748352
 -27.1985221   -2.50891631 -40.08535918  34.40197052  77.36321831
  72.70791685  11.63323994  23.30682596 -50.3165818   61.27647698
 -23.40859617 -37.38866396  79.19425109  44.95409745  55.34241342
 -34.44587682  31.0732269   24.89164337 -72.94189044 -10.57537361]",1400.8712994086527,125382
6,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-16.705956    44.61297483  90.51032991  49.08863059 -11.3263728
  31.55501046   0.38524763  81.70053563  79.99116158  59.38350906
 -13.95164411  20.25499016 -32.51898293  66.89616606  56.23639037
  54.35978567   0.27454484  14.4494989  -75.95815724  82.30614327
  -4.46773007 -46.85906695  54.11009034  41.80388202  41.58469016
 -34.14514067  44.28906828  33.46645405 -60.73558929 -19.18207346]",1400.230703410128,139768
7,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-17.28925731  33.78032698  56.78477974  56.86165705  -1.98749095
  56.34857295 -12.76107793  75.30374778  89.09998654  59.08229399
 -21.29767675  -1.95954026 -51.93335394  29.83315272  54.52252214
  66.49784476  14.37297215  22.83916892 -57.9147365   58.46000087
  -8.95819589 -42.75666321  70.24948411  38.70148675  75.69947164
 -34.98958369  19.69385002  17.87924186 -65.29202611  -9.63863549]",1400.7996548638648,128232
8,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-11.90677733  10.1713311   64.30464459  44.50644355   2.80168517
  47.16266889  -9.75788145  81.08652868  73.81235025  73.86273756
 -32.28756338 -24.84158225 -34.72010969  47.13387694  76.39532669
  71.0331411   12.65584624  17.14543135 -55.99883583  64.10251361
 -13.96926775 -45.78730323  58.33517811  39.7289703   52.13096678
 -46.38530781  17.60471339  25.09798805 -70.49918862   5.10295685]",1400.8574726018353,114489
9,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-14.43772885  36.18277933  78.53378388  45.13912125 -22.41484476
  11.77461468 -13.36557485  85.11211738  78.68739061  41.8945147
  -7.05588568  10.2845312  -18.95731737  65.74472351  47.2328313
  41.600994    17.17609939  29.52451558 -38.76235159  68.2982345
  -4.16265516 -40.56153766  42.54322702  49.80057407  48.28321875
 -32.62254802  21.87275681  31.54737825 -52.86597132 -13.119871  ]",1400.2103028552394,127063
10,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-29.82361152  22.77590872  57.00433236  45.2933943    2.22248846
  39.45875681 -13.6091758   64.13556552  89.03760856  67.93372328
 -28.99495586  -5.15405369 -44.67286342  56.0986043   67.06457692
  74.98233043   7.31687623  16.40540706 -55.07514011  72.10724178
 -16.15411193 -62.17524514  69.82363406  44.93900053  56.91067244
 -43.10741262  19.11397018  26.42404499 -62.85346154 -12.20876844]",1400.7967766340892,113050
11,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-25.97802553  25.13521011  81.99404275  56.47695869 -13.78177875
  32.64522594  -0.20312909  67.09743754  78.754974    52.26585492
  -0.5257864   13.73719592 -25.890777    60.97695587  50.9634018
  65.93402823  -3.40790846  15.26053618 -48.31573896  73.82252008
  16.9440761  -29.49463859  32.99382639  49.26382794  65.45900807
 -34.02391204  27.24958815  27.00610628 -58.96291067 -22.16075107]",1400.2560096430527,121479
12,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -8.00582236  37.79363646  75.05813451  64.02479359  -3.59019832
  44.11257561 -10.69605314  74.23800781  70.73287193  57.26516354
  -3.36432435   1.27535785 -50.64692474  50.06603309  64.41804966
  68.90744696  -2.50393199   8.29819382 -61.09114234  87.58057053
  -5.415868   -28.85648147  38.6778958   42.22175628  57.43771339
 -34.76339693  41.02187973  36.30766111 -61.93238115 -18.78067093]",1400.3510110555326,136494
13,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-15.7637008   34.11806949  84.00738975  47.99801206 -13.09592638
  32.84686597   1.0163665   74.95023578  78.89733898  53.9674981
  -2.94785828  23.29355654 -41.31441109  65.46275415  51.86455196
  73.68668635   6.58113193  23.33164384 -36.63127406  62.77481743
   0.98826075 -31.85627195  31.33568211  37.86025869  61.19205533
 -39.16726877  28.35336681  31.06948787 -56.31816218 -31.40240027]",1400.2867430798394,121845
14,f14,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-11.95073375  33.44932953  84.85706784  78.31857796 -15.31710249
  14.92633108   9.29429411  76.95316322  76.25706986  51.17669706
  -4.55718564  -5.32716374 -31.12487459  54.10016295  52.63430002
  63.94512733   0.59834438  25.43752397 -76.98800986  60.71743477
   1.02345241 -38.41011855  54.81632964  34.84159734  61.85878725
 -27.68832391  38.88413327  26.73517707 -35.47135776 -13.80781711]",1400.2880591554217,142122
