execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 15.01974325  41.24744449  80.47611667  78.53205851   9.77968346
  31.7838584  -26.01464364  69.7516993   59.63660127  49.02430071]",1400.0873432399237,24703
1,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 12.02987756  47.59154323  79.93976281  69.83103684   5.30690545
  22.88702737 -31.25317242  78.01725087  80.63152754  40.19063561]",1400.093610148765,24388
2,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -3.87756686  47.24047098  55.6316452   71.03988231   6.35786731
  40.43158331 -19.01543775  74.86380202  73.35908521  34.92885148]",1400.220988633821,25589
3,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  4.7549312   53.75174597  89.36198831  87.64501763   2.15574223
  39.04348577 -25.2099901   65.74537002  75.73736263  43.77521698]",1400.0245870482668,26093
4,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -0.53187169  45.86266791  86.49559512  83.65934625  -3.47511957
  51.17180479 -16.43912653  59.99608698  72.69527419  64.71799917]",1400.185488348674,27253
5,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 10.42579649  40.88218326  80.33707181  79.94882821  16.21951683
  49.25950173 -20.15216052  71.19338958  73.8782768   42.76117158]",1400.086050494099,28287
6,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 13.15352375  29.75452188  96.48379231  73.89416456  13.50539863
  44.93801952 -27.5049765   68.2863241   73.17127435  48.60613404]",1400.1149326893262,24827
7,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  6.94339262  47.12573404  99.42370215  77.67711514   5.74544398
  45.09036038 -26.54900438  77.40595774  67.52963377  44.4752074 ]",1400.0594861495415,28058
8,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 21.11162815  44.24839855  84.77230399  75.33207594   4.94970836
  42.98925675 -12.77991759  68.44722566  70.66948787  39.40684924]",1400.077326774225,27293
9,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  3.63525093  49.7320613   79.12244315  74.83264381   7.7726266
  23.70067949 -19.4469201   57.29902747  78.90584273  40.65806531]",1400.10422122075,29237
10,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 10.61400073  43.1444905   80.94517824  65.81733392  15.86123913
  29.71874191 -22.92150801  77.72630495  63.61575141  45.44853629]",1400.132476493547,24567
11,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  0.32445014  48.30424914  95.40469723  56.98876113  -1.0520459
  38.37771672 -24.27306935  65.9707982   90.22581401  64.55550317]",1400.24120632706,25672
12,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  6.84682231  47.92606183  85.75965103  80.55084053   9.32000336
  38.63511475 -32.7353209   75.03760121  83.42643309  40.05493035]",1400.0408719071097,26938
13,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  9.10319133  39.86435917  94.81827617  66.47894175  -2.42231426
  52.43069041 -14.0361444   91.88180068  68.4754482   44.65897919]",1400.199907795788,26408
14,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 15.35626939  52.76645595  91.20192494  60.66296146   5.57617774
  32.19642575 -28.47755709  71.31115489  74.95872358  43.20186356]",1400.0836121675425,29095
15,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 10.20510448  43.72816972  78.90311894  91.32441419   9.91992302
  36.24826335 -22.37964621  81.33354883  76.13032249  49.90370938]",1400.0592173647108,28032
16,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  8.02635189  57.38903779  77.4793351   78.92526137 -12.81948903
  30.35750084 -19.45302396  79.48122304  85.44457126  45.87811321]",1400.1258944360225,25906
17,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 6.41480419e+00  3.88945194e+01  8.80570272e+01  9.19673273e+01
  3.95891430e-02  4.12843678e+01 -1.18869729e+01  6.87997040e+01
  7.65852166e+01  3.89690206e+01]",1400.0900490681822,24859
18,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  8.16136677  51.7484076   76.04409491  78.1225413    5.77736212
  47.28534885 -20.25180334  72.95857779  98.29385608  53.10537493]",1400.1207422548734,28931
19,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  9.47800764  46.54553908  81.38030419  87.61852406   1.85078563
  43.72551    -11.78322271  65.66042616  68.35398179  42.34169775]",1400.082577071744,24212
20,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  8.51057736  39.2433428   94.63231274  84.20927304   3.35392684
  41.41905655 -28.93200114  74.17063472  68.25614024  53.33502903]",1400.0903944656457,28272
21,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -1.13801653  41.18802512  93.25995133  77.50022247   6.88424763
  37.05511401 -18.90047425  73.79633211  71.71917941  25.88693535]",1400.0951841441092,25325
22,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  9.46935279  29.56898837  94.15394319  73.7112558   14.3175093
  32.38932951 -25.31305936  72.21354342  89.14518494  58.30378736]",1400.157523694208,25532
23,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 24.3000523   46.01304479  80.93670443  66.73467537   9.00546824
  39.74274533 -23.35836426  64.15787975  75.29970199  41.55345572]",1400.0733969972234,25513
24,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  8.83888594  53.71681016  76.57494445  80.79514728   6.74056424
  43.21416605 -28.58978055  74.62739441  87.31645621  39.54210901]",1400.0456814172453,21705
25,f14,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 17.66176561  44.42908138  83.58894318  67.37314963  14.01165547
  37.33683465 -21.74454047  65.71540874  88.18669906  53.64999855]",1400.1122181741132,25225
