execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 24.96203614  45.47612571  49.14784    -52.85872411  29.32508985
  82.90813788 -14.02723301 -19.37320668  33.78544614  -2.87507047
  -1.94534819  23.25876654  38.91176768  85.48637718  29.92348861
 -53.36416526 -52.08738947   7.14806939 -13.05923874  64.98249978
  37.03538283  49.39231818 -54.40750555 -74.10435629  57.47570899
  64.17970887  57.67906135  54.40505529  -0.47092289  45.00667177]",1163.6619837883975,102319
1,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 24.56917063   9.69457785   7.04896364 -26.27210718  24.80579701
  77.15059462  11.76394849   7.80660448  28.45007697  10.36660123
  52.50979919  52.00368137 -29.49740032  50.49503534  83.07384377
  -8.7719739   25.71161299  -1.65359231  -6.49363341  50.76529626
  17.64419695  31.13747864  -6.60371127  73.38448313  17.63859026
  72.01435295  43.81081862  73.80870401  -4.11902511  -9.92654555]",1292.9958418201895,146318
2,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 72.63839903 -24.8851616   66.73742698  39.53268806 -43.10002116
  62.77635529 -12.57782185 -20.07109382 -35.11672996  61.94981985
  41.77840464   6.93679443  71.87655068  86.36203157  22.09272571
 -41.37069163 -45.60478855  58.75934815  21.17948579  80.90010539
  36.80099427   8.2683026   10.8592715   47.07824103  68.14215204
 -32.85102607  59.2842914   79.28387893 -30.13522298  75.94446459]",1163.661495916453,155574
3,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 11.2572926   36.60683946 -21.1707396  -38.57858853 -20.43070027
  21.06977175  28.4474223   16.3239553    2.10311995  68.54480124
  54.88356866 -33.9693799   -8.02155708  -5.52177776 -34.92856686
  34.74549108  60.5732155   78.37738142  11.96110743  62.6332462
  63.29309833   0.57488754 -40.33814738 -48.0937475    5.90214078
  43.72615096  82.35286723  36.51830406 -36.03995998  30.85752276]",1225.3461868679778,112328
4,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[105.05418903   1.42623918  95.9970062    5.75979     25.61352812
  79.55475784  84.97137314  58.70851148  66.89812329  32.76147675
  41.41275527 -23.95149339  43.97745454  88.98286766  44.93707936
  13.70454292 -69.70150992   4.68129364  14.55003434  17.71933958
  18.93775489  -5.46565325  11.40038024  12.4976482   -5.51355971
 -30.15772631 -10.60980049 -17.81480743  60.57248039  32.41079175]",1209.4290279511158,163672
5,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[-15.07755256  62.31736702  20.95537912 -38.70277431  -2.25371292
  27.3734014   -3.19559891  60.54071254  74.68344684   1.47445994
  48.26793734  13.20426367  85.47476288  72.88429275  80.89309879
  29.0546305  -32.5306658   77.67240685  39.44914472 -30.87985088
  72.89944686 -45.02560784  59.4457494    4.22551852  56.264561
  19.49032453   7.81651945 -14.39590487  -8.3110791   79.78635126]",1227.338510016157,111566
6,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 2.31599774e+01  1.94654771e+01  7.30335112e+00  1.66694429e+01
 -7.98895075e+01 -4.69390738e-01  2.04212215e+01  1.49589189e+01
 -3.28957443e+00 -2.43600417e+01 -3.31045503e+01 -4.97072361e+01
 -9.08819609e-01  4.86486288e+01  2.19030692e+01  7.43449592e-02
  7.89045187e+01 -1.42698598e+00  3.07177816e+01  1.86453364e+01
  4.08139854e+01  5.62900997e+01 -9.10299821e+00 -8.29755990e+01
 -1.56708924e+01  6.24646374e+01  6.96871383e+00  2.82627940e+01
  7.95409716e+01  4.73149505e+01]",1230.3225695354022,231833
7,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[  8.24828036   1.12521343  27.30191618 -29.23065057 -30.52563509
 -28.86593682 -11.20523767  59.86939519   7.59358152  21.88686739
  44.47160654 -46.92395992  91.94961306  14.42372657  34.65342405
  19.39316186  29.33164039  35.21696848  68.56582586  21.82865849
   1.43844953  18.03260431 -15.51002926  55.9463793   64.22930921
  20.3147441  -20.70640951 -45.02592148   3.55412542  49.87366025]",1139.78295716189,102453
8,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 33.0115221  -24.58463632  -8.82442777 -57.98118718  57.93543042
  86.03402736  33.38484858  33.15440782  15.32894743  37.07583139
  27.00906957 -12.42376042 -11.18540139  52.8969774    4.73835851
 -25.49351549 -13.13729596  41.37395799 -25.94837184  55.79320704
  70.59267461  52.44218025  12.24710794   3.62849261 -11.86970006
 -39.85650124  22.64672689  44.92265708 -34.35644201   3.86209267]",1129.832768641472,86145
9,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 33.97679054 -33.15500568 -24.23712269  -3.05729747 -20.41834159
  22.49453619 -33.10880684 -17.30938891 -22.53205421 -15.75790623
  82.54779265 -55.58268484  83.87358126  27.79708426  87.01763943
  51.39245056  -3.59347983 -19.29278985  70.07543154  31.02006296
  55.72464026   1.01890884  13.16824972 -13.81165677  13.74660362
 -15.75724216  38.80947364  47.69885521   8.07377191  32.34909676]",1135.8036998508542,78508
10,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 82.84968068 -33.75606513 -26.75911712  74.13339181 -13.47705303
  62.7857675   68.93146916 -23.29591118  80.50379399  44.77012508
   8.44973605   1.62912047  61.7791401   21.21081538   4.03565611
  12.54187492  41.83315406  26.83849657   0.579052    -3.50674357
  50.83859914  33.14416575  -0.42017795  73.08759944  69.61153294
  51.59086291  30.27274054  73.98661374  -5.58761803  63.7492802 ]",1279.073443734882,188874
11,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 48.13763591 -16.01444449  71.95216659  39.23398278  17.53991002
  74.30056754  18.98019432 -12.91953602  63.75759015  50.87658066
  54.58136152   3.47552326 -10.70982395  38.08554031   4.58019109
 -18.04307862  -8.1566775   13.03959312 -30.35404989   4.48297566
  70.91252114  67.20166127 -29.40807876  21.06828011   4.41412531
  30.13795369 -52.05854673 -22.52884943  62.33935193  47.12375592]",1182.565551069335,121524
12,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 37.96232165 -16.31547018   8.01513428  66.38447998  63.33500245
  48.05738939 -53.63498562  34.05696198  18.31426939  -0.57743062
  28.0064514  -68.7381777   34.08295594  13.75360446  84.64869354
  27.50716987   3.19425047  -5.2107303   20.34357836  66.22721257
  46.10663039 -19.42778018 -45.1837101   64.51701118 -56.95288341
  48.32042283  70.60435454  53.41995735   9.62604926   0.3819187 ]",1299.9673405166889,157588
13,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 21.35840028  79.75715471   5.39376502 -52.76452033 -24.47007256
   6.08115144  14.8146299   24.17219752  39.27572307 -12.06236372
  26.87983826  20.56902873  -4.37187953  50.27150107  33.64619339
  18.57662096  18.97600801  -8.9552723   41.01124701  96.19960421
  19.40099541  66.84879216 -11.34214613  -4.34467328  92.90783045
  -2.955241    52.00194271  59.84374062  89.04121025   3.91062679]",1190.525047637027,80452
14,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 69.21197734 -24.58463629   3.30984596  -9.97666809 -13.77733412
   2.21415785 -19.22168431 -15.24384209  51.75672109 -44.76397151
  38.65758228 -51.72093743  58.68025437  89.64625215  93.77862951
 104.89923267  61.51958509  -8.97677323 -20.59371658 -27.87891228
  61.9319983  -13.57330448   7.39053556   3.62849276  47.74523524
  41.71055276  47.04764876  11.72727424  28.21391596  63.18527079]",1206.4436481608827,121539
15,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 48.86282009  53.74740053  12.79645739  36.31190905  13.98679547
  25.91257741  24.1486808    6.41200892  21.24949483  27.60759278
  22.49687801 -22.58766584  60.18299431  -1.50026592  56.12183684
  17.239012    80.79947031  -5.31119646 -42.63023972  10.77072669
  14.64429333 -17.32791277 -14.65686575 -13.21381069  40.3885162
 -11.0921665   24.37562035  93.36296169 -59.96702151  23.46702633]",1179.5810649051273,122981
16,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 27.5088635  -16.31546984  22.92396652  50.4495708  -40.21950343
  61.93043715  34.0321645   -9.71982581  76.92883444  78.06534676
  40.53922942 -21.68221816  10.90973051 -31.57951249  63.25022319
  12.23816094   7.70613144 -67.80244329  25.62182707  50.68122049
   7.23304229 -28.07368298   4.26015331  64.51701112   3.08529926
  41.52997783  20.61934805  41.10916892  -2.26702684  46.49416721]",1204.4544379346037,139817
17,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 78.07825481 -16.01444458  -4.10427261   1.89367426 -31.88227146
  51.71535316  64.81777019  -7.39724563 -41.67720622  30.48122652
   7.56259537  -5.7100097   66.48531708  57.48229495  61.42036921
 -35.16587262  36.26306124  72.25797898  68.25726769  32.51775637
   1.58458889  18.92096997  34.74583943  21.06828032   1.84486032
  48.36172052  -0.42180163  -4.75929642 -28.45123634  48.94982284]",1241.2660490391572,207600
18,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 17.08052511 -42.02531959   7.09666987 -36.47644497 -13.97733221
  -6.28272248 -11.61401639 -16.8445247  -20.13186846  32.35836549
  -3.58256523 -46.86741105  41.97903827  48.8227648  -23.5640677
  53.66787292 -23.58574778  44.0496284   -4.6512894    2.08490189
  34.27941045  17.1739845   33.2454896   12.19912426   6.54505784
 -48.38466449  93.68852814 -25.06281914   8.04975212  50.71655138]",1159.682178385703,141948
19,f9,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 60.23126373  44.2727804   42.15825042  54.17480895 -19.83155195
  68.31074111 -17.22690823  34.31584322 -43.97374047  92.1967476
  34.04568379  21.50749736  35.13810205  35.64632556  17.47219902
 -13.14646005 -54.25097444  46.67286645  -4.59650997  50.56272697
 -55.77914435  75.93926092 -39.34548256  99.68759888 -41.08567693
 -36.79035384   7.85295418  57.20850605 -27.22599491 -55.20619069]",1262.1578957462398,79388
