execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
17,f1,10,50,18,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[56.63959330563523 46.4224087069268 -67.09192862711429 75.66375076218281
 72.92158887739944 -39.64944562080459 46.4224087069268 7.788607207176867
 75.66375076218281 85.16341860524531]",1.2629657147715572e-08,0
18,f1,10,50,8,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-41.797933833640656 13.478797593425341 -39.61870146389028
 75.01894546171394 -48.79442299396033 -60.27312816324382
 13.478797593425341 -2.9491937276564784 75.01894546171394
 -48.79442299396033]",8.861715659517977e-09,0
19,f1,10,50,17,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-0.06814659020906788 66.87430055818385 -71.59388740816588
 55.642132405792495 -3.1623806205397784 -0.06814659020906788
 -78.00873058840496 36.02769429436364 55.642132405792495 43.43924573759034]",1.0103892576393416e-08,0
20,f1,10,50,43,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-14.780828342735688 60.79411352220171 -25.40558505624722
 71.46290397630668 81.47992917100743 63.16749546153679 60.79411352220171
 -9.178867493524194 71.46290397630668 81.47992917100743]",2.950023600647734e-09,0
21,f1,10,50,8,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-1.993554990196401 -14.956374577357323 -37.60816559984317
 63.01268503581471 79.30910988053455 76.51038514179672 -14.956374577357323
 68.31805995710442 63.01268503581471 84.43937931687148]",2.83297578351597e-09,0
22,f1,10,50,5,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-5.387999584868709 58.06120700376994 -69.0766287985243 13.847053592596481
 49.0288777359726 -5.387999584868709 58.06120700376994 -11.564177635498368
 54.302283991497234 39.28524171364242]",1.3992499488502364e-08,0
23,f1,10,50,52,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-62.242073474337126 64.14029703258296 -83.27428848113401
 58.87586127277916 61.019794720669864 -62.242073474337126
 64.14029703258296 -51.963619690717586 58.87586127277916
 -75.67827340651121]",1.1625955499628806e-08,0
24,f1,10,50,21,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-16.634017847499578 36.13259283418577 -15.780773233800588
 -4.868317713099259 -22.456044963698858 -65.87773426815949
 36.13259283418577 35.6447474893956 99.34753601572851 -22.456044963698858]",2.0424902182024936e-08,0
25,f1,10,50,54,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-23.39037436612618 18.17707229550662 -82.85937532576573 59.73557151012275
 -7.666891921265602 -23.39037436612618 18.17707229550662 8.150488088400294
 59.73557151012275 -7.666891921265602]",1.5571168223987627e-08,0
26,f1,10,50,16,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-40.762341773030066 10.313285165370573 -62.21644941506488
 66.5786030868721 -98.10932073886345 -40.762341773030066
 -97.31349727710177 10.783221937041858 66.5786030868721 -31.95348463930428]",1.940493345605432e-08,0
27,f1,10,50,135,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-1.4802304083787874 80.12005994377591 -37.16025076901541
 74.04968387048646 29.43181852932514 61.38270660272934 -24.419556262624596
 87.3897192228464 74.04968387048646 82.18064052705896]",5.697802397274375e-09,0
28,f1,10,50,18,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-53.038329079711424 24.64825214854575 -8.646207824966638
 -42.234789675126706 -59.82083834504206 -53.038329079711424
 24.64825214854575 -1.2871939296166062 91.42906893076156
 -59.82083834504206]",3.972296924548751e-09,0
29,f1,10,50,540,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[23.64729325661213 78.35681752238457 -23.323651543162114 88.92905801195502
 92.0353128935688 23.64729325661213 78.35681752238457 56.80902160687623
 88.92905801195502 92.0353128935688]",2.623995067398528e-08,0
