execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
10,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-28.93723601 -35.96178992  59.19056518  99.93808606  41.779627
 -66.80677823 -93.60650101  84.53712303 -62.22816367 -57.28056465
   7.7251052   -3.64779335   7.02174944 -82.08784333   1.99755113
  88.41546935 -33.62886724  97.69361447  68.67617273  64.92705001
  14.17771978 -18.40460569 -23.34164411 -64.98600665 -61.71670419
  11.47257422 -82.97180704 -82.26965247  41.34190949 -38.90865363]",604.2750769769832,3603
11,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 94.46119753   2.49943979  59.19056518  58.53875486 -33.14317129
 -57.42046191  96.11073061  90.40997068  -9.04393147  99.50472442
 -82.65136384  24.16640752   7.02174944  62.32353687   0.60050389
 -83.0233948   63.57682439  17.10866468  26.03750331 -99.79969742
 -91.55708789  99.99796031 -15.17564124 -70.63924208  97.88829522
  43.94891268 -91.2674126   72.37551797 -51.23110099 -57.46430973]",610.2042536100491,7466
12,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-14.7183428  -85.18335672  59.19056518 -99.99997679 -99.45435459
 -40.98260636 -65.71741138 -70.32893358  27.00859769 -99.48815846
 -96.30242231  61.38276091   7.02174927  38.0287929  100.
 -64.75959932  50.50443214  10.67680178 -50.0927775   -1.39453427
  98.07072039  43.17588135 -19.91931953  79.67723846  99.59730545
 -90.8230955   25.49574568  81.03666442 -18.09834892 -47.65419567]",609.603617309222,11500
13,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  -1.23730851  -53.85078857   59.19056522   20.18294836   42.35568907
  -67.21738337   34.80530694  -99.97728141   19.04529099   49.94518597
  -76.45445201   -3.59340117    7.02174944   43.37802906    2.28386815
  -71.85301347   56.08714492  -18.58915073  -80.29084798  -22.53236292
   40.15140761   79.50843021  -15.6294652   -45.24463691 -100.
   11.31464479   37.09258515  -81.93815318   41.5340481    65.69535576]",605.5196264593914,16720
14,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 11.53680028  68.39221567 -96.36428639 -99.99994854  42.36227573
 -67.20285193 -83.58006528 -60.86138745  59.75746454  88.24375542
 -57.89036951  -3.58860907   6.55375526  58.08584263   2.30211974
 -37.42024067  34.97856197  26.84399159 -64.36294075 -69.8258992
  94.72232734  -8.25999054 -17.11452181  90.08143473  20.46300419
  11.32642408   6.38963256 -81.94203296  41.52901095 -54.68346159]",606.0816199479018,13985
15,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -14.986606    -99.95859693   59.19056518   33.36217717  -26.76031687
  -61.13689041 -100.          -63.71776423  -32.38071304   16.87722996
  -76.44701637   22.85726725    7.02174944   -1.99123531    0.84509805
  -72.60733581   54.95689788  -48.17766751  -60.48032302   63.76382204
  -81.75198597  -17.2467677   -15.44082187  -39.11902946  -62.32826507
   46.75512727   93.13774887   75.77527291  -50.00519568   40.58374258]",605.7731006298436,13414
16,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 93.37535565 -53.54733697 -74.13200373   6.6193533   43.59054127
 -63.26922485  67.25384711 -28.77929951  26.34161895  68.30754922
 -12.94740061  -4.46027199   6.62064214 100.           0.68203555
  99.74769269 -40.96658328 -60.27453993  24.06453906  -1.98239915
  99.71313449  42.48815056  99.99987539  19.23308476 100.
  10.56920571  29.02889778 -79.528172    44.06868766 -85.02272508]",610.5792504395424,10367
17,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 71.18608111  92.62572165  59.19048155  98.39962755 -29.1012445
 -60.90485535 -54.01734873 -42.79670595 -30.03400411  42.51273264
 -70.25156007  23.56492477   7.02174919  21.19099754   3.5906869
 -60.6533412   48.58365973 -84.25690182 -16.26087153 -69.95458394
  15.26231112  -8.1315159  -16.04475017  26.32529299  20.39534848
  43.51260461 -46.87973571  75.65053898 -49.26173043  25.48740853]",602.0064223254376,6976
18,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 75.13975673 -31.66466177  59.19140078 -53.20946259  42.37573543
 -67.18894812 -96.91235049  42.96661898 -72.32404136 -89.03234846
   7.18502292  -3.64771951   6.74400596  99.99997456   2.31758111
  78.96417576 -45.01888352  72.63237204 -71.63500181  20.91357505
  60.37547529 -98.72881971 -21.64734069 -47.61931589  68.2702947
  11.28035435  78.85968073 -81.94536435  41.47980117  19.03942594]",603.2383447241707,5017
19,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-70.07128912 -82.26345778  59.19056506  -3.99355751  78.107498
 -48.89514092 100.         -86.05538707 -91.84007657  99.96871502
 -91.94558984 -99.99994966   7.02174944   8.60406365  12.13413546
 -99.78517853  74.80636464  83.80016404 -69.99657023  -1.51470445
 -10.69017117  43.42739894 -14.55618257  22.43554769  98.59019722
 -43.5012466   96.76151858 -93.35619302 -36.9641444  -27.2372121 ]",611.2854765794592,9985
20,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-47.37830291 -99.93399608  59.19056518  99.45158354  99.65926968
  79.92087551 -10.5904796  -77.44827014  67.13855145 -99.95565681
 -76.45783435 -69.59484138   7.02174944 -31.84285538 -48.1182007
 -71.84983979  56.08793697 -44.34658583  62.97471055  22.0285504
 -15.52590622 -99.84047387 -15.60969532  99.22120115  68.85773523
 -34.12542203  -9.35795995  -7.01556994  99.99977068 -67.35056817]",609.2093753265328,13649
21,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -7.66872264  90.60244269  59.19056518 -35.54191477  42.45912545
 -67.3519767   76.24199278  23.16445812  -1.42444919 -69.52424879
   0.96179186  -3.63577159   7.02174944  39.63777373   2.21376083
  67.7687141  -37.59827488 -66.85178632 -59.96097477  25.30672469
  -7.98445129 100.         -21.02409937  46.97954313   9.97443744
  11.51270099  56.26366242 -82.0209765   41.35614513  49.39749497]",603.8326392942078,3909
22,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 99.99989927  99.46165982 -96.36428639  24.00502814  80.13029071
 -46.92434922 -40.48498502  73.70233987 -49.18889348 -64.17082087
 -87.48784948 -98.94548855   6.5537551  -75.22664192  10.73185727
 -61.51695414  58.66203245  21.49186389 -43.95200708  74.23202048
 -97.83956437 -27.68394351  48.68605701   6.93165003 -56.81274916
 -48.31874852  35.52610645 -88.32196332 -47.34130209 -77.61453987]",611.571365433479,56219
23,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  74.54676769  -31.12376858   59.20047529  -13.85877586    1.98797981
    7.72400855   13.49096266  -45.48411299    4.72578333  -89.30002471
    3.45598495   46.61099318    7.02177926   64.60108171   90.24569179
   82.46407814  -44.14426747  -50.50472263  -18.62999392  -22.86660538
   33.14357485   79.14370755    0.14874909  -29.15133862 -100.
   99.61795353   79.38388769   57.11691584  -73.13225152   19.23479683]",604.3955853904425,4259
24,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-80.03164814 -87.36898903  59.19056518 -86.39924297 -20.26392312
 -69.99628762 -99.99086403  79.02497494 -38.034608   100.
  13.59307242 -95.87273141   7.02174949  -2.21868402  26.31891214
  90.07870854 -52.43165715  16.1162059   84.76640022  63.6826399
 -84.96385201 -17.67695748 -21.85025868 -88.64282987 -61.7406882
  65.02465637  87.75860309 -84.4015423   78.13783991 -34.5489955 ]",606.3519347953218,5417
25,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 71.24542602  92.68356602  59.19056518 -64.25079     36.1543692
 -45.62179015 -12.92807405  36.76295434  -9.2851651   42.6268441
 -19.12904275   3.13289051   7.02174944  93.60457792   6.87421509
 -92.33275604  72.21802369 -96.25896581  82.0571814   39.33653114
  17.37550689  99.30151507  -3.1596725    1.27306451   0.9772257
  20.82585661 -46.65305821 -94.67150966  31.25967293  25.45713801]",604.9967597792933,4791
26,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 74.60570223 -31.06429776  66.59793906  29.10564909 -27.8859657
 -60.94756977  99.99749419  50.46868588  23.83396112 -89.18862771
   7.15456439  25.20253635   7.04403488  72.1206719    3.21557006
  78.99276983 -45.0117599   99.98945828 -75.77660526 -67.51484469
  67.72993992  -0.17876089 -21.46941759  99.99750657   1.84089829
  42.47142807  79.59700231  75.68094695 -50.05338258  19.20837774]",607.9595494020126,11836
27,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-85.09087784 -64.31852787  59.19056518  16.68141181 -28.74045168
 -60.75647725 -99.43579347 -84.63426326 -99.86139533 -12.74879309
   7.15476508  22.47436877   7.02174944 -80.32710898   3.7258865
  78.99256398 -45.01178277  72.96009642  97.99355579  22.00102684
  75.47855867 -99.92661678 -21.47050701  94.64284687  68.98331159
  42.90195375 -37.90013547  75.55097014 -50.24895373 -99.69123059]",606.2206058299932,5893
28,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -69.83819504   63.79865648   59.19056518   33.25173294  -99.99457365
   10.54438415  -13.2037034   -87.07943436   24.12031332  -28.97264679
    7.15457768   46.57503054    7.02174944   93.82673078  -64.80760826
   78.99273986  -45.01173882  -13.06114851   68.31697771  -31.60348027
   99.08230562   69.55691255  -21.46941171  -98.82848982 -100.
   49.56638175   99.46971675    8.94263517  -96.2365367   -29.29455789]",609.5106025491111,24237
29,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 98.31267472 -43.58410253  59.1904769   20.59852031  62.87401481
  69.07076474  99.55618862  53.7780541  -23.77567805  71.45774239
 -76.45783436 -24.49694071   7.02174917  73.46521173 -50.67894116
 -71.84983893  56.08793824 -99.85557349 -40.43717776 100.
  91.04090199  38.93126671 -15.60969551  95.58021437  33.03135176
  -3.61754114  44.40910955  47.1342429   99.65842394 -99.99146386]",610.8884948967295,5819
