execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
0,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-21.50860043  76.55046926  59.19052646  96.97980505  -7.41914014
  98.66583963 -55.25860771 -44.204067   -31.68052118 -96.15994146
 -89.66206759  -2.87949614   7.02174932  24.54494294 -99.94865614
 -67.07702797  52.33479084 -80.3429651  -15.69953794 -22.84400269
  14.30200174  79.1667816  -18.48456425  29.81686316 -99.99419988
  -5.30506512   5.33030419 -99.66338776  57.90511564  55.94486907]",607.9348959309436,23952
1,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 73.44331883  31.32293978  59.19056518 -38.9142366   13.66781993
 -88.93265492  66.77865371  24.31950786  -3.57474751 -22.31216826
 -76.45784122  29.39212937   7.02174944  34.61721037  25.63297692
 -71.84983658  56.08794064 -58.44116214 -63.3404448  -25.90177899
 -19.27965204  16.24808367 -15.6096685   41.40551837  99.99999611
  32.83001312  18.35246217 100.         -37.1070462   22.10033635]",607.1843556743225,22521
2,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-16.35070788 -59.30652797  -7.47579944 -76.3075653   68.98891052
 -99.40952127 -69.88490794  18.62201112 -31.35969324  61.26247274
   7.19466472 -99.99999982   6.82118051  81.83393125  14.98833903
  78.95511559 -45.02114135 -89.84035545  31.15745948 -69.82857036
 -99.98525204  -8.25715386 -21.70371912 -60.42502358  20.4617402
 -62.80392017  51.01132366 -99.67466726 -99.99140383  43.62424254]",610.2651627427514,9146
3,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -97.4417261   -75.56006324  -74.14216474  -99.48924717   90.62742148
   21.15053327  -41.21213338  -31.0158066    66.48845289   -1.44268285
    7.15457768   23.28338308    6.62061157    8.92959749  100.
   78.99273986  -45.01173882  -58.8389461    99.81228205  -98.02716043
  -99.87021497   99.38887347  -21.46941171   32.25053073   99.7401265
   98.26172422  -32.13395765 -100.            5.74063659  -99.95247753]",613.4889042618358,9516
4,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 14.63551127   7.11804495  59.19056518 -60.6373189   48.96137893
  97.70025619  67.28271331  93.75637466  -6.74786587  21.16540136
 -76.40774735 -20.67340522   7.02174944 -10.00632587 -81.28109141
 -71.56628323  56.5556625   29.81969461  -1.70605512 -69.81634655
 -18.83728455  -8.25529516 -15.66543236  -6.40705511  20.47978605
 -14.1625167   67.95304377 -24.26821154  99.85097179 -55.80201378]",607.7250604047174,5135
5,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-9.68994659e+01 -1.29968853e+01  5.91928232e+01  4.79444819e-03
  4.65962731e+01 -8.79691780e+01  9.63936212e+01 -9.78552889e+01
 -9.32130521e+01  6.29868037e+01 -7.63665112e+01  1.38509187e+01
  7.02175623e+00  5.56632233e+00  8.08435608e+00 -7.19355464e+01
  5.60665261e+01  8.97066854e+01 -8.33642181e+01  9.63225280e+01
 -1.07434211e+01 -4.97084251e+01 -1.61434783e+01  1.30614281e+01
 -4.51743312e+01  6.81477813e+00 -9.71871622e+01 -9.22521814e+01
  2.25680221e+01 -9.32982111e+01]",609.2228157030938,9636
6,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-17.45719437  62.95872322  59.19056518 -61.48973869  44.89433946
 -69.66662167  -6.063932    33.84003363   1.19420848 -98.59382319
   7.15457819  -4.2630088    7.02174944  89.77596031   4.45125973
  78.99274077 -45.01173942 -92.81493267  91.65655008  42.27129319
  11.80005338 -91.4257387  -21.46941174   7.45221201  99.99328612
  11.22460797 -69.4763164  -79.75420281  42.95786309  57.91471473]",608.928838264383,6936
7,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 11.50065429  68.382348    59.19056518  -3.10452822  72.28527217
  22.55594689  71.15579055 -51.60827682  99.76245807  88.34300598
 -75.76966631 -23.17436046   7.02174944  37.85176091 -35.13012396
 -70.60833614  55.25584208 -29.1641011   96.50401478  64.92625732
 -22.90486482 -18.40573808 -15.65792363  37.01932315 -61.71582249
  -7.47521228   6.31469511 -30.73929444  99.98575919 -54.57277456]",604.7270234400427,11768
8,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 44.50703638   2.55962132 -96.55742564 -82.43477571 -30.21746164
 -64.29763758  49.66413841  99.76522484 -10.0472411  -76.50443229
   7.03690945  24.33898002  70.75099594  57.85499832   4.99100485
  79.00823948 -45.06840341 -99.93734273  38.65305087 -68.48999041
 -33.55973354  -5.50270429 -21.77177267  72.79793692  16.12419765
  44.19160009 -85.04598266  73.6874508  -51.52539591  35.43866034]",608.8592983924777,10830
9,f6,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ -7.11779899  88.92208595  59.19056505  95.24763591   1.06222598
 -68.95783133  57.97101266  83.9610024  -13.17695992 -71.0994829
 -76.46800602  15.06614929   7.02179125  -6.7924092  -31.38227742
 -71.84030585  56.09031104 -12.16065438  54.21471995  64.79705409
  75.50404661 -18.27691996 -15.55039188  78.13981656 -61.78389472
  88.23863093  57.41777703  74.68548944 -62.42018618  49.47131845]",605.6917176091188,7245
