execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 77.16185591 -90.00826179  59.19056409  57.9042794   45.89153719
 -58.0402216   93.06908546  43.55454585 -16.29166697  90.32220625
  -1.09713066  -2.073126     7.022112    83.63272395  11.51570268
  64.09278372 -35.02452161 -87.52085376 -46.95892608  12.72889163
 -85.1405768  -90.58118111 -20.88588741  20.36354737  63.94765256
  17.46619977  19.48313814 -83.1130057   39.95728987 -28.67908938]",611.0449665547053,117498
1,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 72.95307073  86.39086978  59.19056827 -31.88028746 -43.16544494
  70.44021552 -50.88429288 -83.95733299  -9.65111588  39.30683977
   9.22594592  58.18162357   7.02174936  18.64690368  32.954163
  81.33071894 -49.52844548 -18.41339369 -87.46494967 -70.15971944
 -60.72152632  -9.28772175 -21.30920194 -84.79992226  21.96538033
  89.89077475 -42.53552041 -56.00421658 -83.46919646  23.83285952]",610.7071044906647,114530
2,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 15.16374962   5.15077589  59.19029005 -54.5810987  -16.78008437
 -56.46310248  82.96043809 -33.99214205 -90.50108343  23.44886798
   7.11544677 -15.29325363   7.1131985   80.636367     9.01646684
  81.71923942 -40.94088212 -28.0268506    5.79770956  64.92625256
 -35.99559285 -18.4122598  -22.07727444  74.09738502 -61.70777626
  21.96809338  68.43309252  71.86450064 -86.01856767 -58.53577568]",608.2900205209794,108911
3,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-85.57289743   6.13158731  59.19056518 -13.04197164   9.39009155
  89.00311134  18.20659091 -46.60812105   8.24011417 -90.00780669
 -74.39159136 -11.60290275   7.02174944  64.93384566 -82.97154139
 -68.12756473  53.58972175 -49.19084883 -16.28545006  50.95212965
  35.02346625  87.72074712 -15.75364625 -27.34768611   7.09678358
   1.40783675 -55.30618054  88.81079192  57.49802392 -19.65564636]",609.948106015632,116498
4,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -9.63692517 -47.41702724  59.19221994 -59.79368771  41.99381008
 -66.97010268 -13.75335327 -33.46380528  74.57831053 -45.59979022
   7.61814398  -2.75053379   7.21467184 -99.237478     2.40941303
  46.26088492 -93.89511421  80.62779972  82.82490071  63.63271992
  70.23658375 -21.38129064 -14.12798479  32.72022271 -57.09098184
  11.13836515 -87.9025938  -81.92883234  42.02410343 -46.6256655 ]",608.8019062971067,117525
5,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 70.84121897 -26.66593619  59.19244685 -36.52928905 -75.10021584
 -86.89339283  24.51608918 -90.03286325 -94.4129009   12.75937968
 -82.56304648 -28.77695372   7.0217551   89.03912311 -17.14069735
 -82.96099202  63.7757488    6.42195286  44.507068   -69.82551622
  20.2735336   -8.25996566 -15.74255027   0.54172782  20.46306069
  52.09827436  -5.06483784  85.56750604 -21.42082069  83.92798665]",613.1452529677822,156311
6,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-12.11612867  -2.59507273  59.12172835 -19.29994484 -24.07704245
 -97.23424903  10.95366386 -52.00699902  10.17627248  85.11794192
   5.90655439 -92.41128496   7.02042692  54.31136043 -80.83674685
  77.14529017 -43.91745841 -45.85856762 -18.73909279  68.74276715
  39.86140032 -22.30546146 -21.43728045 -21.98563021 -59.58828351
 -66.54778461 -79.79158713  92.07066916 -91.25969166  78.94298854]",612.0902382712193,127797
7,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  5.24307997  12.6327513   59.19056518  20.21336385  12.3113505
  87.65490673  69.61105167  14.67283563  43.4372315   18.06271225
   8.04245403 -11.15084766   7.02174944  37.98735856 -81.93158718
  55.41481128 -82.30387567  33.70284568  84.88685976 -69.52716563
  89.2243      -7.64501178 -16.03459216   0.41588883  19.49501972
  -0.81804879  73.90606092  87.93835934  58.37606099 -55.24188869]",615.0505263827732,109632
8,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 93.67260263 -53.38916508  59.19055838 -32.66677624  49.63155549
 -68.51456107  55.97210446  81.57478769   6.3831746   68.75004062
 -76.54588336  -6.10106143   7.02400744  -9.27973391  -5.66268487
 -71.95217709  56.1640484   48.41274803  -5.57868208  64.88928181
 -32.60896566 -18.50151432 -15.6113807   26.67913927 -61.57198416
  21.384816    29.75301805 -82.12979087  38.15283698 -85.15634681]",605.0105092864126,126381
9,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 55.97889924  87.77149014  59.45736188 -16.23735307  51.86383815
 -68.82910903  20.34401274 -66.99981518  10.33840494  21.67953435
 -85.69967723   3.27789464   7.03385767  83.56978286   5.1620388
 -89.06042421  66.74143916 -79.92815551 -33.41763707  63.74969109
  33.95335627 -17.2449296  -14.85693845 -14.65530272 -62.32061067
   8.03492147 -77.42804238 -78.57899616  40.70194903  31.68926781]",608.7539152168555,120834
