execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-90.20683542 -11.42442958 -93.28843026 -28.86331794  19.09539203
 -15.63435473  35.51971034  66.36290304  33.14893055 -41.10333956
 -13.70177693   2.40765252  83.45067396  35.85405578  42.28180585
  55.7030113  -27.32164497  87.03277021 -78.98347166 -75.32953876
 -35.32649992  14.03836223  52.76169465  36.57069353 -99.78385878
 -59.4155517    7.32154901  23.98977772  29.27487108   3.1987819 ]",534.1507711428902,119088
1,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.4536405  -16.29806195 -81.55155662 -26.16952191  27.85417846
 -25.29900974  32.24118848  63.66355512  37.93919358 -32.8675381
 -18.7541047    6.44815331  83.70428937  22.59934067  17.69610502
  52.82563295 -22.31880868  84.16122281 -79.24110807 -77.91437029
 -32.72313723  19.20178667  57.1499773   35.26004765 -96.513741
 -68.50050625  19.29045509  19.76638091  37.47459863  -7.82955125]",530.9734988220898,108535
2,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.96222499  -9.70044493 -86.49929072 -37.74244801  18.32340602
 -27.50309521  14.7472877   72.64266581  18.31989665 -18.30904565
 -23.30974492  19.07733967  98.93748647  25.22412974  50.06452548
  31.70516027 -49.69128983  84.91825791 -72.19913569 -59.56209545
 -36.47819525  17.28097275  47.67194587  28.04887374 -97.32901567
 -88.44077635   7.20584853  29.01768614  34.35133298  -0.72318583]",541.636268391607,120264
3,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-98.27827807   9.05006002 -85.31325088 -47.97538431  -3.1318906
 -23.09682199  34.28105384  86.00647495   1.99795075 -19.03607021
 -36.90034884  21.46230089  99.93724167   9.19830751  55.66875601
  21.09342618 -45.38144684  85.45770691 -78.6056549  -36.84896289
 -27.27700441   5.01628594  34.00485679  19.60658222 -78.43085288
 -77.78454444   9.31296338  20.02078869  59.95557986  -2.61081104]",545.1383522200543,119857
4,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-91.92161676  -4.14246969 -68.86575513 -99.45029393   8.15491427
 -42.5607194   38.33563982  80.24489477 -32.68969309 -80.92243115
 -18.29840698 -27.25523811  78.9370892  -62.64093058  53.64109079
  22.95967995  62.51528233  88.76529933 -42.6298659  -79.14697871
 -20.95335097  -1.265281    98.46991313  -4.87660777 -66.85603941
 -73.80209793  20.63919362 -23.32515628  52.04660762 -26.93866936]",538.9166196011323,124197
5,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-84.59253053  25.716338   -92.22093266 -43.69263526  14.01802987
 -34.67428865  31.35395301  40.83865323  35.89237545 -45.42548935
  24.12968204  25.95346957  81.29579079  43.95790084  51.48220983
  -8.93973891 -32.98891305  48.25351706 -66.99212436 -56.51736393
 -58.21535268   4.48560276  33.18275544  42.19301432 -83.30040976
 -36.87367641   5.54697073  22.2499818   17.04497257  15.44224757]",468.5301294354751,116933
6,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-83.07568985  10.8738551  -76.12306357 -64.52727231  25.08411068
 -54.90276727  27.58729181  61.51175912  45.09655096 -28.08241844
 -18.82679916   0.10945784  89.86750468  29.06275691  33.15884726
  90.12906244  -9.46774845  85.1996279  -87.45736593 -76.83528621
 -26.46839475  14.72370562  93.0561704   43.0472776  -99.88428173
 -48.85426251  23.88919323  17.28893919  43.25670134  21.53605378]",485.2541536660062,115660
7,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.99649985   9.4117085  -89.63820209 -66.11390788  25.40364921
 -55.42187035  31.77324174  45.77239033  58.68772045  -4.34980264
 -13.0764739    4.28829412  96.92068479  26.4595992   34.86216319
  96.59520271  -0.28426799  83.88303257 -94.58733146 -75.43617536
 -31.14852953  16.93001079  84.69026465  62.03400952 -90.02961119
 -43.07331218  25.61150336  10.51800534  44.50067048   4.01275511]",482.3227165907748,118486
8,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.99548378  30.99695965 -96.01421981 -47.57142913  33.96350794
 -26.75528387   6.77708999  40.4933354   40.80357545 -18.07069506
 -20.79353961  23.96270895  90.96215051  38.13868259  40.62991798
  77.66392763  -8.65479418  76.08453845 -88.77613732 -77.65413587
 -35.5774212   29.80412308  35.31493468  38.64684726 -97.82914821
 -89.28022434  26.30641683  36.69139801  36.31493161   7.41842634]",547.1834088077544,126708
9,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-91.13495226   6.13898069 -90.3307141  -45.35456655  29.4122812
 -33.04227374  17.44240204  58.79995823  39.87679762 -28.768292
 -18.42347044  16.21056062  92.46349521  38.82769605  39.66698211
  76.76909106 -23.87280743  83.65858848 -84.06728812 -75.61522013
 -34.73983884  24.62784442  76.28296614  40.8992112  -99.93536004
 -67.76544099  17.61943498  37.59877588  37.19517262  10.72131429]",532.8163621813986,116700
10,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-85.39629559 -17.16061287 -92.256004   -35.14601181  21.23268206
 -26.08395306  36.99575929  72.28962538  24.28617327 -46.6776816
 -17.08390842  -2.49755967  84.42852587  25.95262702  44.91884
  55.49923227 -13.4944485   87.41905694 -69.49018826 -79.25503188
 -31.01779      7.89436527  67.98757937  30.03249217 -95.36019405
 -72.62975541  12.15811873  11.51052499  38.2599552   -1.67233541]",536.3393299100103,114681
11,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-86.86373671   6.89722898 -43.54264998 -84.13573015  -4.50157451
 -25.02139998  36.159987    93.21560367 -45.75184956 -67.17574515
 -36.5741445  -13.99774826  99.92696513 -88.87285735  30.94975167
  16.82436536   7.03125473  92.12226692 -24.86541601 -15.31943419
 -22.2225711   -9.17967712  54.20196136 -15.44144813 -76.95653068
 -83.4639949    1.030766    -6.70537684  44.53848324 -45.83951763]",567.5785032876935,121362
12,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-95.28268909   7.47773462 -90.32436477 -38.88298267   5.96550055
 -29.6279452   22.22829411  41.99500774  21.8580736  -24.38862706
   4.18869971  31.95447517  99.96148469  31.19425938  59.05099033
   4.19479468 -49.28364297  48.22381494 -75.42337117 -21.07253392
 -65.97280322  15.30107811  17.93806828  32.87614275 -90.19474752
 -51.58404095   5.88528918  36.17477761  25.91736534  -3.67126002]",498.26400681699374,121715
