execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-25.27286607   8.67184404 -99.83660692 -10.21148928  56.23326581
 -99.8425252   14.48863419  52.66505773  60.6512261  -34.75010691]",436.37455671077896,26292
1,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.2732934   -7.70158925 -78.94420753  -4.85960843   3.79381414
 -94.24189618  41.38345404  58.82058113  45.38133351  14.85575961]",404.5872050840544,24668
2,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-74.02323655  26.74427415 -72.79959045 -69.91460916   3.47238062
 -61.32219149  51.66712146  49.60741744  34.53123672 -61.63272586]",400.00665155359417,23475
3,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-95.40583857  -6.6247576  -80.28288544  -3.99437586   4.03898637
 -99.86322583  38.69821408  59.4105795   47.09518314  17.16252443]",404.833690232873,30364
4,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.4916763   39.72550154 -76.4572203  -62.19650445   3.49588536
 -83.83824606  45.37411837  56.80688156  41.92795209 -31.23567366]",400.2510831286006,26482
5,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.37644847  39.12892983 -75.99018398 -62.67931678   3.43092534
 -82.38852236  45.90239322  56.47693547  41.4119046  -32.55137077]",400.2085062606639,22792
6,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.84352874  -8.000118   -78.301061    -4.97377155   3.63855288
 -93.05564089  41.85579554  58.71121779  44.85922147  14.40026176]",404.52206819433394,22805
7,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.45853375  40.35575552 -76.57799392 -61.76041073   3.44623614
 -85.63568395  44.86108253  57.32501859  42.44600264 -29.59993792]",400.2940114761338,34111
8,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-26.18250152   8.14663621 -98.55489773  -8.89254769  62.07286676
 -99.95464834  18.43134093  52.3808989   59.45084892 -36.61545359]",438.71626050261193,18292
9,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.27965676  -7.61377416 -78.41676038  -4.97467524   3.55700098
 -94.08144514  41.62925043  58.98746187  45.17050399  15.1360444 ]",404.5585750400828,25341
10,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.71361157  -9.2308454  -77.20961244  -6.0162682    3.48037827
 -88.80891227  43.68467425  57.99947174  43.46398658  11.88169988]",404.3651363951444,23806
11,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-25.24860027   0.73339069 -98.7838007   -0.65581808  59.52921299
 -98.89080175  20.13662742  51.87373815  56.38466673 -34.18168813]",440.6253201833978,17558
12,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-90.          -9.03254392 -90.          14.42551506  40.70632947
 -90.          43.3131119   51.52783302  47.91060256  -1.72225376]",487.0561170571034,99752
13,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-51.28874899  41.75877635 -77.45485497 -60.87628978   3.43846252
 -89.86996511  43.21129741  58.25257196  43.83434815 -26.39882193]",400.4269867550266,19674
14,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-54.03909096  40.02849353 -76.38481282 -62.11828212   3.41614826
 -84.55049799  45.2221023   57.06623982  42.10431172 -30.46706779]",400.2638042623043,27083
15,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-25.25749607   5.0920736  -99.99933647   0.54224095  60.06946597
 -99.60068475  18.6060622   52.23027753  60.41453133 -34.29001884]",437.1074674855228,23430
16,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-98.50739215  -8.44937252 -77.7676986   -5.43461835   3.5943519
 -91.34923622  42.68333887  58.50636684  44.2895632   13.49446156]",404.4520196733439,21942
17,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-23.69936138  13.75445414 -99.72575385  -6.72314147  55.83302108
 -99.72575385  14.98443051  51.42417372  58.67657593 -39.26588337]",436.6860130635854,27757
18,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.14513009  40.58018961 -76.66899093 -61.72278628   3.41950152
 -86.16957482  44.66934309  57.44191183  42.61947968 -29.07400384]",400.3081779031492,17735
19,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-98.97208884  -9.01521749 -77.8730058   -5.61070556   3.96703281
 -89.72737112  43.2790457   58.53408814  43.983954    12.2344161 ]",404.4793648017912,20028
20,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-98.35103902  -8.44771283 -77.80745822  -5.18596687   3.80719637
 -91.38538705  42.72985214  58.72927586  44.39080745  13.45171374]",404.4829688638004,17508
21,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.64525203  40.28778592 -76.61058515 -61.89272826   3.45216199
 -85.36414246  44.84525403  57.18538745  42.42038757 -29.90672451]",400.2870333120962,18633
22,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.61370476  40.23791992 -76.55424468 -61.91483486   3.43780662
 -85.36083289  44.93794366  57.22898717  42.34929566 -29.78181547]",400.2853367248161,33606
23,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-89.51314359  16.37501365 -71.44914713 -75.64492744   3.54879448
 -49.5285877   54.22487492  44.8084743   30.58727979 -86.19658709]",400.1458231096606,20281
24,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-27.65358785   7.00231626 -99.46898944 -11.16172373  60.62681979
 -98.90976166  19.39113167  50.78736195  57.70422839 -35.56453719]",440.5494146746637,25404
25,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-52.11961788  41.31212355 -77.14556843 -61.25192862   3.48890591
 -88.1739287   43.86751727  57.84320455  43.29741186 -27.64759837]",400.36981959938254,17640
26,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-55.50319745  39.12354803 -75.92630378 -62.74469967   3.41101354
 -82.20295572  46.00327057  56.4408602   41.33545616 -32.69350808]",400.20462377563,25174
27,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-39.00412066  -8.79975907 -98.02064641   2.51970304  58.75480495
 -99.17314306  16.06096419  49.84540252  58.9507951  -30.23324835]",441.5411762628421,22921
28,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-53.44315789  40.38305364 -76.54090092 -61.83768478   3.42968248
 -85.66780391  44.85315987  57.44265815  42.47456474 -29.54388071]",400.2979084609661,20060
29,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-51.40899051  41.72893937 -77.45356882 -60.93247868   3.51410321
 -89.61971043  43.36343523  58.17367785  43.7836671  -26.61377419]",400.4176309702776,30666
