execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f6,10,50,0,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-76.34511482621335 47.85271587966034 -15.22899028836406 58.73954067148412
 -62.87281113880956 -53.659674705759095 -47.57637015206435
 -51.99594532405809 27.752351473305865 88.04193787095346]",0.0804427737792469,0
1,f6,10,50,10,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-13.950545835747135 61.47825774190477 -50.75778647939082
 49.38769912150502 61.898138425316404 -13.950545835747135
 30.827469394148864 -62.272639808937825 -23.971765475289914
 4.41024945050215]",0.0684321290283861,0
2,f6,10,50,29,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[1.0492180243407887 0.8000878758305277 41.100604981359936
 1.5234973343922746 66.63224894679524 -82.44248902300112
 -91.30206041274451 9.581556018075332 20.35274401884422 17.11108997551571]",0.0916739497492357,0
3,f6,10,50,82,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-22.405748488870245 87.5190015879578 -85.97349898246596 93.05867022127313
 73.20316374582163 -22.405748488870245 -69.62780059829178
 -21.049625919607834 93.05867022127313 73.20316374582163]",0.0730191090426723,0
4,f6,10,50,181,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[24.986168812819542 33.38555430792519 25.02823895604685 14.289064579102046
 32.93419297644073 -54.24121557659534 -35.24960798351751 25.02823895604685
 14.289064579102046 32.93419297644073]",0.1124452761827058,0
5,f6,10,50,80,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[3.683597574588646 -27.790316307238186 52.80693313224393 -64.4612825439556
 17.23361899063984 -41.50390807384654 -28.835684768440316
 52.80693313224393 -0.6608981754810941 17.23361899063984]",0.0989481836616332,0
6,f6,10,50,9,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-18.778440788322143 -18.979508527201673 94.61450097585322
 -89.47772978530924 59.42232927200183 -28.53534766752442
 -59.09534843097344 5.934310114886458 -8.862400887552099
 -7.146555329882773]",0.0903164399836021,0
7,f6,10,50,3,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[67.58359886185212 4.478025600322383 43.84642833846729 -29.0977963908788
 -80.49709461799416 -67.00465689829957 4.478025600322383
 -64.19891863305565 -63.71914218852661 36.980807412022756]",0.0888999112085069,0
8,f6,10,50,129,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[96.94988745705427 44.13560229596439 76.58122807225973 -14.374542270603285
 41.92816425379243 -71.07444907814761 -44.12752635425334
 16.527544480948976 -14.374542270603285 -17.719792184520003]",0.1002159946200961,0
9,f6,10,50,85,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[60.74795400246356 -10.027884640669441 80.6043190994539 -4.620369965274577
 -93.45520113977202 -47.35230401087635 -10.027884640669441
 -42.839474991957175 -4.620369965274577 -29.584690320144304]",0.0971729827259297,0
10,f6,10,50,66,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[50.92953830597145 -0.990273823509142 41.76996527379103 -41.23368895924639
 68.0494632176781 76.15841212270811 7.0937432583446025 96.36697161757564
 -41.23368895924639 -13.264066205230279]",0.0829358400143649,0
11,f6,10,50,5,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[58.0202246867579 -36.22595204828498 1.0946337239141997 -35.92551006216367
 -20.718648625044068 -44.02864370124817 50.91160332469272
 24.907579524304964 7.359754502980493 -33.90357822676084]",0.0832411013800621,0
12,f6,10,50,440,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-22.419294348517013 -60.389382616076134 12.285364865520194
 -43.68194608091558 65.16902323946056 -22.419294348517013
 -60.389382616076134 12.285364865520194 -43.68194608091558
 -40.58576894431318]",0.0779650650672838,0
13,f6,10,50,27,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[55.540482114764046 67.94170208321418 -40.73089873974594 38.85001151971042
 -56.8974605696492 -56.64981446514021 73.7197547554511 39.34496877065018
 35.689293872488264 62.574181774011606]",0.0792170626520319,0
14,f6,10,50,53,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-7.640825716838819 14.054581610248775 70.96422376333115
 -24.63063086362449 -14.31321634108636 -58.158206067875916
 -12.886547115341628 99.79168204410286 0.29986614519231125
 35.71707258085431]",0.109224646253542,0
15,f6,10,50,274,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-35.8204659110997 69.9945612902998 18.001092281139734 -79.67131358968331
 -16.605331870422816 -35.8204659110997 69.9945612902998 18.001092281139734
 25.721756704702287 76.30033216378129]",0.0773175703625115,0
16,f6,10,50,95,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-20.47769072407823 -90.44837977902083 -77.65011812575202
 -31.701494386945825 -81.64609217200865 -20.47769072407823
 93.01995117332268 14.101874679285189 -56.55650255294176
 -24.818283648831923]",0.075338321411719,0
17,f6,10,50,175,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-60.24522555993139 -19.16355315737053 85.80898901983915
 -19.95519794214009 -63.47644787671523 -60.24522555993139
 -19.16355315737053 -79.84696550077473 -19.95519794214009
 80.31788915684547]",0.0845701902705922,0
18,f6,10,50,46,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-63.01289281891276 60.706847271936454 -13.517286256463109
 58.76621778085905 -95.97135856781472 -78.9969293567951 -7.122230827747984
 -39.61870146389028 58.76621778085905 -86.78103959680878]",0.0966683765004281,0
19,f6,10,50,22,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[6.53721611145393 -98.69103366327998 -97.00416046735394
 -14.999424550371245 12.61248599237284 -69.5783155156424
 18.101560805675305 -97.00416046735394 -14.999424550371245
 12.61248599237284]",0.0767286051148858,0
20,f6,10,50,58,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-46.24095225112919 -48.570925664199294 33.75698000137206
 -59.295587303755994 71.84936082385511 -46.24095225112919
 -40.14562446972785 33.75698000137206 45.155526740746154 22.51558898805463]",0.083109008534748,0
