execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f1,30,50,156,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-71.32934251819071 -4.123090122162381 -31.09390784913755
 64.00448717395037 -15.062906249698756 -70.371827810367 23.531396513848662
 81.76874368254767 -15.182202312830142 20.823560804176395
 96.59802199156792 -19.82408727360294 91.7481846113186 21.26162660901703
 36.34798901387225 -71.32934251819071 -4.123090122162381
 -31.09390784913755 64.00448717395037 -15.062906249698756 -70.371827810367
 23.531396513848662 -43.828101073551466 -15.182202312830142
 -15.029215759662094 96.59802199156792 -19.82408727360294 91.7481846113186
 21.26162660901703 36.34798901387225]",4.466279961606088e-10,0
1,f1,30,50,145,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[75.62348727818909 -30.220331604431493 -96.2705421254114
 -86.69270372917701 -42.85622965317049 -45.95834759404844
 3.870364873206597 -59.21875495337563 -25.318573652560943
 -25.93886124522247 53.494973772602606 -22.225319461055122
 82.2035947397253 10.21743483739435 60.96716920315893 75.62348727818909
 -30.220331604431493 19.853951131606024 96.1847351501163 83.65171782641158
 -45.95834759404844 3.870364873206597 -59.21875495337563
 -5.199214687561195 -25.93886124522247 53.494973772602606
 -22.225319461055122 -4.393738406943328 68.84997191388567
 25.371120432566926]",5.052457139396251e-10,0
2,f1,30,50,72,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-73.0840109310133 52.991972090336304 -16.052907738635852
 23.928292741992934 -57.79585810682391 43.14611755419304 93.42262630245926
 35.684301964376516 -77.81377176120905 30.72237028260122
 -60.59594818805443 0.5199792626204243 98.33422544985092
 -6.146443419550778 81.86189370924927 -73.0840109310133 52.991972090336304
 -10.05221113816188 91.51633643064721 -57.79585810682391 43.14611755419304
 93.42262630245926 -44.76895946479813 49.63700553373519 30.72237028260122
 95.0213862833233 0.5199792626204243 98.33422544985092 -6.146443419550778
 9.914553940795116]",5.538130689621453e-10,0
3,f1,30,50,98,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[56.06295290227342 -86.60611521343473 30.44462501323696 -37.91179966104217
 81.52853273031849 -17.116228169328423 10.551452483476467 67.1646973370037
 48.27143384325552 13.166866911518625 -1.6672205526819113
 24.29104458498732 17.234274558966177 -11.25838708873934
 15.388193859070014 56.06295290227342 59.24812956929259 30.44462501323696
 -37.91179966104217 81.52853273031849 -17.116228169328423
 10.551452483476467 67.1646973370037 48.27143384325552 -73.44955327994722
 -1.6672205526819113 24.29104458498732 -28.883330599001724
 22.69403837383348 -74.21631343692754]",2.1741429262942107e-09,0
4,f1,30,50,94,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[87.51431679018839 29.704980646374537 33.311679220052014
 -24.931971332732857 15.446414050487405 -61.97400088152369
 46.90383599921523 -38.10180443370754 -83.43529537789462
 -7.4926695410340045 -86.18053983586759 74.0779837136285 81.54054064065349
 51.12060292462806 16.002576052274236 87.51431679018839 -78.03637637643119
 33.311679220052014 -24.931971332732857 28.772551349856542
 12.022597379811543 46.90383599921523 18.163442089413564
 -83.43529537789462 -87.54674606206015 -7.247909789851619 69.0642750955929
 81.54054064065349 51.12060292462806 16.002576052274236]",4.4252965151599047e-10,0
5,f1,30,50,256,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[65.70861188864322 88.96051461226799 -3.9216843060575 9.745239418636189
 -24.04432211635654 -86.57735578262246 -25.82744670953649
 27.626974923548772 -66.88696879934524 -49.11370911714157
 -9.947642794154078 -7.902831459029613 29.390004735887715
 20.161423405230636 -54.165760984508225 65.70861188864322
 88.96051461226799 -3.9216843060575 9.745239418636189 83.98916063844831
 -86.57735578262246 -25.82744670953649 27.626974923548772
 81.80622489711175 -49.11370911714157 -9.947642794154078
 -7.902831459029613 29.390004735887715 20.161423405230636
 -54.165760984508225]",1.046104930815617e-09,0
6,f1,30,50,105,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[87.3476371910352 68.84568416451378 21.599264166858532 76.41204825601952
 55.287094866672106 17.93925251139528 87.63366389610226 28.839456933255747
 -60.48339329233481 -44.10155565609586 -34.88787447620882
 44.03304691580513 49.61308379243985 -28.99383704668365 28.11250703699119
 -32.918430145334156 95.37915986894839 21.599264166858532
 76.41204825601952 55.287094866672106 17.93925251139528 4.142811051694366
 28.839456933255747 20.639236832424103 -81.34647807364001
 16.86952219885913 44.03304691580513 49.61308379243985 -40.41792774470767
 24.678204058167637]",8.034650190047491e-10,0
7,f1,30,50,340,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[48.22377458265285 -5.535200742319546 -3.8836882792487444
 19.12422260407483 -8.480225069656598 -49.72230697498181
 -43.29897536254816 79.01930812417902 13.437004500179597
 -32.494115957640176 -96.91351691262187 69.4602235253719 65.59046908790998
 63.89449562464324 87.43000159437159 48.22377458265285 -5.535200742319546
 19.61704799446393 19.12422260407483 -8.480225069656598 -49.72230697498181
 -43.29897536254816 -20.110235522856897 13.437004500179597
 -32.494115957640176 65.55137805098201 -12.90564623560644
 65.59046908790998 62.447760888316054 38.21969530802724]",5.1835268303076e-10,0
8,f1,30,50,1672,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-66.93985710066899 -79.92264115509013 -63.874964166817016
 -66.9799514789529 86.90556914736982 -80.30568561691976
 -63.892708387891695 -1.3457307501297748 -0.43867918857776544
 -52.0573992487229 -16.112674611040134 50.23357348370524 83.57002164023001
 20.66600129507225 74.97581579774797 -66.93985710066899 -79.92264115509013
 62.563507127634324 -15.38813926440416 86.90556914736982
 -31.98366731973536 -63.892708387891695 -1.3457307501297748
 89.3361603445947 -34.786725692945296 -16.112674611040134
 -60.99435202579882 83.57002164023001 -48.59905346699933 9.433133332056201]",8.617985628432587e-10,0
9,f1,30,50,70,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[75.71181710653181 39.547277024755516 37.05396674686969
 -25.412855028862296 33.04256684539337 -28.33434021470977
 51.06786479472271 74.03727545452963 -5.463225973298307 -87.53913582138814
 29.84141577351238 88.61674552360938 55.04107021230905 21.12834980548162
 43.678238987756686 75.71181710653181 39.547277024755516 37.05396674686969
 -25.412855028862296 33.04256684539337 -28.33434021470977
 51.06786479472271 74.03727545452963 -5.463225973298307 -87.53913582138814
 29.84141577351238 88.61674552360938 45.0851033369419 21.12834980548162
 -80.45838284071061]",7.880071969724195e-10,0
