execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.43900491    9.61146396  -89.56859306  -65.23494564   19.06676777
  -25.50660846  -14.8115961    62.50127004   33.10676613   29.17784012
  -39.64618418   28.1775779   117.90709188   15.32085936   33.59830369
   14.5449438   -37.79957223   77.62647564  -94.41981577  -38.26968102
  -52.68955316   47.55691385   52.23745869   42.78593559  -86.93209865
  -66.07118909   26.75605064   26.95795205   51.5470001   -18.20436299]",425.4880489138712,98931
1,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-128.72961399   17.95617052  -60.73495481 -104.89253305   -3.86238803
  -21.91506765   30.56919476   82.95358604  -36.0677453   -20.41859158
  -39.67966863   -9.27616411  131.58444649  -90.81259141   27.08113845
   27.90150808   30.07812661   87.63848979  -39.92531082  -38.30976145
  -26.30532889    1.11015511   55.7780497    -2.02707709  -46.85626205
  -85.83043504   23.87581517  -14.24682827   65.70031715  -64.76247752]",495.3491896034912,105322
2,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-139.49202098    9.14089486  -75.46334     -78.2759297    19.11733941
  -51.48047536  -10.67795748   51.22133387   45.28067528   33.07696274
  -39.69656589   25.33884515  131.31449893   14.96067057   26.692944
   93.10690856  -36.92191515   77.54715581 -113.39431259  -38.27884331
  -53.10001241   47.57606029   68.14323587   56.52557131 -110.29633945
  -45.33619989   26.82293936   40.12642822   53.3595604    -6.11773506]",425.58449998882907,98132
3,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-166.30672761   -1.18306665  -94.37648194  -56.20047467   18.84675122
  -22.91254024   -9.9976952    61.57320065   27.18439432   27.75535745
  -39.69018418   27.0689308   120.14813117   14.01159015   36.82793744
   22.27638441  -36.33852008   77.54597418  -94.193569    -38.24507983
  -52.33957497   47.58076675   46.33620111   38.44618853  -90.16406056
  -71.08717802   26.79442905   28.67176908   51.37780723  -24.4181238 ]",426.8255736687904,102999
4,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.7304       10.59769846  -88.82130611  -66.40482504   19.08848469
  -26.31678625  -14.86471706   62.57808086   33.77161378   29.68870929
  -39.69125864   28.39379751  117.82829533   15.22094194   33.28629446
   13.98593447  -37.88040422   77.5500291   -94.57519605  -38.24490416
  -52.67017486   47.58675041   52.80419914   43.6573684   -86.70618909
  -65.69155505   26.77729176   26.69139921   51.66065542  -17.5380242 ]",425.34785019812176,100672
5,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.59890017   10.72671467  -88.51068345  -66.40393363   19.11932104
  -26.22699565  -15.05769144   62.57307376   33.41591228   29.55046069
  -39.70476787   28.36700463  117.710437     15.19206084   32.89283967
   14.00485724  -37.75400055   77.49590513  -94.56025215  -38.2287941
  -52.66522188   47.60584922   52.84066241   43.3966909   -86.73869521
  -66.14286191   26.83119075   26.70782291   51.66215564  -18.12307937]",425.3725228334288,90375
6,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.67429817   11.00245765  -88.3915346   -66.57981168   19.00268559
  -26.21666774  -15.24785079   62.42787404   33.87547517   29.58537188
  -39.67795568   28.32340469  117.66385918   15.1805078    32.77227228
   13.81050023  -37.92471784   77.48701779  -94.29708143  -38.25024334
  -52.57475382   47.54571364   52.51188608   43.70009666  -86.64872452
  -65.48400854   26.79271489   26.62171845   51.6531731   -17.31859661]",425.31331215866174,137340
7,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-146.42107422   -4.28955934  -94.77853658  -54.75278661   18.82483958
  -22.86691687   -9.46966572   55.37720537   26.30716147   27.68806165
  -39.68655112   27.04205302  135.22983905   13.57414843   37.25118949
   72.97166339  -35.90545342   77.53260071  -94.23837719  -38.27046145
  -50.12999117   47.58277225   44.66102689   38.42311953 -105.00666813
  -72.60564082   26.80177088   40.95793107   51.37859223  -25.22081311]",429.4019646405475,81430
8,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.16528906   10.20383181  -89.03007887  -65.83279003   19.07672422
  -26.06542944  -14.94178849   62.47795392   33.55451587   29.35706119
  -39.68108847   28.32332719  117.73432678   15.2953702    33.61701309
   14.18016502  -37.76411544   77.53536681  -94.52816272  -38.29419478
  -52.62083542   47.5987771    52.6199956    43.21058861  -86.76775019
  -65.76961035   26.78835568   26.77034179   51.64875251  -17.96376447]",425.4290629028362,100676
9,f4,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[-169.22388935    8.95473706  -90.47510171  -64.27231312   18.99541971
  -24.78366503  -14.27253834   62.44698673   32.19924588   28.89794553
  -39.66783767   27.82458771  118.00742079   15.2651446    33.8584593
   14.93539775  -37.57125983   77.53312242  -94.36652442  -38.28062047
  -52.62046288   47.5961036    51.96264982   41.7454914   -87.07701231
  -66.48092936   26.80718812   26.92328938   51.54108021  -18.92851871]",425.644875696014,94682
