execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -39.09240767   45.00646102 -111.51467594  -42.2909693    17.49821389
 -121.47920463    9.68461741   50.96405104   65.45434558  -25.89317696]",404.343116666782,25848
1,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -39.55514596   45.08219131 -111.1569104   -43.14287421   16.56281803
 -121.5147671     9.6134848    51.0944899    65.55127327  -25.88164858]",404.2902481087629,21908
2,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -38.8003046    44.50429797 -112.67400479  -41.326124     18.51719234
 -121.68931297    9.62211847   50.86009876   65.85766719  -26.44684261]",404.4637407075632,23797
3,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -39.39890735   45.07181172 -110.35015319  -43.32411985   16.23354505
 -121.4761915     9.94105163   51.07954207   65.098576    -25.30002054]",404.23382619280926,20639
4,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -43.16747529   45.55905682  -97.71118328  -51.9666144     7.50015816
 -120.55027565   16.28952132   52.85748506   58.10305628  -21.45615836]",403.0221512112224,27515
5,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -43.5040218    45.3125933   -95.8466579   -52.80561492    6.83842215
 -120.23316297   18.21301297   53.64142185   57.0569867   -20.96267293]",402.8321183950943,19505
6,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -42.20242066   45.34359635 -101.52692738  -49.92285846    9.41304006
 -121.3331791    12.94652794   51.99464684   60.18548832  -22.58816603]",403.40373744938177,21381
7,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -38.5839729    44.84798795 -113.11988286  -41.07187664   19.07185533
 -121.5677297     9.42495283   50.80528552   66.04431983  -26.75720245]",404.4994283142683,32850
8,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -44.95021294   45.39798243  -88.01591067  -56.023719      4.56018093
 -115.42989778   27.19731794   57.29748683   52.98258248  -19.61470136]",401.9833609899017,25326
9,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -41.58094025   45.13409722 -104.28545134  -48.09528051   11.41870432
 -121.48311333   12.04852641   51.90802701   61.95673726  -23.36914137]",403.657863568541,26389
10,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -42.21179888   45.46115477 -102.70002646  -49.44272296    9.91230679
 -121.49865666   12.46848571   52.15081644   61.05177828  -22.72602278]",403.4930115838434,23429
11,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -43.76739519   45.40104772  -93.5980789   -53.56961031    6.23382222
 -119.43529463   20.48569243   54.5790197    55.91650735  -20.6460977 ]",402.62121943986006,25667
12,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -43.81915921   45.44044261  -94.87191728  -53.44394635    6.19759475
 -119.92395426   18.62853545   53.45062755   56.36644614  -20.80141378]",402.75098340413626,20658
