execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
10,f9,30,50,202,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-13.197201333341255 -22.268730978522953 19.65113425582183
 -95.76696176556901 -37.90656619525778 -26.376092852911043
 -48.67848663020069 -51.11558889160936 82.08042472126692 81.84444913430195
 7.190706777823124 -0.8367683319062706 18.728845724734185
 42.82997867091214 30.04627447847318 -13.197201333341255
 -22.268730978522953 19.65113425582183 38.49165968970064
 -37.90656619525778 -25.594219565233118 22.680759696007698
 -51.11558889160936 -27.50186328048723 81.84444913430195 7.190706777823124
 16.0127359700233 18.728845724734185 42.82997867091214 30.04627447847318]",0.002484669795724,0
11,f9,30,50,591,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[19.908679251531098 -17.028058224155586 10.127894190473768
 -56.7717708736754 -34.0390519340466 -64.957027048992 -38.72263442056183
 -14.58192746810407 -8.350408230799488 95.12106921080354 37.99543751992215
 10.697703393460145 56.72576363660039 22.994472571151874 76.78586196233857
 -99.21765778886179 -17.028058224155586 10.127894190473768
 -56.7717708736754 -34.0390519340466 -64.957027048992 -38.72263442056183
 -40.48805623937823 -24.74758760570424 95.12106921080354
 -59.184614246784804 10.697703393460145 60.98071814562866
 22.994472571151874 8.212041641088575]",0.0022017118981885,0
12,f9,30,50,188,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[88.84502721060844 -77.27965609203659 77.03553888655898 -97.32931556175079
 -36.59881506597395 -36.04440518553582 -67.2424918673259 19.5503328139323
 -27.08312361319814 20.750378311563637 50.1708921185014
 -44.601523561561265 92.6776321073796 -9.266191987662921 21.71838281568013
 -49.28135278540569 -77.27965609203659 -71.0955305662624
 59.716193561874434 -36.59881506597395 -36.04440518553582
 45.24146448813346 -58.90503899403634 -27.08312361319814
 20.750378311563637 -41.49249056340436 -44.601523561561265
 -25.428056529359594 -9.266191987662921 21.71838281568013]",0.0021694037092245,0
13,f9,30,50,429,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[94.52022278097866 -50.88817893506887 69.13441089582895 1.3382701118237037
 -68.05378349884475 -26.766293428191275 -16.813507888794348
 24.28600583401432 -6.584769810646264 -41.30330681359338
 -3.2274747867172806 -54.377359582420915 26.82142551143842
 -5.744749717190274 52.44493673549107 -31.684065000306077
 -73.04546794054896 -70.52343573607385 1.3382701118237037
 73.99401080365561 -26.766293428191275 -16.813507888794348
 -41.65880180872037 -6.584769810646264 -41.30330681359338
 -87.81037152785206 -54.377359582420915 -16.94999124597132
 -5.744749717190274 52.44493673549107]",0.0024537438201675,0
14,f9,30,50,275,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[54.63301041585936 -57.51572481938665 -21.455250595976707
 -41.308739395315854 7.216248115998809 61.50612386822053
 15.626104368315367 57.83839348532993 -24.4727935958921 12.421300567155825
 6.627276443510894 6.503194844500882 43.47751623959675 34.2428911554498
 59.61709320207348 -89.10430107900305 -18.327756423900922
 6.958002481384099 -9.474632789015828 7.216248115998809 61.50612386822053
 15.626104368315367 -17.52275528428484 -24.4727935958921
 12.421300567155825 6.627276443510894 6.503194844500882 43.47751623959675
 34.2428911554498 59.61709320207348]",0.0029321628687657,0
15,f9,30,50,287,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-15.908458977288959 -99.67104844798591 -3.706953754819594
 -66.42557303188015 -46.10349256654616 47.57916786964876 82.76963281852247
 -0.07281713429546244 59.11448001081462 39.83496468095436
 24.27326443025602 -17.216898793127868 40.00180564980792 62.69324738923092
 89.62319514140924 -15.908458977288959 29.31842081187591
 -3.706953754819594 -66.42557303188015 -46.10349256654616
 47.57916786964876 82.76963281852247 -0.07281713429546244
 -99.69388485860624 36.014505806328 24.27326443025602 -17.216898793127868
 40.00180564980792 62.69324738923092 89.62319514140924]",0.0021114287001944,0
16,f9,30,50,1089,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[83.53740154894501 -60.16747356572583 32.18460122566657 45.909530384031
 37.22480886822686 -81.88767384489827 17.55936699169611 48.16312728772559
 23.465855476804336 -12.09108344758323 30.349980602273803
 -16.78196566244823 61.88918016963527 4.3264369367460205
 56.846138049310554 -92.12719534340414 -4.719610299409197
 32.18460122566657 14.54085805365142 37.22480886822686 -81.88767384489827
 -33.542636603269216 -74.0303938405045 23.465855476804336
 -12.09108344758323 15.812742634446252 -16.78196566244823
 61.88918016963527 -70.26115121121921 56.846138049310554]",0.0020012339491095,0
17,f9,30,50,391,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-11.999595938378803 -37.89603127092247 42.23462701376377
 -43.8010254525669 5.732505717434464 99.75229005804349 -12.120822043594217
 29.814469987261702 -16.239241198192815 -13.60803662493744
 54.07614200020413 8.94037450166816 2.7676112024289665 36.65697007336425
 -12.81111775982815 -20.79051279059469 -37.89603127092247
 42.23462701376377 -43.8010254525669 67.85695194795525 99.75229005804349
 -88.92826339301926 -64.01320836412651 -16.239241198192815
 -13.60803662493744 -48.339373202479294 8.94037450166816
 -9.929606373954968 -91.80201555400988 -12.81111775982815]",0.0026483071981705,0
18,f9,30,50,97,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-54.879872409353815 7.937584499313701 -0.14059997787387601
 42.422283573734774 -10.89375063694682 33.32472196810815
 -93.23427118884271 -17.461919731834726 -11.94507642603591
 24.813533868281908 -11.290636687374715 1.0452367201989006
 -17.066255228445144 70.36026767249774 64.67679126814375
 -54.879872409353815 -39.59652102243734 -0.14059997787387601
 42.422283573734774 -10.89375063694682 33.32472196810815 33.63603062141536
 -17.461919731834726 -11.94507642603591 2.6708760612706044
 -11.290636687374715 1.0452367201989006 -17.066255228445144
 -51.659885104261626 64.67679126814375]",0.0023785720154389,0
19,f9,30,50,171,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[6.53721611145393 -27.70815028129114 71.45489437021908 -53.25786532855488
 -7.342073666076317 22.930885571108533 -98.95645868924849
 -15.349897590975075 72.44316652951684 47.739232591082754
 -41.182621868304146 -30.64680247776556 -4.966653839587877
 88.84777166258709 86.29202449963165 6.53721611145393 -7.853284844297434
 -66.43935045047083 -13.022702485285436 -7.342073666076317
 95.97732023632341 55.23132999069139 -15.349897590975075 -64.1340549575624
 12.61248599237284 -45.250240192151225 -30.64680247776556
 35.62119461487845 30.254060490267307 86.29202449963165]",0.0024506912228878,0
20,f9,30,50,69,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[58.79727620969226 -33.549611975342515 89.07918228878285
 29.443567517156936 -42.01297339565855 -39.84980034543757
 -78.07890264267886 40.79280148695989 -25.684107736449775
 -56.33926113867198 6.928431666890788 8.945441074026064
 -11.958562130560793 65.57231578962643 48.62422681355571 58.79727620969226
 -33.549611975342515 -44.2195479805598 29.443567517156936
 -42.01297339565855 -39.84980034543757 -78.07890264267886
 40.79280148695989 -25.684107736449775 -43.955621542433335
 -62.364500562640465 8.945441074026064 99.31701440886965 65.57231578962643
 48.62422681355571]",0.0019826599776582,0
21,f9,30,50,308,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[76.42144182637941 -26.977550631602924 54.40510010606263
 -59.54850988457816 -45.94720254010012 -9.717524493295699 26.2862340759565
 16.386735499084935 47.19628616018724 -13.926432429448269
 66.41791190730203 -53.49312359277712 31.788231156773463
 -0.11362496993456261 12.46169933831493 76.42144182637941
 -26.977550631602924 -48.06771595552275 65.98815781283 64.03478132048198
 -9.717524493295699 26.2862340759565 16.386735499084935 47.19628616018724
 -13.926432429448269 -69.30241798945198 -53.49312359277712
 31.788231156773463 -0.11362496993456261 12.46169933831493]",0.0022100514379792,0
22,f9,30,50,529,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[63.82448377594153 -68.42881716630156 83.9263421555919 -36.83907696136248
 -34.47276422457004 29.81830263823514 28.327671970602722
 -5.093334189978478 4.4952835346146145 20.587918619161428
 59.82232367658477 -2.1760376420689056 99.21617181745029 35.80783901237007
 12.361626016034919 63.82448377594153 -68.42881716630156 83.9263421555919
 -36.83907696136248 -34.47276422457004 29.81830263823514
 28.327671970602722 -5.093334189978478 4.4952835346146145
 20.587918619161428 -32.67616818156722 -2.1760376420689056
 99.21617181745029 35.80783901237007 12.361626016034919]",0.0020543842562838,0
23,f9,30,50,179,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-15.680694766768056 -69.6417010525541 69.95690568377563
 23.448298751386346 -86.43613903404501 92.59738848229102
 -50.17492570049529 52.80597244788444 50.94746711864076 -61.39935985108704
 75.85517377094737 32.543524840792315 -48.326090488571374
 6.163966227379063 6.281455527605445 -15.680694766768056 -69.6417010525541
 8.95558823934934 23.448298751386346 -86.43613903404501 92.59738848229102
 -50.17492570049529 52.80597244788444 -49.359565186592945
 -61.39935985108704 -82.93629576557062 32.543524840792315
 -48.326090488571374 6.163966227379063 6.281455527605445]",0.001758405966245,0
24,f9,30,50,236,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-55.09039709570729 -11.558888887719661 33.171534627621355
 -52.54225472910654 -6.845186828364277 91.02847569279362
 -44.27747305141223 15.585889586268834 14.164845425244806
 18.638151372691667 53.78781565232555 -66.32101193117708
 -22.264651077899074 -22.173397367507633 12.912410195779685
 -55.09039709570729 -11.558888887719661 33.171534627621355
 -52.54225472910654 -6.845186828364277 91.02847569279362
 -44.27747305141223 15.585889586268834 14.164845425244806
 18.638151372691667 -82.43105822876666 -66.32101193117708
 -22.264651077899074 -22.173397367507633 12.912410195779685]",0.0024417385106083,0
25,f9,30,50,378,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[64.73889038500985 13.365921871997628 7.894886194522144 42.36264426522786
 -9.269805032169856 -15.706538599970827 -72.99047478629856
 -3.636392412865419 -30.026563548787905 -16.87927804694212
 42.24791928508145 -82.43728601445545 61.665637492747805 88.93297524916386
 46.29244250573353 -18.710519313384182 13.365921871997628
 7.894886194522144 42.36264426522786 -9.269805032169856
 -15.706538599970827 -72.99047478629856 -55.15873927414307
 -97.7724668054644 -16.87927804694212 -4.453725636252244
 -82.43728601445545 -42.96976955496517 -15.214835751827266
 46.29244250573353]",0.002487668689418,0
26,f9,30,50,195,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[68.47224833015554 -19.009891873598278 64.02722679383018
 -98.79292965856553 -11.901900998277725 3.812816125096248
 -79.31572169070367 36.0954147280807 -4.959321378174835 79.18864327195638
 9.056324723210125 27.31294253526511 57.19618801340229 46.80368015592123
 19.766745598220822 68.47224833015554 -19.009891873598278
 13.746419563376946 1.27727230201549 -11.901900998277725 3.812816125096248
 -79.31572169070367 -95.34049124510085 -4.959321378174835
 79.18864327195638 9.056324723210125 27.31294253526511 57.19618801340229
 46.80368015592123 19.766745598220822]",0.0022973461151606,0
27,f9,30,50,302,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-32.97763439588333 73.2293553644275 -37.16025076901541 -54.02405362553442
 -16.712548751701235 40.271058634016384 -56.672004307997085
 -11.440482263171575 59.59704509923088 67.32138531531476
 17.066283434451563 12.789832118555353 13.968048785324314
 25.421736294668747 -42.305403721862625 -32.97763439588333
 75.47315504971158 -37.16025076901541 -54.02405362553442
 -16.712548751701235 71.87020530127012 -56.672004307997085
 0.5137926257124974 62.43885692188965 67.32138531531476 17.066283434451563
 12.789832118555353 4.242025575784325 25.421736294668747
 -42.305403721862625]",0.001741908063851,0
28,f9,30,50,434,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[26.233544918140453 -63.079552191097974 -12.273359704183989
 -62.24167218177059 -25.413928384683018 14.22531653015649
 -7.246622322448147 -17.166583031214614 -27.309726505845873
 -59.619532117839455 -52.871030056954325 43.59756552745674
 57.960444714530155 84.77576765680718 69.27912783262366 -80.47963683779058
 -63.079552191097974 -12.273359704183989 32.00058638245335
 1.7119667751418035 14.22531653015649 -7.246622322448147
 -17.166583031214614 -67.53486044058343 83.12944096195179
 -52.871030056954325 43.59756552745674 57.960444714530155
 -52.4025393675351 69.27912783262366]",0.0025436358105877,0
29,f9,30,50,87,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-48.81702508762233 -21.68861649009331 74.46180936856447
 -47.00627423433337 -34.37729624486681 12.008832935618912
 -27.81170813578977 -13.727953754674786 25.657201433386234
 85.90540441534625 70.92110267785827 -26.82837975416146
 -1.5217647398870753 -2.5643220649668876 78.3688643069739
 -48.81702508762233 -21.68861649009331 -12.99702702141036
 33.63740912140503 -34.37729624486681 -23.0953980339293 -54.72072146175879
 -13.727953754674786 23.28528577315106 54.82022828547005
 -98.83519087000828 -26.82837975416146 -1.5217647398870753
 -2.5643220649668876 78.3688643069739]",0.0025028037244924765,0
