execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
0,f7,30,50,183,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[23.527099415175414 53.99343725001776 18.174552249634644
 22.793191193179197 -15.062906249698756 -30.00143127396622
 55.48151236975062 16.638566198105636 -93.38508170489888 76.34404246676795
 -10.772897468159613 53.83110499771823 8.009592738738377
 31.408735383284636 66.09526902419191 -36.35329816458752
 -46.92210181211092 18.174552249634644 22.793191193179197
 79.33425860806841 -30.00143127396622 4.135558296510709
 -43.828101073551466 -26.504935549614544 -15.029215759662094
 -10.772897468159613 53.83110499771823 8.009592738738377
 31.408735383284636 66.09526902419191]",0.0023505344653785,0
1,f7,30,50,146,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-10.421294764818967 -14.67216834637128 40.70386622101623
 53.555438429454796 68.94688907844437 22.786800476940172 23.14085744078976
 40.86267967678191 -21.02990390787211 40.05788752668994 -9.653370261704936
 34.34595696348407 37.03459938153992 0.6010390101909451 14.654454309936924
 -66.03391608708623 -14.67216834637128 40.70386622101623
 -18.181833616628012 68.94688907844437 22.786800476940172
 8.802023762787627 38.18842841323371 33.423757739840795 -94.54255529650624
 -9.653370261704936 34.34595696348407 37.03459938153992 0.6010390101909451
 14.654454309936924]",0.0014627945329068,0
2,f7,30,50,103,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[40.150469321431245 11.572201763264772 74.02917867380029 32.39355808794153
 56.331885133216275 57.55326912276357 -43.946342445960255
 14.562457553071354 -26.319353993597545 82.69909808265595
 -21.84759491131028 86.28300417452058 86.59705415598208 6.480802817826131
 63.78770844204334 -23.494440032779522 11.572201763264772
 74.02917867380029 32.39355808794153 56.331885133216275 57.55326912276357
 -43.946342445960255 6.602624727080837 7.12027816416682 20.673138439863266
 -21.84759491131028 86.28300417452058 86.59705415598208 6.480802817826131
 63.78770844204334]",0.001583606916502,0
3,f7,30,50,111,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-32.91325633305888 71.32570392345133 76.78709282369658 3.3568731686490594
 13.413310088254931 31.34977300594494 10.166519175326655 82.70716243386181
 16.12315308932108 68.78949842132016 52.4476798858509 0.7541131720548009
 49.92180584618245 -34.23695815849331 12.997342393523724
 -32.91325633305888 71.32570392345133 76.78709282369658 3.3568731686490594
 80.9051308529146 31.34977300594494 10.166519175326655 59.774796237748916
 16.12315308932108 -73.44955327994722 52.4476798858509 0.7541131720548009
 49.92180584618245 -34.23695815849331 12.997342393523724]",0.0010492991875911,0
4,f7,30,50,334,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-13.041693519110837 -16.64473906432748 65.2045734050439
 -11.09186709313991 12.630646985985152 22.02128006370438 59.23687571023834
 87.22822904704918 -63.584998456651974 42.68348659809237
 -11.488068925320931 72.49422446219941 -17.182733635121934
 -58.04358741378943 67.46181723235782 -65.29030251666263
 -16.64473906432748 65.2045734050439 -11.09186709313991 12.630646985985152
 22.02128006370438 59.23687571023834 -2.646577293752898 97.62546159314016
 -37.1028959607727 -11.488068925320931 72.49422446219941 67.69262425991852
 -58.04358741378943 67.46181723235782]",0.0018521111233647,0
5,f7,30,50,104,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[47.688059239794 62.380478236082126 79.71423097694466 -16.269179992620096
 46.11825320134042 -18.412477421801057 40.52491862399245
 -23.864588535321474 -66.88696879934524 57.788979158005816
 -8.485624857854518 -7.902831459029613 -21.32421030740339
 20.161423405230636 54.27873140129046 47.688059239794 62.380478236082126
 79.71423097694466 -16.269179992620096 46.11825320134042
 -18.412477421801057 40.52491862399245 -23.864588535321474
 -66.88696879934524 57.788979158005816 -8.485624857854518
 -7.902831459029613 -21.32421030740339 20.161423405230636
 54.27873140129046]",0.0010024910494167,0
6,f7,30,50,453,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[54.176193261575946 -26.43506821317756 41.02078714427762 30.53174816694323
 -72.97599285756652 -14.644093944559032 -14.247047511555323
 45.1321656578904 7.1454641078420025 37.418717397672026 9.147912609263727
 50.93531244047642 3.8548781304665027 41.41855194076115 80.1524340328238
 -62.279755993345454 -26.43506821317756 41.02078714427762
 30.53174816694323 -72.97599285756652 -14.644093944559032
 -14.247047511555323 -44.60285970957176 7.1454641078420025
 -49.58463278050276 9.147912609263727 12.199911977698562 68.74835036792672
 41.41855194076115 80.1524340328238]",0.0016515935648202,0
7,f7,30,50,339,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[44.69303556618826 26.43042848033869 7.111675491289077 -14.589301397254474
 60.22704281367294 63.659095211618904 83.25367037982053 58.56297107132778
 -55.277272322200545 91.54236952355376 21.59041382198204
 -9.103563677757222 3.080436732694409 21.69597011465916 98.05979798411403
 -21.748789893358264 4.5812402056690615 7.111675491289077
 -14.589301397254474 60.22704281367294 63.659095211618904
 83.25367037982053 -2.678619288637222 -24.75051717954186
 -59.19728269404179 21.59041382198204 -9.103563677757222 34.66448904496349
 98.4787732908967 10.263902431461418]",0.0018765551353912,0
8,f7,30,50,334,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[58.03450826765712 -11.43707799593021 50.27163935716041
 -11.987729319982037 45.944471493477295 29.6090913455119
 -45.378769487175276 39.677839447956075 -93.7008685536789
 -59.5315038096778 33.13266286051723 -12.775523868533512
 -47.79850873183826 -1.03797564192989 67.4886501122761 16.72180247780601
 -11.43707799593021 50.27163935716041 -11.987729319982037
 45.944471493477295 29.6090913455119 -45.378769487175276
 -69.71453123580514 66.90150763088917 -59.5315038096778 33.13266286051723
 -12.775523868533512 92.57050112252799 75.01700880316099 67.4886501122761]",0.0013251654040043,0
9,f7,30,50,167,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[60.74795400246356 45.817124125282504 31.588513973372926 47.69256683127827
 -57.43722764736836 -28.33434021470977 43.46701302396255 74.03727545452963
 -79.78174062186591 64.14155065978036 29.84141577351238 70.88090229408078
 55.04107021230905 21.12834980548162 29.366675262983875 60.74795400246356
 45.817124125282504 31.588513973372926 47.69256683127827
 -57.43722764736836 -28.33434021470977 43.46701302396255
 -79.54185967714689 35.46073965914965 -23.309289732338854
 29.84141577351238 70.88090229408078 55.04107021230905 21.12834980548162
 29.366675262983875]",0.0013550466840235,0
