execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 55.36103503   9.18684005  69.09077249  33.04198829  12.92144926
  51.54941117  60.60470346  78.97721048 -77.39997603  58.08251782]",700.1156052298599,17667
1,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 58.341298    17.68680717  68.73741869  29.56700006  13.24655442
  50.46355386  61.9866989   83.06955971 -78.36053505  56.94973504]",700.9252448993991,17494
2,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 58.0306011   10.46536504  68.73917421  30.72371184  14.58901341
  49.7529337   62.82262322  77.24196268 -74.78281625  59.55460605]",700.3662237682205,12848
3,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 59.00265714  11.21502038  69.80541365  33.80173736  13.33566221
  51.52700486  62.4540704   79.09010049 -67.52583788  60.28364832]",701.6561274935717,14505
4,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 55.54462126  10.33263935  68.73473712  30.96659569  16.20951295
  50.52579152  63.42409809  78.34023262 -72.5780302   58.0376159 ]",700.7128100956695,13146
5,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 57.71575846  10.45663513  68.19681105  33.01678747  10.65614324
  52.09477098  61.97296933  75.02839808 -68.26974391  56.31410904]",701.5279866583738,14559
6,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 58.06609682   9.56654044  68.38406578  34.30191645  13.57165752
  49.37769996  59.59716257  78.97575836 -74.86405316  60.71626403]",700.4204121727149,16633
7,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 58.16185604   9.32828356  67.84696252  33.7887375   13.66613318
  49.58770227  60.85287183  78.92984133 -80.96856963  58.17167434]",700.1378055221456,15743
8,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 57.38129393   8.10211433  68.55810886  33.041988    11.39541411
  50.98655872  63.73283448  78.97720994 -77.39997764  58.08251799]",700.2536170889254,16796
9,f7,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-0.5, 3.0]",2.0,2.0,"[ 55.54463088  10.33262073  69.80365539  31.21689343  11.99322308
  52.23760949  63.42408562  77.37595813 -67.2433434   58.86777066]",701.6161485049828,15158
