execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
20,f4,30,50,88,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-47.617528399090794 71.17774190171099 -62.04481487673543
 -48.88052484049539 57.42861965561235 26.586794573572917 51.87011036926347
 39.8674007541637 55.41796489892846 -39.859018194736315
 -28.741433671844547 -49.40416638927692 25.21052976033235
 11.860049303820759 26.84774470546934 -47.617528399090794
 -92.58323781624016 82.30618075547363 -48.88052484049539 57.42861965561235
 26.586794573572917 51.87011036926347 39.8674007541637 55.41796489892846
 -39.859018194736315 -28.741433671844547 -49.40416638927692
 25.21052976033235 11.860049303820759 26.84774470546934]",5.891522486717522e-05,0
21,f4,30,50,97,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-22.45931054745884 -61.73799848599397 -77.90442155612777
 -57.98080975007731 61.01582466014082 -14.925233502350238
 -25.58280624640065 92.65506859372837 -71.8172186862194 -80.4972427650306
 -57.41148471592361 -5.73596860169161 18.718927881306556
 37.066175863489775 95.56617998485194 -22.45931054745884
 -61.73799848599397 75.65340175733999 -57.98080975007731 61.01582466014082
 -14.925233502350238 -25.58280624640065 92.65506859372837
 -71.8172186862194 -80.4972427650306 -57.41148471592361 -5.73596860169161
 18.718927881306556 37.066175863489775 -10.881705789479625]",8.17252047516863e-05,0
22,f4,30,50,125,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[37.64366497852282 -56.44639602415171 -24.273291958055097
 -57.113222684605546 27.71247145463751 41.676238762641674
 -55.43070565965418 -3.2506217921829546 -51.08894076243799
 -96.19256251310505 -6.542454052336893 -80.96911726074117
 -5.581971029914882 -64.8677949461569 35.85809568333289 37.64366497852282
 90.6296497869709 -24.273291958055097 -57.113222684605546
 27.71247145463751 41.676238762641674 -55.43070565965418
 -3.2506217921829546 -51.08894076243799 -96.19256251310505
 -6.542454052336893 29.025034856122772 -5.581971029914882
 19.408163533594887 35.85809568333289]",2.694050360044304e-05,0
23,f4,30,50,70,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-39.918062126703816 -33.38523864521754 -40.35341917847675
 -13.360563848170585 -9.409849834246458 -41.93686542849111
 14.422189992007077 22.66205065243949 75.20207472131261
 -12.730460380929458 4.0829035205325965 -4.404483324352128
 27.544491005062795 3.460878475040417 19.236480074924927
 -39.918062126703816 -59.48045870912908 94.88904600968624
 -13.360563848170585 -9.409849834246458 -41.93686542849111
 14.422189992007077 22.66205065243949 75.20207472131261
 -12.730460380929458 4.0829035205325965 -4.404483324352128
 27.544491005062795 3.460878475040417 19.236480074924927]",8.664486758355168e-05,0
24,f4,30,50,102,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-53.66056067019993 -60.122464339634554 -85.85306123627862
 -53.19690028923289 -46.96250543968215 -36.42103226223918
 -46.05443008832086 -11.863508274705055 28.19549094826209
 -75.47399289255065 51.4404705715412 -33.399015381267304
 20.228893856533688 58.554416667905315 85.62728759704535
 -53.66056067019993 -60.122464339634554 11.71685848271187
 -53.19690028923289 -46.96250543968215 -36.42103226223918
 -46.05443008832086 -11.863508274705055 28.19549094826209
 -75.47399289255065 51.4404705715412 -33.399015381267304
 20.228893856533688 58.554416667905315 85.62728759704535]",4.527181874261342e-05,0
25,f4,30,50,158,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[11.848412300312347 -81.112081925043 -35.27927229523074 -49.66823027146796
 39.61633386971394 -16.038409375685973 -16.967333521431442
 23.39547767106589 75.58068776376777 44.813600855681045 -36.03351265201713
 -29.834922226716316 94.96587104319988 13.37353477910959
 -16.397936939350984 11.848412300312347 -81.112081925043 88.41533285932755
 -49.66823027146796 39.61633386971394 -16.038409375685973
 -56.94424570148564 23.39547767106589 75.58068776376777 44.813600855681045
 -36.03351265201713 -29.834922226716316 -59.421186955783575
 13.37353477910959 -16.397936939350984]",3.4152006757631084e-05,0
26,f4,30,50,77,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-38.740505405128104 26.652749872381335 -69.895126591562
 25.734764287300308 -54.449369181150416 -79.99565537699647
 91.38379010433815 -10.405733258821698 52.94147333369722
 -10.168452912457823 -78.11824541886598 -8.890448941717551
 90.99951657484701 11.24424813222096 41.520542507255925 -2.90152919929416
 26.652749872381335 57.05013673539469 25.734764287300308
 -54.449369181150416 -79.99565537699647 -75.69309295350656
 -10.405733258821698 52.94147333369722 -10.168452912457823
 -78.11824541886598 -8.890448941717551 -34.431771609826484
 11.24424813222096 33.13140804788031]",3.750661301960606e-05,0
27,f4,30,50,90,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[48.36552948254814 -84.13993265934701 -19.283749056044613
 -65.83527494505304 24.220599269737136 -21.338960050112348
 81.16800824626017 86.73772092029014 -76.19072163267117 7.643489419221638
 7.1540476801022095 47.52600018677299 41.79537674400024 6.8496656219684695
 7.705041887434902 48.36552948254814 -84.13993265934701 67.88013834187115
 -65.83527494505304 24.220599269737136 -21.338960050112348
 81.16800824626017 86.73772092029014 -76.19072163267117 -66.39779815211679
 7.1540476801022095 47.52600018677299 41.79537674400024 6.8496656219684695
 7.705041887434902]",3.586303451612014e-05,0
28,f4,30,50,400,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-72.14826180164053 66.64679393671048 -66.00615366434843
 -91.49547241662268 -7.25537144475814 -70.98231785031663
 28.306766633671288 49.29084382654514 -16.34969674302384
 -77.27957642189575 41.41134227101253 7.460859412074612 -24.23222684032082
 32.395052507940306 5.279865735029546 -72.14826180164053 66.64679393671048
 -27.04673982087695 -91.49547241662268 -62.47909083498189
 -70.98231785031663 28.306766633671288 49.29084382654514
 -16.34969674302384 -77.27957642189575 41.41134227101253 95.63125571694232
 -24.23222684032082 32.395052507940306 -43.543061210166286]",7.420900695411702e-05,0
29,f4,30,50,62,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[-43.01880695447464 -67.3990427418387 46.702867878290135
 -50.232888059716394 92.0353128935688 -93.66566907885787 9.65150361559013
 53.12376136143874 88.92905801195502 82.94216450912731 -5.745826593492765
 47.92098331165505 40.19636262747548 83.10369570738558 13.016509625707172
 17.324318029868223 -67.3990427418387 46.702867878290135
 -50.232888059716394 -98.20128552846236 -93.66566907885787
 9.65150361559013 53.12376136143874 88.92905801195502 -96.49162104543672
 -5.745826593492765 47.92098331165505 40.19636262747548 83.10369570738558
 -78.32917002793593]",5.809926124943002e-05,0
