execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-91.17287546  -3.99846967 -99.93608788 -33.73670207  28.02296188
 -24.3787757   41.46360993  59.47096259  31.61951307 -31.64702142
 -18.3779048    5.43203212  85.98699908  39.01924392  48.14254177
  61.74462519 -14.67598764  70.81453652 -80.78755584 -78.46036245
 -32.20374185  14.54981905  41.00016656  34.00846593 -93.46563157
 -52.18294125  24.09107781  23.19887868  37.86698411   4.12044787]",534.3635279290573,113815
1,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-89.56774901   7.45236341 -79.82937927 -59.81948431  28.9507045
 -57.8720316   25.17701278  54.18678233  56.07343501 -22.66489184
 -17.2158024    6.81771021  86.48686411  39.24434986  32.1633652
  92.0060805  -12.33189904  83.09564481 -98.06162494 -79.53559253
 -31.25800963  19.10638348  95.31722676  54.44636081 -99.99869657
 -47.46082596  22.86881874  23.04987305  40.6215751   22.07629035]",469.6374250291442,127810
2,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-81.36217047   8.47194644 -77.22523752 -73.89605814  19.79406613
 -56.82814037  31.93907209  62.26868355  39.07124107 -35.43046981
 -18.76253716  -5.75689007  89.91377593  18.52419784  37.67809101
  94.12431626   8.77224528  86.82847233 -77.48839167 -81.24305598
 -22.45808629   7.15452217  99.56339775  44.14147483 -93.11678934
 -51.87884714  21.31945103   4.33625075  44.72182973  13.8885912 ]",482.46099894839375,119597
3,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-81.67122964  19.56476268 -76.81919761 -71.2935416   22.78368269
 -58.50817792  39.2053877   58.79250158  44.882686   -28.71940806
 -18.08715883  -3.8997376   91.25831788  23.66448613  34.99599681
  95.29743134   2.89178039  84.19874085 -83.15232    -79.96216581
 -24.02988017   9.68674861  74.00688683  47.25220307 -94.93657963
 -30.59488502  24.02214612   7.20995251  45.22191817  18.10693492]",473.7009117389538,125907
4,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.45616095 -20.84429152 -84.88225816 -46.78757796  11.52386323
 -34.5786476   33.60024002  70.51006999  13.97549406 -25.40939719
 -32.60490227   1.35644713  97.59793803   8.90884249  45.37395838
  52.96467418 -20.91492579  88.9830841  -78.91348987 -46.45986911
 -43.3478928   14.28556151  59.31140466  21.26949095 -90.61397815
 -66.30867318  15.17349635   4.05141333  50.38421385 -19.11823923]",584.5102307406786,115136
5,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-94.45212686 -11.89193485 -96.5645825  -37.43449482  24.44440584
 -19.59867357  30.30194151  59.84638274  33.55394957 -30.31568598
 -18.76213169  -4.71338379  87.76702362  33.06086383  41.15237212
  74.27391258  -9.32192288  83.19404869 -82.54884058 -78.47972793
 -30.91476199  16.95339713  81.48567688  32.67562858 -98.26355732
 -67.03976258  22.46925908  16.0257105   39.62834946  -0.6614803 ]",537.67352840799,108750
6,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.90223099 -21.72527143 -92.43980238 -33.9647063   30.81816663
 -28.78606743  33.53929698  57.23250532  41.36056186 -31.07129562
 -25.31479346  16.61095149  81.38976163  42.0149525   37.39442246
  45.27555778 -21.82459958  81.58149528 -78.99093246 -79.40728756
 -40.11248878  23.58904782  51.84024902  42.84454603 -98.58419232
 -75.96518873  17.76525417  24.89247881  36.9913506    7.84858856]",544.7656614967337,114939
7,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-94.64796692   7.4190725  -92.89236765 -34.06251048  27.36690085
 -25.49498759  14.7418288   68.92839733  27.50571046 -33.32081773
 -21.09059927  18.06911974  90.60839764  35.46164097  45.76260028
  46.10408393 -31.78902948  88.21507224 -77.15421377 -68.23594886
 -38.56526076  28.21767009  24.84773148  34.51339634 -99.80978137
 -86.12181578  10.11251009  40.32309353  37.41309095   4.88452647]",538.2499571857239,124501
8,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-85.12767077  15.79278884 -68.81429864 -85.54232056   6.80788002
 -54.59837435  42.18791547  75.55411602  24.42086136 -32.21695863
 -32.44142735  -2.98658789  99.64214869  -0.92172554  44.11643035
  98.68870225   7.07012241  84.23430147 -84.89105873 -48.72267374
 -39.71304567   2.18837811  80.76909186  37.65057178 -80.67062247
 -42.96018251  22.11246042   4.27656484  62.36761232  -2.50323082]",537.2403682038514,98005
9,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-89.94575535  10.57795301 -94.86782611 -33.80846603  13.39954502
 -30.05170396  19.522757    45.85271132  20.55099276 -36.48496084
  17.6581975   25.93748407  99.96853643  32.75617696  52.24438686
  -0.36806072 -42.72959677  51.15204285 -69.86331478 -50.79258943
 -55.19695564  15.05299688  18.19412977  35.17317782 -96.22032821
 -57.32613708   5.11060255  35.54670704  19.07267329   6.70395858]",479.1966059856604,112188
10,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-91.05277865  13.46952241 -89.16268493 -38.39217616  12.74827264
 -25.10551876  31.62716193  56.2213661   13.90533332 -18.4866617
 -11.76318978  21.11572932  99.86827384  29.74649162  59.6290474
   3.13221616 -64.44169023  60.28941802 -79.01912738  -8.78846685
 -47.82201139  10.14792715  19.30721824  21.46460531 -88.23072335
 -62.01502901   6.23447972  36.0962439   26.77296114   0.19349831]",526.9041282326867,132763
11,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.92112036  13.90954751 -90.69850395 -66.01111021  21.37803384
 -58.52682358  26.73960091  28.33604815  58.65114246  -6.25051232
  -9.68301884  13.47727146  90.56387906  37.72646761  43.52769861
  88.95193927  -7.44169702  56.61224175 -97.79067571 -68.25168072
 -49.74549609  26.53554053  57.10400929  62.36208084 -97.90227618
 -17.50380801  26.60097244  30.07444794  37.2166468   11.41687987]",494.601080320335,105196
12,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-87.65631197  18.26899178 -89.95660011 -61.48329249  21.99100105
 -57.23753994  29.71407492  34.22196097  51.43274655 -19.47883857
  -3.82560134  17.18411736  90.91986948  38.53969687  44.79816524
  84.7997361  -14.09430968  59.1305684  -99.76454685 -70.42424923
 -48.42215908  21.2601102   54.92666021  58.85896526 -97.31290447
 -22.29780176  19.47998727  37.05762756  31.91183748  12.70001533]",501.84265473281874,106434
13,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-91.560873     4.60746506 -64.32874377 -47.2989775   14.04549593
 -45.88903105  18.13059168  65.07437333  46.13761488 -24.32786683
 -10.72228547  21.38385272  99.38179302  20.00214194  16.86168756
  77.99171771 -46.20753599  91.05249395 -91.35049562 -47.81303117
 -54.83033497  21.50764363  70.93225096  49.6378726  -99.52032065
 -51.34835268  -0.32850671  35.50626411  33.31075102  -4.53352863]",556.1318479253719,122018
14,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.29264618 -15.76580424 -88.52178423 -36.03605195  28.21702652
 -44.96738276  33.17921757  59.55103228  39.38670907 -30.47841525
 -18.59547762   3.59683086  82.67939297  32.36901893  35.62323679
  69.21047086 -10.71948241  83.75889097 -91.86283867 -79.18073075
 -34.06213057  21.10309489  68.43413235  41.08702782 -99.94469737
 -54.62683399  22.00384987  16.58526431  40.91894401   4.46914653]",526.8662330650491,119999
15,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-99.7484718   -4.06651201 -67.117374   -91.35712632  -5.09742365
 -52.77817121  63.97708857  90.26941938 -41.76696725 -54.465187
 -31.07534612 -16.96373593  94.97311228 -79.32928022  66.81226036
  82.91593161  74.35759495  60.85930553 -58.45350551 -53.69893253
 -27.60903679  -8.3237556   37.81632512  14.88949021 -62.48146308
 -36.77996039  26.58549137 -13.06469325  64.09588362 -46.0480923 ]",576.9108552220662,113975
16,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-97.14222198  31.55245154 -87.13088396 -57.46043825  32.8673097
 -43.26582859   8.03982591  52.59147983  49.8000343  -19.85317061
 -22.54106324  25.79953035  98.15791778  42.92373773  34.87868818
  86.13986583 -18.8804413   81.93345194 -84.25696239 -74.47373084
 -38.84464442  29.23467829  50.74022714  53.87391672 -99.39064512
 -72.58466888  21.20409076  40.78231146  40.51428676  20.49289534]",551.0974864017888,104402
17,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-92.54768321  -1.06129442 -92.80968724 -30.68899219  15.78129957
 -27.5398396   21.83179505  62.22180053  23.87189969 -40.47138626
   5.19150506  18.17623084  98.97453847  31.15114917  44.60214621
  18.25449954 -35.67107471  76.63997653 -65.95846592 -63.65282637
 -41.43729659  13.55391183  30.55475798  35.12425148 -99.33177474
 -76.74961341   2.0911636   31.4910743   23.50095568   2.63135634]",520.4435192311753,108809
18,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-95.65172078  18.31055017 -87.94244152 -66.08325752  26.63581253
 -57.34363702  37.11614911  50.94080245  57.57234508 -10.87226336
 -19.70629826   5.17776209  90.41670319  35.2055013   39.91713788
  97.71397983  -5.27488552  83.64735013 -96.82637083 -77.49036272
 -27.61807376  15.74812234  70.15392851  59.28608709 -92.35567347
 -28.09086122  23.19550857  15.62712239  43.00581616  12.82271704]",476.1326726590012,114370
