execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-170.06649926   -0.36152374   58.97604935   51.12240652  -27.92891807
  -61.7094475   -89.09187219   64.77727464  -71.22098824  -59.57490762
  -76.34469425   23.86845164    7.02169594 -102.819393      2.92709328
  -72.24359988   56.0682055    18.8713012   -65.01116547  -52.15562922
 -133.00422308 -145.38182058  -17.19012969    7.14425947  -68.98917231
   43.0984395     7.66276903   72.45639238  -45.95197475  -90.83870223]",606.1166271997096,158294
1,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  13.39463028   -6.20386924   59.19065689  -64.05741936  -25.48593426
  -58.94336563  101.17507444   99.27166385   73.52659573    8.134241
  185.32945455   13.18640133    6.99126642   10.29372565    4.69740743
   15.25655527    5.06543102  -47.79895673  140.3778326    24.31150378
  -80.74340477 -102.28735394   17.23895969  112.52343241   70.27180427
   37.70543022   85.55914711   75.06854538  -58.12858943  -58.65327281]",606.3823488701454,120940
2,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -16.43460985  -59.46783406   59.19056518  119.36313973   47.06961036
  -67.12418019 -158.89688441  -42.77702347    5.66841883   61.32499439
    7.17953542   -4.4780811     7.02174898   67.37787236   -1.12401163
   78.88986203  -45.2669985    89.8952725    63.82906673 -139.49876407
   23.90561395  -30.99464567  -21.43837992    3.91766917  -92.41244279
   14.81625669   50.92396871  -80.25560754   41.67571719   43.86654996]",605.3995918922634,122101
3,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -66.96870814   61.58281619   59.19165158  -25.49767309    2.81413736
 -137.00027338   -2.23522254  -70.98543      43.81367501  -29.55165128
    7.37421062  -38.33215944    7.02201289  134.85033748  -82.13418792
   78.91142766  -44.95246321   40.08843493  -66.6822976    60.88695116
   12.62671897  -28.05448667  -21.45133151   33.1920099   -46.7208424
  -37.15604793  114.24540438  -63.75379249   70.61047072  -31.07096938]",609.5078328448149,144597
4,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -29.63355545  118.63240172   59.1905342   170.30332709  -64.27177231
   33.54418842 -124.09843592   35.02088958  178.37117313   48.88429618
   40.44177641   24.90819189    7.02174935  -37.97964944  -87.3829796
   47.75054371  -52.8192951  -141.22149114  -76.75208598   65.18591769
   81.27558093  -18.66462494 -216.0328022  -109.52902291  -61.57901779
   15.62797877  265.70202523 -177.30531467  -18.63982162  -54.51662692]",606.7860568773215,137033
5,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  -9.29957468  101.24132511   59.19056931   29.06955926  -48.31131207
  -46.60655453   -6.16597338  -42.95436823   65.3847394   -53.21127978
    6.45828654   19.63559266    7.02174945   45.48773399  109.0152999
   78.17892739  -46.80707883  146.90338056  -88.42600507   30.0343709
   11.05668194  108.57594764  -21.41715017  -21.64572646   -3.92372233
 -124.50601255   40.9757629   -80.75857048   76.70054344   55.31637621]",607.7293127997917,126765
6,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-115.72779743 -160.11618311   59.19056397  -18.56654815  -27.38890344
  -62.24019153   18.52325793  -63.80601445    7.07558571  125.97931739
    4.26320417   22.73237016    7.02174944   61.22005345    0.35238491
   73.73223393  -41.50998412  -75.56131059  -27.32102148   55.57231386
   44.60110933  -37.73660706  -21.346939    -22.46703879  -31.30303023
   48.89964091   47.36242788   77.11433762  -51.9188587    70.84719595]",610.3446980704696,181619
7,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-100.01908514   60.66043666   59.19056522    5.70742639  -39.46033952
  -84.11173517   45.43540363  -50.59503612  -19.50000938   78.1667559
    7.1669142    15.37555752    7.0217355   -16.47913039  -25.73671161
   79.02989645  -44.93862775 -115.54609409    4.80774837   30.89121218
   58.88806199  108.85680963  -21.55976121 -107.28372117   -2.53773969
   24.27399585   21.98410145   81.73062178  -41.44656688   75.14450145]",604.185814367847,125594
8,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  54.35740218   42.83400828   59.19056144  -62.17790129   37.17396163
  -78.44767251  -34.23341161  -93.70777396  -77.53003292  -35.35933029
  -76.41904979   -5.27210024    7.02196259  155.6550312   -10.10033542
  -74.56546061   52.02047331   94.68829977   21.35935014 -164.12972903
  -29.14843583   85.76237476  -15.00377483   52.43893826  -29.22232088
    3.83592783   21.32878838  -79.17690255   46.3723624    28.77408867]",608.6846582315175,131100
9,f6,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -59.39461374 -101.73297385   59.19056518  -59.82550563   55.79109713
  -77.96876896   77.12947277   46.08516006 -107.91740586  -19.30350473
  185.66595463   -8.10255586    7.02174944    3.11312211    7.40135851
   15.09001037    5.32254167   57.17118338   21.75048096  -68.83987654
  -43.83191543   -6.40193955   17.4746632    50.04383157   17.01386537
   15.67188616 -101.23900175  -73.14156751   44.51983688   63.73453597]",607.7286130564415,162861
