execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-145.0280995    -0.27477296  -94.18014231  -56.96412893   18.83385651
  -22.93732307  -10.95960309   54.91380114   27.5466284    27.87076484
  -39.69158312   27.07072879  136.28364793   14.14486379   36.66874426
   76.47006688  -36.45674883   77.52396277  -94.24126802  -38.26737685
  -49.97150818   47.58654457   46.88473047   38.76856209 -106.10753679
  -70.84904067   26.81733055   41.78199222   51.38915763  -24.06455341]",429.3527295446821,149861
1,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-170.01680753   12.01798086  -87.15545607  -67.95685089   19.21713876
  -27.83358915  -15.68949107   62.63738254   34.97285718   29.99751996
  -39.71617297   28.50674039  117.43759389   15.25139438   32.10835786
   13.00721556  -37.90874173   77.52506358  -94.88673208  -38.27983553
  -52.68688085   47.60615568   53.76573721   44.78025329  -86.52783961
  -65.07139254   26.81917595   26.32933043   51.83500459  -16.20790938]",425.0847953887893,113024
2,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-169.06229188    8.33348612  -90.63963829  -63.3498022    18.97880473
  -24.65124221  -14.2643585    62.40566962   32.2831826    28.81099749
  -39.68604215   27.80220964  118.1647714    15.08215362   33.95486013
   15.35193299  -37.70513759   77.60694595  -94.20703454  -38.32619394
  -52.5855056    47.51622688   51.60312186   41.89278582  -87.14860748
  -66.85864538   26.75827548   27.01153005   51.51049508  -19.30370593]",425.7063699637369,160672
3,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-167.43994466    2.43885223  -93.25702054  -59.03798629   18.84496117
  -23.06308528  -12.30165062   61.9789366    28.76555098   28.05257707
  -39.67320145   27.07156027  119.38270179   14.43438509   35.88360433
   19.62045688  -36.83948102   77.56482188  -94.25378461  -38.24388531
  -52.43963527   47.59708023   48.72273388   39.34377408  -88.47886495
  -69.42662072   26.80133913   28.06147744   51.40966174  -22.8313402 ]",426.38589763989006,118104
4,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-168.59178474    6.46757522  -91.58790165  -62.12780668   18.92199818
  -23.95140551  -13.71127047   62.27118626   30.84578413   28.34539101
  -39.69110125   27.5025948   118.5083099    15.05350385   34.59693705
   16.61514906  -37.27400694   77.60215647  -94.29284879  -38.27978516
  -52.55214211   47.61043409   50.83748745   40.88508551  -87.57023921
  -67.88540647   26.76854387   27.30513989   51.46640356  -20.6402508 ]",425.9226118457544,109847
5,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-167.23305864    1.59778099  -93.59278806  -58.10458585   18.83426479
  -22.9043232   -11.76121645   61.74077316   27.99533842   27.79225075
  -39.69114073   27.07491045  119.77341497   14.21553798   36.2968911
   20.29359465  -36.59043622   77.51550792  -94.29255538  -38.24462254
  -52.5464677    47.54744632   47.76525809   38.4779357   -88.80664615
  -70.17627975   26.78832744   28.25190105   51.3857145   -23.56703543]",426.5379527205949,113650
6,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-166.14436911   -1.83668828  -94.63881967  -55.59334963   18.85879267
  -22.78276658   -9.95939432   61.43137813   26.92355884   27.547437
  -39.56396008   26.88155914  120.42896939   13.73813625   37.20748427
   22.99522314  -36.23091409   77.57776046  -94.32704109  -38.34025083
  -52.18517808   47.67962324   46.00156738   38.37002846  -89.35644348
  -71.3982849    26.8441841    28.9166777    51.3905044   -24.67874258]",426.8744782597929,128416
7,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-169.26414553    9.21995698  -89.70336361  -64.61799234   18.99123844
  -24.91603077  -14.54087878   62.27405962   32.63299065   29.0807843
  -39.65615456   27.53053628  118.22714809   15.11165464   33.52893205
   14.76228694  -37.72408924   77.58466226  -94.47686889  -38.22644982
  -52.54061456   47.58203885   52.14075214   42.25324052  -87.0404559
  -66.58788272   26.72263602   26.8860148    51.588878    -19.03472009]",425.58849761257954,135287
8,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-169.67663088   11.1338604   -88.29600152  -66.80586986   19.10730378
  -26.59174793  -15.35859683   62.50676984   34.1882446    29.66185942
  -39.66350781   28.47871919  117.61421632   15.15872256   32.61882778
   13.53899007  -38.10019725   77.49167457  -94.3828595   -38.2623317
  -52.61466947   47.61840156   53.19622778   43.85727699  -86.5968389
  -65.47870417   26.82523165   26.54693152   51.66493807  -16.88536367]",425.2524218042432,130734
9,f4,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-167.78282865    6.27795372  -91.72679509  -61.85909982   18.89156609
  -23.85260807  -13.53274461   62.19776211   30.89989396   28.40271156
  -39.74763682   27.39195769  118.35971785   14.97066619   34.94852379
   16.59871401  -37.416106     77.52701945  -94.27837636  -38.30754551
  -52.65155235   47.53722969   50.69050215   40.79616899  -87.45658071
  -67.59890584   26.77652286   27.35306237   51.46514155  -20.73040081]",425.9738540833363,139685
