execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.04252505   9.30695988  68.73741865  31.46675191  12.75972876
  50.60912584  60.64222462  78.22585844 -79.91641986  58.47017475
  18.01063509  78.39203299   4.42881125  -3.27625836  48.21561716
 -43.26269926  -0.30491344  64.13639826  11.94579521  55.22850951
  38.28529926  13.75792566 -40.35076031  26.62659475 -66.64274988
  20.15356552  25.75112919  36.76029689  62.5203386   77.16851537]",700.0073960403346,85176
1,f7,30,20,12475,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11403602   9.68952698  68.73740087  31.46680682  13.24655595
  50.46350726  60.64219959  78.2259058  -79.91642996  58.47012352
  18.01064369  78.39196894   4.42877606  -3.27627071  48.21547419
 -43.54515591  -0.30494691  64.13637784  11.94573625  55.22858987
  38.18246746  13.75795575 -40.52248081  26.62657477 -66.64278917
  20.15362198  25.75115974  36.76030391  62.52033173  77.16857198]",700.0000000773883,87094
2,f7,30,20,10435,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11403545   9.68958903  68.73743792  31.46684826  13.24657465
  50.46354683  60.6422158   78.2258382  -79.91642635  58.47005775
  18.01063274  78.39201339   4.42873289  -3.2763133   48.21549807
 -43.545137    -0.30497768  64.1364237   11.94578563  55.22851791
  38.1824571   13.7579522  -40.52244792  26.62659648 -66.64281137
  20.15358801  25.75116227  36.76031259  62.52034189  77.16871683]",700.0000000985098,83483
3,f7,30,20,10097,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11403384   9.6894849   68.73742602  31.46683818  13.24651889
  50.46343461  60.64223508  78.22592105 -79.9164216   58.47006261
  18.01069048  78.39204027   4.42877388  -3.27625248  48.21553
 -43.54510679  -0.30486018  64.13634542  11.94572312  55.22855561
  38.18251461  13.75791582 -40.52250733  26.62661815 -66.64273202
  20.15353586  25.75117168  36.76028468  62.52033131  77.16863357]",700.0000000996563,88017
4,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402788   9.68952431  68.67619463  30.88030977  13.24655438
  50.46355365  60.64222457  78.22585836 -79.91641986  58.85997064
  18.33024827  78.39203287   4.4164691   -3.27625845  47.68813893
 -43.54513005  -0.3049134   64.13639799  11.94579525  55.22850961
  38.18244681  13.75792567 -40.52247602  26.62659476 -66.64274976
  20.63881254  25.58302811  36.76029695  62.52033852  77.27879384]",700.0172410209157,90243
5,f7,30,20,9726,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11401617   9.68943655  68.73739977  31.46679958  13.24654139
  50.46349641  60.64221454  78.22587006 -79.91640934  58.47019424
  18.01076322  78.39205638   4.42883222  -3.27620299  48.21555263
 -43.54504936  -0.30484441  64.13637996  11.94578267  55.22859383
  38.18249559  13.75794607 -40.52257135  26.62659713 -66.64269624
  20.15355342  25.75102533  36.76029745  62.52030471  77.16853988]",700.000000094335,82769
6,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.18553077   9.30695977  68.73741869  31.46675204  13.73338005
  50.31798184  60.6422248   78.22585854 -79.91641997  58.47017457
  18.01063501  78.3920329    4.4288111   -3.27625842  48.21561695
 -43.26269894  -0.30491354  64.13639827  11.94579514  55.22850957
  38.07959408  13.75792575 -40.35076055  26.62659479 -66.64274987
  20.15356556  25.75112928  36.76029679  62.52033869  77.16851564]",700.0073960403342,84867
7,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402785   9.30695977  68.7374188   31.46675214  13.24655441
  50.46355379  61.27815875  77.9808037  -80.32012065  58.4701744
  18.01063503  78.39203303   4.428811    -3.27625856  48.2156167
 -43.26269896  -0.30491325  64.13639795  11.94579517  55.22850953
  38.18244664  13.75792577 -40.35076056  25.79109733 -66.64274973
  20.15356571  25.75112938  36.3003347   62.5203385   77.16851586]",700.024590437452,86719
8,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402768   9.68952402  68.77153038  31.30085871  13.24655396
  50.46355092  61.17402501  78.65321391 -79.78170018  59.12875889
  18.10118187  78.39203284   4.27471856  -3.2762584   47.86125523
 -43.54513014  -0.30491354  64.13639819  11.94579494  55.22850957
  38.18244813  13.75792563 -40.52247612  26.48012061 -66.64274981
  20.29479327  25.88733378  37.30799606  62.52033871  77.23246286]",700.0246026825674,86029
9,f7,30,20,10039,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11407056   9.68947465  68.7374193   31.46665759  13.24654518
  50.46353076  60.64220166  78.22586317 -79.91641275  58.47026661
  18.01059967  78.39195594   4.42887814  -3.27621805  48.2157251
 -43.54512101  -0.30495491  64.13655172  11.9458207   55.22856131
  38.18246336  13.75793458 -40.52248758  26.6265601  -66.64281881
  20.15357067  25.75112592  36.76030929  62.52033648  77.16838548]",700.0000000992055,86083
10,f7,30,20,10478,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402453   9.68948723  68.73742118  31.46677969  13.24656195
  50.46359171  60.64222568  78.22589161 -79.91641684  58.4700738
  18.01061549  78.39201567   4.42865519  -3.27621987  48.21550379
 -43.54510992  -0.30484293  64.13641304  11.94574612  55.22853876
  38.18236888  13.75786406 -40.52251702  26.6265866  -66.64280293
  20.15358301  25.75119147  36.76028335  62.52027724  77.16857497]",700.0000000992243,86198
11,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.18553047   9.3069596   68.73741889  31.46675229  13.73338013
  50.31798167  60.64222468  78.22585849 -79.91642003  58.4701743
  18.01063505  78.39203286   4.42881097  -3.27625843  48.2156166
 -43.26269915  -0.30491338  64.13639827  11.94579513  55.22850963
  38.07959425  13.7579258  -40.35076054  26.62659474 -66.64274995
  20.15356587  25.75112948  36.76029687  62.52033851  77.16851594]",700.0073960403349,86202
12,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.18553074   9.68952437  68.77153033  31.30085872  13.73338003
  50.31798166  60.64222486  78.22585862 -79.91642002  59.12875902
  18.10118198  78.3920329    4.27471875  -3.27625832  47.86125517
 -43.54513017  -0.30491324  64.13639806  11.94579504  55.22850962
  38.07959424  13.75792567 -40.52247591  26.6265948  -66.64274989
  20.29479323  25.88733374  36.76029677  62.52033851  77.23246279]",700.0098572846081,86131
13,f7,30,20,9953,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11401857   9.68940422  68.73742485  31.46683652  13.24656297
  50.46358399  60.64221941  78.22585091 -79.91639419  58.47008752
  18.01064572  78.39201981   4.428772    -3.27626889  48.21551295
 -43.54506611  -0.3048881   64.13638123  11.94580174  55.22854601
  38.18243175  13.75793079 -40.52256347  26.62662249 -66.64275557
  20.15357456  25.75115582  36.76030763  62.5203631   77.1687016 ]",700.0000000998448,86865
14,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402785   9.30695983  68.70330697  31.63264543  13.24655447
  50.46355403  60.64222477  78.22585865 -79.91641993  57.8115901
  17.92008833  78.39203298   4.58290338  -3.27625831  48.56997869
 -43.26269897  -0.30491344  64.13639818  11.94579514  55.22850944
  38.1824466   13.75792567 -40.35076047  26.62659476 -66.6427498
  20.01233801  25.61492477  36.76029684  62.52033834  77.10456843]",700.0123209888754,85167
15,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.18553072   9.68952429  68.73741861  31.46675227  13.73338011
  50.31798188  61.27815885  77.98080359 -80.32012062  58.47017439
  18.01063515  78.39203297   4.42881106  -3.27625849  48.21561658
 -43.54513024  -0.30491343  64.1363983   11.94579504  55.22850962
  38.07959417  13.75792569 -40.52247589  25.79109748 -66.64274986
  20.15356556  25.7511293   36.30033466  62.52033867  77.16851587]",700.0221267334332,81425
16,f7,30,20,10541,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402035   9.68969862  68.73742285  31.46675335  13.24655757
  50.4635609   60.64221208  78.22585504 -79.9164237   58.4701515
  18.01062847  78.3920342    4.42876867  -3.27626464  48.21562156
 -43.54526828  -0.30489287  64.13639831  11.94579272  55.22852509
  38.18244593  13.75793981 -40.52231433  26.62657571 -66.64274736
  20.15357645  25.7511406   36.76029688  62.52033393  77.16853521]",700.0000000995559,86659
17,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.1855307    9.68952432  68.70330705  31.63264523  13.73338008
  50.31798179  60.64222455  78.22585842 -79.91641991  57.81159025
  17.92008824  78.39203297   4.58290358  -3.27625851  48.56997885
 -43.54513031  -0.30491349  64.13639832  11.94579486  55.2285095
  38.07959423  13.75792585 -40.52247587  26.6265947  -66.64274969
  20.01233802  25.61492479  36.76029693  62.5203388   77.10456815]",700.0098572846081,85222
18,f7,30,20,9828,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11403461   9.68950611  68.73739639  31.4667034   13.24656063
  50.46347951  60.64222437  78.22586837 -79.91644014  58.47026235
  18.01061616  78.39196544   4.42889938  -3.276234    48.21561879
 -43.54505949  -0.30488267  64.13645163  11.945795    55.2284876
  38.18254632  13.75792106 -40.5225029   26.62657777 -66.64283031
  20.15355004  25.75107327  36.76028408  62.52024154  77.16842057]",700.0000000982877,85052
19,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.18553075   9.68952436  68.73741862  31.46675194  13.73338005
  50.31798179  60.11042424  77.79850312 -80.05113974  58.47017482
  18.01063522  78.39203302   4.42881128  -3.27625837  48.21561715
 -43.54513022  -0.3049135   64.13639806  11.94579516  55.22850956
  38.07959418  13.75792565 -40.52247592  26.77306885 -66.64274982
  20.15356542  25.75112891  36.21259773  62.52033861  77.1685154 ]",700.0196777345585,87162
20,f7,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11402787   9.30695714  68.73741937  31.46675213  13.24655437
  50.46355379  61.31520864  78.22088696 -80.65529254  58.47017428
  18.0106352   78.39203262   4.42881084  -3.27625851  48.2156166
 -43.26269889  -0.30491374  64.1363981   11.94579452  55.22850962
  38.18244668  13.75792798 -40.35076189  27.4535286  -66.64274891
  20.15356585  25.75112947  36.64040935  62.52033916  77.16851586]",700.0270369980493,87217
21,f7,30,20,10178,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.11407605   9.68959448  68.73738988  31.46679598  13.24659445
  50.46365505  60.64223947  78.22590078 -79.91640952  58.47019539
  18.01070995  78.39195166   4.42883873  -3.27619369  48.21565541
 -43.54511917  -0.30486     64.13645938  11.94588739  55.2285037
  38.18238322  13.75793466 -40.52244522  26.62660274 -66.64273483
  20.15357675  25.75109997  36.7602777   62.52022342  77.16854461]",700.0000000994213,82725
