execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  54.07825484   95.59960548  -59.88616064   43.54476721  -27.94361289
   16.94889849   24.48336032  -61.99603165   90.00345931   35.60931884
  -53.72635575   75.64130965   71.12116589  -15.24418442   17.51234954
  -21.06967967 -129.67890233   63.81674913   66.9625505    72.65117948
  -75.85967018  -31.54106152   40.39741242  173.1133957    20.19218659
   37.31978966  -36.02208947  -17.86611162   23.42741631  -73.45331602]",1548600.3091530188,146579
1,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  44.6436049   131.06829193  -62.22063515   94.47801458 -109.92959447
  -26.97788407   -6.28172192  -60.44691888   94.50823405  209.84463637
  -54.35523826   75.3268641    72.26664708 -101.11713021   78.74282872
  -24.3809474  -144.06617554   65.6717353   121.91598466   73.56735489
   55.79091344   51.84590133  -30.18712833   42.57165608   25.63480541
   39.48121525   79.11554525  -10.87210465  -40.86189753  -74.68745015]",2921702.4488113434,164745
2,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 55.0677736   83.69395301 -59.72464388  41.19087256 -63.64019872
 -29.1899947    9.63810998 -36.01306051  83.79604153  61.44313143
 -55.12124915  75.16458277  75.68400977 -32.61893935   3.71439126
 -34.19301905 -85.79194294  69.5139216  107.45272142  73.80434178
 -26.57007931 -15.79845657  13.97910551 141.03875347  38.237618
  46.43528674 -16.19214752 -17.8864911   40.36118204 -81.76874621]",2172803.0519333454,161977
3,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  46.93505505   49.81482251  -63.26223133   21.10385214  -15.45903464
 -144.3001288   -67.78975316  -24.90914011   81.50696748  -29.37006601
  -55.36106311   75.06837554   73.89691282   11.76878032  -19.44552253
  -35.94266437  -62.98985309   67.78583382   73.27042989   74.07903362
   23.55044648  -54.94178736   50.99377696   92.82587935   32.1375863
   42.63266597   -6.87013929  -21.93503255   76.0287077   -82.76807887]",1286703.6826767835,148911
4,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  54.97784943  104.0732631   -52.09652675   55.52581924  -50.02657086
  -26.00689506  -94.61718636  -39.75324463   47.79585686  146.83237495
  -54.58394999   75.722027     75.54476561  -56.18173541   98.56348135
   32.7212447    85.77527093   69.34579992   85.8632918    72.23965382
 -114.04127192   -4.53536563    9.97031896  123.67432662   37.41183362
   45.82932994  -20.16899225 -115.7850955   -13.23874248  -64.64690304]",2521498.354573036,145698
5,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 45.81883907  21.77973692 -68.09743124  43.06588046  12.70427108
   5.96682855  84.13793362 -12.21131354  54.26558302 157.61243582
 -54.93103526  75.36339544  73.43981102 -27.52552412 -31.45593879
  -6.99093501  66.12574627  66.57504302  71.33689337  73.26640423
   4.09873348 -63.89125969  28.8972523  160.19705447  29.23126155
  41.92238868 -12.68755331 -78.28944259  28.8434255  -48.76498601]",1394548.530323298,169707
6,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 5.72719936e+01 -2.58537005e+01 -5.63620950e+01  7.35804073e+01
  9.55004571e+01 -2.23233446e+01 -9.04539670e+01  6.26616367e+01
  7.81719294e+01  8.36975677e+01 -5.51003118e+01  7.48507988e+01
  6.68386950e+01  2.69015299e+01  1.20415956e+02 -1.19785262e+02
 -8.86551911e+00  5.66042366e+01  1.84531656e+01  7.56877597e+01
 -7.73054990e+01 -1.30340322e+02  7.95062672e+01  8.97200048e+01
  5.83687656e-02  2.94526934e+01  1.52977241e+01  3.29785993e+01
  6.06033228e+01 -3.60045640e+01]",1727099.4906707702,168935
7,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  51.01096006   71.66757369  -59.49731783  122.0478122     6.48966291
  -72.23999622 -108.80432139   61.50170944   64.23853452   86.42793263
  -54.50586147   75.522344     71.67382681  -14.25918377  161.11179129
  -93.95491196   57.7876705    64.41239101   52.11436784   72.86325058
   62.92320529  -55.58074123   46.46100003  -34.93339876   22.30925705
   38.39168847  126.37555801   -4.86843134   15.3000131   -56.36861322]",834376.8413884664,142778
8,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  52.80459866   72.91641095 -114.84842031   43.30974208   49.98114955
 -160.25741884 -197.43242203   78.83569177   88.52631326   27.3102521
  -50.36789469   78.80485674   59.96638352   12.8187967    98.25613858
 -149.30272283  -48.57586023   51.10845507    1.87939694   62.2007275
  -40.38906257  -71.53116159   81.11215508   41.86220689  -21.68363056
   14.30579274   13.47039953   68.58051929    7.9690498   -52.98207591]",4148620.857554743,187547
9,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 39.03240652  22.82687241 -61.92405499 123.58750645 -61.35159257
 -12.20969673 -27.47683699  43.74986234  65.61589951 141.31479166
 -54.94323965  75.37553318  68.64480816 -53.44849086 133.59973832
 -79.9532504   40.9747095   61.7134781  127.04504099  73.2967734
  64.35986469 -10.37746753  -9.50877063   2.94454027  12.3038338
  31.95897699 117.18533344 -12.04895572  51.56937466 -77.32002496]",3448212.558896577,164791
10,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  46.63740118   59.22093376  -60.34334379   79.45053311   33.74015825
  -31.10079428   81.38064838   74.60904159   68.97319008  279.83013626
  -54.71883096   75.40571916   70.67314074  -59.17309124   -6.67703421
 -117.02049479   38.4747222    63.41300393   41.67316025   73.15812998
  123.3347605   -54.44121074   24.93128727   63.32148773   18.81559732
   36.34434695   75.96869218   19.00124543  -49.93408448  -20.74046542]",2199345.817206591,172642
11,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 48.87866841  47.9428821  -61.58836002  60.33653082 -39.98447642
 -38.50021524 -46.65271408 -60.42565293  71.46386347 178.66584931
 -55.16468873  74.91468472  72.34160416 -55.39801072  62.61489172
  11.59535006 -39.29500079  65.51443565 105.63503621  74.6655051
 -35.8540214  -23.54244526   0.29858137 101.5704472   25.4530138
  39.63281776   9.62241568 -66.63558296  19.01285966 -61.05465038]",1712188.8165350363,159777
12,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  49.64550518  121.11882843  -45.13050098   96.36564002   68.35380731
   11.48326061  -17.49590872   95.15848732   80.60764721   47.02838779
  -54.95697557   75.14785229   68.3690284    18.07477197  108.26464001
 -157.49819428   -5.66238286   59.75266361  -18.43829258   73.53203112
   -9.12560117  -94.32322723   96.64492043   70.39475545    8.52804029
   31.88117062   56.64027129   62.60814096  -24.99648986  -35.51151041]",3049105.9130030186,172758
13,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  73.28659789   40.43905231  -54.53036463    5.6245283    47.56436111
 -181.55199905  -26.85587016   14.43038408   69.87956496  198.68305549
  -54.86061991   75.0053762    77.95651015  -29.69372304  -82.95188439
  -59.22932486    6.04064853   70.37236383   32.3701884    74.59210028
   97.23656047  -73.04409528   44.05504621   85.9439989    43.73994689
   51.57427687    1.22558629  -20.50760891  -14.3606814   -30.29377242]",1373997.114541648,172499
14,f1,30,10,29999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 52.51569595  51.41201271 -59.60162896  61.87580902 -52.67809311
 -95.42355162 -63.92049616  19.02910057  78.66410051  70.21044367
 -54.99415659  75.25728538  73.06125313 -29.53590065  48.11476068
 -78.47390548 -33.47192822  66.46066967 109.54086191  73.60861995
  31.62299189 -24.83018044  12.99994265  55.6367344   28.36617216
  41.07054687  40.6983078    5.33213818  55.99676267 -80.60689039]",1989205.8171450512,137868
