execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 81.73883772  99.76662267 -59.58886991  91.88773879   2.10549228
  35.34433034  76.57226035   2.5645748   53.44457615 -11.43439155
 -53.85502303  75.0521117   66.17635269  -0.68182     44.97008672
 -19.14006175  76.88960484  57.60888929  20.73052702  74.76080636
  44.88773367 -27.02353671  65.90806409  92.2004891    0.96259206
  27.56141155  59.10987988 -70.39998943   6.80614693 -74.807339  ]",3020989.7862989064,134704
1,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 78.52301523  75.9941968  -60.90289087  47.65923355  -8.15997752
 -91.61138217 -89.23201926  18.84417045  68.20749115  98.15957159
 -57.0020448   73.86839201  60.24984187 -32.94207106  52.01450865
 -63.36129595  13.86721852  50.56807908  47.06030828  76.62363596
 -27.94974667 -18.09938286  35.59119347  87.27649641 -20.81147556
  16.52613717   4.43088492 -19.61290742  -6.83412292 -62.95180856]",2743960.393312083,142827
2,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  3.4689007   72.57691304 -68.68550998  34.58553522 -79.01519034
 -70.00894973 -92.68114766   7.09147354  53.08948903  99.56852374
 -47.48794754  78.7624707   66.98297228 -69.22164032  80.61206996
 -33.8118093   65.72381841  59.47420818  91.89372003  64.76187146
 -39.32673598  52.53137142  -6.94434203  92.54247802   5.19299577
  28.65071371   1.99282977 -55.50824152  -2.65140702 -89.56587521]",6736864.001705428,152405
3,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-68.21254746  -2.29008637   8.46180624  92.77330206  87.08641389
  69.02848896  70.97658458 -49.33616281  70.42625628  65.30784341
 -52.75326716  73.47464482  65.21356644  20.32257749  84.34535114
 -20.80688885 -53.38544522  51.62276337   2.21655421  90.5038613
  19.25827146 -99.97585705  80.12868264  94.43172493 -10.71019021
  27.11713755  61.28441879 -39.31232992  35.55398294 -39.89623401]",4153443.631138074,138733
4,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 47.36027447  74.22437905 -70.74540385  96.34526662 -30.88814606
 -54.2152078  -38.90593782  -4.70237198  81.11573071  61.08527287
 -51.9872971   77.18511024  64.79671845 -30.17209186  92.4467489
 -71.994954   -70.85560102  57.43162661  65.38041588  66.52527081
  66.79508145  -7.47157956  29.3330409   18.62045583  -1.9987992
  23.86511089  90.90266405   8.2862996   14.92326782 -75.63379568]",2370384.449244168,158523
5,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  3.40980612  42.68095624 -90.81145427  86.69939862  56.99998213
  -2.58409175 -20.94944748  39.41041995  79.95223055 -18.52975968
 -52.00525495  77.187865    66.98855815  24.74169852  86.47384427
 -97.59845335 -27.66423042  58.28926985  -6.54421206  68.00959907
 -20.25918102 -66.42354641  86.20846634  85.32990211   3.8346555
  29.35827729  38.44646592  20.36643792  28.4075295  -61.48689887]",4183939.239749706,141909
6,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-89.44881044  91.61777424  85.50175501  66.26355052  87.16319241
  62.40873262  87.96194586 -11.27545576  43.65631116  99.21115363
 -48.75431576  78.91084266  60.11496973 -10.63627441  83.11914944
 -11.64765507  92.26144818  49.0452428  -56.90962851  61.54238805
  69.36950656 -44.08345961  88.12462146  83.95549147 -25.4694345
  15.03097582  73.43630326 -82.90914485 -74.51076045 -31.51704903]",15877648.846652972,131599
7,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 56.66911341  88.97254649 -61.92094106  87.34790601 -30.46172227
 -82.47777009 -41.19449822  16.52851048  60.6515765  -16.60039836
 -55.38223571  74.9773121   69.19014447  -1.62434077  67.4997002
 -44.69379978  51.75617232  62.27155512  67.49773007  74.18552226
  85.43983862 -33.12332953  47.11035448  15.94772265  14.06802027
  33.02590285  87.61009244 -43.79920723  44.58816474 -82.86980596]",1112893.737062386,185129
8,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 64.07246239   0.11673685 -55.41604398  42.33770768  20.94158259
 -80.44609243   5.16072628 -28.21713837  59.00788365 -12.4892134
 -50.1341147   78.73944555  60.74020087  15.83039362  -4.1055549
   7.46946835  43.37159369  53.66342812  48.47338464  64.46235655
  66.77382159 -62.29604312  58.72189165  82.34991713 -14.66009069
  16.69358342  30.54360586 -83.75702328  78.12703901 -76.94894271]",4231636.556930201,147827
9,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-90.00003481  21.86900055  74.83572994  47.33779009  91.13971123
  -3.95034487 -11.0969607  -62.4001417   86.17680434  70.07250841
 -35.46754673  73.16738246  40.54146715  18.95217358  83.82324868
  -4.16603796 -89.05581907  31.77743029 -11.32982955  81.38896017
  -2.17522396 -97.8668853   85.93012444  89.40999202 -87.40819009
 -23.14628893  31.39817455 -45.17329033  15.03449351 -35.32187761]",12010610.141716912,139224
10,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 84.06533271  98.9592397   40.60776381  66.87836567  23.91725595
 -92.03253052 -83.24980524 -36.2833127   87.19376137 -32.56133408
 -46.23022435  82.43133448  59.84099668  -8.137781    76.89873389
 -28.86894722 -89.94855762  55.25095252 -35.6504989   46.50034205
  26.7057677   16.98104015  78.29845228  41.27128603 -14.20622608
  12.50238716  50.78439131 -20.2291271  -38.34556963 -78.77762126]",16399812.892861404,148363
11,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 46.18441405  96.66571754 -66.26630717  93.94457997 -48.82468177
  26.89278594  87.43961063  55.53297606  60.2051906   64.41214634
 -42.51561498  86.61760369  72.98193328 -47.65523076  47.37854044
 -74.16897168  83.90370828  65.29709944  54.56847327  39.65379149
  92.20050944  32.83290158  21.89166241  64.75073547  26.31200852
  41.30935156  86.16077546 -27.71111444 -15.15072029 -83.06500656]",5091911.524027953,150310
