execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 11.10998912 -85.10009054  42.71639251 -29.25176428 -22.16109949
  15.51307626  -3.60627983  -8.99967369  17.5105555   -6.24078804
  46.68527914 -38.2349487   15.87177579  89.83744235  50.92811963
 -94.60315215 -53.17794032 -20.94052795   2.45291332  25.94630571
  12.73013465  -4.1963521  -39.13858078 -75.26006718  33.42324725
 -57.11225034 -11.80129475  45.63404967 -66.72110212 -14.54744908]",997.4510292389608,213743
1,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 28.3340613  -76.60703087  22.69967395 -54.83355686 -78.0173074
 -10.37245137  63.84655267  38.6516525   38.68565458  44.3162755
  66.7395233  -26.1529529   30.2318364   91.35110876  74.69588609
 -71.39970855 -32.86934389 -43.17153791  38.7675409   20.05409603
  27.05330585 -66.23964458   2.63011083 -14.09906788   0.43120392
 -87.36453196 -28.89880347 -40.32217836 -89.60806854  36.03803426]",991.5359434358264,200989
2,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 53.30861821 -49.9966756   34.37939892 -83.74554927 -66.63281448
   8.38170322 -16.09159566  26.90706569  50.04689245 -24.28269478
  32.42520126 -56.61212434  58.58982948  49.14549355  19.9282965
 -76.02537747 -39.52029882 -34.8707567   17.48578672   3.62508212
  48.87540946 -44.58087988 -32.66913863 -92.14466762   6.10470745
 -90.00092163 -18.36547612  21.87131823 -30.68534899  40.42753268]",950.7428463746718,155194
3,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 65.12804729 -76.30741015  43.92620042 -52.48417726 -76.99555446
  38.84994733 -47.13105811  15.62775107  63.80799682   9.60597533
  25.54211738  -2.31349107  28.14168794  50.41624361  79.57289593
 -87.69509103  -5.6073084  -23.17419037   3.08488733  40.71655437
  49.39781175  -6.768128   -60.95772787 -57.56272085  11.44883193
 -44.40854402 -42.62771277  33.60031499 -84.87337901  65.19391769]",952.7327392543252,212097
4,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 35.6746804  -93.7477325   54.46658894 -79.82265759 -57.65247235
  84.92044632 -68.05263802  49.0386592   21.93423252  21.90301576
  59.02189655  -8.00549826   1.53966596  47.47388894  79.24125372
 -77.76461147 -67.25702954  16.88180465  54.69431004 -10.51464552
  83.62789511 -32.18586908 -76.54007492 -48.99208835  33.48770491
 -32.3014818    2.40837578 -22.10574746 -75.37304002  21.78669106]",989.546199191114,202026
5,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 36.93071673 -58.86680634  49.61905859 -17.99489726 -88.45371676
  29.51620978   6.14741996  19.08494292  14.68975593 -19.98508491
  38.82618808 -45.57054539  30.32465574  86.51341051  89.42046087
 -88.24804492 -33.96408404 -23.92704706  35.85035028 -33.64385038
  63.6852575   -6.67415495 -53.30357383 -66.1321341   10.31581968
 -62.35728574  -8.22257191 -13.38249542 -46.68822091  39.96603145]",943.7781483235636,174040
6,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 43.36865128 -67.73677706  29.10699685 -22.11411471 -89.87221039
  30.41797032 -55.62220344  39.11611411  41.0861838   87.61185728
  45.32056964 -41.57947833  45.5095274   71.30098813  90.93578806
 -71.21727466 -60.41093155 -35.10124928  56.48817978  38.3662655
  83.74025365 -50.08331753 -28.7487123  -40.12204169  88.84041632
 -34.30936959  -6.44255309 -36.29423742 -86.88399254  20.00121492]",972.6318648893584,166334
7,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 34.61325413 -50.59473739  37.36166464 -86.37623328 -85.38350363
  22.62059015 -29.20219755  43.03952969  -5.63252194 -20.87614649
  35.76738664  -5.0251512  -76.39681478  65.01261488  43.47077515
  -7.73426947 -80.31227002   5.47569311  49.50835875  10.07550425
  76.50389222 -33.83687942 -43.85519997  -5.29832283  41.41132633
 -89.30955669  -9.32386531  15.69267622 -25.37695058  86.73288341]",1025.3774541447815,227822
8,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 91.22057189  -6.54500636  53.24887088  -2.81214301 -89.29418221
  11.7178595  -45.16610538  21.84792749  27.27497186   3.30900991
  10.78892377 -42.33584633  28.07080075  82.48339076  42.40791342
 -89.29479653 -23.01749424 -36.61539011   5.68407208  40.22654044
  37.63922181 -13.92534985 -56.13340841 -91.84507359  35.15059628
 -51.33512929 -49.98641044  -7.18803914 -42.77057685  21.49205465]",964.6720095610258,199541
9,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 4.80852363e+01 -8.48780201e+01  2.55322170e+01 -4.24781999e+01
 -6.12230558e+01  3.49228431e+01 -4.97708807e+01  2.27776345e+01
  3.20753305e+01  1.70831400e+01  4.68479025e+01 -7.17652044e+01
  2.80834598e+01  6.77746676e+01  7.88253024e+01 -8.20784580e+01
 -3.85012585e+01 -1.39793336e+01  3.99082810e+01  6.78043418e+00
  6.25480026e+01  1.83850221e+01 -1.80158996e+01 -7.50033902e+01
 -2.78805584e-02 -8.80747812e+01 -3.00156954e+01 -1.87016722e+01
 -7.26261367e+01 -1.26182861e+01]",952.732765812326,178580
10,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 12.38364401 -41.42605225  33.97317662 -91.49706799 -39.29988619
 -20.2156044  -18.79165894  21.84792253  27.27498533  24.77750243
  40.59985076 -63.97957285  49.29182962  90.12693127  52.90060729
 -90.61786578 -35.23640508 -20.75007772  -4.34896023  34.70321963
  32.17061626 -13.92534292 -61.08212961 -74.70401423  96.03826732
  -8.30157891 -22.38931063 -46.15679052 -43.85702205  47.26952664]",957.7074638513044,183121
11,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 34.92575317 -41.42604384  25.85222335 -43.50347221 -86.16067772
  33.77140538 -27.01527761  44.4336822    1.56799833 -29.10380408
  22.26656654 -30.03991572  48.8194324   89.0397667   75.92220331
 -56.93447239  20.34824663 -32.63447559  28.87895283  33.17291483
  90.52074588  14.63019758 -18.2201984  -74.70398425  87.94875563
 -36.87022827 -50.78917636   3.8343252  -27.93866033   6.02259144]",963.6772788067128,161965
12,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 27.50402494 -49.9966755   36.49950465 -87.52949075 -93.90955727
  27.79061515 -47.83173943  11.0062886   41.62119625 -18.57057363
  51.79088865 -36.44430595  21.08899923  55.6488446   70.75694803
 -88.00646189 -32.00994992 -30.92197894  34.03641952 -25.51532059
  87.4586949  -64.13824162 -56.79075262 -92.14466774  59.79901563
 -55.11305074  15.15934366  55.61170328 -54.74311274  28.06436227]",950.7428261779576,170428
13,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 37.20762484 -67.43735916  65.53977798 -66.4856933  -83.95992469
  47.68007773 -84.34162348  51.78996314  34.52571985  -4.75286636
  22.78916877 -73.54382159  54.63392928  45.03960726  56.38525656
 -91.26939822 -18.98470563  -8.17644807  39.59077775  -3.76372105
  30.53478003 -39.43056721 -84.97207553 -83.5740359   24.0061747
 -42.28753054 -36.43232067 -60.85078513 -36.97273761  43.23932811]",965.6671513067548,184065
14,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 41.61073851 -67.73677795  54.48249214 -49.85611287 -42.08643673
  47.48297542 -87.40528328  23.68019406  35.0606498   42.84885377
  57.7023023  -32.91724034  12.87233747  38.22525598  47.98785556
 -54.72708524 -34.20493985  11.27768004   9.36483054  24.94058155
  17.82084854 -53.48576664 -91.14909095 -40.1220372  -19.15819992
 -61.19665006   7.72353562  58.57971495 -89.71501979  12.69717067]",975.6165491125,180318
15,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 37.92790065 -41.42604367  26.93081253 -40.71938786 -59.40095977
   9.85616769  -6.66885201   6.18076057  85.3546523  -16.22090249
  26.06338877 -71.981683    42.36337814  43.22913433  85.34748133
 -34.53676658 -29.83618455 -36.45798633  45.03487335  64.85811976
  59.2455832   -8.51587232 -43.15700003 -74.70398415  83.57711952
 -85.51536154 -31.91955116  20.3068474  -36.48319831  18.68030272]",954.7226523306924,177141
16,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 38.72517248 -94.04720268  49.31253297  -1.93478698 -33.91282571
  29.06731116 -52.12598205  50.88739495  31.54033414   6.72375954
  20.274339   -53.85090344  29.18126439  62.99965186  22.30870113
 -38.87539455 -31.8640518  -49.70274129  23.77064245  30.85044709
  16.99999546  32.43943016 -48.14472386  -5.54035268  51.00702847
 -24.54140232 -29.38775463 -46.57499365 -76.92582037  53.75476162]",996.510700214196,173346
17,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 19.43030832 -49.99667559  37.73039342 -79.01607741 -49.86642778
 -10.60702837 -21.84787272  -5.33210991  32.61035534 -44.33646363
  20.42241734 -35.9288546   56.47783963  83.35891235  83.95778368
 -92.54843732 -58.01092739 -47.54174439  48.69441505  19.40680857
  21.21411181   4.32965346 -59.71466561 -92.14466772  29.0349085
 -82.32402378 -22.58005356  23.95766686 -37.65391249   2.74887806]",960.6923459002136,165759
18,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 52.57285272 -23.98544854  61.02405065 -50.32004405 -86.70385819
 -10.48151852 -19.85894019  39.58097856  43.48638256   0.95065029
  31.63868494 -42.4779766   15.75256141  82.24720015  88.55434003
 -72.75279308 -26.89212758  -1.52461993  44.25546885  -6.94697554
  83.74596824 -33.92815873 -50.82987958 -83.27457281  74.20303193
 -26.02027061 -14.46476931  12.42315168 -21.56691717  44.91969276]",948.7529332983048,171676
19,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 24.05699791 -67.43739516  28.59479573 -83.00155121 -48.82277199
  26.20827471   6.44879275  40.04584132  45.88658796 -30.87698522
   6.21694326 -68.22758111  42.12838972  58.11275645  68.71857497
 -74.74295267 -29.28335557 -34.49274729   2.70825694   8.58233427
  57.0385394  -17.77297731 -46.469327   -83.57403804   7.67119222
 -17.08444768 -41.43398525   0.67921633 -24.7801879   85.51518582]",957.7075347684602,210282
20,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 53.24666379 -94.04720266  31.85920539 -21.47766297 -88.43417303
  17.1078645  -41.4693493   15.16288518  61.4077986   36.24573105
  26.22114853  -6.28393476  58.45791656  90.75842091  69.30486943
 -93.23965623 -46.57046389 -30.87744818  25.54793266  28.08957513
  88.71870228 -22.92328599   5.94929209  -5.54035262   6.52282241
 -79.36580658 -26.90205492  14.72733591 -44.34655573  71.82842633]",973.6268340674744,187457
21,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 89.05499959  -6.8442284   48.53368789 -93.57782113 -40.70415937
   6.64724667  13.02261658  29.66905982  62.63288528  -0.50808172
   3.60020767 -32.25652811  78.90666668  81.26377774  68.84340132
 -77.31540574 -49.39186648 -56.74914738  27.00415091  59.57141969
  33.59441377 -51.83103255 -89.44299986 -48.39329441  89.99744895
 -22.11584959  33.71503125   8.47470417 -61.1378221    7.53563723]",986.5611189826786,192329
22,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 63.0946402  -85.47670131  85.40767773 -64.44816307 -70.75016754
  29.1928081  -58.10745662  25.53965298  44.66141853  11.84240246
  23.47160817  15.49948973  13.39543153  52.00093395  26.9049827
 -29.27867333 -47.2398721   -3.6859081   19.33167806  -8.92382734
  89.59203386  11.13470078 -44.3189423   11.90006497  68.38708586
 -84.15510842  18.74604444  -1.4283941  -43.47488219  -0.63002387]",983.576369131521,163776
23,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 32.71759667 -93.74800547  44.97504369 -51.92235838 -86.36191831
   0.73635748  15.01004296  14.23315563  56.60741437  22.77791977
   7.33572603 -40.55657155  27.36229559  89.88674455  66.10003444
 -89.86860879   5.33065825 -52.45498948  92.21997244 -12.53803727
  68.0188136  -55.23351957 -88.9146036  -48.99213214  80.57591295
 -39.4274867  -19.60541701 -26.46523226 -17.7567785    3.1055098 ]",973.6268340674742,199914
24,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -9.30125248 -93.74800544  20.20965677 -49.20294562 -83.47121809
 -12.09868521 -91.11555919   0.19189231  57.78240483   6.66277116
  56.88969261 -91.11902061  82.67531484  44.82863678  56.03177416
 -45.59228127 -17.74782749 -50.16592174  36.95284146  10.62379888
  88.64970429 -10.17068834 -56.5116541  -48.99213213  26.5830505
 -48.69264261  19.06005045  14.01878651 -45.62468097  32.55652247]",963.677233192568,179428
25,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.37782578 -49.99667555  16.36886051 -70.51142532 -62.21411126
  37.80864494 -24.33691381  46.2659423    9.3536181    2.4265646
  47.24336742 -55.24508151  64.4209679   61.18304142  32.81316811
 -64.95690298 -26.38353943  26.55439426  41.41905915  33.38515121
  33.17066396 -24.9301836  -54.11387417 -92.14466744  87.63603629
 -58.94143283 -39.53008419   7.98414852 -60.92309507  54.21668177]",942.7831839938408,195715
26,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 12.25834212 -50.29609507  33.48358133 -68.85180473 -66.67371497
  21.02176188 -27.50649097  20.6868453   86.57965599  -0.52529064
  50.92642138 -88.15608465   4.59497121  87.60686983  78.92611152
 -32.81379224   1.36471786  -2.30499381  33.98939979   9.92981399
  22.19900366 -37.42351736 -60.3023755  -48.69266884  24.49821491
 -48.47175076  10.60055284   3.35895628  17.78914503  35.62263543]",952.7327594510396,185015
27,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 38.10361592  -6.54503128  26.55794709 -72.34999061 -69.92650789
  33.20532121 -72.61536463  15.62775118  63.80799705  51.43463019
  48.20468611 -87.42821299  75.36279223  87.70818396  40.72494932
 -90.69725925 -19.37911714  15.15950903  42.88608263  47.334167
  87.5647232   -6.7681284  -48.51229439 -91.84507387   8.0356771
 -86.1088125   16.45092656   2.45131669 -82.25687932  25.81686574]",976.6116708453326,183404
28,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 23.16291397 -50.29609547  59.348586   -16.16185454 -71.18996539
  13.42378914 -13.00161248  40.97556853  50.68692769   1.84168098
  57.90876563 -38.69438918  50.75231626  31.47986943  41.23822723
 -64.13280868  -5.43750261 -49.23395148  31.84422399   1.4775106
  -1.01009937  14.53698554 -32.02455759 -48.69266907  54.01333311
 -47.1643434  -13.36376964 -33.41340437 -42.87794036  -1.84852713]",957.7075345397992,169008
29,f9,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -6.39997441 -93.7871516   16.78307833 -87.09824689 -91.38629308
  14.23132634 -79.07657017  -7.12762001  89.72234045 -14.67894359
  39.60148624 -70.50779542  15.97420602  82.11742779  93.42971071
 -65.19031299   7.62690815 -78.51515388  92.40454848  43.84023611
  68.03934183 -35.00212314 -23.86191839 -48.83963126  10.20044832
 -30.56521482 -57.08186733  22.18587359 -75.69840895  27.93891455]",992.6143710251573,200543
