execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -44.61790572   45.39640284  -89.973275    -55.2998786     4.98944522
 -116.62833503   25.04903101   56.23071361   53.72602057  -19.89580125]",402.1888265823251,20688
1,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -45.3107543    45.17147389  -84.14049328  -56.93439884    4.20485629
 -109.54773282   32.74126732   59.0829811    50.57662581  -19.28673706]",401.4918001015895,21341
2,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -42.46272129   45.30131766 -102.51156028  -49.64623898    9.79617672
 -121.32631735   12.98470808   51.9132533    60.62239231  -23.20646632]",403.4721657131645,32651
3,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -40.86340626   45.25599474 -106.99139766  -46.38210232   13.15490977
 -121.46558479   10.86069988   51.32107316   63.21410923  -24.2768076 ]",403.8866145979208,27252
4,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -38.65276885   44.89103696 -112.64501866  -41.5203219    18.36939334
 -121.55931764    9.56410045   50.95389076   66.16470921  -26.39808169]",404.4444680620492,22681
5,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -36.60931459   44.3560006  -116.06449895  -36.71612553   23.27330722
 -121.43466153    9.3573534    50.93344884   67.42728105  -28.24584695]",404.8716859535926,22375
6,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -42.90876261   45.52697349 -100.15338327  -50.91511181    8.58822193
 -121.13804639   14.1986306    52.34814625   59.44493642  -22.52567716]",403.26371880973954,29817
7,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -44.25950505   45.14735005  -89.79835701  -54.55402322    5.63512558
 -116.69798809   25.09945722   56.40224837   53.87065115  -19.8865472 ]",402.25536660074056,22090
8,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -43.00064809   45.36124008  -98.24749783  -51.71024156    7.78875732
 -120.72222328   16.09204225   52.83738681   58.21008606  -21.58699069]",403.0621467465141,27506
9,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-66.49260359  31.75699625 -73.73893613 -67.05512014   3.45309051
 -68.42036774  49.93047704  52.20360539  36.87283065 -49.78487332]",400.0098443076093,46274
10,f4,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -42.19818223   45.34757321 -101.71240352  -49.72786835    9.66134412
 -121.1199891    13.37715839   52.11954334   60.34127779  -22.36854101]",403.4005944721925,21419
