execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 65.30483254  65.47184474 -75.77122174  67.58582132  25.85627278
   8.86868131 -29.75425829 -10.92586287  62.40197836 143.1818965 ]",43895.28057750575,29200
1,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 62.35018198  64.79896218 -66.0503309   65.88279659  20.44318436
  -5.63858004 -36.28963694   0.18894072  68.9271901  129.56395692]",11963.505939430182,29002
2,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 50.17052289  65.51586852 -75.15779924  67.96487727  26.29345095
 -65.39801707 -29.24758345 -10.23639009  62.80652849  73.46606159]",31165.628459246385,28370
3,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 54.76458857  65.15821873 -53.49511399  66.58485387  22.8914271
 -43.04693787 -33.38889644  14.58618855  77.35362811  94.50085398]",5938.225615081127,23161
4,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 58.80271605  64.78450055 -40.30089355  65.63758432  19.73181492
 -23.0066087  -37.22867524  29.73076915  86.21697926 113.25237018]",51655.85761457071,25080
5,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  34.55312696   65.81970632  -84.92054186   68.37912559   28.39742246
 -141.75453533  -26.73611789  -21.40119706   56.26169439    1.70981751]",93952.65479836358,25943
6,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 61.00231952  64.48392248 -19.68214269  64.2151053   16.36411358
 -12.7050292  -41.35716488  53.36599275 100.06592344 123.072368  ]",211075.7024048644,24502
7,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  31.19884604   63.93102918  -23.42160741   63.95850442   14.0334978
 -157.58809321  -43.92112945   49.03220152   97.53821979  -13.32526264]",186217.7549065124,36895
8,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 72.85963956  65.14689726 -70.02334698  66.6647708   23.03175762
  45.40577153 -33.14762956  -4.38089817  66.25877521 177.6297015 ]",37173.77982159404,26055
9,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 60.31606993  64.48156311 -87.45624318  65.13357507  17.48229293
 -15.75948501 -39.91251964 -24.33671221  54.55451211 120.10371035]",103817.52933913846,30087
10,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  32.11111739   65.12700409 -104.41351608   66.65997248   23.27672947
 -155.04907148  -32.8033712   -43.77003157   43.1778564   -10.40037181]",272848.8502561349,22665
11,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  36.89362895   64.64491202  -69.21051979   65.38263822   18.84714506
 -130.24472087  -38.24347831   -3.43529648   66.80314017   12.50744129]",20179.65383931574,26511
12,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 46.04164237  63.7653726  -94.08920315  62.01100269   9.77964772
 -85.60511422 -49.42001956 -31.9164886   50.08768351  54.48061496]",154582.17946360787,30710
13,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  50.57793606   64.00865536 -101.83583912   62.46560726   13.78791473
  -63.1746531   -44.01860877  -40.85096256   44.9073488    75.48979924]",229046.6805892576,33280
14,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  38.52019309   65.12251352  -51.17888208   66.32373031   22.03720706
 -122.4322124   -34.5155016    17.23954631   78.91266643   19.8878918 ]",15875.429361772514,29275
15,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[  37.49240744   64.57264882  -86.82185586   65.41105085   18.62544643
 -126.99724765  -38.51064062  -23.58181234   54.97048205   15.47028556]",102325.4531613844,24538
16,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 46.7725893   64.13517932 -40.1906788   64.17571365  14.76309764
 -81.95814127 -43.18975108  29.85091825  86.29188029  57.88906047]",49965.05601719596,28556
17,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 59.3768933   67.05920085   0.79130812  71.32548758  39.26151804
 -19.87982745 -13.39676088  76.89735165 113.79172003 116.09420091]",477597.45276894927,39859
18,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 63.34172877  65.12319609 -62.35799706  66.8115674   22.81065515
  -0.85761345 -33.48821416   4.43574105  71.40519257 134.07758065]",8824.48204106664,25767
19,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 47.87978687  65.40130696 -68.82442395  66.91915445  24.22017561
 -76.58118264 -31.87434194  -2.97549737  67.05896109  62.95231151]",11239.767401711631,23807
20,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 57.81553169  63.57052821 -87.2884393   62.48309287   9.98226672
 -27.44594625 -48.96052968 -24.18390881  54.66634938 108.96961603]",102146.27667946958,31149
21,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 72.06227714  64.61572975 -70.58377751  65.34781646  18.71405149
  41.87796044 -38.42519312  -4.99194058  65.87848046 174.20963112]",37165.41508289791,23119
22,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 52.66306149  64.36397389 -68.91266567  64.44972986  17.71756125
 -53.08961566 -39.31151636  -3.07949754  67.00236568  84.99866943]",11487.16405958032,25761
23,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 44.04293414  66.57784867 -86.51798713  70.65014112  34.93456471
 -94.93684353 -18.83107845 -23.23108597  55.19022009  45.58781061]",96578.7007549198,23635
24,f1,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ 53.40064997  64.86959504 -55.47364275  65.7572729   20.40323044
 -49.529772   -36.37628492  12.32951873  76.02737813  88.35629703]",2812.2067016338883,27804
