execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,reduction_speed_factor,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -41.76031337   45.29509225 -104.61853733  -48.2607839    11.14894117
 -121.58578232   11.73216032   51.61821056   62.2253855   -23.43578849]",403.6825389545255,22967
1,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -90.07856632   -3.97444035  -97.15853894    1.74939629    7.41064278
 -120.70233006   16.89709363   52.89230092   57.67648274   16.75789823]",406.861618439634,21425
2,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -42.52009342   45.33518396  -99.79018943  -50.51870955    9.2383041
 -121.2196432    15.06422621   52.65980042   59.24418907  -22.11631513]",403.2721355051712,20643
3,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -41.75584171   45.38512283 -103.42998358  -48.49627632   10.70036547
 -121.38147081   12.43615464   51.84919999   61.38851928  -22.89044419]",403.57292854375714,23039
4,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -41.62703044   45.19512363 -104.31764879  -48.04632512   11.35267479
 -121.42377155   11.9880971    51.49685392   61.80031882  -23.51021643]",403.6554393043184,21028
5,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -44.34500556   45.31506747  -86.66034985  -56.07859176    4.55509183
 -114.23428619   28.85456078   57.77290066   52.08649885  -18.91626841]",401.8960747340787,20635
6,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -40.87407572   45.07634119 -107.32587883  -46.31381148   13.18952718
 -121.58119399   10.34188563   51.36002016   63.6597634   -24.35749961]",403.9339257319142,25247
7,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -43.67509297   45.44976495  -95.45151862  -53.09894335    6.54035073
 -120.09241956   18.46590735   54.17152506   56.88565764  -20.91220046]",402.7981657119575,23061
8,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -41.92147808   45.2626291  -102.61022186  -49.13961739   10.17788907
 -121.37188521   12.45175457   51.16491395   60.5812216   -22.77013595]",403.5238691624661,24135
9,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -42.92508774   45.55092623  -99.44460065  -51.20573613    8.18357062
 -120.97954804   14.88900879   52.47030136   58.98139452  -21.91411984]",403.1744578291445,20941
10,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -42.70137776   45.18328033  -98.44841147  -51.12112429    8.69504661
 -120.73252878   15.99414162   52.86582867   58.47121392  -21.74915458]",403.1548001145333,25279
11,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -43.90831214   45.37833925  -93.81053468  -53.63475063    6.04758683
 -119.4176251    20.16840058   53.94901761   55.71408062  -20.53198816]",402.63397209084735,23230
12,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -42.15779902   45.35140721 -102.2766037   -49.33167622    9.8868932
 -121.36633877   12.64900146   51.90377245   60.64208354  -22.72464501]",403.4628285171806,22730
13,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -43.19397438   45.39041398  -96.38151213  -52.27509083    7.48895016
 -120.37740487   17.5310232    53.37967581   57.29433679  -21.24933782]",402.9216104734592,22334
14,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -41.51439955   45.3106921  -104.63284717  -48.03228921   11.30147399
 -121.56299862   11.7565668    51.52826449   61.89852891  -23.35331702]",403.6631041797453,20334
15,f4,10,10,9999,"[-100, 100]",0.9,True,0.1,"[-50, 50]",2.0,2.0,"[ -44.61906994   45.29457268  -88.54187857  -55.37750546    4.83181328
 -115.602148     26.56057597   56.57998653   52.92023356  -19.55438506]",402.0568332684506,23501
