execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  42.68145266   93.35276954  -61.78581992  136.51323726    4.2602925
  102.21996055   95.91339135   21.83062501   90.78509331   45.23331072
  -55.05094841   74.98579191   74.34486422   -5.57838494  113.24550604
 -100.90589643  -88.77244388   68.08999747   41.63768558   74.58321654
   48.43442911  -51.94422386   56.30426978   62.23137929   33.34263649
   43.61211736  106.36180036   37.80989399   11.98967542  -61.38873245]",939303.9261144296,202813
1,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  38.70806597  -57.55760333  -65.81143391   53.28109957   29.01455682
  -36.10396384  -29.20417915   34.12528295   61.65099664    5.09931217
  -53.93601062   76.32156507   68.12037971   35.23462895   43.8018012
  -65.12055011   53.43061275   58.04291232  100.1692016    69.68414159
  -32.77681057 -125.98785113   51.5410313   114.04755757    5.1601786
   31.87449195    1.20144945  -27.4218181   149.72486834  -68.49497205]",3394363.9703918,172494
2,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  54.8382761   108.05370573  -73.40338577   70.75094405    9.70361219
  -13.04903709    2.19424825    3.29485033   94.07798562  237.18860892
  -54.43667251   75.31114801   69.45054696  -57.26652225   50.7560074
  -89.1932031  -113.22224757   61.79115906   43.24512409   74.06877599
   -2.72420575  -41.08404452   28.18261098   99.49617736   13.5982286
   33.91965129   27.09214672   33.80103486  -59.70796805  -29.98201326]",1746173.5760822876,159203
3,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 44.55960369  35.12218801 -53.23451499  39.17743259  54.27859423
 -24.1824644   31.08395584  25.27819269  64.45023364 144.64425249
 -55.56352191  74.83661144  66.07883699 -13.09999438  -9.79947071
 -62.29186409  35.65855414  56.41787901  26.73215844  74.61033785
 -12.21675817 -80.28091985  55.57083195 144.76436745  -1.68717873
  27.25296057 -14.78291734 -25.70272118   2.52397921 -35.65847939]",1568586.7220974443,188438
4,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 45.79387021 108.45283127 -56.93758961  86.83574229   1.1386673
   1.25458194  29.3270013   18.82019899  43.5567665   36.45003277
 -54.09499862  75.99956357  69.83931011  -6.26912503  56.19377951
 -17.88984469 132.51873379  61.56419082  36.18411916  71.26168288
  34.52517438 -45.17855128  58.59988266  78.70378519  14.18636025
  34.87452333  55.93298561 -85.54914175   2.7600354  -62.40918258]",1639053.268557829,167822
5,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  66.36183074 -102.90952729  -67.52613456   58.08427781  125.81820067
 -106.86938142  -42.83603204   86.1415455    60.3017551    90.51366151
  -55.24747818   75.22408331   70.20272437   48.15759992   24.16003467
 -111.26647023   87.91485101   62.07379573   37.08420842   73.81804939
   66.16619876 -180.14325478   82.11035683   50.20390168   15.50584323
   35.58506904   48.20938749    2.04476331  119.02475879  -28.56416869]",1182238.5581825855,184727
6,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.39123416 144.23453986 -64.7933743   71.98019645 -11.44415101
 -18.63289089   1.45168678  15.94701736  76.36069483 -92.08506904
 -54.72436393  75.13045788  68.32668907  17.41126808  48.53046286
 -71.25965119 -23.61258572  59.01052555  15.21750641  73.84052516
   4.69656152 -25.82696614  79.88138415  94.29200931   7.11242399
  31.97457393  30.89230149  -3.0728978   10.19135386 -83.8025621 ]",1199974.6671399984,161107
7,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  54.46497187   -4.74897862  -53.49816188   45.43144288   78.6506616
 -122.35098931   15.33363284    7.62298204   78.922308    100.57283952
  -54.06516705   76.11500542   70.02795897   26.6911431   -43.01665394
  -66.96819511  -40.67332436   60.34753803   45.57065767   70.86223664
  122.90334918 -147.66486529   72.4267207    60.4024683    11.99691964
   35.59200948   47.26691847   -1.7170786    70.31370284  -31.93432945]",1108287.9684709543,175939
8,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 41.45618583  98.99842404 -60.65177886  40.14445009 -46.21875731
 -66.97353994  28.98325687 -50.41085242  74.92688619 230.9782263
 -55.3030014   75.2098368   68.89610169 -79.92441852 -27.21151211
  -3.62736403 -48.39391665  61.58490213  85.9943063   74.10062892
  53.03627772   3.94078864  -4.1345916  107.67641861  12.51012385
  32.53471591  13.69105749 -52.52849551 -41.88652827 -52.19438777]",1408737.4882991288,218624
9,f1,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  51.48192997  184.11049765  -62.138636     58.25420288    6.34204972
 -129.93933153   31.50901378   20.88322636   63.51913024  118.67295915
  -54.94222318   75.1718751    73.78184152  -33.41625034  -43.93808857
  -51.86814872   41.15792875   67.32845124    3.96782284   74.19939641
  175.5356934   -26.90734383   60.30165686   29.05281136   31.0941046
   42.46842301   80.44306929  -34.59688258  -82.62037608  -42.02146875]",2692803.2931943526,197475
