execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 28.85200906 -53.39394249  21.68047609 -48.80198487 -43.13724157
  13.56083583 -20.25978151  23.09488133  50.73769413  39.24803418]",904.9747952854664,48670
1,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 30.77031529 -42.19894612  62.54250814 -66.65867494 -80.55540529
   5.96187264 -23.42403647   5.58499711  38.53242794  35.60209294]",907.9596724567464,41448
2,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 26.93370283 -64.58893852  38.65606288 -54.77321485 -53.54642737
   6.20988524  -2.28510296  29.76380903  62.94296029  22.54108657]",904.9747952854664,46789
3,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 10.24798855 -62.56476547  12.933874   -63.9012338  -74.49847613
  14.91590433 -35.17672702   7.10003968  53.78469321   9.66377601]",904.9747952854664,42611
4,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 12.16629476 -51.36976934  40.71824338 -13.39794749 -67.78666673
  38.81984998 -40.75250592  19.45603826  41.57942686   4.07834749]",908.9546264760206,52463
5,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 28.85167388 -53.39387766  27.76902154 -22.62375445 -66.52690088
  22.76220252 -51.84848689  48.78846526  50.74027224   0.24988745]",908.9551216238558,49495
6,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.3127977  -47.67173076   3.00287889 -65.55723232 -65.55340016
  29.86581828 -21.16773759  17.9409962   27.65576794  30.0166645 ]",904.9747952854664,43345
7,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 28.85200901 -53.39394229  41.36239234 -54.81442189 -37.49462529
  53.76976392 -37.57740259  30.29699483  50.73769396  24.43123592]",905.9697543425598,39383
8,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 27.47618527 -70.06172329  39.48030639 -86.86533303 -46.78720107
  39.06786251  -9.81032258  43.63485     52.06630022  -8.98265906]",906.9647133996532,40509
9,f9,10,20,4999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ 31.31279762 -47.67173075  35.63592645 -62.34344344 -61.20114358
  47.52578661 -27.38972543  -3.20770485  27.65576786  -8.79891618]",905.9697493047408,47265
