execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
10,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51829394  59.19056518 -37.63535576 -82.63480988
 -60.92567343 -30.37613893 -36.51148955  -3.28588401  22.29071377]",601.707922845323,563
11,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.31794609   6.51829394  59.19056518 -37.63535576  47.64871072
 -60.93822658 -58.2191991   18.30681497  -3.30326692  22.20125392]",600.0580752837803,603
12,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51828328  59.19055684 -37.63535909  47.64866793
 -60.92567343 -58.21912741  18.30681775  -3.28588401  22.29071377]",600.0005804493201,1699
13,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ -1.57872028   6.51829394  59.19056518 -37.63535576  47.65129979
  99.5856369  -58.22353661  18.30664694 -51.88316287 -16.83335444]",601.6660372603665,2423
14,f6,10,10,1009,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51829394  59.19056518 -37.63535577 -29.10814792
 -60.92567343  70.37271526  23.2883      -3.28588401  22.29071377]",600.000000081547,513
15,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51829394  59.19056518 -37.63535576  65.75339956
 -60.92567343  21.54824431 -98.96891282  -3.28588401  22.29071377]",600.0000160049084,3715
16,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  13.17524819   98.4744718  -100.           66.61439913  -29.10814792
  -60.92928452   70.37271526   23.2883       -3.33197643   22.32735716]",601.6653217553164,1299
17,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.16246597   6.51829394  59.19056518 -37.63535576 -29.10814131
 -60.9539821   70.37271185  23.28829148  -3.27731272  22.2976143 ]",600.0165867603147,1185
18,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15859957   6.51829394  59.19056518 -37.63535576 -96.32586625
 -60.92674124 -92.61839376  54.19984972  -3.28761596  22.28896173]",601.5810767388984,755
19,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15954517   6.51829394  59.19056518 -37.63535576 -99.16216148
 -60.92594414 -55.26392479  99.33575182  -3.28632309  22.29026959]",602.3701347033888,1015
20,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  13.15986632   98.50472851 -100.           66.64053748   66.55343066
  -60.92567343   21.13646749 -100.           -3.28588401   22.29071377]",601.8956443712882,1176
21,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[-44.5488944    6.51829394  59.19056518 -37.63535576 -29.10814792
 -99.96434655  70.37271526  23.2883     -83.7711531  -58.56584027]",602.4403604014333,1489
22,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  1.78901525  98.35248991 -99.63479153  66.21757372 -99.28705206
  62.89642342  -2.00852732 -35.92624306 -40.77669586  -7.89220991]",603.0164581855382,1400
23,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51827755  59.19057903 -37.63533797 -29.10814786
 -60.92567343  70.37271515  23.28829999  -3.28588401  22.29071377]",600.0002338118193,1377
24,f6,10,10,1268,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51829394  59.19056518 -37.63535577  47.64870003
 -60.92567343 -58.21918118  18.30681567  -3.28588401  22.29071377]",600.0000000516027,2574
25,f6,10,10,1071,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632   6.51829394  59.19056518 -37.63535576  47.64870003
 -60.92567343 -58.21918118  18.30681567  -3.28588401  22.29071377]",600.0000000791846,1086
26,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632 -95.45970458 -20.5895707  -69.46922945 -99.30151046
 -60.92567343  -2.0010857  -35.90760913  -3.28588401  22.29071377]",601.5,700
27,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  -1.61828647    6.51829394   59.19056518  -37.63535576   66.54163929
  100.           21.13151906 -100.          -52.01090399  -16.93659252]",602.0322893674436,1346
28,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[ 13.15986632 -95.45970458 -20.5895707  -69.46922945 -85.78569429
 -60.92567343 -98.04333495  40.61571498  -3.28588401  22.29071377]",603.0,1771
29,f6,10,10,5000,"[-100, 100]",randtobest1,0.8,0.4,"[  13.15813323    6.51829394   59.19056518  -37.63535576   66.54163929
  -60.90680099   21.13151906 -100.           -3.2915982    22.28611341]",600.2776708463307,482
