execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,omega,reduce_omega_linearly,range_speed,cognitive_factor,social_factor,best_particle,best_fitness,out_bounds
0,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-30.51040704  35.72349717  80.76779354  42.84027243 -11.55348039
  30.08589778 -22.39667786  75.31751758  83.78704065  40.84692396
 -12.97071508  -2.07654836 -37.02403362  39.7623448   50.63243231
  54.42973158  -2.43796002   7.74051026 -78.28953798  74.0945295
  -7.17438139 -37.16378326  45.94615478  50.0024482   62.42314789
 -40.58007531  27.75323651  30.82742735 -56.63724344 -20.74415051]",1400.3253109775478,137150
1,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-17.34960319  26.92435392  71.57559675  58.90149828   7.61741327
  40.27124281 -14.0710886   71.37772343  87.69959575  62.38874508
 -19.70338859  -9.29257903 -42.63691692  42.46072536  70.5692183
  67.56415865   7.91118293  13.49973265 -65.37874021  68.84783552
 -11.01389109 -45.87098354  65.6232599   37.57082217  64.70993071
 -27.28053032  16.41279643  17.207162   -61.11421315 -11.60227846]",1400.658984241756,140757
2,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-23.17724215  32.39685772  80.11335895  43.63153366 -26.2692327
  32.09951139  -1.22644456  86.92940415  67.65185861  56.10533433
 -22.53053958  11.72390963 -13.47488211  35.77411027  60.07095856
  64.75012263  -9.73003386  21.7221455  -51.49407583  76.48100949
   7.05290687 -38.16464411  63.06846931  35.64970232  53.87472775
 -46.19555322  37.91762252  30.33298997 -50.78717599 -14.66668317]",1400.310055949752,146602
3,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[  4.01668258  40.53940141  80.64630121  66.64618969 -11.20511354
  41.78632238   1.67833131  84.03334195  84.66650046  52.46984607
 -14.31190145  -3.28422015 -41.82879955  54.76278581  58.32094611
  46.17083216   3.13464806  16.24335409 -61.16434706  75.74708394
   8.98464184 -43.02184965  55.68255006  38.09205117  44.16115655
 -21.46335718  38.73916408  24.10723512 -49.9507943  -17.7943707 ]",1400.2858569254804,141274
4,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-18.88173166  37.54083678  89.2003505   60.2956195  -12.24067342
  27.54559354   9.49507846  66.33687522  90.59498718  55.7935418
  -4.44151187  -5.93252105 -36.26035497  48.69633901  63.59954895
  63.77159413   3.97503867  12.40550289 -43.01544122  56.69550609
  -9.4943551  -34.92867836  50.52863975  45.55867414  48.20516004
 -48.22929008  49.54833602  37.05846785 -63.94324045 -26.35351758]",1400.2896293899908,148110
5,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-20.65318758  45.16718199  79.43890275  48.62055306 -14.47537126
  13.64662754  -8.3820826   91.91712101  67.95716577  46.19184318
  -9.54227592  -8.28850917 -37.6235907   62.77889974  60.27363457
  53.01676354   3.72935751  30.45506907 -52.06621458  73.83739834
  -0.41417313 -17.03846772  34.15517907  40.81351186  38.61350141
 -42.67853546  29.14815193  44.48603739 -64.82438393 -21.18928852]",1400.2005134091698,162040
6,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-32.90287707  45.02117269  77.94371685  46.78758271   3.19615729
  30.12408138 -10.18861911  74.65824792  80.41457081  41.24617019
  -9.89298433   1.96011031 -29.32331298  44.90332975  54.84714975
  61.82385464   3.99931309  19.19620388 -36.21984859  78.11293059
   2.93040591 -47.07217874  35.3691283   42.8691341   49.65301521
 -25.72939503  29.03110728  20.0489489  -48.80829532 -18.0900937 ]",1400.3109415654449,146622
7,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-18.09109295  38.90879312  81.86939331  40.74655523  -4.8483634
  22.74150507 -11.58976247  80.11110013  66.7918474   53.43662444
   1.21670453  34.33234415 -20.32280196  41.78329305  55.28366151
  54.90940116  -4.98041947  31.89569046 -69.21450305  72.20950184
   3.13607086 -35.81606615  42.45984824  42.69098158  46.38376523
 -49.50282118  45.20512678  26.10163489 -47.52952683 -18.66247533]",1400.1866455091258,147457
8,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-12.24142937  38.97866789  75.6117493   41.23748659  -8.99785479
  41.13902793  -6.8694562   82.46403309  73.47881183  58.85228661
  -2.0838809   -1.45739726 -33.45568014  28.75896733  53.71205173
  67.9647935   -0.57619492  22.8615595  -61.38873136  51.84550498
   0.72460178 -44.46342631  44.04269477  48.83861819  55.84998913
 -26.33773663  33.15052479  33.1319034  -47.72596217 -17.36850972]",1400.3648790459592,141567
9,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-13.21535963  33.09071126  86.01723141  50.13280259  -7.58203494
  34.00272973 -22.13499712  72.11059182  78.01348214  51.03002928
 -12.35935318  15.47371522 -45.17796175  39.23718899  58.97238614
  64.36498139  14.78235518   7.32430532 -58.15642079  68.53672626
   4.54615782 -35.47438741  42.37812184  42.99539373  53.77816967
 -46.13953915  44.08336094  29.52319615 -73.55977138 -27.87393485]",1400.3312986442936,158516
10,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-23.67273679  33.28286212  68.05364767  37.06842317  -2.85153224
  49.56462832 -20.9255208   68.73386617  82.75132422  64.27700199
 -17.3791892  -25.13029018 -53.88623543  48.76545473  62.12654838
  69.23589009  17.29270158  24.90281963 -54.04314572  85.17576938
 -19.63378146 -54.8698777   83.60564029  42.42336642  66.8571075
 -39.62939289  34.28243206  20.46692713 -74.27661792 -15.86081868]",1400.8783250682727,138944
11,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-17.61621912  35.2776312   76.18933494  64.49933421 -34.63197049
  37.04643459 -10.97473041  77.34299011  71.18717539  36.49643186
  -5.57288697   4.6271582  -33.83943866  67.53235657  51.51348708
  47.18250728   6.03917107  38.18473929 -40.81205039  79.30642013
   4.02460985 -45.6213746   56.0533203   44.03597919  55.42307001
 -35.87958379  29.7889728   37.43025221 -54.64744267 -18.97965181]",1400.2580467128205,145604
12,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-17.08255645  43.83459989  76.81154442  58.7280053  -25.68289594
  21.0033404  -19.01433904  70.49770713  89.99502432  40.72370202
  -2.37853667   9.06224329 -35.58156229  47.98463139  48.4111278
  64.50665834  11.70315822  17.75198587 -56.71910438  59.00722089
  -2.9050067  -42.2402663   36.65811988  52.32209872  45.5311252
 -39.89152201  46.96905227  43.29813873 -55.45594747 -40.16979435]",1400.2172330687215,149011
13,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -0.84998682  17.62954081  74.51287896  58.69214384   5.21463811
  58.44101997  -1.59707258  68.9284666   85.3194696   65.23121828
 -20.4234486  -18.18017708 -40.62993645  50.90739174  75.39723252
  73.8151959   12.58907029  35.56827193 -58.04102387  78.16786597
 -13.17395876 -64.63840969  77.84426483  39.90620389  60.66582915
 -29.69418739  19.45144789  23.76011587 -62.38439378  -9.66969996]",1400.8829356555996,148696
14,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-26.0499377   43.59516648  90.03923218  46.66501029 -18.94208321
  47.92404582  -6.45583799  67.85802299  81.30595405  50.32497414
  -8.26477822  10.33963414 -43.90560123  56.73710993  45.3197154
  57.03613358   3.30240337  28.13420941 -49.05001005  69.19029282
   7.77518274 -33.84999655  56.93570317  35.69572318  53.01443826
 -32.69849335  24.03978635  20.2644384  -47.22127013 -21.04233153]",1400.2856066817585,147460
15,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -2.01942109  27.84796329  87.53953203  60.47446196 -11.02341563
  29.42588623 -19.79553774  90.03431354  72.14986941  50.43765769
 -15.20760406   6.35376461 -49.4362578   50.97348084  48.05041431
  58.04777731  16.11262699  17.73688384 -67.01248874  89.58946626
  -5.8025903  -48.33607537  50.46298394  43.05962318  55.780624
 -30.18564584  22.28787341  34.21370169 -50.779191   -15.51573271]",1400.3446158023048,134817
16,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-12.71277307  34.87212605  90.32743883  47.61721518 -13.43709233
  35.0492941   -6.70762175  89.60035477  87.99345754  62.18145678
  -2.85008039  17.98911715 -21.0096084   55.7401958   53.44130739
  42.92141557   7.38201728  11.92097268 -59.87695473  60.7057396
  -1.66077112 -42.71916949  38.66401257  47.61929986  52.49150778
 -23.07601823  35.15107587  19.17077278 -47.64422059 -22.90194216]",1400.2250219577584,150416
17,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-8.31741165e-02  2.81834284e+01  8.39451043e+01  6.62246367e+01
 -1.38081117e+01  2.90264008e+01 -5.28357748e+00  7.95898045e+01
  5.87959522e+01  5.20844798e+01 -1.61312195e+01  4.42802837e+00
 -4.52313145e+01  4.26111135e+01  6.38668162e+01  5.45706488e+01
  2.32372302e+00  1.80721564e+01 -6.75719832e+01  8.42739649e+01
 -2.34319861e+00 -3.51878112e+01  5.84745628e+01  3.59303216e+01
  3.07167580e+01 -3.66000511e+01  3.18287504e+01  2.84576516e+01
 -4.78657614e+01 -2.60527594e+01]",1400.2746857112425,150070
18,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-18.24799395  28.6499415   81.81125718  67.81151422 -21.42200991
  33.34647131  -8.88679894  74.84911589  69.42036026  58.65596755
 -15.96132773   3.94005678 -35.29674537  59.64224805  44.97899218
  57.45786294  -9.05109925  17.1100115  -52.31267231  84.4486367
  -4.76430757 -20.3740573   57.92942595  46.49586446  39.30443743
 -44.08767381  38.23414916  34.46223183 -55.25444791 -21.7550978 ]",1400.2169340061007,141459
19,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-13.42329408  29.15730916  71.92712502  50.82503385  -9.98880843
  19.87925004  -1.60855791  76.41447221  87.30452603  48.71576619
  -9.67162907  32.94260357 -18.27327702  64.50018279  71.14603272
  64.44417534  10.7434978   14.42705114 -51.57380115  59.4170833
   2.01687677 -30.86273428  36.32256802  39.97102393  55.87867206
 -32.11304401  40.39315803  29.07386741 -65.91098166 -19.20669189]",1400.2848033812102,149253
20,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-16.93117778  44.06373162  72.35008947  54.46447094 -17.33000886
  31.04261143  -8.31568799  88.870676    87.61611716  43.87090926
 -12.24216341   1.47112755 -22.37679192  65.47338045  56.28301161
  59.12362739   1.23371773   9.1951171  -55.97043623  61.86694366
   4.96928464 -35.67921984  65.1739397   49.19599852  64.1618757
 -29.0186869   26.04943349  32.33907957 -65.55563769 -20.31577796]",1400.338315477071,144089
21,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-32.00943695  31.11453742  78.82849847  51.85360037   1.99084651
  21.77050415  -8.0545495   78.98107573  82.06404192  58.84773653
  -6.46772954  -5.49752557 -42.38142254  39.69201886  65.4718163
  62.44686273   1.41442534  32.6385778  -74.64698028  69.03003062
  -8.32241378 -28.72991532  46.15679685  47.77527084  54.39542367
 -33.50954508  48.85997486  28.89460717 -61.28464675 -15.77747268]",1400.3560739437194,129241
22,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-16.02523081  31.52375145  88.10612261  41.96404059 -17.01349158
  37.99469524  -4.70224173  84.44930661  71.8532717   48.20543125
  -8.43589896   5.9224729  -36.80734532  50.65963192  55.76546914
  62.16678925  -2.4582208   30.39293091 -78.2863491   66.11886859
   4.96653047 -50.17705757  23.04632116  43.75066324  48.96763014
 -33.3617811   56.35811124  34.61462487 -46.95019049 -29.51264608]",1400.2528867498322,157740
23,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-16.19410189  23.54630563  76.93412843  65.82409288 -13.9823312
  15.20022042 -11.62307268  74.10658871  82.3401802   62.67123947
 -14.35915276   2.36142759 -37.06028529  63.40313183  44.37905139
  62.64590133   6.15006846  29.45283036 -35.71269902  70.73329925
  -9.4543237  -29.41118333  40.37511308  40.62706325  56.20369886
 -36.51876808  19.01086338  19.24930027 -55.49175107 -22.54974412]",1400.310396361248,139211
24,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-11.99291639  24.98398601  90.67958128  63.00031644 -16.08323986
  19.95279522  -8.76019516  83.92581458  75.10221212  47.41771076
 -11.54202477   7.37122611 -31.23803736  45.02585924  45.14609592
  59.3788353    1.04965294  15.94668892 -62.64436153  88.88262542
  11.06035561 -49.12952416  64.73607221  40.85065388  53.82760276
 -40.17398219  27.51260323  24.32242987 -46.88047865  -1.2581582 ]",1400.2784850949686,150002
25,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-12.57584064  34.27604921  76.16123271  55.32151492   7.05599782
  44.19558712  -8.05500702  89.01194029  65.67719581  46.19713377
   5.11912655  15.64617902 -34.62863266  52.75104235  51.63704323
  50.08232265   3.50573695  15.48278854 -64.99161291  76.88456633
   0.55304477 -49.69893967  58.94371653  47.58520829  47.41563953
 -38.48638197  45.29311788  25.10382572 -37.12789235 -15.49740757]",1400.28575519075,144572
26,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -2.23818255  21.7333743   55.04136295  45.7324202    6.39503051
  47.42448392  -5.11628701  68.12322013  68.99146648  65.50480851
 -31.29254269 -13.35582872 -55.53064865  36.13775716  74.80893609
  67.44196655   7.93895548  29.57941446 -54.15337144  57.85200014
  -3.27715749 -57.5623538   52.73729552  42.16260976  65.82603258
 -39.10672686  11.54270745  18.7951815  -78.67421018  -6.16322535]",1400.9621850402905,135376
27,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[ -8.71265402  35.36736617  84.69494163  51.40123716 -26.24698762
  33.25430335 -15.64402946  82.55651133  85.71451772  43.39931649
   0.89228116  -2.04124082 -19.66854962  44.63481047  68.63326409
  58.56710725  15.04475349  22.03043658 -55.23145932  75.1160407
  18.21657396 -40.47292991  45.27572339  42.10738312  55.03462833
 -27.74575001  40.60513511  32.64862285 -54.75008181 -13.27953983]",1400.283100205691,149388
28,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-36.68746198  26.43530393  74.86851977  46.21825087 -18.43139856
  37.39985117 -18.02740252  80.78705034  81.04609657  53.83068786
  -8.22591676  21.84340769 -30.10942617  58.36115662  57.6556073
  51.59563865   3.20861405  17.83697676 -69.96981105  48.00514906
   0.83590913 -39.94929505  40.02676847  51.09989883  49.94442647
 -30.76121893  46.35012988  38.04575368 -60.13267033 -25.06475757]",1400.2641627686853,144940
29,f14,30,20,14999,"[-100, 100]",0.9,True,"[-50, 50]",2.0,2.0,"[-17.38237053  35.8173601   90.18316162  61.06198554 -14.16426814
  21.15018358  -4.84557206  86.27164974  81.11587577  51.31728079
   2.01212841   0.5513991  -47.26213213  55.36829324  61.38759039
  47.77466048   8.19741478  26.28735256 -49.86750457  88.977386
  -4.49157897 -27.71184838  53.79248798  44.49726255  49.00512289
 -47.07318391  31.54308715  50.54846655 -62.76339958 -24.15043804]",1400.2248949079758,146332
